Table Names,CL_ID,Latitude,Longitude,Location,Time Period,NO3_μM_SUNA_SA,Cond_μScm_TSG_SA,DOsat_EXO_SA,DO_mg_L_EXO_SA,fDOM_QSU_EXO_SA,Salinity_PSU_TSG_SA,Sp_Cond_μS_cm_EXO_SA,Temp_˚C_TSG_SA,Temp_˚C_EXO_SA,Turb_FNU_EXO_SA,fCHL_μg_L_EXO_SA,fCHL_μg_L_WS_SA,estDOC_mg_L_SA,estDON_μM_SA,pH_SA,fDOM_QSU_WS_SA
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2178,38.333988,-121.6515,Toe Drain Canal,09/05/2018 - Map1,1.144161,524.2937,75.21622,6.580553,79.81683,0.271597,555.1788,21.78743,21.89972,23.9109,4.514318,12.1316,5.84073,25.91828,7.896009,96.29359
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2259,38.335066,-121.667346,Liberty Cut,09/05/2018 - Map1,1.38335,403.9131,79.37785,7.054673,62.52408,0.211652,433.5083,21.01975,21.09072,18.89391,1.676344,6.411156,4.72016,21.12992,8.023384,79.20081
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2241,38.335204,-121.675645,Prospect Slough,09/05/2018 - Map1,1.599129,379.5145,78.12217,6.976912,66.88998,0.19982,412.1279,20.77198,20.85604,10.74306,1.516421,6.018861,5.003075,22.33885,7.985627,78.81059
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2239,38.336198,-121.67292,Prospect Slough,09/05/2018 - Map1,1.594793,399.7383,78.60339,7.009334,66.69276,0.210346,432.1613,20.83502,20.92261,13.46998,1.57965,6.229111,4.990293,22.28424,8.024313,80.45924
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2237,38.336123,-121.669162,Prospect Slough,09/05/2018 - Map1,1.497226,408.7667,79.15726,7.042178,63.66764,0.214596,439.4218,20.95165,21.036,18.37557,1.632199,6.371743,4.794263,21.44657,8.035785,80.3987
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2176,38.336852,-121.650756,Toe Drain Canal,09/05/2018 - Map1,1.121324,524.3981,74.85408,6.546628,79.77687,0.271571,555.0425,21.80007,21.91257,23.96305,4.584433,12.3003,5.838141,25.90722,7.891579,96.32609
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2174,38.339709,-121.649785,Toe Drain Canal,09/05/2018 - Map1,1.083003,527.5159,74.11057,6.475889,80.25957,0.27303,557.9113,21.8339,21.95542,23.86175,4.811961,12.76769,5.86942,26.04087,7.878135,96.85625
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2172,38.342478,-121.64862,Toe Drain Canal,09/05/2018 - Map1,1.027283,528.6124,73.98744,6.460593,80.1563,0.273423,558.7498,21.86629,21.99021,24.04487,4.958535,13.08121,5.862728,26.01228,7.871082,97.04762
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2170,38.345183,-121.647351,Toe Drain Canal,09/05/2018 - Map1,1.004372,527.9131,74.04936,6.464565,79.73554,0.272944,557.7826,21.88402,22.00663,24.1516,5.035072,13.27068,5.835463,25.89577,7.869183,96.92641
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2168,38.347822,-121.645979,Toe Drain Canal,09/05/2018 - Map1,0.910689,527.3574,74.09291,6.46104,79.26604,0.272307,556.6086,21.94209,22.05813,24.81647,5.280995,13.78164,5.80504,25.76577,7.863637,96.80835
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2216,38.35011,-121.649341,Prospect Slough,09/05/2018 - Map1,1.013654,525.2259,74.24345,6.479213,78.83411,0.271308,554.6572,21.91708,22.0283,24.57963,5.188798,13.71475,5.77705,25.64617,7.871857,96.55644
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2233,38.335744,-121.662064,Prospect Slough,09/05/2018 - Map1,1.317913,455.17,77.68323,6.860838,68.50671,0.237175,485.0891,21.34277,21.43358,22.2579,2.826468,8.744031,5.107836,22.78652,7.980384,85.97604
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2234,38.33576,-121.66388,Prospect Slough,09/05/2018 - Map1,1.359849,438.4824,78.28181,6.929317,65.86597,0.228916,468.3282,21.22562,21.31144,21.81257,2.404667,7.902231,4.936716,22.0553,8.000735,83.60873
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2235,38.335842,-121.665708,Prospect Slough,09/05/2018 - Map1,1.400003,424.4524,78.76067,6.985651,63.82595,0.222022,454.3296,21.11951,21.20194,21.29044,2.044227,7.187124,4.804523,21.49042,8.017647,81.77177
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2214,38.350026,-121.645915,Prospect Slough,09/05/2018 - Map1,0.919252,526.6055,74.07935,6.458552,79.16219,0.271813,555.6908,21.95709,22.07102,24.89204,5.350731,13.94756,5.79831,25.73701,7.862837,96.72123
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2166,38.350478,-121.644629,Toe Drain Canal,09/05/2018 - Map1,0.893267,526.8499,74.0463,6.45404,79.25023,0.271875,555.8161,21.96735,22.08267,24.99971,5.38391,13.97039,5.804015,25.76139,7.860661,96.76325
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2165,38.351817,-121.644052,Toe Drain Canal,09/05/2018 - Map1,0.916312,526.2029,74.06555,6.454909,79.16955,0.271433,555.0187,21.98165,22.09496,24.97655,5.428142,14.09774,5.798787,25.73905,7.859849,96.71454
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2163,38.354657,-121.642733,Toe Drain Canal,09/05/2018 - Map1,0.923673,525.9925,74.09598,6.456177,79.08948,0.271171,554.5549,22.00248,22.11606,24.92622,5.462607,14.15716,5.793598,25.71688,7.85783,96.71435
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2162,38.356019,-121.642096,Toe Drain Canal,09/05/2018 - Map1,0.941004,525.7478,74.10542,6.456762,79.00916,0.270966,554.182,22.01294,22.12651,24.82454,5.481134,14.20438,5.788393,25.69463,7.857251,96.68501
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2161,38.357381,-121.641463,Toe Drain Canal,09/05/2018 - Map1,0.945475,525.7026,74.09601,6.455468,79.00473,0.270897,554.0695,22.01919,22.13291,24.81627,5.495615,14.22506,5.788106,25.69341,7.856556,96.68834
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2164,38.353222,-121.643403,Toe Drain Canal,09/05/2018 - Map1,0.916312,526.2029,74.06555,6.454909,79.16955,0.271433,555.0187,21.98165,22.09496,24.97655,5.428142,14.09774,5.798787,25.73905,7.859849,96.71454
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2500,38.212207,-121.66637,Cache Slough,08/23/2018 - Map2,6.483521,142.8019,92.67656,8.152736,22.1952,0.075208,151.7308,21.62502,21.67565,2.313842,0.386571,2.760959,2.106825,9.962748,7.749941,22.36873
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2498,38.214506,-121.668684,Cache Slough,08/23/2018 - Map2,6.492366,142.7488,92.6906,8.154878,22.18152,0.075185,151.697,21.61837,21.66903,2.335949,0.381354,2.758895,2.105933,9.958938,7.749885,22.35672
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2496,38.216962,-121.670663,Cache Slough,08/23/2018 - Map2,6.50464,142.7148,92.68918,8.156703,22.18295,0.075179,151.6973,21.60903,21.65922,2.351741,0.372465,2.761005,2.106029,9.959345,7.749954,22.36785
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2494,38.219574,-121.672372,Cache Slough,08/23/2018 - Map2,6.521482,142.7333,92.62711,8.15437,22.24276,0.075225,151.8017,21.58508,21.63418,2.419384,0.349247,2.770885,2.10992,9.975972,7.750425,22.44483
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2492,38.222361,-121.673463,Cache Slough,08/23/2018 - Map2,6.503306,142.7162,92.57827,8.152615,22.29173,0.075244,151.8603,21.56708,21.61582,2.478044,0.33074,2.774748,2.113101,9.989569,7.752357,22.50293
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2490,38.22521,-121.674359,Cache Slough,08/23/2018 - Map2,6.524257,142.7234,92.53287,8.150528,22.34141,0.075264,151.9276,21.55419,21.60238,2.53745,0.339774,2.770057,2.116322,10.00333,7.754694,22.56016
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2488,38.228135,-121.674614,Cache Slough,08/23/2018 - Map2,6.585241,142.8634,92.45061,8.148839,22.48507,0.075371,152.2004,21.52125,21.56771,2.636377,0.345693,2.761312,2.125631,10.04311,7.761066,22.74387
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2072,38.230677,-121.673394,Sacramento Deep Water Shipping Channel,08/23/2018 - Map2,6.595718,143.0274,92.42194,8.148177,22.57944,0.075478,152.4116,21.50236,21.54947,2.709591,0.338828,2.750598,2.131745,10.06924,7.763168,22.85629
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2485,38.232118,-121.675732,Cache Slough,08/23/2018 - Map2,6.517579,143.095,92.41049,8.150281,22.66218,0.07554,152.5209,21.48386,21.53096,2.826066,0.31713,2.735721,2.137108,10.09215,7.765361,22.92277
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2482,38.234828,-121.679782,Cache Slough,08/23/2018 - Map2,6.334009,142.8701,92.53241,8.165543,22.64178,0.075456,152.3697,21.46646,21.5092,2.947386,0.314034,2.714647,2.135787,10.08651,7.771071,22.89912
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2480,38.23681,-121.681742,Cache Slough,08/23/2018 - Map2,6.132449,142.6891,92.91052,8.204473,22.62248,0.075401,152.3615,21.43657,21.47681,3.120129,0.315723,2.702782,2.134537,10.08117,7.775264,22.93438
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2478,38.239062,-121.684637,Cache Slough,08/23/2018 - Map2,6.06243,143.0784,93.09715,8.229774,22.85495,0.075671,152.9986,21.37924,21.42321,3.282854,0.313948,2.711743,2.149601,10.14554,7.782269,23.18407
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2324,38.242741,-121.676563,Prospect Slough,08/23/2018 - Map2,6.024089,143.6754,92.90565,8.207531,22.96175,0.075949,153.3734,21.38471,21.44816,3.698457,0.345264,2.745667,2.156521,10.17511,7.769488,23.32505
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2474,38.242598,-121.6849,Cache Slough,08/23/2018 - Map2,5.979097,143.8498,93.28881,8.252642,23.21509,0.076127,153.899,21.32753,21.38142,3.37675,0.320115,2.73868,2.172938,10.24525,7.804586,23.50526
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2472,38.244255,-121.688731,Cache Slough,08/23/2018 - Map2,6.065332,144.1122,93.22523,8.247652,23.36699,0.076258,154.1641,21.32639,21.37478,3.147454,0.320648,2.741634,2.182781,10.28731,7.828226,23.619
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2322,38.245732,-121.675616,Prospect Slough,08/23/2018 - Map2,6.27071,144.6577,92.78024,8.205359,23.48125,0.076534,154.5874,21.32428,21.39183,3.775618,0.322821,2.655395,2.190185,10.31896,7.785029,23.8667
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2470,38.246695,-121.687069,Cache Slough,08/23/2018 - Map2,6.062743,144.1858,93.39346,8.262592,23.40368,0.076298,154.2497,21.32715,21.37228,3.040224,0.325954,2.742159,2.185158,10.29747,7.843332,23.67147
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2320,38.248112,-121.674218,Prospect Slough,08/23/2018 - Map2,6.614222,145.4901,92.46935,8.185697,23.93134,0.077026,155.6202,21.27301,21.34205,3.784663,0.310638,2.593986,2.21935,10.44359,7.792248,24.31537
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2468,38.24954,-121.68753,Cache Slough,08/23/2018 - Map2,6.288519,145.1441,94.26019,8.346894,23.90877,0.076841,155.4201,21.28474,21.32329,2.971748,0.324916,2.733532,2.217888,10.43734,7.912754,24.21916
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2318,38.250636,-121.672971,Prospect Slough,08/23/2018 - Map2,6.822623,146.0855,92.46239,8.19187,24.2577,0.077385,156.4115,21.22947,21.29734,3.775523,0.317594,2.597316,2.240499,10.53395,7.807406,24.65278
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2466,38.252413,-121.687613,Cache Slough,08/23/2018 - Map2,6.453892,146.0135,95.27979,8.441952,24.37481,0.077321,156.4408,21.25374,21.28569,3.039432,0.336097,2.754565,2.248086,10.56638,7.982893,24.70248
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2316,38.25335,-121.671988,Prospect Slough,08/23/2018 - Map2,7.01562,146.8142,92.33992,8.190158,24.61028,0.077817,157.3768,21.17762,21.24161,3.77062,0.332641,2.616013,2.263346,10.63159,7.819621,25.01431
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2464,38.255343,-121.687939,Cache Slough,08/23/2018 - Map2,6.617238,146.9719,96.19964,8.529373,24.88437,0.077852,157.6083,21.21616,21.24249,3.137335,0.344128,2.782351,2.281106,10.70748,8.039174,25.21923
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2314,38.256153,-121.671668,Prospect Slough,08/23/2018 - Map2,7.11557,147.8991,92.58637,8.223774,25.10406,0.078447,158.7778,21.11208,21.1655,3.840113,0.341444,2.643621,2.295343,10.76831,7.855362,25.53409
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2462,38.256835,-121.691001,Cache Slough,08/23/2018 - Map2,6.708168,147.9927,95.2316,8.459084,25.37654,0.078471,159.0031,21.13116,21.1581,3.147768,0.359323,2.860348,2.312999,10.84376,7.998783,25.70173
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2460,38.258353,-121.693986,Cache Slough,08/23/2018 - Map2,6.658186,148.6327,94.36236,8.392626,25.649,0.078873,159.903,21.07012,21.09953,3.170743,0.370582,2.898088,2.330655,10.91921,7.96722,25.99727
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2312,38.258947,-121.670739,Prospect Slough,08/23/2018 - Map2,7.066741,148.5052,92.58261,8.229104,25.35055,0.078797,159.5366,21.08002,21.12765,3.947486,0.371047,2.646885,2.311316,10.83657,7.866302,25.79655
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2396,38.260071,-121.692022,Shag Slough,08/23/2018 - Map2,6.702997,148.9742,94.84255,8.436203,25.80981,0.079056,160.2928,21.06578,21.09229,3.241485,0.380868,2.896699,2.341075,10.96374,7.990994,26.14686
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2310,38.261803,-121.669811,Prospect Slough,08/23/2018 - Map2,6.857771,149.2966,92.80922,8.25776,25.70367,0.079261,160.5391,21.03816,21.08069,4.208039,0.402454,2.666931,2.334198,10.93435,7.889765,26.16504
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2394,38.262785,-121.691562,Shag Slough,08/23/2018 - Map2,6.579813,149.3592,94.6761,8.426472,25.95739,0.079289,160.7936,21.03757,21.06388,3.243039,0.388847,2.911425,2.350638,11.0046,7.992505,26.3166
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2308,38.264747,-121.669771,Prospect Slough,08/23/2018 - Map2,6.697816,149.6478,92.90772,8.270254,25.86475,0.079468,160.9958,21.02003,21.06169,4.347134,0.405403,2.68958,2.344635,10.97895,7.898433,26.32682
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2392,38.26524,-121.692884,Shag Slough,08/23/2018 - Map2,6.146738,150.1707,94.69034,8.437755,26.32148,0.079778,161.8205,20.98325,21.00855,3.223912,0.402639,2.95225,2.374232,11.10542,8.006108,26.72164
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2306,38.266924,-121.6686,Prospect Slough,08/23/2018 - Map2,6.463131,150.2917,92.91165,8.276415,26.14329,0.079847,161.8201,20.98308,21.02687,4.728021,0.421029,2.713187,2.362685,11.05608,7.902792,26.62656
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2390,38.268331,-121.693697,Shag Slough,08/23/2018 - Map2,5.582028,151.168,95.09955,8.485403,26.873,0.080377,163.064,20.91598,20.94186,3.254827,0.456921,3.040859,2.409963,11.25813,8.045698,27.28544
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2304,38.269711,-121.667373,Prospect Slough,08/23/2018 - Map2,6.128197,151.124,93.0759,8.299335,26.50283,0.080343,162.9004,20.92698,20.97318,5.203652,0.410138,2.772697,2.385983,11.15563,7.918877,27.06467
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2388,38.271085,-121.695114,Shag Slough,08/23/2018 - Map2,5.110373,151.714,95.51365,8.527778,27.28303,0.080696,163.7314,20.87904,20.90983,3.168532,0.499081,3.145126,2.436531,11.37167,8.084294,27.70426
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2302,38.272397,-121.665955,Prospect Slough,08/23/2018 - Map2,5.793334,151.7598,93.08857,8.309227,26.90479,0.080749,163.7654,20.86909,20.91669,5.550869,0.417361,2.816123,2.41203,11.26694,7.926957,27.51477
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2386,38.273941,-121.695789,Shag Slough,08/23/2018 - Map2,4.45737,152.0226,96.42789,8.610682,27.82928,0.080868,164.1017,20.86741,20.89947,2.826668,0.561107,3.37559,2.47188,11.52293,8.158607,28.2774
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2300,38.275324,-121.665291,Prospect Slough,08/23/2018 - Map2,5.516016,152.0377,93.1844,8.325173,27.21146,0.080951,164.1955,20.82978,20.87711,5.76539,0.423248,2.843672,2.431902,11.35185,7.939018,27.84739
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2384,38.276917,-121.69515,Shag Slough,08/23/2018 - Map2,4.029259,152.3952,97.06609,8.666285,28.25528,0.081059,164.4773,20.87049,20.90404,2.561801,0.594349,3.531637,2.499458,11.64089,8.204803,28.72996
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2298,38.278237,-121.664889,Prospect Slough,08/23/2018 - Map2,4.580903,152.4093,93.58392,8.377112,28.04603,0.081291,164.9225,20.72859,20.77558,6.664623,0.459642,2.901701,2.485983,11.58294,7.9784,28.77823
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2382,38.27974,-121.694319,Shag Slough,08/23/2018 - Map2,3.088573,153.9347,98.38763,8.777093,29.39212,0.081813,166.0123,20.89784,20.94183,2.126887,0.674742,3.870778,2.573533,11.95568,8.276565,29.95526
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2296,38.281109,-121.664552,Prospect Slough,08/23/2018 - Map2,3.631613,153.0135,93.94283,8.420622,28.83352,0.081713,165.8426,20.65509,20.69554,7.227063,0.486022,2.959639,2.537011,11.801,8.010048,29.63425
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2380,38.282451,-121.693004,Shag Slough,08/23/2018 - Map2,2.545077,156.635,99.08459,8.825115,30.85108,0.083071,168.6294,20.9642,21.0199,1.919757,0.76049,4.163983,2.66816,12.35966,8.296801,31.54827
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2213,38.284324,-121.663624,Toe Drain Canal,08/23/2018 - Map2,2.063706,154.5154,94.9866,8.525819,30.20773,0.082607,167.8098,20.56297,20.59362,7.848742,0.535716,3.100837,2.626061,12.18152,8.078909,31.11443
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2378,38.285331,-121.692764,Shag Slough,08/23/2018 - Map2,2.053112,160.8831,99.60124,8.851953,32.98469,0.085052,172.7431,21.06452,21.13077,1.827502,0.890376,4.532604,2.806465,12.95046,8.294187,33.83183
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2293,38.285972,-121.665128,Liberty Cut,08/23/2018 - Map2,1.406748,155.1542,96.16929,8.634158,30.62732,0.082926,168.5577,20.5602,20.5797,8.466882,0.553631,3.163601,2.653252,12.29771,8.135309,31.69554
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2211,38.28721,-121.663197,Toe Drain Canal,08/23/2018 - Map2,1.359621,155.5696,95.51854,8.576129,30.94958,0.083194,169.1063,20.5243,20.54983,8.137666,0.549887,3.144778,2.674133,12.38694,8.10871,31.94151
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2376,38.288219,-121.692774,Shag Slough,08/23/2018 - Map2,1.307356,173.6792,99.67841,8.810765,39.0327,0.091044,185.2951,21.33594,21.41365,1.978011,1.277586,5.498598,3.197936,14.62515,8.225176,40.22445
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2291,38.288926,-121.665552,Liberty Cut,08/23/2018 - Map2,0.875161,155.8671,97.05821,8.71191,31.16431,0.08331,169.4339,20.54739,20.56828,8.732348,0.561213,3.221106,2.688049,12.4464,8.173468,32.32143
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2209,38.290166,-121.662685,Toe Drain Canal,08/23/2018 - Map2,0.622038,157.2593,94.951,8.527533,32.0633,0.084191,171.2479,20.43887,20.46583,8.366013,0.551606,3.171252,2.746301,12.69533,8.102868,33.19125
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2374,38.291134,-121.692779,Shag Slough,08/23/2018 - Map2,1.085084,180.5963,99.1132,8.738829,42.12725,0.09429,192.154,21.4711,21.54554,2.136031,1.488987,5.953754,3.398424,15.48203,8.169308,43.39802
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2207,38.292666,-121.661392,Toe Drain Canal,08/23/2018 - Map2,0.420818,157.4261,94.5209,8.495251,32.16159,0.084307,171.4937,20.42256,20.44876,8.713319,0.539032,3.145898,2.752671,12.72254,8.102175,33.39059
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2288,38.29303,-121.667139,Liberty Cut,08/23/2018 - Map2,0.311354,155.3663,97.66177,8.767316,30.92408,0.083022,168.7572,20.57179,20.6075,9.496912,0.562819,3.354715,2.672483,12.37988,8.240602,32.27861
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2372,38.294025,-121.692782,Shag Slough,08/23/2018 - Map2,0.836826,192.177,97.11274,8.530259,47.23816,0.099745,203.767,21.67685,21.73921,2.410513,1.776355,6.551011,3.729621,16.89725,8.053637,48.67675
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2205,38.295509,-121.660634,Toe Drain Canal,08/23/2018 - Map2,0.265244,158.6575,92.72648,8.355783,32.75879,0.084999,172.9845,20.38956,20.40528,9.049514,0.548397,3.151079,2.791369,12.88791,8.066838,34.08113
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2286,38.295918,-121.667135,Liberty Cut,08/23/2018 - Map2,0.119889,155.2199,95.72801,8.601213,30.78899,0.083001,168.606,20.53751,20.58041,9.478283,0.537254,3.334653,2.663727,12.34247,8.204643,32.10714
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2370,38.296923,-121.692783,Shag Slough,08/23/2018 - Map2,0.778653,196.7254,95.59634,8.387558,49.31596,0.101917,208.3644,21.73891,21.79636,2.52966,1.846426,6.677704,3.864269,17.47259,7.992984,50.86044
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2203,38.29837,-121.659977,Toe Drain Canal,08/23/2018 - Map2,0.19384,159.0548,92.49818,8.338203,32.94952,0.0852,173.4198,20.38905,20.40472,9.307143,0.551417,3.162197,2.803729,12.94072,8.066109,34.31688
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2284,38.298824,-121.667137,Liberty Cut,08/23/2018 - Map2,0.023785,155.7682,94.7529,8.517948,31.05326,0.083311,169.2785,20.51632,20.55565,9.705603,0.526715,3.289308,2.680852,12.41565,8.173925,32.37812
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2368,38.299828,-121.692788,Shag Slough,08/23/2018 - Map2,0.74292,204.1026,92.62316,8.114177,52.67694,0.105459,215.8428,21.82273,21.8752,2.743787,1.92012,6.8845,4.082065,18.40325,7.887107,54.41713
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2201,38.301193,-121.659305,Toe Drain Canal,08/23/2018 - Map2,0.156761,159.4786,92.31744,8.323038,33.14943,0.085416,173.8809,20.38835,20.40448,9.515987,0.556091,3.173927,2.816683,12.99608,8.065516,34.55521
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2282,38.301754,-121.667149,Liberty Cut,08/23/2018 - Map2,0,157.5714,93.104,8.379023,31.9553,0.084323,171.4355,20.45987,20.49671,10.39213,0.547497,3.214306,2.739303,12.66542,8.116154,33.38553
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2366,38.302718,-121.6928,Shag Slough,08/23/2018 - Map2,0.715337,206.8355,91.52549,8.013539,53.87683,0.106762,218.5905,21.85503,21.90506,2.845272,1.984239,7.009734,4.159818,18.73549,7.849262,55.68042
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2199,38.304064,-121.65861,Toe Drain Canal,08/23/2018 - Map2,0.189819,160.717,91.93195,8.289793,33.735,0.086065,175.2764,20.37897,20.39499,9.719569,0.559003,3.187232,2.854628,13.15822,8.058232,35.21013
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2280,38.304632,-121.667155,Liberty Cut,08/23/2018 - Map2,0,158.8089,92.3789,8.318943,32.58436,0.085008,172.8753,20.42854,20.46418,10.60449,0.567203,3.217032,2.780066,12.83961,8.091993,34.07993
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2364,38.305631,-121.692805,Shag Slough,08/23/2018 - Map2,0.653355,210.0725,90.06227,7.876663,55.10724,0.108234,221.774,21.92461,21.9712,3.016983,2.049716,7.095496,4.239548,19.07619,7.796663,56.97216
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2197,38.306919,-121.657957,Toe Drain Canal,08/23/2018 - Map2,0.189957,161.1315,91.87202,8.283832,33.89748,0.086276,175.7119,20.38109,20.39867,9.742823,0.554116,3.189982,2.865157,13.20321,8.06011,35.40525
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2278,38.307532,-121.667171,Liberty Cut,08/23/2018 - Map2,0,161.9245,91.36481,8.233508,34.17125,0.086656,176.39,20.39897,20.4242,10.11445,0.630428,3.290391,2.882897,13.27902,8.058104,35.72381
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2362,38.308535,-121.692809,Shag Slough,08/23/2018 - Map2,0.625741,211.177,89.3316,7.808651,55.46194,0.108717,222.8422,21.95823,22.00359,3.099494,2.046082,7.017236,4.262533,19.17441,7.772397,57.34622
