Table Names,CL_ID,Latitude,Longitude,Location,Time Period,NO3_μM_SUNA_SA,Cond_μScm_TSG_SA,DOsat_EXO_SA,DO_mg_L_EXO_SA,fDOM_QSU_EXO_SA,Salinity_PSU_TSG_SA,Sp_Cond_μS_cm_EXO_SA,Temp_˚C_TSG_SA,Temp_˚C_EXO_SA,Turb_FNU_EXO_SA,fCHL_μg_L_EXO_SA,fCHL_μg_L_WS_SA,estDOC_mg_L_SA,estDON_μM_SA,pH_SA,fDOM_QSU_WS_SA
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2195,38.309767,-121.657243,Toe Drain Canal,08/23/2018 - Map2,0.164411,162.0543,91.82117,8.277417,34.28782,0.086739,176.6765,20.38894,20.41092,9.959624,0.564374,3.221565,2.89045,13.3113,8.066347,35.86182
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2276,38.310432,-121.667177,Liberty Cut,08/23/2018 - Map2,0,163.7448,91.22014,8.219498,35.09066,0.087567,178.3586,20.41312,20.43141,9.81656,0.672548,3.384731,2.942475,13.5336,8.052639,36.65564
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2360,38.311425,-121.692806,Shag Slough,08/23/2018 - Map2,0.584097,212.6683,87.38273,7.63878,56.06408,0.109479,224.5247,21.96146,21.99709,3.326736,1.954982,6.748082,4.301551,19.34114,7.716753,58.06298
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2193,38.312597,-121.65659,Toe Drain Canal,08/23/2018 - Map2,0.176818,162.5454,91.9103,8.282879,34.47306,0.086965,177.1433,20.40336,20.42926,10.21205,0.564011,3.234315,2.902455,13.36259,8.075187,36.08638
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2274,38.313327,-121.667186,Liberty Cut,08/23/2018 - Map2,0,165.8752,91.42712,8.232776,36.16011,0.088587,180.5841,20.45734,20.4659,9.578401,0.729698,3.494777,3.011775,13.82974,8.055748,37.75833
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2358,38.314349,-121.692955,Shag Slough,08/23/2018 - Map2,0.552126,213.0143,86.25582,7.546226,56.32798,0.109754,225.1034,21.91966,21.95234,3.50426,1.886872,6.616195,4.318653,19.41422,7.687218,58.42977
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2191,38.315466,-121.655907,Toe Drain Canal,08/23/2018 - Map2,0.144259,163.6051,92.20355,8.300632,34.88809,0.08743,178.1222,20.45031,20.4794,10.56983,0.578463,3.266118,2.929348,13.47751,8.095848,36.56758
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2272,38.316233,-121.667195,Liberty Cut,08/23/2018 - Map2,0,169.9211,92.35415,8.293741,38.17384,0.09039,184.5141,20.61514,20.60897,9.45103,0.877221,3.789639,3.142265,14.38734,8.072834,39.86637
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2356,38.317224,-121.692989,Shag Slough,08/23/2018 - Map2,0.527509,213.1612,85.22134,7.463773,56.54025,0.109967,225.5235,21.86112,21.89354,3.729217,1.827833,6.514077,4.332408,19.473,7.65899,58.7795
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2189,38.318316,-121.655234,Toe Drain Canal,08/23/2018 - Map2,0.135219,164.2359,92.42586,8.314228,35.11734,0.087689,178.6662,20.48831,20.51689,10.73264,0.580816,3.288178,2.944204,13.54099,8.108391,36.83475
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2270,38.319136,-121.667205,Liberty Cut,08/23/2018 - Map2,0,171.7608,92.68416,8.305697,38.9488,0.091125,186.0982,20.73431,20.71924,9.321651,0.966824,3.990673,3.192482,14.60192,8.069571,40.67796
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2354,38.320143,-121.693011,Shag Slough,08/23/2018 - Map2,0.571302,213.233,83.59904,7.335889,56.84914,0.110242,226.0484,21.75601,21.7919,4.209717,1.724486,6.383227,4.352425,19.55853,7.612234,59.37837
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2187,38.321158,-121.654586,Toe Drain Canal,08/23/2018 - Map2,0.156312,164.9585,92.69962,8.330727,35.32243,0.087976,179.2501,20.53726,20.56779,11.06923,0.556447,3.232189,2.957494,13.59778,8.133174,37.11975
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2256,38.321773,-121.687105,Prospect Slough,08/23/2018 - Map2,0.479423,211.1126,82.01103,7.215306,56.12568,0.109436,224.3866,21.61744,21.65733,4.7956,1.565035,5.986389,4.305543,19.3582,7.582622,58.71672
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2258,38.321781,-121.690726,Prospect Slough,08/23/2018 - Map2,0.542691,212.0521,82.24413,7.230507,56.54118,0.109843,225.2182,21.6542,21.6939,4.645943,1.609471,6.11019,4.332469,19.47325,7.583574,59.16793
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2268,38.322036,-121.667223,Liberty Cut,08/23/2018 - Map2,0,174.678,92.65053,8.261209,39.88575,0.092151,188.2185,21.00129,20.98543,8.887692,1.235425,4.650093,3.253196,14.86136,8.02232,41.62026
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2254,38.323121,-121.684767,Prospect Slough,08/23/2018 - Map2,0.399345,209.5871,81.98521,7.220913,55.42363,0.108763,223.0031,21.56598,21.60423,5.016976,1.51338,5.846502,4.26005,19.1638,7.588868,57.97294
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2352,38.32331,-121.693425,Shag Slough,08/23/2018 - Map2,0.635412,213.1985,82.88707,7.278988,56.96647,0.110319,226.201,21.71321,21.75028,4.406917,1.691644,6.333598,4.360027,19.59101,7.593254,59.63023
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2185,38.324022,-121.653895,Toe Drain Canal,08/23/2018 - Map2,0.199817,166.3882,93.06789,8.347131,35.80726,0.088532,180.387,20.64627,20.67719,11.54013,0.583378,3.263527,2.98891,13.73203,8.164481,37.70687
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2266,38.324904,-121.667235,Liberty Cut,08/23/2018 - Map2,0,176.0757,92.35529,8.213561,40.27552,0.09264,189.1894,21.12821,21.11726,8.593814,1.402686,5.034409,3.278454,14.96929,7.987456,41.97613
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2252,38.32594,-121.684802,Prospect Slough,08/23/2018 - Map2,0.374835,210.2032,80.33692,7.080817,55.66463,0.109163,223.8466,21.52887,21.56527,5.105374,1.508226,5.83508,4.275668,19.23054,7.553953,58.29405
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2350,38.32627,-121.693514,Shag Slough,08/23/2018 - Map2,0.705849,212.9086,81.46397,7.163448,57.05487,0.110326,226.2225,21.63784,21.67679,4.679507,1.623314,6.206602,4.365756,19.61549,7.56243,59.86755
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2183,38.326868,-121.653204,Toe Drain Canal,08/23/2018 - Map2,0.244294,167.1786,93.23126,8.350563,36.05937,0.088824,180.9848,20.71376,20.74587,11.86655,0.600132,3.28359,3.005247,13.80184,8.182006,38.02872
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2264,38.327829,-121.667247,Liberty Cut,08/23/2018 - Map2,0,179.1169,91.12179,8.070107,41.22726,0.093857,191.6021,21.31457,21.32428,8.032098,1.698428,5.784638,3.340126,15.23283,7.907574,42.82557
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2250,38.328713,-121.684531,Prospect Slough,08/23/2018 - Map2,0.265642,208.489,80.09278,7.071475,54.80077,0.108477,222.4193,21.44341,21.4754,5.429858,1.461886,5.717206,4.219689,18.99133,7.553277,57.36052
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2248,38.329067,-121.680914,Prospect Slough,08/23/2018 - Map2,0.157541,206.8279,80.61903,7.126463,53.93467,0.107761,220.921,21.3844,21.4136,5.709315,1.421873,5.623483,4.163567,18.75151,7.565993,56.46954
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2246,38.329118,-121.67723,Prospect Slough,08/23/2018 - Map2,0,201.6903,82.69153,7.323823,51.34901,0.105355,215.8559,21.29076,21.314,6.358708,1.416808,5.560097,3.996016,18.03554,7.622236,53.81286
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2181,38.329716,-121.652525,Toe Drain Canal,08/23/2018 - Map2,0.373364,168.9352,93.9746,8.389543,36.6383,0.089451,182.279,20.87315,20.91093,12.89816,0.598995,3.298045,3.042762,13.96214,8.244942,38.82034
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2262,38.330783,-121.667262,Liberty Cut,08/23/2018 - Map2,0,181.0002,90.20865,7.977953,41.8284,0.094688,193.3126,21.37947,21.39323,7.787189,1.759162,5.933318,3.37908,15.39928,7.866673,43.3963
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2244,38.330809,-121.675763,Prospect Slough,08/23/2018 - Map2,0,198.9179,83.91295,7.433757,49.77074,0.104001,212.9361,21.26898,21.29626,6.698789,1.494864,5.722432,3.893744,17.59852,7.650088,52.17157
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2179,38.332568,-121.651845,Toe Drain Canal,08/23/2018 - Map2,0.410907,169.873,94.35847,8.408995,36.98615,0.089783,182.9812,20.95897,20.99776,13.18555,0.627087,3.374404,3.065302,14.05846,8.266205,39.22929
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2260,38.333623,-121.667281,Liberty Cut,08/23/2018 - Map2,0,185.2643,88.82377,7.836332,43.27951,0.096637,197.3739,21.49159,21.51563,8.066639,1.870579,6.182601,3.473113,15.8011,7.802691,44.78097
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2242,38.33376,-121.675622,Prospect Slough,08/23/2018 - Map2,0,199.2118,84.32086,7.473513,49.50577,0.104223,213.3829,21.2288,21.26633,7.09277,1.481999,5.726414,3.876574,17.52515,7.649429,51.91592
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2177,38.335419,-121.651149,Toe Drain Canal,08/23/2018 - Map2,0.460837,171.929,95.52443,8.481792,37.77392,0.090497,184.477,21.15258,21.18554,13.47647,0.704093,3.547651,3.11635,14.2766,8.314097,40.12527
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2236,38.336208,-121.667406,Prospect Slough,08/23/2018 - Map2,0,187.0672,88.68285,7.817156,43.96022,0.097498,199.1671,21.52303,21.55498,8.588781,1.9565,6.311255,3.517222,15.98958,7.79452,45.4011
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2238,38.336141,-121.670996,Prospect Slough,08/23/2018 - Map2,0,193.7586,87.5638,7.737863,46.58211,0.101209,206.8838,21.3671,21.41322,8.001124,1.756309,6.274782,3.687121,16.71559,7.743136,48.65092
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2240,38.336183,-121.67461,Prospect Slough,08/23/2018 - Map2,0,196.6517,86.50556,7.657704,47.91219,0.102852,210.3668,21.27566,21.32315,7.763667,1.606908,6.060141,3.77331,17.08388,7.713769,50.24627
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2175,38.338276,-121.650283,Toe Drain Canal,08/23/2018 - Map2,0.547612,172.7223,96.82348,8.578418,38.09653,0.09071,184.9003,21.26551,21.29682,13.64878,0.706542,3.551104,3.137255,14.36593,8.370501,40.53191
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2173,38.341098,-121.6492,Toe Drain Canal,08/23/2018 - Map2,0.591744,173.6784,97.55807,8.626711,38.46548,0.091019,185.5366,21.36694,21.39543,13.66089,0.745545,3.645372,3.161163,14.46809,8.393482,40.9286
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2171,38.343822,-121.647959,Toe Drain Canal,08/23/2018 - Map2,0.700811,174.9249,98.77038,8.701103,38.8769,0.091337,186.1827,21.54781,21.58298,14.06289,0.800725,3.825659,3.187823,14.58201,8.435127,41.39913
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2169,38.34657,-121.646715,Toe Drain Canal,08/23/2018 - Map2,0.73605,175.3157,99.0535,8.710389,38.84463,0.091388,186.2723,21.63157,21.67307,14.3941,0.830345,3.943712,3.185732,14.57308,8.438072,41.42866
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2167,38.349105,-121.6453,Toe Drain Canal,08/23/2018 - Map2,0.753295,175.6962,99.23819,8.715479,38.80599,0.09147,186.4416,21.69439,21.73978,14.64487,0.860545,4.058977,3.183228,14.56238,8.428982,41.4431
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2215,38.350091,-121.647545,Prospect Slough,08/23/2018 - Map2,0.756559,176.1864,99.23314,8.710876,38.83267,0.091627,186.7793,21.74449,21.79285,14.68711,0.895735,4.153065,3.184957,14.56977,8.410105,41.49597
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2328,38.239136,-121.682376,Prospect Slough,08/23/2018 - Map2,5.973448,142.8233,93.18867,8.232268,22.6718,0.075502,152.5702,21.40957,21.45542,3.314914,0.325901,2.753052,2.137733,10.09482,7.776288,23.01865
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2385,38.275184,-121.696694,Shag Slough,08/23/2018 - Map2,4.45737,152.0226,96.42789,8.610682,27.82928,0.080868,164.1017,20.86741,20.89947,2.826668,0.561107,3.37559,2.47188,11.52293,8.158607,28.2774
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2295,38.282757,-121.664367,Prospect Slough,08/23/2018 - Map2,2.852186,153.4824,94.36308,8.465068,29.42223,0.082025,166.5261,20.60264,20.64118,7.649785,0.508456,3.014261,2.57516,11.96401,8.042907,30.26496
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2289,38.291745,-121.665903,Liberty Cut,08/23/2018 - Map2,0.295504,155.9457,96.98424,8.709326,31.31363,0.083393,169.5538,20.52369,20.55833,9.26139,0.54182,3.249545,2.697724,12.48775,8.2047,32.64597
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2487,38.229418,-121.674589,Cache Slough,08/23/2018 - Map2,6.595718,143.0274,92.42194,8.148177,22.57944,0.075478,152.4116,21.50236,21.54947,2.709591,0.338828,2.750598,2.131745,10.06924,7.763168,22.85629
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2071,38.232271,-121.673576,Sacramento Deep Water Shipping Channel,08/23/2018 - Map2,6.567163,143.1961,92.39417,8.148185,22.67286,0.075583,152.6156,21.48409,21.53269,2.807352,0.319694,2.744627,2.137799,10.0951,7.763627,22.95608
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2484,38.23343,-121.676602,Cache Slough,08/23/2018 - Map2,6.431545,143.1869,92.43829,8.155076,22.71196,0.075603,152.6405,21.46859,21.51786,2.961122,0.310224,2.735687,2.140333,10.10593,7.765505,22.98022
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2481,38.23535,-121.68131,Cache Slough,08/23/2018 - Map2,6.293284,142.7025,92.60217,8.174363,22.61712,0.075384,152.2949,21.45691,21.49494,2.942134,0.314938,2.693423,2.13419,10.07968,7.774269,22.88949
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2477,38.240437,-121.685558,Cache Slough,08/23/2018 - Map2,6.073174,143.5803,93.05606,8.232224,23.12022,0.075978,153.6393,21.33738,21.38519,3.352674,0.312997,2.706994,2.16679,10.21898,7.792708,23.41916
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2326,38.240874,-121.679422,Prospect Slough,08/23/2018 - Map2,5.834561,143.0243,93.37605,8.247489,22.67055,0.075606,152.675,21.40303,21.45986,3.554625,0.353224,2.824657,2.137652,10.09448,7.77207,23.04962
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2475,38.242534,-121.687963,Cache Slough,08/23/2018 - Map2,6.083502,143.8476,93.00886,8.229225,23.27439,0.076122,153.9174,21.32763,21.37478,3.247015,0.318852,2.720645,2.17678,10.26167,7.812793,23.52768
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2584,38.244079,-121.69217,Lindsey Slough,08/23/2018 - Map2,6.0836,143.7395,93.19814,8.245108,23.26495,0.076047,153.7547,21.33892,21.37649,3.005586,0.332982,2.73284,2.176169,10.25905,7.836625,23.52299
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2471,38.245296,-121.687924,Cache Slough,08/23/2018 - Map2,6.065332,144.1122,93.22523,8.247652,23.36699,0.076258,154.1641,21.32639,21.37478,3.147454,0.320648,2.741634,2.182781,10.28731,7.828226,23.619
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2461,38.257164,-121.692749,Cache Slough,08/23/2018 - Map2,6.708168,147.9927,95.2316,8.459084,25.37654,0.078471,159.0031,21.13116,21.1581,3.147768,0.359323,2.860348,2.312999,10.84376,7.998783,25.70173
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2458,38.261084,-121.695316,Cache Slough,08/23/2018 - Map2,6.414221,149.3004,94.14064,8.381619,25.93693,0.07928,160.7737,21.02003,21.04961,3.151443,0.376515,2.932434,2.349313,10.99894,7.971157,26.32858
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2499,38.213312,-121.667583,Cache Slough,08/23/2018 - Map2,6.475991,142.7816,92.69069,8.154242,22.19037,0.075199,151.7175,21.623,21.67363,2.323929,0.383344,2.760396,2.10651,9.961403,7.750237,22.3632
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2497,38.215713,-121.669747,Cache Slough,08/23/2018 - Map2,6.50464,142.7148,92.68918,8.156703,22.18295,0.075179,151.6973,21.60903,21.65922,2.351741,0.372465,2.761005,2.106029,9.959345,7.749954,22.36785
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2495,38.218266,-121.671527,Cache Slough,08/23/2018 - Map2,6.509771,142.7208,92.66457,8.156469,22.20925,0.075204,151.75,21.59537,21.64507,2.380893,0.35568,2.765876,2.107743,9.966669,7.750054,22.40702
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2493,38.221011,-121.672769,Cache Slough,08/23/2018 - Map2,6.492191,142.722,92.62665,8.154823,22.25143,0.075233,151.8101,21.57885,21.62804,2.42492,0.333841,2.770899,2.110487,9.978395,7.750401,22.45796
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2491,38.223796,-121.673915,Cache Slough,08/23/2018 - Map2,6.524257,142.7234,92.53287,8.150528,22.34141,0.075264,151.9276,21.55419,21.60238,2.53745,0.339774,2.770057,2.116322,10.00333,7.754694,22.56016
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2489,38.226675,-121.674443,Cache Slough,08/23/2018 - Map2,6.549373,142.7523,92.49124,8.149498,22.40393,0.075295,152.0242,21.53955,21.58654,2.585282,0.342171,2.766084,2.120373,10.02064,7.757342,22.63729
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2486,38.230731,-121.675434,Cache Slough,08/23/2018 - Map2,6.561125,142.9683,92.44228,8.15091,22.5859,0.07546,152.3621,21.49893,21.54535,2.731861,0.336269,2.741338,2.132165,10.07103,7.76459,22.84519
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2483,38.234298,-121.678034,Cache Slough,08/23/2018 - Map2,6.368698,143.0131,92.48166,8.159426,22.66564,0.075519,152.4775,21.46991,21.51676,2.963704,0.311924,2.72765,2.137333,10.09311,7.767462,22.92323
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2479,38.237533,-121.68396,Cache Slough,08/23/2018 - Map2,6.06243,143.0784,93.09715,8.229774,22.85495,0.075671,152.9986,21.37924,21.42321,3.282854,0.313948,2.711743,2.149601,10.14554,7.782269,23.18407
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2327,38.239696,-121.680265,Prospect Slough,08/23/2018 - Map2,5.834561,143.0243,93.37605,8.247489,22.67055,0.075606,152.675,21.40303,21.45986,3.554625,0.353224,2.824657,2.137652,10.09448,7.77207,23.04962
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2476,38.241338,-121.687009,Cache Slough,08/23/2018 - Map2,6.148458,143.6,92.80327,8.211615,23.18201,0.075991,153.6896,21.33227,21.37617,3.282919,0.314485,2.691671,2.170794,10.23609,7.797462,23.44481
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2325,38.241663,-121.678119,Prospect Slough,08/23/2018 - Map2,5.868592,143.4055,93.18507,8.231956,22.82768,0.075813,153.0898,21.38748,21.45012,3.709706,0.359883,2.812228,2.147834,10.13799,7.771697,23.21087
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2585,38.244262,-121.690223,Lindsey Slough,08/23/2018 - Map2,6.094398,143.956,93.15527,8.241406,23.3325,0.076167,153.9823,21.33339,21.37587,3.051327,0.325313,2.732909,2.180546,10.27776,7.833469,23.576
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2323,38.244437,-121.676313,Prospect Slough,08/23/2018 - Map2,6.104165,144.1122,92.85624,8.207165,23.18808,0.076211,153.9161,21.35633,21.42244,3.759377,0.335013,2.704083,2.171187,10.23778,7.775497,23.56698
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2473,38.244183,-121.684241,Cache Slough,08/23/2018 - Map2,5.917775,144.1046,93.4808,8.267808,23.24767,0.076259,154.0974,21.32645,21.38733,3.445116,0.334561,2.812851,2.175049,10.25428,7.808704,23.57694
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2321,38.246918,-121.674893,Prospect Slough,08/23/2018 - Map2,6.27071,144.6577,92.78024,8.205359,23.48125,0.076534,154.5874,21.32428,21.39183,3.775618,0.322821,2.655395,2.190185,10.31896,7.785029,23.8667
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2469,38.248229,-121.686924,Cache Slough,08/23/2018 - Map2,6.14312,144.5228,93.66843,8.290255,23.58274,0.076493,154.6937,21.3097,21.35106,2.984771,0.324539,2.734824,2.196762,10.34706,7.871123,23.87492
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2319,38.24941,-121.673636,Prospect Slough,08/23/2018 - Map2,6.822623,146.0855,92.46239,8.19187,24.2577,0.077385,156.4115,21.22947,21.29734,3.775523,0.317594,2.597316,2.240499,10.53395,7.807406,24.65278
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2467,38.250954,-121.687699,Cache Slough,08/23/2018 - Map2,6.288519,145.1441,94.26019,8.346894,23.90877,0.076841,155.4201,21.28474,21.32329,2.971748,0.324916,2.733532,2.217888,10.43734,7.912754,24.21916
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2317,38.25199,-121.672449,Prospect Slough,08/23/2018 - Map2,7.01562,146.8142,92.33992,8.190158,24.61028,0.077817,157.3768,21.17762,21.24161,3.77062,0.332641,2.616013,2.263346,10.63159,7.819621,25.01431
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2465,38.253886,-121.68771,Cache Slough,08/23/2018 - Map2,6.617238,146.9719,96.19964,8.529373,24.88437,0.077852,157.6083,21.21616,21.24249,3.137335,0.344128,2.782351,2.281106,10.70748,8.039174,25.21923
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2315,38.254805,-121.671259,Prospect Slough,08/23/2018 - Map2,7.095956,147.3747,92.43629,8.204954,24.87712,0.078147,158.1121,21.14131,21.20057,3.786269,0.3405,2.635949,2.280637,10.70547,7.837284,25.29031
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2463,38.25628,-121.68943,Cache Slough,08/23/2018 - Map2,6.726764,147.927,96.13286,8.533902,25.37008,0.078408,158.8438,21.15709,21.18128,3.186981,0.360449,2.838211,2.31258,10.84197,8.041336,25.69001
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2313,38.257569,-121.671315,Prospect Slough,08/23/2018 - Map2,7.086159,148.3648,92.71796,8.239588,25.29616,0.078712,159.3605,21.08834,21.13708,3.920308,0.347278,2.653462,2.307791,10.8215,7.870829,25.74313
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2397,38.258618,-121.691978,Shag Slough,08/23/2018 - Map2,6.739369,148.5864,95.20779,8.462874,25.65755,0.078819,159.7779,21.09566,21.1213,3.222221,0.374916,2.883269,2.331208,10.92157,8.005118,25.9865
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2459,38.259737,-121.694576,Cache Slough,08/23/2018 - Map2,6.567157,149.112,94.33385,8.39541,25.85691,0.079157,160.513,21.04138,21.07002,3.193526,0.37691,2.913143,2.344128,10.97678,7.971584,26.21956
Toe Pulse 20180823 Map2 Spatially Aligned.xlsx/Sheet1,A2311,38.260351,-121.67035,Prospect Slough,08/23/2018 - Map2,6.988084,148.9195,92.69254,8.243294,25.53576,0.079041,160.0583,21.05811,21.10299,4.076303,0.393184,2.654543,2.323317,10.88785,7.87886,25.98936
