NO3 (μM) (ISUS) SA ,NO3 (μM) (SUNA) SA,fCHL (μgL) (EXO) SA,fCHL (μgL) (WS) SA,CL ID,Location,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Station Name,Station Abbrev.,Site Number,Subregion
15.17795455,20.05847813,1.704988268,3.342934696,A2150,Toe Drain Canal,38.372345,-121.634445, , ,,Cache Slough Complex
16.3865,19.96516989,1.740597915,3.326662943,A2151,Toe Drain Canal,38.370981,-121.635075, , ,,Cache Slough Complex
16.0219,19.85080815,1.730224706,3.347430156,A2152,Toe Drain Canal,38.369618,-121.635706, , ,,Cache Slough Complex
15.6503,19.8335337,1.67872278,3.363528764,A2153,Toe Drain Canal,38.368255,-121.63635, , ,,Cache Slough Complex
15.6273,19.71580163,1.693652799,3.378459191,A2154,Toe Drain Canal,38.366897,-121.636994, , ,,Cache Slough Complex
15.73089048,19.37758929,1.751139473,3.415397829,A2155,Toe Drain Canal,38.36554,-121.63764,TOE DRAIN A MALLARD RD NR COURTLAND CA,Toe North,11455139,Cache Slough Complex
16.58449167,19.58807031,1.720225232,3.321253894,A2156,Toe Drain Canal,38.364182,-121.638287, , ,,Cache Slough Complex
16.2393,19.786696,1.704634007,3.296350467,A2157,Toe Drain Canal,38.362824,-121.638932, , ,,Cache Slough Complex
15.74365,19.62016094,1.709209492,3.335154561,A2158,Toe Drain Canal,38.361467,-121.639566, , ,,Cache Slough Complex
16.15611667,19.82136406,1.728476362,3.343224468,A2159,Toe Drain Canal,38.360105,-121.640198, , ,,Cache Slough Complex
16.70051053,19.71814286,1.751453723,3.357673376,A2160,Toe Drain Canal,38.358744,-121.64083, , ,,Cache Slough Complex
16.337924,19.661512,1.731343885,3.329660332,A2161,Toe Drain Canal,38.357381,-121.641463, , ,,Cache Slough Complex
16.16352105,19.34207857,1.787775081,3.415298313,A2162,Toe Drain Canal,38.356019,-121.642096, , ,,Cache Slough Complex
15.86357857,20.24134375,1.687246266,3.319477594,A2163,Toe Drain Canal,38.354657,-121.642733, , ,,Cache Slough Complex
15.502472,20.51657604,1.657600101,3.296018807,A2164,Toe Drain Canal,38.353222,-121.643403, , ,,Cache Slough Complex
15.44301579,19.32247554,1.785066353,3.437908661,A2165,Toe Drain Canal,38.351817,-121.644052, , ,,Cache Slough Complex
17.45491053,19.86914565,1.725873061,3.330296191,A2166,Toe Drain Canal,38.350478,-121.644629, , ,,Cache Slough Complex
18.10593158,19.74237772,1.729010081,3.322797078,A2167,Toe Drain Canal,38.349105,-121.6453,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,Toe South,11455140,Cache Slough Complex
17.87644,19.81015781,1.719067569,3.303333656,A2168,Toe Drain Canal,38.347822,-121.645979, , ,,Cache Slough Complex
16.43074762,19.71552321,1.714190137,3.341342208,A2169,Toe Drain Canal,38.34657,-121.646715, , ,,Cache Slough Complex
16.4383,19.8554005,1.715587805,3.308348731,A2170,Toe Drain Canal,38.345183,-121.647351, , ,,Cache Slough Complex
16.57165,19.7541775,1.716708768,3.280283011,A2171,Toe Drain Canal,38.343822,-121.647959, , ,,Cache Slough Complex
17.04806364,19.7051108,1.69595473,3.278249348,A2172,Toe Drain Canal,38.342478,-121.64862, , ,,Cache Slough Complex
16.09419091,19.62754687,1.702122777,3.281914215,A2173,Toe Drain Canal,38.341098,-121.6492, , ,,Cache Slough Complex
16.27275455,19.74734261,1.71082575,3.281875165,A2174,Toe Drain Canal,38.339709,-121.649785, , ,,Cache Slough Complex
16.40113636,19.49061761,1.764901171,3.315578464,A2175,Toe Drain Canal,38.338276,-121.650283, , ,,Cache Slough Complex
16.22762308,19.98555913,1.72049827,3.268979264,A2176,Toe Drain Canal,38.336852,-121.650756, , ,,Cache Slough Complex
16.4613,19.81865109,1.675244959,3.263779932,A2177,Toe Drain Canal,38.335419,-121.651149, , ,,Cache Slough Complex
15.045508,19.82137284,1.529431345,3.014130055,A2178,Toe Drain Canal,38.333988,-121.6515, , ,,Cache Slough Complex
14.82471321,21.45343478,1.013135792,2.39002266,A2179,Toe Drain Canal,38.332568,-121.651845, , ,,Cache Slough Complex
17.85232286,22.18053437,1.382397513,2.874585326,A2180,Toe Drain Canal,38.331143,-121.652191, , ,,Cache Slough Complex
16.182375,19.60640781,1.64567991,3.279634386,A2181,Toe Drain Canal,38.329716,-121.652525, , ,,Cache Slough Complex
14.37320385,21.44710714,1.352282996,2.774625586,A2182,Toe Drain Canal,38.328291,-121.652863, , ,,Cache Slough Complex
15.47116571,21.63019107,1.186030622,2.5003622,A2183,Toe Drain Canal,38.326868,-121.653204, , ,,Cache Slough Complex
16.55953077,20.51295565,1.505902098,2.992109412,A2184,Toe Drain Canal,38.325448,-121.653554, , ,,Cache Slough Complex
15.06603333,21.43939375,1.160325584,2.574250548,A2185,Toe Drain Canal,38.324022,-121.653895, , ,,Cache Slough Complex
15.38147187,22.99352368,1.200823523,2.600195461,A2186,Toe Drain Canal,38.322591,-121.654255, , ,,Cache Slough Complex
15.90273333,20.45242875,1.527406649,3.051614967,A2187,Toe Drain Canal,38.321158,-121.654586, , ,,Cache Slough Complex
15.813225,19.474225,1.624610318,3.231152302,A2188,Toe Drain Canal,38.319735,-121.654905, , ,,Cache Slough Complex
16.00382381,19.39709107,1.664978057,3.260348555,A2189,Toe Drain Canal,38.318316,-121.655234, , ,,Cache Slough Complex
16.325596,19.677649,1.67866874,3.232341575,A2190,Toe Drain Canal,38.31689,-121.655566, , ,,Cache Slough Complex
16.15029,18.99714437,1.757863431,3.321112421,A2191,Toe Drain Canal,38.315466,-121.655907, , ,,Cache Slough Complex
15.691256,23.6612875,1.229515029,2.555832225,A2192,Toe Drain Canal,38.314033,-121.656257, , ,,Cache Slough Complex
17.15437143,25.39155145,1.186036865,2.614345139,A2193,Toe Drain Canal,38.312597,-121.65659, , ,,Cache Slough Complex
16.7597,19.752466,1.690855019,3.154103682,A2194,Toe Drain Canal,38.311178,-121.656906, , ,,Cache Slough Complex
16.58677692,19.35530909,1.771915819,3.225514513,A2195,Toe Drain Canal,38.309767,-121.657243, , ,,Cache Slough Complex
16.60918182,19.5889733,1.695108364,3.17016281,A2196,Toe Drain Canal,38.308345,-121.657608, , ,,Cache Slough Complex
16.836196,19.8382855,1.644492591,3.154174517,A2197,Toe Drain Canal,38.306919,-121.657957, , ,,Cache Slough Complex
16.56882727,19.18527045,1.711668859,3.272813804,A2198,Toe Drain Canal,38.305491,-121.658284, , ,,Cache Slough Complex
15.81679,19.58027687,1.665892209,3.242115656,A2199,Toe Drain Canal,38.304064,-121.65861, , ,,Cache Slough Complex
16.53433137,23.31169539,1.32314422,2.786306906,A2200,Toe Drain Canal,38.302631,-121.658964, , ,,Cache Slough Complex
16.3489069,25.28304048,1.066378818,2.466110352,A2201,Toe Drain Canal,38.301193,-121.659305, , ,,Cache Slough Complex
15.2479,20.89896902,1.725304698,3.194133107,A2202,Toe Drain Canal,38.29978,-121.659634, , ,,Cache Slough Complex
15.0611,21.10945163,1.684196174,3.17552306,A2203,Toe Drain Canal,38.29837,-121.659977, , ,,Cache Slough Complex
16.41493636,20.07102727,1.766542539,3.27906326,A2204,Toe Drain Canal,38.296936,-121.660316, , ,,Cache Slough Complex
17.08090833,20.6620875,1.695742469,3.179689682,A2205,Toe Drain Canal,38.295509,-121.660634, , ,,Cache Slough Complex
16.0491,20.51122391,1.695623317,3.193964315,A2206,Toe Drain Canal,38.294095,-121.660976, , ,,Cache Slough Complex
16.68293256,22.07815,1.384308952,2.730846933,A2207,Toe Drain Canal,38.292666,-121.661392, , ,,Cache Slough Complex
16.74120313,24.03311203,1.145780022,2.416942322,A2208,Toe Drain Canal,38.291458,-121.662368, , ,,Cache Slough Complex
16.1639,23.9148471,1.148772748,2.43003496,A2209,Toe Drain Canal,38.290166,-121.662685, , ,,Cache Slough Complex
15.29088824,19.69215913,1.595393325,2.901068834,A2210,Toe Drain Canal,38.288829,-121.663295, , ,,Cache Slough Complex
16.37228182,16.63302386,2.115282919,3.667272877,A2211,Toe Drain Canal,38.28721,-121.663197, , ,,Cache Slough Complex
15.55965,16.63691364,2.06628328,3.671455198,A2212,Toe Drain Canal,38.285892,-121.663558, , ,,Cache Slough Complex
15.5539,16.53105625,2.024563961,3.660106088,A2213,Toe Drain Canal,38.284324,-121.663624, , ,,Cache Slough Complex
15.1459375,21.01396375,1.427300394,3.177761323,A2231,Prospect Slough,38.335727,-121.658643, , ,,Cache Slough Complex
15.13798333,21.35499423,1.675064544,3.612275134,A2232,Prospect Slough,38.335748,-121.660361, , ,,Cache Slough Complex
18.68926,22.50029453,2.216646052,4.172051002,A2233,Prospect Slough,38.335744,-121.662064, , ,,Cache Slough Complex
18.61405,27.6156675,3.889904021,6.808411024,A2234,Prospect Slough,38.33576,-121.66388, , ,,Cache Slough Complex
23.08894211,31.30322232,6.418431258,11.90955432,A2235,Prospect Slough,38.335842,-121.665708, , ,,Cache Slough Complex
25.16017287,34.00191297,6.769475289,12.18629482,A2236,Prospect Slough,38.336208,-121.667406, , ,,Cache Slough Complex
24.33435641,29.54840865,18.99449548,29.40181929,A2237,Prospect Slough,38.336123,-121.669162, , ,,Cache Slough Complex
15.35666098,19.82308476,23.99561104,36.59950997,A2238,Prospect Slough,38.336141,-121.670996, , ,,Cache Slough Complex
10.88008095,13.321138,26.92004121,40.89773078,A2239,Prospect Slough,38.336198,-121.67292, , ,,Cache Slough Complex
7.729378632,9.848690881,36.14655573,51.29579304,A2240,Prospect Slough,38.336183,-121.67461, , ,,Cache Slough Complex
8.158278049,9.261211957,34.64208395,47.64322605,A2241,Prospect Slough,38.335204,-121.675645, , ,,Cache Slough Complex
7.974058333,8.22213125,28.24709516,37.58552151,A2242,Prospect Slough,38.33376,-121.675622, , ,,Cache Slough Complex
5.33868,7.804051923,28.8890039,38.36199743,A2243,Prospect Slough,38.33233,-121.675706, , ,,Cache Slough Complex
8.7735,7.461281731,30.01238262,42.11575616,A2244,Prospect Slough,38.330809,-121.675763, , ,,Cache Slough Complex
8.173046667,7.604514063,30.79564713,45.20513685,A2245,Prospect Slough,38.329448,-121.6758, , ,,Cache Slough Complex
7.463321429,7.233911579,29.82177424,42.94352915,A2246,Prospect Slough,38.329118,-121.67723, , ,,Cache Slough Complex
7.279569767,7.30462766,29.08638674,40.33220652,A2247,Prospect Slough,38.32905,-121.679072, , ,,Cache Slough Complex
7.745071429,6.734663636,30.04026883,43.31850971,A2248,Prospect Slough,38.329067,-121.680914, , ,,Cache Slough Complex
7.406993333,6.69258,30.40373801,43.53346705,A2249,Prospect Slough,38.329038,-121.682719, , ,,Cache Slough Complex
7.273192308,6.317303846,29.64934076,41.56439807,A2250,Prospect Slough,38.328713,-121.684531, , ,,Cache Slough Complex
6.819207692,5.98699375,30.09777207,43.3307949,A2251,Prospect Slough,38.327436,-121.684858, , ,,Cache Slough Complex
5.972679021,0.705541399,22.24194587,31.51924242,A2252,Prospect Slough,38.32594,-121.684802, , ,,Cache Slough Complex
6.09584,0.641334659,27.93080344,37.73725668,A2253,Prospect Slough,38.324537,-121.68488, , ,,Cache Slough Complex
5.544606667,0.536885,30.39514518,43.91615397,A2254,Prospect Slough,38.323121,-121.684767, , ,,Cache Slough Complex
5.979847368,0.515180263,32.8149673,49.02968884,A2255,Prospect Slough,38.321896,-121.685215, , ,,Cache Slough Complex
6.274057143,0.357146154,31.8013071,48.50039172,A2256,Prospect Slough,38.321773,-121.687105, , ,,Cache Slough Complex
6.92614,0.414091667,31.18990586,48.74541652,A2257,Prospect Slough,38.321769,-121.688931, , ,,Cache Slough Complex
5.539215789,0.149073684,28.71833609,45.69271696,A2258,Prospect Slough,38.321781,-121.690726, , ,,Cache Slough Complex
24.70246944,35.96588892,8.671736949,15.76322753,A2259,Liberty Cut,38.335066,-121.667346, , ,,Cache Slough Complex
22.825212,30.593107,6.017783891,10.84787528,A2260,Liberty Cut,38.333623,-121.667281, , ,,Cache Slough Complex
23.96738679,32.94451953,7.214497256,13.57734049,A2261,Liberty Cut,38.332197,-121.667274, , ,,Cache Slough Complex
23.21901296,35.48826744,8.724795242,15.35012287,A2262,Liberty Cut,38.330783,-121.667262, , ,,Cache Slough Complex
23.19056392,35.28212446,8.359706097,14.62696444,A2263,Liberty Cut,38.329293,-121.667258,LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA,Liberty Cut,11455146,Cache Slough Complex
24.05619189,29.87090833,6.818499171,11.38494359,A2274,Liberty Cut,38.313327,-121.667186, , ,,Cache Slough Complex
21.8927,31.77142891,6.937344442,11.56030401,A2275,Liberty Cut,38.311883,-121.667181, , ,,Cache Slough Complex
20.74828571,31.66604286,6.938810743,11.50732549,A2276,Liberty Cut,38.310432,-121.667177, , ,,Cache Slough Complex
22.45482,31.39534643,6.973143093,11.65598597,A2277,Liberty Cut,38.30898,-121.667172, , ,,Cache Slough Complex
25.05167333,30.08308,6.769163173,11.59699828,A2278,Liberty Cut,38.307532,-121.667171, , ,,Cache Slough Complex
23.80975,29.5561825,6.520462074,11.30217895,A2279,Liberty Cut,38.306073,-121.667166, , ,,Cache Slough Complex
18.56076667,27.0630975,5.224694994,10.11720577,A2280,Liberty Cut,38.304632,-121.667155, , ,,Cache Slough Complex
17.32582,23.7647925,3.346099979,7.131454463,A2281,Liberty Cut,38.303214,-121.667156, , ,,Cache Slough Complex
15.7563,21.19412969,1.648963996,3.484751469,A2282,Liberty Cut,38.301754,-121.667149, , ,,Cache Slough Complex
19.14661795,29.02289038,5.047279412,9.066566594,A2283,Liberty Cut,38.300276,-121.667144, , ,,Cache Slough Complex
17.64,25.93657574,3.694399543,6.413617194,A2284,Liberty Cut,38.298824,-121.667137, , ,,Cache Slough Complex
15.2066,20.5292425,0.976456253,1.962731725,A2285,Liberty Cut,38.297372,-121.667131, , ,,Cache Slough Complex
14.6211,20.73831658,1.103717452,2.217240367,A2286,Liberty Cut,38.295918,-121.667135, , ,,Cache Slough Complex
15.4159,20.59620833,1.083507662,2.218970567,A2287,Liberty Cut,38.29447,-121.667152, , ,,Cache Slough Complex
16.43809667,22.0095233,0.982127388,2.041201021,A2288,Liberty Cut,38.29303,-121.667139, , ,,Cache Slough Complex
16.91515926,23.76293611,1.206000127,2.391153801,A2289,Liberty Cut,38.291745,-121.665903, , ,,Cache Slough Complex
16.89844167,23.82607031,1.167525508,2.361085095,A2290,Liberty Cut,38.290353,-121.665694, , ,,Cache Slough Complex
16.50590833,22.9155625,1.153656479,2.274725226,A2291,Liberty Cut,38.288926,-121.665552, , ,,Cache Slough Complex
16.07676667,16.7068925,2.001116301,3.624455336,A2295,Prospect Slough,38.282757,-121.664367, , ,,Cache Slough Complex
16.45856667,16.70692955,2.067616281,3.595638741,A2296,Prospect Slough,38.281109,-121.664552, , ,,Cache Slough Complex
16.26731818,16.55189432,2.04936636,3.456317228,A2297,Prospect Slough,38.279662,-121.664703, , ,,Cache Slough Complex
14.63640909,16.02455227,1.857469372,3.29342832,A2298,Prospect Slough,38.278237,-121.664889, , ,,Cache Slough Complex
14.73395,15.67123125,1.795411203,3.240573713,A2299,Prospect Slough,38.276849,-121.664943, , ,,Cache Slough Complex
16.08373636,15.56389205,1.79278334,3.223409413,A2300,Prospect Slough,38.275324,-121.665291, , ,,Cache Slough Complex
16.42371818,15.66502614,1.784718352,3.245247034,A2301,Prospect Slough,38.273815,-121.665363, , ,,Cache Slough Complex
16.24180909,15.78894318,1.773762309,3.247710513,A2302,Prospect Slough,38.272397,-121.665955, , ,,Cache Slough Complex
15.64283333,15.77769062,1.804345361,3.20297643,A2303,Prospect Slough,38.271023,-121.666665, , ,,Cache Slough Complex
14.81176667,15.6416875,1.736881005,3.163486851,A2304,Prospect Slough,38.269711,-121.667373, , ,,Cache Slough Complex
15.76173636,15.50498977,1.69346726,3.12146239,A2305,Prospect Slough,38.268316,-121.66793, , ,,Cache Slough Complex
16.07662727,15.79505568,1.696737611,3.115604768,A2306,Prospect Slough,38.266924,-121.6686, , ,,Cache Slough Complex
17.41881667,15.88567813,1.755419081,3.139581407,A2307,Prospect Slough,38.265928,-121.669791, , ,,Cache Slough Complex
16.59541667,15.94935,1.721734686,3.169838077,A2308,Prospect Slough,38.264747,-121.669771, , ,,Cache Slough Complex
15.31194,16.04288977,1.694684084,3.201670148,A2309,Prospect Slough,38.263394,-121.669378, , ,,Cache Slough Complex
15.55013636,16.1694,1.712193844,3.201241248,A2310,Prospect Slough,38.261803,-121.669811, , ,,Cache Slough Complex
16.61106364,16.40297159,1.741318232,3.213920555,A2311,Prospect Slough,38.260351,-121.67035, , ,,Cache Slough Complex
16.64577273,16.55356136,1.774303503,3.218503614,A2312,Prospect Slough,38.258947,-121.670739, , ,,Cache Slough Complex
16.4279,16.60635114,1.748760517,3.198346723,A2313,Prospect Slough,38.257569,-121.671315, , ,,Cache Slough Complex
16.43664,16.42797727,1.741344504,3.174368371,A2314,Prospect Slough,38.256153,-121.671668, , ,,Cache Slough Complex
16.39486364,16.23904545,1.757749026,3.179733106,A2315,Prospect Slough,38.254805,-121.671259, , ,,Cache Slough Complex
16.36426667,16.360925,1.78208291,3.18345092,A2316,Prospect Slough,38.25335,-121.671988, , ,,Cache Slough Complex
15.6551,16.40630568,1.783502194,3.156542035,A2317,Prospect Slough,38.25199,-121.672449, , ,,Cache Slough Complex
15.62596667,16.39463636,1.734085342,3.11257062,A2318,Prospect Slough,38.250636,-121.672971, , ,,Cache Slough Complex
16.44880909,16.45363125,1.64321774,3.055603109,A2319,Prospect Slough,38.24941,-121.673636, , ,,Cache Slough Complex
16.55544545,16.50688409,1.586175186,3.004456076,A2320,Prospect Slough,38.248112,-121.674218, , ,,Cache Slough Complex
15.96687778,16.47366667,1.675001188,2.976483672,A2321,Prospect Slough,38.246918,-121.674893, , ,,Cache Slough Complex
15.53182,16.27961023,1.708353956,2.939697939,A2322,Prospect Slough,38.245732,-121.675616, , ,,Cache Slough Complex
16.0553,16.06297981,1.737911857,3.178370522,A2323,Prospect Slough,38.244437,-121.676313, , ,,Cache Slough Complex
17.100075,16.34004063,1.996757544,3.929993641,A2324,Prospect Slough,38.242741,-121.676563, , ,,Cache Slough Complex
17.10502,16.80442083,2.36936368,4.208277128,A2325,Prospect Slough,38.241663,-121.678119, , ,,Cache Slough Complex
15.23817273,16.66080795,2.322474006,3.787094263,A2326,Prospect Slough,38.240874,-121.679422, , ,,Cache Slough Complex
14.39562,16.39130227,1.992043488,3.256779451,A2327,Prospect Slough,38.239696,-121.680265, , ,,Cache Slough Complex
15.25566667,16.55245,1.810969297,3.106676605,A2328,Prospect Slough,38.239136,-121.682376, , ,,Cache Slough Complex
