,fCHL μgL WS HR mean,fCHL μgL EXO HR mean,fCHL μgL EXO HR median,NO3 uM SUNA HR mean,CL_ID,Location,Latitude,Longitude,USGS_Stati,Station_ID,USGS_Sta_1,DigitalLat,DigitalLon,Subregions
617,22.67870488,13.23622691,13.06522805,2.996724,A821,Sacramento River,38.049519,-121.879057, , ,,,,Western Delta Tidal Zone
618,21.83902565,12.14815294,12.22167729,3.0747796,A822,Sacramento River,38.050922,-121.882403, , ,,,,Western Delta Tidal Zone
619,20.73096799,11.49086933,11.49422417,3.048907688,A823,Sacramento River,38.050243,-121.883876, , ,,,,Western Delta Tidal Zone
620,19.10623812,10.48222404,10.03334641,3.0523866,A824,Sacramento River,38.05038,-121.886171, , ,,,,Western Delta Tidal Zone
622,14.97477176,9.448391304,9.283052177,3.251197644,A826,Sacramento River,38.050425,-121.890793, , ,,,,Western Delta Tidal Zone
623,16.02040081,10.06243175,10.11252238,3.326620875,A827,Sacramento River,38.049437,-121.892225, , ,,,,Western Delta Tidal Zone
624,17.83942949,11.58966179,11.35683768,3.2113769,A828,Sacramento River,38.048483,-121.893558, , ,,,,Suisun Bay
625,17.24131656,10.23890324,8.850186165,3.455430609,A829,Suisun Bay,38.045928,-121.893824, , ,,,,Suisun Bay
626,17.22711861,9.74239295,8.936139678,3.390754673,A830,Suisun Bay,38.044968,-121.895472, , ,,,,Suisun Bay
627,17.19452217,9.545600918,9.520442429,3.440769808,A831,Suisun Bay,38.045399,-121.897567, , ,,,,Suisun Bay
628,16.11045233,8.768939539,8.571708464,3.4820123,A832,Suisun Bay,38.045307,-121.899414, , ,,,,Suisun Bay
629,15.26139796,8.965912646,9.030744644,3.6829095,A833,Suisun Bay,38.045082,-121.901245, , ,,,,Suisun Bay
630,15.49395876,9.369503243,9.50259544,3.662826889,A834,Suisun Bay,38.045286,-121.903158, , ,,,,Suisun Bay
631,16.28591653,10.04864639,9.957480934,3.77031075,A835,Suisun Bay,38.044307,-121.904883, , ,,,,Suisun Bay
632,16.55355594,10.12464491,10.77307466,3.82225794,A836,Suisun Bay,38.045144,-121.906778, , ,,,,Suisun Bay
633,16.54712665,9.840304648,9.894709298,3.810336333,A837,Suisun Bay,38.04513,-121.908555, , ,,,,Suisun Bay
634,16.06015218,9.49081907,9.610109718,3.860269442,A838,Suisun Bay,38.044871,-121.910399, , ,,,,Suisun Bay
635,15.96005637,9.612881444,9.93338558,3.839936276,A839,Suisun Bay,38.04533,-121.91218, , ,,,,Suisun Bay
636,16.48810802,9.758521094,10.05192515,3.808994224,A840,Suisun Bay,38.045589,-121.913977, , ,,,,Suisun Bay
637,16.44836724,10.27866313,10.38665724,3.907885327,A841,Suisun Bay,38.044747,-121.915854, , ,,,,Suisun Bay
638,16.52240443,9.858794204,9.872122757,3.981305111,A842,Suisun Bay,38.045895,-121.917551, , ,,,,Suisun Bay
639,16.29865796,9.386345039,9.377756002,3.940552038,A843,Suisun Bay,38.045811,-121.919412, , ,,,,Suisun Bay
640,16.33027612,9.667582763,9.634194053,3.988769444,A844,Suisun Bay,38.046647,-121.920982, , ,,,,Suisun Bay
641,17.16300657,9.515536352,9.682151589,3.870051,A845,Suisun Bay,38.047082,-121.922693, , ,,,,Suisun Bay
642,17.42488479,9.631408793,9.978446164,3.78060696,A846,Suisun Bay,38.047167,-121.924526, , ,,,,Suisun Bay
643,17.10059363,9.941471884,9.74870441,3.93227155,A847,Suisun Bay,38.047544,-121.9264, , ,,,,Suisun Bay
644,16.32922003,9.878878312,9.83600665,4.17886875,A848,Suisun Bay,38.047772,-121.92816, , ,,,,Suisun Bay
645,15.91041468,9.438231709,9.520078355,4.378991906,A849,Suisun Bay,38.047923,-121.930017, , ,,,,Suisun Bay
646,16.76655046,9.742075286,10.16061111,4.521395217,A850,Suisun Bay,38.04802,-121.93191, , ,,,,Suisun Bay
647,17.81768208,9.967429705,10.02360161,4.27552425,A851,Suisun Bay,38.049489,-121.933177, , ,,,,Suisun Bay
648,18.66187105,10.97349711,10.78348829,3.638866125,A852,Suisun Bay,38.04891,-121.935365, , ,,,,Suisun Bay
649,20.2199933,12.15853644,12.44705693,3.96650085,A853,Suisun Bay,38.049105,-121.937193, , ,,,,Suisun Bay
650,20.36603716,12.10796292,14.26052889,3.736937056,A855,Suisun Bay,38.051003,-121.940224, , ,,,,Suisun Bay
651,18.51668412,9.454235779,9.551081256,4.172191034,A856,Suisun Bay,38.052216,-121.941535, , ,,,,Suisun Bay
652,13.91033639,8.034555712,8.219181033,5.3112005,A857,Suisun Bay,38.053003,-121.943081, , ,,,,Suisun Bay
653,12.18754865,6.746834561,7.290341521,5.340377586,A858,Suisun Bay,38.05496,-121.943702, , ,,,,Suisun Bay
654,11.31260032,6.721703858,7.070855353,5.5074363,A859,Suisun Bay,38.058194,-121.943993, , ,,,,Suisun Bay
655,10.89961824,6.059078508,6.204436503,5.596996875,A860,Suisun Bay,38.056223,-121.947481, , ,,,,Suisun Bay
656,10.58904615,6.172038739,6.02520695,5.6915616,A861,Suisun Bay,38.054859,-121.950063, , ,,,,Suisun Bay
657,10.71813345,5.973944206,5.954243254,5.69497019,A862,Suisun Bay,38.056076,-121.951357, , ,,,,Suisun Bay
658,10.15565727,5.99727563,5.898038198,5.832815222,A863,Suisun Bay,38.053836,-121.954757, , ,,,,Suisun Bay
659,9.96460073,5.601928315,5.602411557,5.86926605,A864,Suisun Bay,38.057584,-121.954559, , ,,,,Suisun Bay
660,9.875715666,5.876734629,6.20045023,5.950945345,A865,Suisun Bay,38.056273,-121.957141, , ,,,,Suisun Bay
661,9.619785198,5.527933048,5.473559383,6.077875125,A866,Suisun Bay,38.059951,-121.957748, , ,,,,Suisun Bay
662,9.576327626,5.953716762,6.361323155,6.0565675,A867,Suisun Bay,38.055313,-121.96091, , ,,,,Suisun Bay
663,9.583071908,5.134555195,5.120747233,6.127203484,A868,Suisun Bay,38.056364,-121.962618, , ,,,,Suisun Bay
664,9.601367756,5.593205562,5.602591819,6.06507684,A869,Suisun Bay,38.057839,-121.964025, , ,,,,Suisun Bay
665,9.571742346,5.49323711,5.296101316,6.11425981,A870,Suisun Bay,38.057825,-121.965799, , ,,,,Suisun Bay
666,9.537406913,5.413518342,5.680076423,6.02115,A871,Suisun Bay,38.054964,-121.968191, , ,,,,Suisun Bay
667,8.93263705,4.984410104,5.043329537,6.371269125,A872,Suisun Bay,38.056357,-121.969981, , ,,,,Suisun Bay
668,8.67359605,4.9038778,5.017672786,6.326711625,A873,Suisun Bay,38.056514,-121.971792, , ,,,,Suisun Bay
669,8.757366072,5.03572158,5.072252038,6.308399889,A874,Suisun Bay,38.0599,-121.972862, , ,,,,Suisun Bay
670,8.73144309,5.076399273,5.00000577,6.244064444,A875,Suisun Bay,38.056875,-121.97491, , ,,,,Suisun Bay
671,8.906793251,4.92432784,4.889115212,6.2622632,A876,Suisun Bay,38.05673,-121.976714, , ,,,,Suisun Bay
672,9.021907122,5.325116022,5.392327257,6.324750333,A877,Suisun Bay,38.05709,-121.978447, , ,,,,Suisun Bay
673,8.900246896,5.109807067,5.087707201,6.442874328,A878,Suisun Bay,38.057104,-121.980251, , ,,,,Suisun Bay
674,8.710420593,5.698336165,5.673048745,6.464801177,A879,Suisun Bay,38.057967,-121.982037, , ,,,,Suisun Bay
675,8.773789873,5.286467334,5.199250163,6.197877173,A880,Suisun Bay,38.057969,-121.983859, , ,,,,Suisun Bay
676,8.657329686,5.377180063,5.202738147,5.891511404,A881,Suisun Bay,38.058831,-121.98571, , ,,,,Suisun Bay
677,8.681189425,5.153612434,5.227415173,5.996117431,A882,Suisun Bay,38.059236,-121.987542, , ,,,,Suisun Bay
678,8.613930974,5.079015078,5.082104032,6.052968625,A883,Suisun Bay,38.059629,-121.989381, , ,,,,Suisun Bay
679,8.501281234,5.07154035,5.023946828,6.311660172,A884,Suisun Bay,38.06004,-121.991221, , ,,,,Suisun Bay
680,8.539820091,5.018834808,5.016118528,6.385457793,A885,Suisun Bay,38.060447,-121.993089, , ,,,,Suisun Bay
681,7.997704816,4.93415454,4.651503447,6.43690575,A886,Suisun Bay,38.060284,-121.994899, , ,,,,Suisun Bay
682,7.951224937,4.727466234,4.978989544,6.324039444,A887,Suisun Bay,38.060266,-121.996741, , ,,,,Suisun Bay
683,7.802282583,4.491480743,4.652527635,6.25186645,A888,Suisun Bay,38.060428,-121.998575, , ,,,,Suisun Bay
684,7.201103932,4.324735787,4.253458282,7.34464485,A920,Suisun Bay,38.065339,-122.000397, , ,,,,Suisun Bay
685,6.730175417,4.005208929,3.867074098,7.228078212,A921,Suisun Bay,38.05896,-122.002158, , ,,,,Suisun Bay
686,6.45185211,3.785521032,3.793449732,7.503029625,A922,Suisun Bay,38.065038,-122.003291, , ,,,,Suisun Bay
687,6.379159743,3.718077274,3.746160232,7.73112975,A923,Suisun Bay,38.058454,-122.006682, , ,,,,Suisun Bay
688,6.54497825,3.976832283,3.871371493,7.857050827,A924,Suisun Bay,38.065774,-122.005729, , ,,,,Suisun Bay
689,6.810727509,4.089654039,4.022035881,8.134759241,A925,Suisun Bay,38.067909,-122.007252, , ,,,,Suisun Bay
690,6.8067942,4.09466846,4.206883104,8.281827444,A926,Suisun Bay,38.06616,-122.009915, , ,,,,Suisun Bay
691,6.295612662,3.7629186,3.578742077,8.370872625,A927,Suisun Bay,38.06663,-122.011774, , ,,,,Suisun Bay
692,5.951318778,3.487949404,3.445248896,8.367645062,A928,Suisun Bay,38.067887,-122.013933, , ,,,,Suisun Bay
693,6.091076523,3.550058639,3.542519992,8.38623925,A929,Suisun Bay,38.066317,-122.016277, , ,,,,Suisun Bay
694,6.222520643,3.703124898,3.441463415,8.620051875,A930,Suisun Bay,38.065817,-122.018074, , ,,,,Suisun Bay
695,6.72995639,3.905764458,3.934341789,8.94138,A931,Suisun Bay,38.062552,-122.020047, , ,,,,Suisun Bay
696,6.799729002,4.099838017,3.458536585,9.13160625,A932,Suisun Bay,38.066859,-122.020881, , ,,,,Suisun Bay
697,6.656550897,4.107520427,3.37610478,9.23626319,A933,Suisun Bay,38.067267,-122.02271, , ,,,,Suisun Bay
698,6.276610587,3.578226754,3.527173383,9.188331375,A934,Suisun Bay,38.064483,-122.025219, , ,,,,Suisun Bay
699,5.887979195,3.512135684,3.537024424,9.5006109,A935,Suisun Bay,38.0639,-122.027193, , ,,,,Suisun Bay
700,5.264799223,2.999942148,3.025586146,9.877215035,A936,Suisun Bay,38.062605,-122.029418, , ,,,,Suisun Bay
701,4.510388686,2.661672699,2.672145125,9.628815529,A937,Suisun Bay,38.063144,-122.031192, , ,,,,Suisun Bay
702,4.309523036,2.575995702,2.575753899,9.844419492,A938,Suisun Bay,38.062912,-122.033128, , ,,,,Suisun Bay
703,4.265542626,2.401737421,2.406715564,10.01128421,A939,Suisun Bay,38.06337,-122.034854, , ,,,,Suisun Bay
704,3.921600223,2.225816043,2.211874272,11.24677484,A940,Suisun Bay,38.063111,-122.036759, , ,,,,Suisun Bay
705,3.983633836,2.344586741,2.325694758,11.21979673,A941,Suisun Bay,38.060717,-122.03979, , ,,,,Suisun Bay
706,3.576825771,2.049074888,2.045564712,11.63277161,A942,Suisun Bay,38.061345,-122.041858, , ,,,,Suisun Bay
348,12.89944885,7.474848093,7.475844208,1.513454333,A4880,False River,38.056458,-121.666885,FALSE R NR OAKLEY CA,FAL,11313440,38.055833,-121.666944,Central Delta Tidal Zone
334,17.76190075,9.651170452,9.646072917,8.487337059,A4387,Old River,38.070584,-121.578342,OLD R A FRANKS TRACT NR TERMINOUS CA,OSJ,11313452,38.071111,-121.578889,Central Delta Tidal Zone
527,9.131712062,5.612845255,5.612749951,16.28828407,A731,Sacramento River,38.092014,-121.73451,SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA,SDI,11455478,38.093333,-121.736111,Western Delta Tidal Zone
478,6.111607812,3.492254247,3.780427223,14.42214444,A682,Sacramento River,38.149323,-121.687423,SACRAMENTO R A RIO VISTA CA,SRV,11455420,38.149044,-121.688944,Western Delta Tidal Zone
206,17.44811015,8.740770721,8.779914108,10.58404111,A3604,San Joaquin River,38.059775,-121.557267,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,PRI,11313460,38.059444,-121.557222,Central Delta Tidal Zone
621,15.48383674,9.312472962,9.360293968,3.304806518,A825,Sacramento River,38.04968,-121.887905,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,CONFL,11455508,38.049531,-121.88755,Western Delta Tidal Zone
