Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag508_ACS,"Absorption at 508 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6332,0.8060,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag512_ACS,"Absorption at 512 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6306,0.8062,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag516_ACS,"Absorption at 516 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7449,0.8002,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag520_ACS,"Absorption at 520 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7090,0.7841,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag524_ACS,"Absorption at 524 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7342,0.7794,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag528_ACS,"Absorption at 528 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6557,0.7658,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag532_ACS,"Absorption at 532 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6780,0.7279,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag536_ACS,"Absorption at 536 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6309,0.7030,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag540_ACS,"Absorption at 540 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6888,0.6746,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag544_ACS,"Absorption at 544 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6660,0.6429,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag548_ACS,"Absorption at 548 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2997,0.6590,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag552_ACS,"Absorption at 552 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4380,0.7294,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag556_ACS,"Absorption at 556 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5649,0.8018,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag560_ACS,"Absorption at 560 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6564,0.7855,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag564_ACS,"Absorption at 564 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7280,0.7083,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag568_ACS,"Absorption at 568 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7321,0.5687,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag572_ACS,"Absorption at 572 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7304,0.3434,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag576_ACS,"Absorption at 576 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6061,0.3303,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag580_ACS,"Absorption at 580 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6776,0.3635,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag584_ACS,"Absorption at 584 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.8389,0.4855,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag588_ACS,"Absorption at 588 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4186,0.7333,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag592_ACS,"Absorption at 592 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4682,0.8204,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag596_ACS,"Absorption at 596 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3328,0.8433,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag600_ACS,"Absorption at 600 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2631,0.7208,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag604_ACS,"Absorption at 604 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2915,0.6019,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag608_ACS,"Absorption at 608 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3284,0.5017,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag612_ACS,"Absorption at 612 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3925,0.5319,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag616_ACS,"Absorption at 616 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6424,0.4765,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag620_ACS,"Absorption at 620 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6604,0.4818,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag624_ACS,"Absorption at 624 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.9052,0.3933,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag628_ACS,"Absorption at 628 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-1.0926,0.5070,per meter,0.0001,,
FTS_acs_ag.csv,Comma Separated Value (CSV) file containing spectral absorption data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ag632_ACS,"Absorption at 632 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.9713,0.5292,per meter,0.0001,,
