Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg580_ACS,"Absorption at 580 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6975,1.6628,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg584_ACS,"Absorption at 584 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-1.0478,1.7279,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg588_ACS,"Absorption at 588 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7095,1.3596,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg592_ACS,"Absorption at 592 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6839,1.2771,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg596_ACS,"Absorption at 596 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6693,1.2553,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg600_ACS,"Absorption at 600 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5629,1.1194,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg604_ACS,"Absorption at 604 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6819,1.2234,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg608_ACS,"Absorption at 608 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.8437,1.2953,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg612_ACS,"Absorption at 612 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6552,1.0720,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg616_ACS,"Absorption at 616 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5573,0.9419,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg620_ACS,"Absorption at 620 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5801,0.9072,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg624_ACS,"Absorption at 624 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5620,0.8844,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg628_ACS,"Absorption at 628 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5577,0.8504,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg632_ACS,"Absorption at 632 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5399,0.7919,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg636_ACS,"Absorption at 636 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5152,0.7552,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg640_ACS,"Absorption at 640 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4698,0.6763,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg644_ACS,"Absorption at 644 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4167,0.6247,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg648_ACS,"Absorption at 648 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3706,0.5559,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg652_ACS,"Absorption at 652 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3362,0.4601,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg656_ACS,"Absorption at 656 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2686,0.4120,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg660_ACS,"Absorption at 660 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2120,0.3692,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg664_ACS,"Absorption at 664 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1982,0.3139,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg668_ACS,"Absorption at 668 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1902,0.2999,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg672_ACS,"Absorption at 672 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1549,0.3103,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg676_ACS,"Absorption at 676 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1300,0.3026,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg680_ACS,"Absorption at 680 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1488,0.2738,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg684_ACS,"Absorption at 684 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1764,0.2344,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg688_ACS,"Absorption at 688 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2040,0.2274,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg692_ACS,"Absorption at 692 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2256,0.2189,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg696_ACS,"Absorption at 696 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2162,0.2228,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg700_ACS,"Absorption at 700 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2191,0.1812,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg704_ACS,"Absorption at 704 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2142,0.1872,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg708_ACS,"Absorption at 708 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1613,0.2244,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg712_ACS,"Absorption at 712 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1154,0.1850,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg716_ACS,"Absorption at 716 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1331,0.0579,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,DateTime,Sample Collection timestamp,2019/10/09 09:14:51,2021/04/07 14:10:40,(YYYY/MM/DD hh:mm:ss) Year/month/day hour:minute:second,,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,SampleEvent,The field sampling event year and month,2019/10,2021/04,YYYY/MM,,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LAT_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",37.85306,38.55743,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LONG_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",-121.70702,-121.30864,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg400_ACS,"Attenuation at 400 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2774,20.6366,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg404_ACS,"Attenuation at 404 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2696,20.4269,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg408_ACS,"Attenuation at 408 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2560,20.3375,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg412_ACS,"Attenuation at 412 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2369,20.2534,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg416_ACS,"Attenuation at 416 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2157,20.0345,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg420_ACS,"Attenuation at 420 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2017,19.9378,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg424_ACS,"Attenuation at 424 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1805,19.7341,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg428_ACS,"Attenuation at 428 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1649,19.6103,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg432_ACS,"Attenuation at 432 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1466,19.5443,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg436_ACS,"Attenuation at 436 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1296,19.5061,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg440_ACS,"Attenuation at 440 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1136,19.4241,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg444_ACS,"Attenuation at 444 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0965,19.6545,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg448_ACS,"Attenuation at 448 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0859,19.6167,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg452_ACS,"Attenuation at 452 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0720,19.4396,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg456_ACS,"Attenuation at 456 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0602,19.2668,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg460_ACS,"Attenuation at 460 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0500,19.1131,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg464_ACS,"Attenuation at 464 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0383,19.0166,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg468_ACS,"Attenuation at 468 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0258,19.0185,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg472_ACS,"Attenuation at 472 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0210,18.9504,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg476_ACS,"Attenuation at 476 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0102,18.7182,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg480_ACS,"Attenuation at 480 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0025,18.6968,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg484_ACS,"Attenuation at 484 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0018,18.7963,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg488_ACS,"Attenuation at 488 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0118,18.7052,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg492_ACS,"Attenuation at 492 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0182,18.6597,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg496_ACS,"Attenuation at 496 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0222,18.6544,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg500_ACS,"Attenuation at 500 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0305,18.6840,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg504_ACS,"Attenuation at 504 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0341,18.7512,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg508_ACS,"Attenuation at 508 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0379,18.8036,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg512_ACS,"Attenuation at 512 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0435,18.8265,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg516_ACS,"Attenuation at 516 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0460,18.8508,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg520_ACS,"Attenuation at 520 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0488,18.8890,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg524_ACS,"Attenuation at 524 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0538,18.9409,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg528_ACS,"Attenuation at 528 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0565,18.7718,per meter,0.0001,,
