CL ID,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Location,Subregions,"Time Period (Month, Year)",NH4 (?M) (Tline) SA,NO3 (?M) (SUNA) SA,DIN (µM) SA,estDON (?M) SA,TDN (µM) SA,estDOC (mg/L) SA,fDOM (QSU) (WS) SA,fCHL (?g/L) (WS) SA, Temp (?C) (TSG) SA, Cond (?S/cm) (TSG) SA, Salinity (PSU) (TSG) SA, Temp (?C) (EXO) SA,Sp Cond (?S/cm) (EXO) SA,pH (EXO) SA,DO (mg/L) (EXO) SA,DO (%) (EXO) SA,Turb (FNU) (EXO) SA,fDOM (QSU) (EXO) SA,fCHL (?g/L) (EXO) SA,Bluegreen (?g/L) (EXO) SA,Green Algae (?g/L) (FP) SA,Bluegreen (?g/L) (FP) SA,Diatoms (?g/L) (FP) SA,Cryptophyta (?g/L) (FP) SA,Total Conc (?g/L) (FP) SA,? (days) (Picarro) SA
A2352,38.32331,-121.693425,Shag Slough,Cache Slough Complex,October 2018,1.281731,4.213662,5.419728,27.52173,32.8179,5.468509,72.49298,4.823799,17.4278,312.6983,0.176719,17.33792,364.8824,7.887754,7.522504,78.45541,3.150177,62.41698,1.857376,0.206343,1.459974,0.94396,0.033345,0.000966,2.433762,26.30434
A2185,38.324022,-121.653895,Toe Drain Canal,Cache Slough Complex,October 2018,1.851283,7.668686,9.528699,11.26113,20.78717,2.302328,27.26195,1.862161,16.87337,154.7452,0.088814,16.82734,182.9014,8.755422,9.475464,97.73257,4.669865,24.68348,0.083685,0.171844,0.010081,0.72321,0.029594,0.03713,0.806541,10.64536
A2266,38.324904,-121.667235,Liberty Cut,Cache Slough Complex,October 2018,0.810969,3.100339,3.894722,12.74222,16.62724,2.590719,31.38673,4.192235,17.44544,184.1755,0.104117,17.35446,213.5775,8.35347,9.018798,94.0341,5.187526,28.38657,1.461545,0.226014,0.701818,0.409849,1.051306,1.337165,3.5261,14.34426
A2252,38.32594,-121.684802,Prospect Slough,Cache Slough Complex,October 2018,1.436393,4.069861,5.506761,26.81412,32.31947,5.330727,70.5248,4.983593,17.43037,308.0117,0.17413,17.3626,359.0611,7.899304,7.640193,79.71782,3.56763,60.70986,1.914913,0.204526,1.683656,0.90306,0.056504,0.025532,2.653944,26.53536
A2183,38.326868,-121.653204,Toe Drain Canal,Cache Slough Complex,October 2018,1.780232,7.411155,9.272733,11.37768,20.63769,2.325022,27.58597,1.79638,16.82346,155.3965,0.08928,16.77798,182.9054,8.781661,9.528658,98.1788,4.674125,24.91161,0.049106,0.169764,0,0.749499,0,0,0.703217,10.6054
A2264,38.327829,-121.667247,Liberty Cut,Cache Slough Complex,October 2018,0.797146,2.683188,3.46712,13.15124,16.56733,2.670362,32.52516,4.417983,17.49066,190.1042,0.107316,17.40588,220.4901,8.257091,9.03117,94.24127,6.426029,29.31122,1.563488,0.22952,0.76238,0.381219,1.185375,1.435778,3.747019,15.10133
A2250,38.328713,-121.684531,Prospect Slough,Cache Slough Complex,October 2018,1.407547,3.905135,5.308668,26.77536,32.09334,5.323181,70.41689,5.026412,17.52249,310.8969,0.175366,17.43499,360.5679,7.884735,7.699996,80.45348,3.952114,60.59505,1.955649,0.210098,1.82215,0.941755,0.166557,0,2.912769,27.00466
A2248,38.329067,-121.680914,Prospect Slough,Cache Slough Complex,October 2018,1.369155,3.641934,5.014168,25.91876,30.93363,5.156388,68.0343,4.866148,17.37859,303.655,0.171779,17.27603,353.0895,7.896008,7.778895,81.00687,4.585059,58.61202,1.862921,0.214509,1.828563,0.903411,0.106908,0.034112,2.873715,26.51685
A2246,38.329118,-121.67723,Prospect Slough,Cache Slough Complex,October 2018,1.302882,3.255899,4.561949,24.20488,28.76458,4.822669,63.26757,4.75603,17.27291,289.3177,0.164086,17.18204,336.8158,7.92466,7.934137,82.47554,5.52324,54.69669,1.77573,0.219703,1.676184,0.824552,0.158661,0.190164,2.851461,25.42477
A2181,38.329716,-121.652525,Toe Drain Canal,Cache Slough Complex,October 2018,1.700464,7.053404,8.872141,11.41211,20.24295,2.331727,27.68179,1.837361,16.80742,155.9589,0.089627,16.76321,185.879,8.784912,9.610422,99.00028,4.818177,24.96256,0.06696,0.169755,0,0.754656,0,0,0.742316,10.92632
A2262,38.330783,-121.667262,Liberty Cut,Cache Slough Complex,October 2018,0.902799,2.175545,3.051548,13.92675,16.90454,2.821365,34.68165,4.736663,17.54042,199.1409,0.112234,17.47457,231.2584,8.137616,9.253497,96.70252,12.66762,30.99721,1.690856,0.237964,0.849166,0.386978,1.302453,1.353699,3.961107,16.82639
A2244,38.330809,-121.675763,Prospect Slough,Cache Slough Complex,October 2018,1.26199,2.761314,4.028564,22.9158,26.93442,4.571666,59.68216,4.789723,17.2692,280.5767,0.159134,17.19863,326.0833,7.9207,8.142439,84.67888,7.240748,51.72561,1.752652,0.220924,1.569765,0.766408,0.29248,0.283737,2.936133,24.79117
A2179,38.332568,-121.651845,Toe Drain Canal,Cache Slough Complex,October 2018,1.53528,6.45795,8.034874,11.46197,19.42094,2.341436,27.82051,1.932965,16.78806,157.2926,0.090406,16.74812,186.1154,8.782463,9.729251,100.1949,5.072628,25.08454,0.108833,0.171612,0.007579,0.766169,0.020095,0.02151,0.822576,11.90264
A2260,38.333623,-121.667281,Liberty Cut,Cache Slough Complex,October 2018,0.9823,2.052991,2.994619,14.21603,17.14357,2.877692,35.48231,4.694646,17.54322,203.327,0.11455,17.48127,235.1166,8.113673,9.336391,97.59231,13.84088,31.64079,1.648766,0.234767,0.888343,0.426096,1.233516,1.168223,3.868322,17.92212
A2242,38.33376,-121.675622,Prospect Slough,Cache Slough Complex,October 2018,1.294077,2.60123,3.900058,22.79379,26.68728,4.54791,59.34196,4.790813,17.28417,282.1812,0.159945,17.21639,326.428,7.918733,8.23522,85.68068,7.787139,51.38963,1.738245,0.220403,1.604582,0.788726,0.273554,0.171937,2.952354,25.02836
A2177,38.335419,-121.651149,Toe Drain Canal,Cache Slough Complex,October 2018,1.430411,6.233677,7.70619,11.55175,19.22612,2.358917,28.07019,1.899507,16.75676,158.1434,0.090964,16.71727,188.9461,8.806324,9.722166,100.05,4.953058,25.3127,0.094668,0.16797,0,0.788964,0,0,0.754506,12.1592
A2236,38.336208,-121.667406,Prospect Slough,Cache Slough Complex,October 2018,1.085499,2.014288,3.022603,14.58484,17.57406,2.949505,36.50722,4.502069,17.49515,210.6692,0.118762,17.44094,241.8519,8.123008,9.218131,96.31766,10.45204,32.4969,1.549463,0.226532,0.950303,0.535357,0.931968,0.908146,3.529162,19.67042
A2238,38.336141,-121.670996,Prospect Slough,Cache Slough Complex,October 2018,1.153589,1.69126,2.841854,17.84552,20.68168,3.584408,45.57725,4.606351,17.38876,246.0305,0.139056,17.32486,279.0176,8.01553,8.863782,92.44238,9.393352,39.84868,1.626526,0.212435,1.317342,0.696415,0.679318,0.414726,3.338321,22.57868
A2240,38.336183,-121.67461,Prospect Slough,Cache Slough Complex,October 2018,1.24448,2.19485,3.439767,21.48569,24.9292,4.293201,55.70285,4.707778,17.33996,278.1064,0.157353,17.25603,318.6851,7.96648,8.489069,88.39679,7.63185,48.19051,1.715922,0.214924,1.645584,0.829716,0.359719,0.037413,3.138724,24.66405
A2175,38.338276,-121.650283,Toe Drain Canal,Cache Slough Complex,October 2018,1.270526,5.695699,6.942337,11.68817,18.61027,2.385479,28.44967,1.990958,16.74512,160.1275,0.092085,16.70334,188.9201,8.813623,9.686402,99.64901,5.175184,25.58228,0.146196,0.164568,0.009881,0.788177,0.005377,0.004773,0.811348,12.75104
A2173,38.341098,-121.6492,Toe Drain Canal,Cache Slough Complex,October 2018,1.151201,5.261419,6.554038,11.86509,18.35909,2.419929,28.94182,2.034611,16.68036,161.7143,0.093113,16.63591,192.3258,8.845537,9.70268,99.67439,5.245018,25.95601,0.156784,0.163902,0.024785,0.794204,0,0,0.805051,13.809
A2171,38.343822,-121.647959,Toe Drain Canal,Cache Slough Complex,October 2018,1.070094,4.872119,6.178284,12.0252,18.08265,2.451105,29.3872,2.127193,16.63203,163.6921,0.094319,16.58633,193.9377,8.859179,9.738729,99.94366,5.392076,26.29485,0.185917,0.168895,0.056068,0.794264,0,0,0.852599,14.83608
A2169,38.34657,-121.646715,Toe Drain Canal,Cache Slough Complex,October 2018,0.899333,3.978808,5.266196,12.55487,17.55338,2.55424,30.86055,2.311154,16.48183,170.2455,0.098331,16.43158,202.3582,8.893524,9.808076,100.3268,5.623297,27.52818,0.267033,0.183321,0.152183,0.804141,0,0,0.959412,16.21475
A2167,38.349105,-121.6453,Toe Drain Canal,Cache Slough Complex,October 2018,0.847293,3.615563,4.786228,12.90207,17.42875,2.621843,31.82633,2.370217,16.40581,174.8365,0.10111,16.35244,208.3047,8.894963,9.804394,100.122,5.662132,28.36334,0.306717,0.185192,0.197879,0.805609,0,0,1.003243,16.08988
A2328,38.239136,-121.682376,Prospect Slough,Cache Slough Complex,October 2018,12.76626,19.1518,31.44669,9.061443,40.5171,1.874017,21.1431,1.673982,17.67126,133.7352,0.075956,17.64109,155.3625,7.915226,9.166952,96.14696,3.720649,19.51287,0.030753,0.142508,0.198065,0.564833,0.192984,0,0.961256,5.889985
A2385,38.275184,-121.696694,Shag Slough,Cache Slough Complex,October 2018,4.307153,14.34888,18.64781,10.06252,28.72555,2.068942,23.92774,2.467777,17.79668,148.1965,0.083607,17.75631,171.8089,8.368631,9.61707,101.1081,3.078784,22.18359,0.335619,0.161956,0.448121,0.516024,0.447857,0.197586,1.671324,7.509261
A2295,38.282757,-121.664367,Prospect Slough,Cache Slough Complex,October 2018,6.996225,16.35923,23.35588,9.853626,33.21662,2.028267,23.34667,1.72024,17.37648,142.2836,0.081073,17.34675,165.1911,8.046499,8.855156,92.33107,3.854233,21.32366,0.041032,0.157402,0.13695,0.661141,0.121779,0.001824,0.9442,7.423613
A2289,38.291745,-121.665903,Liberty Cut,Cache Slough Complex,October 2018,5.026242,14.76099,19.77639,10.06682,29.84679,2.069779,23.9397,1.789812,17.49575,145.4705,0.082636,17.44793,170.679,8.264226,9.62791,100.6129,5.402637,22.10524,0.062313,0.159204,0.21415,0.630464,0.18282,0.013149,1.05198,7.9075
A2487,38.229418,-121.674589,Cache Slough,Cache Slough Complex,October 2018,13.41465,18.64632,32.05961,9.040285,41.10226,1.869897,21.08424,1.97352,17.80714,135.9113,0.076901,17.74979,156.3639,7.951209,9.034245,94.97652,2.774754,19.70709,0.176484,0.124502,0.346349,0.527685,0.358414,0.000018,1.238475,4.738858
A2071,38.232271,-121.673576,Sacramento Deep Water Shipping Channel,Cache Slough Complex,October 2018,14.48307,18.49523,32.97372,9.056031,42.04814,1.872963,21.12804,1.68334,17.52382,134.1516,0.076367,17.49054,154.232,7.834778,8.833228,92.37186,3.256029,19.28029,0.412669,0.138751,0.199334,0.504123,0.214691,0,0.937383,4.061463
A2484,38.23343,-121.676602,Cache Slough,Cache Slough Complex,October 2018,13.65516,18.79128,32.31667,9.033755,41.39178,1.868626,21.06608,1.763875,17.71292,134.3901,0.076242,17.66839,155.7204,7.934443,9.014441,94.61547,2.988611,19.60872,0.15854,0.13657,0.275538,0.526651,0.243272,0.000051,1.038451,4.882465
A2481,38.23535,-121.68131,Cache Slough,Cache Slough Complex,October 2018,12.73534,19.04672,31.31995,9.055168,40.40674,1.872795,21.12563,1.701541,17.69742,134.1931,0.076159,17.65161,155.7184,7.907563,8.962111,94.03798,3.262264,19.61655,0.045792,0.140521,0.224704,0.557435,0.212031,0.000201,0.991994,5.162051
A2477,38.240437,-121.685558,Cache Slough,Cache Slough Complex,October 2018,12.19728,18.72723,30.73391,9.069281,39.80424,1.875543,21.16489,1.800609,17.84697,135.501,0.076696,17.81355,156.537,8.010839,9.362752,98.56133,3.220613,19.65782,0.045228,0.135525,0.292858,0.529424,0.28922,0,1.166373,5.811902
A2326,38.240874,-121.679422,Prospect Slough,Cache Slough Complex,October 2018,14.01696,19.17822,33.04488,9.103145,42.16915,1.882137,21.25864,1.583582,17.47391,132.276,0.075436,17.45696,153.9606,7.820951,9.203284,96.13455,5.183609,19.34532,0.147288,0.179217,0.130066,0.558957,0.138116,0,0.843421,5.954655
A2475,38.242534,-121.687963,Cache Slough,Cache Slough Complex,October 2018,10.466,17.56943,28.55943,9.186593,37.66124,1.898385,21.49122,2.108553,18.10334,139.5608,0.07849,18.05225,160.6806,8.1854,9.483409,100.3101,2.566344,20.1911,0.111123,0.128642,0.482426,0.413812,0.405542,0,1.540475,5.441013
A2471,38.245296,-121.687924,Cache Slough,Cache Slough Complex,October 2018,9.554251,17.42156,27.49458,9.273977,36.66328,1.9154,21.73429,2.152664,18.11378,140.5994,0.079036,18.06409,161.938,8.202202,9.517078,100.6914,2.578406,20.3867,0.119469,0.131013,0.500912,0.403063,0.386493,0,1.551455,5.509034
A2461,38.257164,-121.692749,Cache Slough,Cache Slough Complex,October 2018,6.298474,16.05608,22.42186,9.656407,32.05496,1.989865,22.79807,2.373143,18.04703,145.9367,0.081993,17.97887,168.1282,8.25793,9.379993,99.0639,2.788621,21.39288,0.23214,0.148789,0.696603,0.337662,0.300137,0.231368,1.876268,6.574607
A2458,38.261084,-121.695316,Cache Slough,Cache Slough Complex,October 2018,5.603231,15.5538,21.13858,9.84244,30.99246,2.026088,23.31555,2.241174,17.90983,146.1876,0.082352,17.84814,169.053,8.326852,9.644108,101.5808,2.972955,21.80559,0.180186,0.152809,0.587514,0.419748,0.242217,0,1.676943,6.950334
A2446,38.274706,-121.707872,Cache Slough,Cache Slough Complex,October 2018,2.250484,13.37731,15.63415,10.52668,26.1642,2.159321,25.21887,2.536973,17.46032,150.9811,0.085731,17.36451,174.7591,8.378401,9.644805,100.606,2.370303,23.19823,0.427344,0.162493,0.559222,0.562586,0.396296,0,1.782947,9.837265
A685,38.145109,-121.688753,Sacramento River,Western Delta Tidal Zone,October 2018,16.06801,22.96871,37.86172,8.754223,46.65398,1.814196,20.28852,2.456315,17.73007,133.2472,0.075427,17.68351,155.5859,7.770437,8.893743,93.36492,2.956921,19.15378,0.180708,0.114213,0.448736,0.511804,0.541086,0.044146,1.596827,3.905635
A683,38.147878,-121.687732,Sacramento River,Western Delta Tidal Zone,October 2018,16.08566,22.8492,37.87795,8.754062,46.66724,1.814165,20.28807,2.43407,17.73461,133.1966,0.075405,17.68283,155.2708,7.768285,8.875916,93.16385,2.926703,19.14495,0.169506,0.114342,0.444346,0.521302,0.548832,0.031594,1.583934,3.902948
A681,38.15067,-121.686748,Sacramento River,Western Delta Tidal Zone,October 2018,16.08115,22.63247,37.91,8.762806,46.69427,1.815868,20.3124,2.385764,17.73746,133.0401,0.075374,17.67801,154.5584,7.764049,8.887239,93.24545,2.897002,19.11345,0.150238,0.11461,0.434769,0.536249,0.551966,0.010289,1.552059,3.899073
A679,38.153518,-121.685911,Sacramento River,Western Delta Tidal Zone,October 2018,16.08042,22.46591,37.93232,8.781538,46.71297,1.819515,20.3645,2.344344,17.7366,132.8778,0.075319,17.67365,154.1219,7.762075,8.925824,93.64105,2.975407,19.12145,0.132048,0.114763,0.427436,0.54019,0.538884,0.002238,1.519315,3.896992
A677,38.156438,-121.685087,Sacramento River,Western Delta Tidal Zone,October 2018,16.15051,22.01604,37.98201,8.832411,46.7587,1.829421,20.50601,2.225717,17.74758,132.4516,0.075113,17.68135,153.3097,7.759763,8.935116,93.77944,3.185509,19.20842,0.085483,0.115128,0.404959,0.540667,0.475789,0,1.429972,3.891031
A675,38.158896,-121.682897,Sacramento River,Western Delta Tidal Zone,October 2018,16.27453,21.82211,38.04383,8.817829,46.81747,1.826581,20.46545,2.186186,17.77193,132.2289,0.074975,17.70754,153.0128,7.759709,8.765151,92.05772,3.013989,19.20481,0.06769,0.11531,0.401631,0.533746,0.465735,0,1.403527,3.886904
A673,38.160698,-121.679795,Sacramento River,Western Delta Tidal Zone,October 2018,16.53786,21.7379,38.24386,8.738664,46.97526,1.811167,20.24524,2.171802,17.80135,132.0262,0.074827,17.74018,152.6944,7.759657,8.582491,90.20322,2.666562,19.08757,0.063644,0.115394,0.401242,0.520267,0.504664,0,1.412292,3.880923
A671,38.163116,-121.677796,Sacramento River,Western Delta Tidal Zone,October 2018,16.74792,21.7189,38.44626,8.678703,47.12309,1.799492,20.07845,2.159943,17.82282,131.8931,0.074717,17.76147,152.5337,7.761782,8.564222,90.05216,2.58273,18.99343,0.075622,0.115414,0.400361,0.517747,0.511574,0,1.41531,3.876977
A669,38.165792,-121.676228,Sacramento River,Western Delta Tidal Zone,October 2018,16.91024,21.75991,38.67084,8.643505,47.31049,1.792638,19.98054,2.138783,17.84547,131.7978,0.07464,17.78305,152.3278,7.7644,8.565217,90.10819,2.513588,18.89465,0.082001,0.115488,0.400228,0.515996,0.49989,0.00104,1.415242,3.874044
A667,38.168213,-121.674246,Sacramento River,Western Delta Tidal Zone,October 2018,17.2543,21.63285,38.8842,8.607874,47.48899,1.7857,19.88143,2.103836,17.85813,131.6802,0.074538,17.79457,152.012,7.769111,8.570557,90.18919,2.463683,18.81749,0.069298,0.115605,0.400497,0.514365,0.437812,0.01771,1.406574,3.870307
A665,38.170822,-121.672684,Sacramento River,Western Delta Tidal Zone,October 2018,17.26942,21.34711,38.60771,8.650303,47.25736,1.793962,19.99945,2.106503,17.8327,131.755,0.0746,17.77022,152.2299,7.769719,8.555327,89.97775,2.541777,18.94803,0.061919,0.115945,0.393954,0.526363,0.404533,0.024981,1.389734,3.874782
A663,38.173097,-121.670531,Sacramento River,Western Delta Tidal Zone,October 2018,17.12607,21.08257,38.19958,8.707326,46.90588,1.805065,20.15807,2.109934,17.81147,131.7907,0.074652,17.74328,152.5581,7.770045,8.545685,89.81215,2.599972,19.09047,0.073742,0.116741,0.383257,0.53465,0.388309,0.027959,1.374791,3.886953
A661,38.175172,-121.668093,Sacramento River,Western Delta Tidal Zone,October 2018,16.94708,20.9628,37.90886,8.743294,46.64982,1.812068,20.25812,2.096369,17.79608,131.8246,0.074701,17.72458,152.9874,7.771183,8.552831,89.84266,2.592727,19.15482,0.081533,0.117802,0.375417,0.53723,0.366913,0.034919,1.358161,3.906031
A2521,38.185523,-121.661383,Cache Slough,Western Delta Tidal Zone,October 2018,16.20585,20.60994,36.81267,8.850208,45.66164,1.832886,20.55552,1.977568,17.70554,132.3266,0.075129,17.64746,153.3979,7.802494,8.759348,91.86745,3.189235,19.38919,0.027237,0.122175,0.315372,0.603963,0.26743,0.00082,1.217542,4.180645
A2519,38.188185,-121.659876,Cache Slough,Western Delta Tidal Zone,October 2018,15.87742,20.60163,36.48154,8.875524,45.35192,1.837816,20.62593,1.973034,17.70869,132.5799,0.075261,17.6506,153.3892,7.818439,8.895529,93.32777,3.576109,19.41746,0.019187,0.127611,0.316185,0.611603,0.252855,0,1.202218,4.184117
A2517,38.19087,-121.658472,Cache Slough,Western Delta Tidal Zone,October 2018,15.50361,20.60969,36.10465,8.889565,44.98546,1.84055,20.665,1.974073,17.72959,132.8424,0.075372,17.67167,153.5693,7.828669,9.012323,94.58089,3.824672,19.41848,0.017542,0.134831,0.310603,0.603785,0.264483,0,1.208081,4.165689
A2515,38.193497,-121.656957,Cache Slough,Western Delta Tidal Zone,October 2018,15.15097,20.58751,35.70631,8.89484,44.59356,1.841577,20.67967,1.977201,17.80243,133.2518,0.075506,17.74188,153.8729,7.846028,9.051311,95.04926,3.663117,19.43121,0.031473,0.134063,0.316378,0.58065,0.297198,0,1.217776,4.125425
A2513,38.19639,-121.656876,Cache Slough,Western Delta Tidal Zone,October 2018,14.86558,20.35478,35.19748,8.864821,44.10426,1.835732,20.59616,1.996541,17.91318,133.7422,0.075641,17.84553,154.4539,7.860702,8.910754,93.75313,3.010974,19.41255,0.055484,0.124351,0.358187,0.532568,0.36967,0,1.263864,4.010913
A2511,38.199288,-121.65722,Cache Slough,Western Delta Tidal Zone,October 2018,14.82514,20.19327,35.01875,8.834851,43.92154,1.829896,20.5128,2.016714,17.94467,133.8687,0.075665,17.8754,154.5055,7.864308,8.819067,92.85573,2.736858,19.39882,0.0631,0.120107,0.379452,0.50839,0.402745,0,1.289768,4.034518
A2509,38.202166,-121.657207,Cache Slough,Western Delta Tidal Zone,October 2018,14.84524,19.90807,34.7675,8.826872,43.64737,1.828342,20.4906,2.045977,17.92353,133.7822,0.07563,17.84839,154.7703,7.852851,8.720906,91.83689,2.707017,19.37954,0.058288,0.120966,0.400097,0.483753,0.412583,0,1.303548,4.080295
A2507,38.204958,-121.657843,Cache Slough,Western Delta Tidal Zone,October 2018,14.90119,19.74305,34.63424,8.855205,43.49922,1.833859,20.56941,2.038975,17.89883,133.795,0.075669,17.81909,154.9171,7.851983,8.704988,91.63425,2.767665,19.42731,0.054284,0.118806,0.398212,0.488883,0.390054,0.00005,1.290452,4.054771
A2505,38.207541,-121.659329,Cache Slough,Western Delta Tidal Zone,October 2018,14.9226,19.64263,34.53683,8.872171,43.39116,1.837163,20.61661,2.029958,17.88875,133.8746,0.075723,17.80596,154.9173,7.853611,8.705947,91.6153,2.789589,19.46722,0.057141,0.120317,0.388012,0.493367,0.370211,0,1.266046,4.043673
A2503,38.209172,-121.662429,Cache Slough,Western Delta Tidal Zone,October 2018,14.90314,19.35815,34.23909,8.895432,43.12253,1.841692,20.68131,2.000284,17.86816,134.1672,0.075908,17.7844,155.1145,7.864279,8.731101,91.85287,2.863955,19.56277,0.064878,0.109994,0.380789,0.513947,0.34067,0.000148,1.252472,4.164711
A2501,38.211138,-121.665089,Cache Slough,Western Delta Tidal Zone,October 2018,14.80042,19.16792,33.9634,8.912169,42.87451,1.844951,20.72787,1.984055,17.86342,134.4141,0.076042,17.7821,155.1235,7.875715,8.759288,92.147,2.870861,19.60117,0.063833,0.108709,0.387439,0.517782,0.319884,0.000138,1.243323,4.26979
A2499,38.213312,-121.667583,Cache Slough,Western Delta Tidal Zone,October 2018,14.63851,19.01497,33.65362,8.91561,42.56796,1.845621,20.73744,1.989342,17.86938,134.6728,0.076171,17.79178,155.3968,7.889368,8.791437,92.50574,2.815242,19.59856,0.066898,0.109418,0.401965,0.514231,0.318074,0.000111,1.25095,4.34552
A2497,38.215713,-121.669747,Cache Slough,Western Delta Tidal Zone,October 2018,14.46319,18.88483,33.34753,8.908785,42.25293,1.844292,20.71846,2.021813,17.88683,134.9919,0.076322,17.81373,155.9044,7.904133,8.827026,92.927,2.727403,19.57235,0.073489,0.115489,0.416637,0.509654,0.333671,0.00009,1.278276,4.498358
A2495,38.218266,-121.671527,Cache Slough,Western Delta Tidal Zone,October 2018,14.15661,18.70626,32.8598,8.913462,41.76802,1.845202,20.73146,2.126291,17.92977,135.7155,0.076647,17.86389,156.765,7.924259,8.887451,93.66259,2.604206,19.52641,0.136301,0.125988,0.414751,0.509192,0.415137,0.000003,1.364294,4.843065
A2493,38.221011,-121.672769,Cache Slough,Western Delta Tidal Zone,October 2018,13.91556,18.65951,32.5746,8.914228,41.48655,1.845352,20.7336,2.231181,17.96193,136.2018,0.076861,17.89835,157.1308,7.939033,8.937105,94.24903,2.557784,19.53211,0.191176,0.132116,0.413316,0.511067,0.500316,0.000014,1.456313,4.908465
A2491,38.223796,-121.673915,Cache Slough,Western Delta Tidal Zone,October 2018,13.61224,18.65854,32.26683,8.915994,41.18194,1.845696,20.73851,2.287423,17.97539,136.4847,0.076982,17.90809,157.1422,7.955822,8.993405,94.85398,2.543407,19.58166,0.216309,0.131557,0.411098,0.518105,0.575651,0.000029,1.523733,4.865943
A2489,38.226675,-121.674443,Cache Slough,Western Delta Tidal Zone,October 2018,13.36497,18.66162,32.02773,8.985327,41.01285,1.859196,20.93137,2.103943,17.87334,136.0906,0.076902,17.81263,156.4009,7.957158,9.02914,95.04466,2.656684,19.65373,0.172352,0.126678,0.378705,0.524913,0.449097,0.000019,1.366312,4.786386
A2486,38.230731,-121.675434,Cache Slough,Cache Slough Complex,October 2018,13.67752,18.65,32.30808,9.079671,41.39962,1.877566,21.1938,1.838613,17.7192,135.3503,0.076743,17.67135,156.4908,7.933262,9.014233,94.61651,2.937383,19.70504,0.206434,0.12975,0.29984,0.523064,0.269151,0.000014,1.099003,4.654803
A2819,38.232487,-121.671592,Miner Slough,North Delta Tidal Transition Zone,October 2018,14.34012,18.25456,32.60083,8.916746,41.52796,1.845842,20.7406,1.604471,17.41653,132.8162,0.07578,17.38852,151.3808,7.751508,8.683875,90.61501,3.411777,18.71961,0.501533,0.143343,0.165751,0.488684,0.209153,0.000004,0.898035,3.718481
A2817,38.233572,-121.668485,Miner Slough,North Delta Tidal Transition Zone,October 2018,13.78465,17.93518,31.72554,8.697224,40.42242,1.803098,20.12997,1.557594,17.36406,131.1275,0.074923,17.33816,148.5621,7.684484,8.56459,89.27589,3.546623,18.07119,0.533618,0.144054,0.163088,0.477341,0.225999,0.000028,0.909908,3.527981
A2483,38.234298,-121.678034,Cache Slough,Cache Slough Complex,October 2018,13.32592,18.93669,31.97285,9.047071,41.06213,1.871218,21.1031,1.70878,17.68317,134.0644,0.076106,17.64137,155.4516,7.915123,8.995531,94.35976,3.237813,19.58366,0.116197,0.141984,0.234789,0.544255,0.22035,0.000097,0.992208,5.115504
A2815,38.235511,-121.665854,Miner Slough,North Delta Tidal Transition Zone,October 2018,13.99722,17.4406,31.42832,8.256419,39.68605,1.717267,18.90381,1.444129,17.29646,126.3129,0.0724,17.28253,145.2666,7.612407,8.424871,87.71529,4.38376,17.01142,0.56841,0.149714,0.144491,0.439865,0.253612,0.00005,0.886639,3.182581
A2069,38.235288,-121.673527,Sacramento Deep Water Shipping Channel,Cache Slough Complex,October 2018,15.08372,18.45411,33.52045,9.006821,42.55105,1.863381,20.99115,1.592637,17.43424,132.5865,0.07564,17.41586,153.335,7.802372,8.748671,91.33413,3.50966,19.08027,0.459437,0.148115,0.137876,0.492167,0.180727,0,0.830395,3.829152
A2479,38.237533,-121.68396,Cache Slough,Cache Slough Complex,October 2018,12.19407,18.9621,30.68673,9.043512,39.71736,1.870525,21.09322,1.739277,17.73149,134.4465,0.07625,17.6908,156.4138,7.920885,8.996437,94.46806,3.269346,19.61257,0.034598,0.13057,0.231174,0.544833,0.228485,0,1.048817,5.540444
A2813,38.238466,-121.665813,Miner Slough,North Delta Tidal Transition Zone,October 2018,17.77988,16.95063,34.72663,7.891363,42.62049,1.646185,17.88835,1.351019,17.32608,121.4717,0.06976,17.31902,143.931,7.601538,8.446937,88.01638,9.248615,16.44632,0.597847,0.157914,0.15142,0.360203,0.311694,0.000069,0.896997,2.489226
A2811,38.240873,-121.664444,Miner Slough,North Delta Tidal Transition Zone,October 2018,19.81469,16.93987,36.75602,7.94567,44.70249,1.656759,18.03941,1.342708,17.35486,121.6866,0.069835,17.34495,142.8221,7.61268,8.508474,88.70116,11.71542,16.64147,0.608216,0.164372,0.15498,0.34327,0.321732,0,0.903219,2.230495
A2327,38.239696,-121.680265,Prospect Slough,Cache Slough Complex,October 2018,13.31138,19.25591,32.14602,9.077297,41.24974,1.877104,21.18709,1.616792,17.55391,132.843,0.075634,17.52777,154.4529,7.851124,9.085702,95.05626,4.212751,19.41672,0.083029,0.156218,0.150919,0.563772,0.159078,0,0.878723,5.876597
A2476,38.241338,-121.687009,Cache Slough,Cache Slough Complex,October 2018,11.72272,18.26785,30.09174,9.084409,39.14304,1.878488,21.20698,1.923484,17.95581,136.9603,0.077317,17.9148,157.9734,8.078128,9.300083,98.1161,2.818356,19.85304,0.07224,0.128064,0.369788,0.479357,0.343243,0,1.3266,5.265286
