CL ID,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Location,Subregions,"Time Period (Month, Year)",NH4 (?M) (Tline) SA,NO3 (?M) (SUNA) SA,DIN (µM) SA,estDON (?M) SA,TDN (µM) SA,estDOC (mg/L) SA,fDOM (QSU) (WS) SA,fCHL (?g/L) (WS) SA, Temp (?C) (TSG) SA, Cond (?S/cm) (TSG) SA, Salinity (PSU) (TSG) SA, Temp (?C) (EXO) SA,Sp Cond (?S/cm) (EXO) SA,pH (EXO) SA,DO (mg/L) (EXO) SA,DO (%) (EXO) SA,Turb (FNU) (EXO) SA,fDOM (QSU) (EXO) SA,fCHL (?g/L) (EXO) SA,Bluegreen (?g/L) (EXO) SA,Green Algae (?g/L) (FP) SA,Bluegreen (?g/L) (FP) SA,Diatoms (?g/L) (FP) SA,Cryptophyta (?g/L) (FP) SA,Total Conc (?g/L) (FP) SA,? (days) (Picarro) SA
A645,38.172775,-121.64345,Sacramento River,North Delta Tidal Transition Zone,October 2017,19.83365,8.570138,28.39083,7.392374,35.7761,1.549024,16.50035,1.692553,16.58955,93.5536,0.05528,16.588,111.8327,7.398938,8.862127,90.90598,2.74733,19.19285,0.960234,0,0.71996,1.904683,0.697129,0,3.313305,6.062449
A643,38.172878,-121.639755,Sacramento River,North Delta Tidal Transition Zone,October 2017,16.56207,7.880664,24.44272,8.264239,32.77187,1.718789,18.92555,1.958452,16.65941,100.3769,0.058956,16.66791,119.7182,7.47384,8.885275,91.30769,3.657495,22.52343,1.160068,0,0.8978,2.207477,0.79983,0,3.88968,6.657223
A647,38.172988,-121.647121,Sacramento River,North Delta Tidal Transition Zone,October 2017,21.19395,8.796782,29.77154,7.430758,37.17381,1.556498,16.60711,1.665684,16.62518,93.93096,0.05546,16.6086,112.0229,7.392767,8.847814,90.79328,2.737257,19.3098,0.927446,0,0.692719,1.921672,0.649207,0,3.267677,8.464476
A664,38.171934,-121.671539,Sacramento River,Western Delta Tidal Zone,October 2017,15.1862,10.07334,26.07391,8.020409,33.79204,1.671312,18.24731,2.239893,16.71934,99.60551,0.05849,16.71361,118.8915,7.471861,8.767795,90.17952,4.356575,22.50043,1.488138,0,1.60496,3.352668,0.87706,0,5.8318,8.419419
A649,38.173458,-121.650671,Sacramento River,North Delta Tidal Transition Zone,October 2017,21.40568,8.979417,30.16967,7.488648,37.62507,1.56777,16.76814,1.566367,16.64098,94.77138,0.055909,16.60213,112.2518,7.387805,8.836812,90.67365,2.753667,19.43536,0.874579,0,0.62679,1.917594,0.617752,0,3.158561,7.98101
A651,38.174403,-121.654101,Sacramento River,North Delta Tidal Transition Zone,October 2017,19.39961,9.471725,28.98987,7.650919,36.65966,1.599367,17.21953,1.525447,16.65794,96.18615,0.056672,16.60876,113.3234,7.38893,8.816081,90.49162,2.814248,19.90582,0.857655,0,0.58147,1.929355,0.59073,0,3.104325,7.469131
A662,38.173881,-121.668833,Sacramento River,Western Delta Tidal Zone,October 2017,15.14236,10.17856,26.03397,8.004613,33.75857,1.668236,18.20337,2.102005,16.69922,99.26427,0.058322,16.69162,118.4791,7.458946,8.755796,90.02101,4.208376,22.50427,1.39205,0,1.384259,3.138198,0.832562,0,5.340367,8.548947
A653,38.17535,-121.657546,Sacramento River,North Delta Tidal Transition Zone,October 2017,18.35836,9.865102,28.37923,7.735031,36.13416,1.615745,17.45349,1.544414,16.67122,96.77949,0.056989,16.63024,114.1636,7.39205,8.795271,90.31732,2.815458,20.17733,0.860882,0,0.573609,1.968581,0.578825,0,3.123479,7.741449
A655,38.175936,-121.661218,Sacramento River,North Delta Tidal Transition Zone,October 2017,16.51831,10.4516,27.13239,7.816135,34.95359,1.631537,17.6791,1.608176,16.67157,97.03661,0.057139,16.65052,115.57,7.401867,8.756143,89.95713,2.95437,20.65252,0.921549,0,0.584895,2.069165,0.586894,0,3.238029,8.296589
A659,38.178146,-121.667403,Sacramento River,Western Delta Tidal Zone,October 2017,14.78984,10.41804,25.59928,7.989325,33.46004,1.665259,18.16085,1.892631,16.67496,98.71967,0.058061,16.65716,117.6132,7.439921,8.758183,90.00638,4.035038,21.27096,1.188414,0,1.0202,2.709831,0.734321,0,4.463522,8.69665
A2522,38.18426,-121.662277,Cache Slough,Western Delta Tidal Zone,October 2017,15.00443,10.25028,25.55661,8.13643,33.71922,1.693903,18.57004,1.875865,16.69369,99.62917,0.058532,16.67664,118.4901,7.452652,8.790688,90.36082,4.645961,22.22495,1.151621,0,0.991812,2.688334,0.695893,0,4.376361,9.218308
A2520,38.186798,-121.660554,Cache Slough,Western Delta Tidal Zone,October 2017,14.91959,10.18272,25.38436,8.137334,33.54887,1.694079,18.57256,1.868346,16.69497,99.608,0.058518,16.68069,118.7052,7.458526,8.790157,90.36082,4.725443,22.40522,1.158357,0,1.000808,2.687729,0.692369,0,4.369422,9.379289
A2518,38.189525,-121.659164,Cache Slough,Western Delta Tidal Zone,October 2017,14.67582,10.12739,25.05631,8.136798,33.20631,1.693975,18.57107,1.868878,16.69354,99.60226,0.058516,16.67985,118.7288,7.463296,8.791494,90.37287,4.743513,22.94463,1.160291,0,1.006857,2.688623,0.68871,0,4.377902,9.514369
A2516,38.192144,-121.657581,Cache Slough,Western Delta Tidal Zone,October 2017,14.19415,10.12054,24.55588,8.176587,32.74639,1.701722,18.68175,1.879409,16.69012,99.90331,0.058694,16.67946,118.9703,7.469298,8.792543,90.38647,4.869397,23.29878,1.161157,0,0.986962,2.713149,0.675102,0,4.394813,9.947541
A2514,38.194945,-121.6568,Cache Slough,Western Delta Tidal Zone,October 2017,13.97593,10.12695,24.34524,8.20462,32.57267,1.707181,18.75972,1.884753,16.69011,100.1052,0.058806,16.68071,119.2136,7.471292,8.79048,90.37019,4.961322,23.07134,1.156488,0,0.984791,2.734553,0.667352,0,4.40425,10.10655
A2512,38.197816,-121.657129,Cache Slough,Western Delta Tidal Zone,October 2017,13.83751,10.12918,24.21589,8.233592,32.47578,1.712822,18.84031,1.887415,16.69119,100.2953,0.058904,16.68216,119.4578,7.472795,8.787435,90.34056,5.059495,22.80535,1.149648,0,0.97397,2.743697,0.663391,0,4.389023,10.23372
A2510,38.200742,-121.657218,Cache Slough,Western Delta Tidal Zone,October 2017,13.78442,10.0875,24.12471,8.285509,32.45544,1.722931,18.98473,1.888753,16.69275,100.6719,0.0591,16.68336,119.7753,7.474369,8.781103,90.28004,5.176297,23.18136,1.140416,0,0.949025,2.727018,0.658937,0,4.327585,10.29948
A2508,38.203528,-121.657584,Cache Slough,Western Delta Tidal Zone,October 2017,13.81581,10.04874,24.12915,8.303061,32.49475,1.726349,19.03355,1.887555,16.69304,100.7777,0.059158,16.68257,119.8586,7.474959,8.777905,90.24862,5.197805,23.38531,1.138789,0,0.943754,2.722346,0.661666,0,4.31799,10.20023
A2506,38.206251,-121.658567,Cache Slough,Western Delta Tidal Zone,October 2017,13.86952,10.00301,24.18693,8.292086,32.58042,1.724211,19.00302,1.899426,16.69278,100.7037,0.059122,16.68028,120.032,7.476877,8.768763,90.15701,5.144771,22.94544,1.167703,0,0.966811,2.738564,0.669597,0,4.370269,9.9043
A2504,38.208268,-121.660959,Cache Slough,Western Delta Tidal Zone,October 2017,13.87581,10.0323,24.21786,8.287527,32.60704,1.723324,18.99034,1.910493,16.69307,100.7214,0.059129,16.67988,120.187,7.476153,8.761717,90.08268,5.047724,22.61305,1.170174,0,0.98555,2.745417,0.674605,0,4.401781,9.910146
A2502,38.210161,-121.663743,Cache Slough,Western Delta Tidal Zone,October 2017,13.9152,10.04057,24.23124,8.310502,32.63198,1.727797,19.05425,1.935041,16.69135,100.9373,0.059243,16.6795,120.4576,7.475645,8.755425,90.00616,5.013564,22.4945,1.174418,0,1.02847,2.777391,0.674054,0,4.476436,9.959323
A2500,38.212207,-121.66637,Cache Slough,Western Delta Tidal Zone,October 2017,14.33692,9.985806,24.49704,8.361111,32.91023,1.737652,19.19502,1.953316,16.6934,101.3179,0.059446,16.68274,120.8336,7.476248,8.748912,89.93195,5.043251,22.59493,1.166482,0,1.019396,2.772383,0.668067,0,4.465429,9.399933
A2498,38.214506,-121.668684,Cache Slough,Western Delta Tidal Zone,October 2017,14.94259,9.970381,24.99581,8.355739,33.38823,1.736606,19.18008,1.914337,16.6986,101.1488,0.059354,16.68597,120.6469,7.474094,8.747777,89.92638,4.97871,22.58472,1.125118,0,0.885274,2.615002,0.646516,0,4.169126,8.876289
A2496,38.216962,-121.670663,Cache Slough,Western Delta Tidal Zone,October 2017,15.46619,9.98263,25.40136,8.33047,33.77479,1.731685,19.10979,1.853856,16.70688,100.85,0.059152,16.69412,120.2673,7.468901,8.748349,89.93697,4.797581,22.59059,1.075449,0,0.724934,2.416284,0.638421,0,3.805576,8.23303
A2494,38.219574,-121.672372,Cache Slough,Western Delta Tidal Zone,October 2017,15.61607,9.957939,25.43113,8.315752,33.80862,1.728819,19.06885,1.83549,16.71932,100.8197,0.059094,16.7094,120.1969,7.466599,8.753085,90.00411,4.686975,22.64428,1.072064,0,0.732885,2.409866,0.649048,0,3.815574,7.296933
A2492,38.222361,-121.673463,Cache Slough,Western Delta Tidal Zone,October 2017,15.719,9.794864,25.26203,8.26739,33.56561,1.719403,18.93433,1.857299,16.7289,100.6851,0.059068,16.72568,119.9822,7.465575,8.768312,90.20593,4.692109,22.88559,1.122919,0,0.85707,2.590748,0.708535,0,4.159587,6.124697
A2490,38.22521,-121.674359,Cache Slough,Western Delta Tidal Zone,October 2017,15.33566,9.705226,24.78443,8.304063,33.13535,1.726544,19.03634,1.890712,16.74749,101.2196,0.05935,16.74379,120.5611,7.469919,8.776507,90.34389,4.771964,23.04169,1.159738,0,0.97002,2.76124,0.73315,0,4.478315,5.347667
A2488,38.228135,-121.674614,Cache Slough,Western Delta Tidal Zone,October 2017,15.65444,9.47356,24.88655,8.205102,33.12391,1.707274,18.76106,1.90827,16.73437,100.6613,0.059061,16.73577,119.7463,7.468986,8.800219,90.57548,4.665068,22.67088,1.157967,0,1.049414,2.793536,0.755171,0,4.617688,5.081837
A2072,38.230677,-121.673394,Sacramento Deep Water Shipping Channel,Cache Slough Complex,October 2017,17.16189,8.992779,25.99893,7.889528,33.89256,1.645827,17.88325,1.950777,16.68722,98.44186,0.057897,16.68421,116.9382,7.455346,8.826879,90.76099,4.4169,21.7525,1.201592,0,1.231719,2.822801,0.798582,0,4.86223,4.263775
A2485,38.232118,-121.675732,Cache Slough,Cache Slough Complex,October 2017,15.79893,9.118506,24.77275,8.179479,32.96713,1.702285,18.68979,2.001188,16.76166,101.2273,0.059337,16.76186,119.8416,7.487646,8.84902,91.13467,4.63885,22.7926,1.215385,0,1.289857,2.970962,0.767531,0,5.039816,5.020481
A2070,38.234032,-121.674063,Sacramento Deep Water Shipping Channel,Cache Slough Complex,October 2017,15.35385,9.023829,24.27151,8.237798,32.52587,1.713641,18.85201,2.067967,16.78904,102.0641,0.059768,16.79381,120.8973,7.504064,8.859959,91.30964,4.733297,23.14579,1.267094,0,1.410257,3.085836,0.774143,0,5.27687,5.286003
A2816,38.23442,-121.666742,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.62619,7.840798,26.46893,7.269769,33.73723,1.525151,16.1593,1.98927,16.60332,94.02194,0.055556,16.60806,111.8866,7.444527,8.896157,91.324,4.083822,19.76347,1.239519,0,1.389559,2.855848,0.888206,0,5.158344,3.282336
A2818,38.233398,-121.670213,Miner Slough,North Delta Tidal Transition Zone,October 2017,17.93549,8.450604,26.33828,7.619419,33.95929,1.593233,17.1319,2.012961,16.65474,96.62487,0.056933,16.66491,115.05,7.455999,8.861727,91.07072,4.280332,20.98932,1.251111,0,1.419799,2.90232,0.841894,0,5.15938,3.67016
A2482,38.234828,-121.679782,Cache Slough,Cache Slough Complex,October 2017,13.60436,9.164997,22.49957,8.612741,31.173,1.786648,19.89498,1.957933,16.86263,104.8901,0.061239,16.86374,123.5002,7.528901,8.882878,91.67831,5.084986,24.15065,1.167432,0,1.18979,2.985149,0.692738,0,4.882093,6.747383
A2068,38.236723,-121.672989,Sacramento Deep Water Shipping Channel,Cache Slough Complex,October 2017,15.93352,8.741807,24.63006,8.019416,32.65545,1.671118,18.24455,2.128413,16.75411,100.5061,0.058965,16.7605,119.5403,7.497249,8.855094,91.19987,4.660103,22.30714,1.316235,0,1.509174,3.111424,0.819826,0,5.442366,5.029662
A2814,38.23704,-121.665631,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.54833,7.67846,26.23778,7.177656,33.41559,1.507215,15.90308,2.005177,16.58673,93.32309,0.055189,16.59268,111.2389,7.447474,8.911883,91.46091,4.06824,19.49176,1.242097,0,1.361814,2.858666,0.899664,0,5.169325,3.146153
A2480,38.23681,-121.681742,Cache Slough,Cache Slough Complex,October 2017,12.69628,9.075148,21.35306,8.671787,30.17392,1.798145,20.05922,1.911963,16.87291,105.2291,0.061414,16.87889,124.1016,7.541738,8.897642,91.85703,5.313733,24.54021,1.131524,0,1.111802,2.899607,0.675962,0,4.699739,7.697042
A2478,38.239062,-121.684637,Cache Slough,Cache Slough Complex,October 2017,11.21673,8.763707,19.69971,8.839577,28.65957,1.83082,20.526,1.987359,16.95263,106.7973,0.06218,16.95532,126.2349,7.592752,8.953107,92.58422,5.374988,25.38934,1.189442,0,1.247848,3.035453,0.682849,0,4.970555,7.871412
A2812,38.239784,-121.66556,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.33615,7.661888,26.0057,7.185161,33.19024,1.508677,15.92395,2.038207,16.58469,93.40639,0.055236,16.59576,111.4914,7.45332,8.917225,91.51905,4.134856,19.53866,1.255048,0,1.388065,2.871024,0.896731,0,5.199462,3.063195
A2810,38.241797,-121.662959,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.28642,7.571592,25.86245,7.142571,33.00599,1.500384,15.80548,2.043689,16.57807,93.0761,0.055066,16.59505,111.2617,7.454645,8.929747,91.6482,4.129627,19.43128,1.262224,0,1.389032,2.869381,0.903377,0,5.199377,2.835688
A2808,38.243309,-121.659859,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.29564,7.518141,25.81809,7.132463,32.95103,1.498416,15.77737,2.04123,16.58337,93.07569,0.055061,16.60073,111.3814,7.454361,8.937242,91.73816,4.112669,19.42384,1.273317,0,1.414651,2.876222,0.899783,0,5.202978,2.765167
A2324,38.242741,-121.676563,Prospect Slough,Cache Slough Complex,October 2017,13.91322,9.418633,23.08176,8.486785,31.6692,1.762123,19.54462,1.83709,16.76067,102.8485,0.06035,16.76887,122.4384,7.499809,8.776078,90.41369,5.173254,23.52906,1.067951,0,0.829432,2.570132,0.632584,0,4.046658,9.505325
A2474,38.242598,-121.6849,Cache Slough,Cache Slough Complex,October 2017,10.11669,8.340916,18.4235,9.018163,27.48432,1.865583,21.02262,2.079089,17.02377,108.5844,0.063072,17.03363,128.4014,7.651619,9.027241,93.50996,5.301177,26.08533,1.249245,0,1.45655,3.251335,0.68502,0,5.397453,7.492268
A2472,38.244255,-121.688731,Cache Slough,Cache Slough Complex,October 2017,9.501352,8.025475,17.56167,9.135023,26.69259,1.888218,21.34597,2.159324,17.11882,109.9775,0.063718,17.11868,130.052,7.711396,9.030695,93.68792,4.896404,26.37644,1.323604,0,1.593433,3.346111,0.730669,0,5.667581,7.890889
A2806,38.24585,-121.658992,Miner Slough,North Delta Tidal Transition Zone,October 2017,18.50897,7.476327,25.98057,7.122201,33.10579,1.496418,15.74882,2.043374,16.58778,93.10685,0.055066,16.59934,111.5236,7.452862,8.94263,91.79133,4.11332,19.4235,1.281355,0,1.451848,2.878185,0.899421,0,5.218003,2.794405
A2322,38.245732,-121.675616,Prospect Slough,Cache Slough Complex,October 2017,14.85269,9.279078,24.1769,8.404731,32.54945,1.746145,19.31636,1.826254,16.73456,102.1116,0.060014,16.74254,121.5393,7.487797,8.76517,90.25742,5.153613,23.10522,1.058818,0,0.790882,2.543038,0.656266,0,3.999284,8.21489
A2470,38.246695,-121.687069,Cache Slough,Cache Slough Complex,October 2017,9.53557,7.964463,17.55916,9.158313,26.70789,1.892822,21.41174,2.144485,17.08968,110.0407,0.063788,17.10375,130.2771,7.713136,9.053452,93.90791,4.919375,26.33511,1.304795,0,1.560399,3.352616,0.72561,0,5.636765,7.612693
A2804,38.248176,-121.657549,Miner Slough,North Delta Tidal Transition Zone,October 2017,19.15192,7.463306,26.60689,7.148043,33.75764,1.501449,15.8207,2.066436,16.58541,93.44013,0.055242,16.58853,112.1084,7.455974,8.952207,91.85453,4.258211,19.56711,1.29768,0,1.477975,2.8664,0.891201,0,5.213022,3.120327
A2320,38.248112,-121.674218,Prospect Slough,Cache Slough Complex,October 2017,14.78274,8.828352,24.21519,8.696559,32.64874,1.802971,20.12816,1.806173,16.81203,104.9191,0.061387,16.81857,124.1398,7.526645,8.816507,90.9229,5.684846,24.32444,1.075782,0,0.913216,2.742899,0.655166,0,4.303973,5.675708
A2468,38.24954,-121.68753,Cache Slough,Cache Slough Complex,October 2017,9.418611,7.879343,17.36356,9.19635,26.54467,1.900231,21.51758,2.14743,17.08825,110.4136,0.063992,17.10639,130.6618,7.72484,9.065368,94.03543,4.8144,26.37027,1.322947,0,1.563191,3.35134,0.737436,0,5.64693,7.720931
A2318,38.250636,-121.672971,Prospect Slough,Cache Slough Complex,October 2017,14.85578,8.434861,24.11781,8.751412,32.4933,1.813649,20.2807,1.828353,16.82906,105.7453,0.061755,16.84201,124.9094,7.542935,8.852974,91.336,6.003227,24.77918,1.098532,0,1.04997,2.84914,0.65936,0,4.558068,5.291544
A2802,38.250899,-121.656649,Miner Slough,North Delta Tidal Transition Zone,October 2017,19.47321,7.457596,26.93019,7.180119,34.10997,1.507695,15.90993,2.083461,16.58206,93.72614,0.055403,16.58634,112.5347,7.458337,8.955943,91.88076,4.330699,19.68365,1.296363,0,1.472946,2.860252,0.892612,0,5.208693,3.30491
A2466,38.252413,-121.687613,Cache Slough,Cache Slough Complex,October 2017,9.1578,7.797397,17.07576,9.265001,26.28899,1.913664,21.70947,2.139486,17.0916,110.9905,0.06432,17.10977,131.0691,7.740286,9.117269,94.57845,4.693614,26.44009,1.315217,0,1.555019,3.334491,0.758747,0,5.647576,8.101155
A2316,38.25335,-121.671988,Prospect Slough,Cache Slough Complex,October 2017,14.60658,8.295921,23.87172,8.894349,32.31832,1.841482,20.67831,1.802035,16.84669,106.9925,0.062403,16.86091,126.1432,7.558399,8.860761,91.44955,6.168124,25.17127,1.083166,0,1.052821,2.84914,0.621506,0,4.545699,5.436391
A2800,38.253719,-121.655996,Miner Slough,North Delta Tidal Transition Zone,October 2017,19.77464,7.45716,27.2494,7.232331,34.47514,1.517861,16.05516,2.09553,16.5816,94.16783,0.055646,16.5879,113.1162,7.46102,8.957688,91.89609,4.38804,19.84671,1.286263,0,1.440254,2.853897,0.89355,0,5.183631,3.533002
A2798,38.25479,-121.653121,Miner Slough,North Delta Tidal Transition Zone,October 2017,21.19906,7.399715,28.59212,7.278478,35.87127,1.526847,16.18353,2.107516,16.58964,94.75197,0.055956,16.5765,113.7254,7.460202,8.969471,91.99438,4.382066,20.0114,1.259591,0,1.443717,2.835532,0.892045,0,5.179232,3.944701
A2464,38.255343,-121.687939,Cache Slough,Cache Slough Complex,October 2017,8.548389,7.665037,16.24667,9.310723,25.53918,1.922541,21.83629,2.173997,17.10162,111.1793,0.064412,17.11705,131.6804,7.743982,9.110106,94.51379,4.502862,26.69508,1.347462,0,1.571155,3.356628,0.798526,0,5.734267,8.774734
A2314,38.256153,-121.671668,Prospect Slough,Cache Slough Complex,October 2017,14.08375,8.02681,23.23409,8.96831,31.71525,1.855882,20.88403,1.775802,16.82121,107.455,0.062685,16.83887,126.9496,7.564329,8.844242,91.23136,5.905145,25.31616,1.04234,0,1.007504,2.800755,0.587974,0,4.465274,5.728973
A2796,38.257244,-121.652096,Miner Slough,North Delta Tidal Transition Zone,October 2017,21.67108,7.399221,29.07277,7.332528,36.4033,1.537371,16.33387,2.134655,16.58987,95.23034,0.056217,16.57536,114.2829,7.461374,8.97136,92.01291,4.409913,20.1761,1.252363,0,1.451035,2.828871,0.887384,0,5.183132,3.952525
A2462,38.256835,-121.691001,Cache Slough,Cache Slough Complex,October 2017,8.137946,7.489276,15.64143,9.359146,24.99091,1.931969,21.97098,2.191354,17.09438,111.298,0.064482,17.10755,132.1739,7.740545,9.088866,94.27618,4.452221,26.91922,1.357359,0,1.547389,3.353538,0.817021,0,5.732864,9.055514
A2460,38.258353,-121.693986,Cache Slough,Cache Slough Complex,October 2017,7.614915,7.203382,14.80052,9.418871,24.22376,1.943601,22.13717,2.260078,17.05586,111.8585,0.064827,17.07117,132.665,7.714824,8.985221,93.1333,4.365847,27.29104,1.388395,0,1.550882,3.379102,0.845012,0,5.795291,8.740266
A2312,38.258947,-121.670739,Prospect Slough,Cache Slough Complex,October 2017,13.477,8.019115,22.63345,9.038407,31.19897,1.869532,21.07902,1.764319,16.82034,107.9643,0.062967,16.83797,127.6924,7.571672,8.8292,91.07224,5.773862,25.48093,1.025269,0,0.967795,2.799838,0.57659,0,4.425322,6.019722
A2794,38.26014,-121.651911,Miner Slough,North Delta Tidal Transition Zone,October 2017,22.42987,7.443595,29.89592,7.457655,37.34635,1.561735,16.68193,2.20598,16.5825,96.3189,0.056816,16.5713,115.5401,7.46639,8.96938,91.99548,4.444911,20.54977,1.270219,0,1.458393,2.819059,0.873804,0,5.174629,3.775593
A2396,38.260071,-121.692022,Shag Slough,Cache Slough Complex,October 2017,7.231985,7.088225,14.34325,9.520242,23.85223,1.963352,22.41931,2.168506,17.08662,112.024,0.064878,17.10958,132.9466,7.814221,9.236427,95.84088,4.605621,27.56628,1.335402,0,1.522765,3.321155,0.783364,0,5.627335,10.09087
A2792,38.261988,-121.65041,Miner Slough,North Delta Tidal Transition Zone,October 2017,22.97645,7.430004,30.41325,7.452342,37.86236,1.560701,16.66715,2.22698,16.57477,96.32708,0.05683,16.56242,115.5577,7.466043,8.973817,92.02528,4.427214,20.57656,1.263661,0,1.491147,2.819474,0.874043,0,5.198534,3.592981
A2310,38.261803,-121.669811,Prospect Slough,Cache Slough Complex,October 2017,13.42295,7.988978,22.46753,8.947019,30.99852,1.851736,20.8248,1.785818,16.78849,107.3664,0.062675,16.80355,127.1008,7.561038,8.794468,90.63708,5.585265,25.19366,1.027987,0,0.948557,2.783631,0.591624,0,4.356951,6.078081
A2457,38.262404,-121.69607,Cache Slough,Cache Slough Complex,October 2017,6.808228,6.863562,13.67699,9.547112,23.22096,1.968583,22.49403,2.32235,17.03506,112.6442,0.065285,17.05371,133.3748,7.73435,9.016311,93.4531,4.430168,27.42489,1.434852,0,1.624236,3.415905,0.844434,0,5.878444,9.307163
A2394,38.262785,-121.691562,Shag Slough,Cache Slough Complex,October 2017,6.790741,6.937741,13.82516,9.636524,23.42093,1.986013,22.7428,2.080688,17.12082,112.3685,0.065028,17.15368,133.3087,7.926355,9.488404,98.53226,4.925174,28.06573,1.287491,0,1.472301,3.256107,0.731937,0,5.445852,11.85291
A2790,38.263528,-121.647531,Miner Slough,North Delta Tidal Transition Zone,October 2017,23.7371,7.459316,31.21263,7.508693,38.71065,1.571673,16.8239,2.33217,16.55882,96.88667,0.05716,16.55762,116.1623,7.464746,8.977245,92.05511,4.386872,20.75351,1.296783,0,1.546327,2.829679,0.882254,0,5.25899,2.982506
