CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A4577	37.897653	-121.566209	South Delta tidal transition zone	Old River	10/1/2021	5.46	0.88	20.71	609.96	7.70	7.28	81.30	2.64	1.53	37.99	4.20	41.18	20.72	563.55	0.29	2.14	2.68	0.91	0.00	5.75	37.24	37.10	13.89	0.00	8.57	2.83	2.17
A5127	37.897844	-121.494958	South Delta tidal transition zone	Middle River	10/1/2021	8.31	0.25	20.48	535.33	7.66	7.47	83.03	2.57	1.91	44.99	4.72	49.39	20.50	494.55	0.26	2.48	2.64	1.05	0.00	6.16	40.23	30.72	15.61	0.00	8.56	3.22	2.46
A5125	37.900185	-121.496872	South Delta tidal transition zone	Middle River	10/1/2021	8.33	0.25	20.50	535.57	7.66	7.46	82.92	2.53	1.91	44.99	4.60	49.29	20.53	495.06	0.26	2.46	2.64	1.05	0.00	6.15	40.01	35.94	15.46	0.00	8.58	3.22	2.48
A4575	37.900243	-121.567687	South Delta tidal transition zone	Old River	10/1/2021	5.40	0.91	20.71	610.59	7.70	7.30	81.50	2.58	1.55	37.78	4.21	40.89	20.72	564.46	0.30	2.15	2.68	0.94	0.00	5.78	37.25	39.79	16.29	0.00	8.63	2.82	2.16
A4573	37.901939	-121.570618	South Delta tidal transition zone	Old River	10/1/2021	5.40	0.94	20.70	610.13	7.70	7.30	81.59	2.58	1.56	37.88	4.24	41.01	20.72	563.63	0.30	2.16	2.70	1.00	0.00	5.86	36.84	35.22	16.82	0.00	8.66	2.82	2.15
A5122	37.903208	-121.500424	South Delta tidal transition zone	Middle River	10/1/2021	8.37	0.28	20.54	536.38	7.66	7.41	82.48	2.53	1.91	44.92	4.57	49.16	20.57	496.04	0.27	2.48	2.66	1.06	0.00	6.19	39.94	43.49	16.29	0.00	8.65	3.21	2.50
A5123	37.903108	-121.496981	South Delta tidal transition zone	Middle River	10/1/2021	8.33	0.24	20.52	535.85	7.66	7.43	82.66	2.52	1.94	44.95	4.61	49.22	20.55	495.59	0.26	2.49	2.64	1.06	0.00	6.20	40.17	38.29	15.21	0.00	8.57	3.21	2.49
A4571	37.904022	-121.572600	South Delta tidal transition zone	Old River	10/1/2021	5.48	0.97	20.70	610.41	7.70	7.29	81.52	2.63	1.53	37.86	4.21	41.01	20.72	563.11	0.30	2.13	2.71	1.00	0.00	5.85	36.48	39.79	17.05	0.00	8.69	2.82	2.15
A5121	37.905234	-121.499150	South Delta tidal transition zone	Middle River	10/1/2021	8.34	0.24	20.55	536.44	7.66	7.40	82.34	2.51	1.93	44.90	4.61	49.13	20.58	496.31	0.27	2.51	2.65	1.08	0.00	6.24	40.29	38.06	15.78	0.00	8.58	3.21	2.50
A4569	37.906060	-121.570436	South Delta tidal transition zone	Old River	10/1/2021	5.48	0.97	20.69	611.61	7.70	7.29	81.48	2.64	1.49	37.56	4.21	40.66	20.71	564.01	0.30	2.11	2.71	0.99	0.00	5.81	36.35	44.78	17.02	0.00	8.73	2.80	2.17
A5114	37.906766	-121.507883	South Delta tidal transition zone	Middle River	10/1/2021	8.54	0.33	20.62	538.64	7.65	7.36	82.12	2.65	1.87	44.61	4.71	48.85	20.65	498.85	0.27	2.43	2.67	1.03	0.00	6.12	39.70	43.96	17.02	0.00	8.86	3.20	2.53
A5116	37.907009	-121.506657	South Delta tidal transition zone	Middle River	10/1/2021	8.54	0.33	20.62	538.64	7.65	7.36	82.12	2.65	1.87	44.61	4.71	48.85	20.65	498.85	0.27	2.43	2.67	1.03	0.00	6.12	39.70	43.96	17.02	0.00	8.86	3.20	2.53
A5119	37.907276	-121.501860	South Delta tidal transition zone	Middle River	10/1/2021	8.33	0.31	20.58	537.19	7.65	7.37	82.15	2.52	1.92	44.81	4.67	49.04	20.60	497.11	0.27	2.53	2.66	1.07	0.00	6.25	40.46	35.53	16.99	0.00	8.64	3.21	2.52
A4567	37.907616	-121.567373	South Delta tidal transition zone	Old River	10/1/2021	5.43	0.94	20.69	612.45	7.69	7.31	81.65	2.67	1.53	37.26	4.18	40.31	20.70	565.56	0.30	2.12	2.71	0.95	0.00	5.78	36.76	49.71	16.59	0.00	8.74	2.79	2.18
A4565	37.909180	-121.564307	South Delta tidal transition zone	Old River	10/1/2021	5.49	0.94	20.68	613.17	7.69	7.31	81.61	2.76	1.52	36.93	4.12	40.00	20.69	566.49	0.30	2.14	2.71	0.92	0.00	5.76	37.20	48.93	15.97	0.00	8.79	2.77	2.20
A5111	37.909120	-121.514094	South Delta tidal transition zone	Middle River	10/1/2021	8.65	0.27	20.72	540.53	7.65	7.34	82.06	2.84	1.73	44.27	4.69	48.58	20.73	501.43	0.27	2.33	2.67	0.98	0.00	5.98	38.96	44.87	15.55	0.00	8.95	3.18	2.54
A4563	37.911430	-121.562589	South Delta tidal transition zone	Old River	10/1/2021	5.52	0.93	20.68	613.85	7.69	7.29	81.39	2.82	1.49	36.64	4.07	39.73	20.68	567.52	0.30	2.14	2.71	0.88	0.00	5.72	37.40	40.66	15.40	0.00	8.85	2.76	2.22
A5109	37.912141	-121.516536	South Delta tidal transition zone	Middle River	10/1/2021	8.66	0.32	20.77	541.56	7.65	7.33	82.03	2.75	1.55	44.18	4.49	48.48	20.79	503.29	0.27	2.27	2.64	0.94	0.00	5.84	38.87	44.66	14.03	0.00	9.07	3.17	2.55
A5801	37.913301	-121.518916	South Delta tidal transition zone	North Victoria Canal	10/1/2021	8.66	0.34	20.77	542.06	7.65	7.34	82.04	2.71	1.44	44.15	4.46	48.44	20.79	503.74	0.27	2.25	2.64	0.92	0.00	5.80	38.81	43.73	15.90	0.00	9.07	3.16	2.54
A5107	37.914193	-121.514422	South Delta tidal transition zone	Middle River	10/1/2021	8.64	0.31	20.78	541.88	7.65	7.33	81.98	2.73	1.69	44.20	4.48	48.46	20.80	503.76	0.27	2.29	2.64	0.95	0.00	5.88	38.98	44.56	13.51	0.00	9.12	3.17	2.57
A4559	37.916604	-121.565421	South Delta tidal transition zone	Old River	10/1/2021	5.49	0.99	20.66	618.29	7.70	7.23	80.74	2.80	1.56	36.00	4.22	38.98	20.68	570.82	0.30	2.24	2.72	1.00	0.00	5.96	37.48	29.98	16.73	0.00	8.96	2.71	2.23
A5105	37.914622	-121.516400	South Delta tidal transition zone	Middle River	10/1/2021	8.65	0.33	20.79	542.10	7.65	7.33	82.01	2.67	1.58	44.18	4.42	48.43	20.80	504.07	0.27	2.26	2.63	0.94	0.00	5.82	38.83	44.11	14.72	0.00	9.13	3.17	2.56
A5104	37.915647	-121.514889	South Delta tidal transition zone	Middle River	10/1/2021	8.64	0.31	20.78	541.88	7.65	7.33	81.98	2.73	1.69	44.20	4.48	48.46	20.80	503.76	0.27	2.29	2.64	0.95	0.00	5.88	38.98	44.56	13.51	0.00	9.12	3.17	2.57
A4558	37.918019	-121.565568	South Delta tidal transition zone	Old River	10/1/2021	5.45	1.00	20.66	622.50	7.70	7.24	80.82	2.86	1.52	35.42	4.19	38.34	20.68	574.10	0.31	2.19	2.73	0.98	0.00	5.90	37.08	30.47	16.59	0.00	9.01	2.68	2.23
A5100	37.918312	-121.516125	South Delta tidal transition zone	Middle River	10/1/2021	8.66	0.35	20.80	543.20	7.65	7.34	82.09	2.70	1.73	44.16	4.40	48.34	20.82	505.35	0.27	2.26	2.62	0.95	0.00	5.84	38.72	43.84	16.45	0.00	9.27	3.17	2.59
A4556	37.919646	-121.562601	South Delta tidal transition zone	Old River	10/1/2021	5.34	0.99	20.66	624.86	7.70	7.24	80.81	2.90	1.52	35.04	4.12	37.90	20.68	576.50	0.31	2.13	2.72	0.95	0.00	5.79	36.70	28.47	16.34	0.00	9.03	2.67	2.24
A5095	37.921314	-121.522892	South Delta tidal transition zone	Middle River	10/1/2021	8.76	0.47	20.84	545.18	7.65	7.35	82.24	2.57	1.54	44.02	4.23	48.17	20.85	507.33	0.27	2.19	2.61	0.90	0.00	5.70	38.47	27.14	16.53	0.00	9.30	3.16	2.56
A4554	37.920362	-121.559078	South Delta tidal transition zone	Old River	10/1/2021	5.34	0.97	20.67	628.51	7.70	7.25	80.94	2.98	1.50	34.33	4.06	37.12	20.69	581.08	0.31	2.10	2.71	0.93	0.00	5.72	36.74	35.19	16.16	0.00	9.14	2.63	2.25
A5098	37.920477	-121.519211	South Delta tidal transition zone	Middle River	10/1/2021	8.75	0.42	20.82	544.32	7.65	7.34	82.20	2.61	1.62	44.08	4.28	48.23	20.84	506.52	0.27	2.21	2.62	0.91	0.00	5.74	38.45	38.70	16.90	0.00	9.33	3.16	2.59
A4552	37.920970	-121.555627	South Delta tidal transition zone	Old River	10/1/2021	5.66	0.93	20.69	623.20	7.69	7.26	81.05	2.91	1.48	34.77	4.04	37.73	20.71	577.32	0.31	2.14	2.70	0.91	0.00	5.73	37.41	46.49	15.78	0.00	9.21	2.66	2.28
A5096	37.922151	-121.521492	South Delta tidal transition zone	Middle River	10/1/2021	8.82	0.47	20.84	544.85	7.65	7.35	82.28	2.61	1.59	44.01	4.23	48.16	20.86	507.11	0.27	2.19	2.62	0.90	0.00	5.70	38.39	31.96	16.03	0.00	9.39	3.16	2.59
A5094	37.922108	-121.525946	South Delta tidal transition zone	Middle River	10/1/2021	8.81	0.53	20.86	545.76	7.65	7.36	82.41	2.65	1.55	43.89	4.23	48.03	20.87	507.92	0.27	2.19	2.61	0.89	0.00	5.69	38.44	29.27	15.71	0.00	9.36	3.16	2.56
A4550	37.922887	-121.556419	South Delta tidal transition zone	Old River	10/1/2021	5.49	0.97	20.67	628.13	7.70	7.25	80.99	3.00	1.44	34.21	4.02	37.08	20.69	581.23	0.31	2.12	2.71	0.93	0.00	5.75	36.98	45.79	16.19	0.00	9.23	2.62	2.25
A5092	37.925257	-121.527726	South Delta tidal transition zone	Middle River	10/1/2021	8.82	0.59	20.88	546.31	7.66	7.37	82.65	2.77	1.55	43.63	4.27	47.77	20.89	508.37	0.27	2.19	2.62	0.88	0.00	5.70	38.43	38.87	15.46	0.00	9.43	3.14	2.54
A4548	37.925376	-121.558603	South Delta tidal transition zone	Old River	10/1/2021	5.35	1.00	20.67	631.41	7.70	7.26	81.04	3.01	1.41	33.88	3.99	36.66	20.69	583.23	0.31	2.09	2.72	0.95	0.00	5.74	36.38	39.57	16.52	0.00	9.25	2.60	2.23
A5088	37.931177	-121.527352	South Delta tidal transition zone	Middle River	10/1/2021	8.92	0.67	20.92	544.80	7.67	7.39	82.91	2.74	1.50	43.31	4.24	47.37	20.93	506.89	0.27	2.20	2.64	0.89	0.00	5.72	38.37	43.80	15.72	0.00	9.63	3.12	2.57
A5090	37.928208	-121.527116	South Delta tidal transition zone	Middle River	10/1/2021	8.88	0.65	20.91	545.41	7.67	7.39	82.85	2.80	1.52	43.38	4.27	47.50	20.92	507.47	0.27	2.20	2.63	0.89	0.00	5.72	38.45	44.06	15.59	0.00	9.57	3.13	2.56
A4546	37.928305	-121.558922	South Delta tidal transition zone	Old River	10/1/2021	5.34	1.04	20.67	632.48	7.71	7.25	80.93	2.79	1.40	33.76	3.95	36.42	20.70	583.73	0.31	2.10	2.73	0.97	0.00	5.80	36.19	43.82	16.73	0.00	9.35	2.59	2.19
A4544	37.930861	-121.557079	South Delta tidal transition zone	Old River	10/1/2021	5.45	1.04	20.69	630.22	7.71	7.25	80.88	2.67	1.41	33.97	3.94	36.64	20.71	582.05	0.31	2.12	2.73	0.97	0.00	5.82	36.48	47.04	16.59	0.00	9.46	2.60	2.18
A4542	37.933281	-121.558930	South Delta tidal transition zone	Old River	10/1/2021	5.38	1.07	20.68	633.12	7.71	7.27	81.10	2.56	1.40	33.66	3.88	36.29	20.70	584.33	0.31	2.08	2.73	0.96	0.00	5.78	36.03	46.66	16.68	0.00	9.44	2.59	2.14
A5068	37.949905	-121.528378	South Delta tidal transition zone	Middle River	10/1/2021	9.37	0.98	20.99	539.68	7.72	7.56	84.96	2.09	1.48	42.26	4.05	45.90	21.01	502.51	0.26	2.09	2.64	0.79	0.00	5.53	37.89	47.04	14.18	0.00	11.12	3.07	2.61
A3866	37.935801	-121.333187	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	267.79	9.71	21.44	491.40	7.79	7.99	90.52	4.65	0.94	39.70	3.07	45.42	21.47	462.74	0.24	0.88	3.91	0.74	0.00	5.54	15.98	70.38	13.45	0.00	277.50	2.92	10.44
A4540	37.935394	-121.561475	South Delta tidal transition zone	Old River	10/1/2021	5.38	1.11	20.68	634.11	7.72	7.29	81.38	2.52	1.41	33.48	3.86	36.09	20.70	586.14	0.31	2.06	2.74	0.98	0.00	5.77	35.63	46.92	16.91	0.00	9.42	2.58	2.09
A5078	37.935883	-121.531949	South Delta tidal transition zone	Middle River	10/1/2021	9.19	0.84	20.96	541.55	7.69	7.47	83.90	2.53	1.47	42.91	4.13	46.93	20.98	503.90	0.27	2.10	2.63	0.82	0.00	5.56	37.77	47.41	14.89	0.00	10.07	3.10	2.53
A3864	37.938001	-121.335422	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	260.78	9.27	21.49	503.27	7.78	7.93	89.93	4.54	0.97	39.32	3.10	44.90	21.52	474.11	0.25	0.91	3.76	0.75	0.00	5.43	16.98	68.88	13.97	0.00	270.05	2.90	11.45
A4538	37.938272	-121.561761	South Delta tidal transition zone	Old River	10/1/2021	5.28	1.14	20.67	637.54	7.72	7.30	81.46	2.64	1.42	33.12	3.84	35.78	20.69	588.66	0.31	2.09	2.75	0.99	0.00	5.83	35.92	47.29	17.00	0.00	9.46	2.56	2.03
A3860	37.938924	-121.342176	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	209.57	6.69	21.54	494.96	7.81	7.88	89.41	4.19	0.99	35.98	3.02	40.96	21.57	463.29	0.24	1.08	3.23	0.67	0.00	4.95	21.88	64.82	13.57	0.00	216.26	2.72	14.01
A3862	37.939157	-121.338529	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	221.30	7.39	21.52	493.52	7.81	7.90	89.67	4.35	0.99	36.81	3.05	41.93	21.55	462.92	0.24	1.03	3.39	0.69	0.00	5.10	20.49	66.05	13.58	0.00	228.69	2.76	12.96
A3858	37.940692	-121.344747	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	221.48	6.84	21.63	519.27	7.78	7.79	88.52	3.89	1.00	36.59	3.01	41.66	21.65	486.09	0.25	1.09	3.14	0.71	0.00	4.93	22.01	63.88	14.41	0.00	228.32	2.75	16.82
A3856	37.942861	-121.344854	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	229.27	7.12	21.68	538.23	7.76	7.73	87.95	3.90	1.05	37.21	3.10	42.30	21.70	504.32	0.26	1.12	3.14	0.79	0.00	5.04	21.87	63.02	15.29	0.03	236.39	2.79	17.96
A4534	37.943575	-121.558802	South Delta tidal transition zone	Old River	10/1/2021	5.00	1.17	20.67	647.32	7.73	7.30	81.53	2.65	1.30	32.09	3.82	34.72	20.68	596.41	0.32	2.21	2.74	1.00	0.00	5.93	37.22	46.17	16.82	0.00	9.55	2.51	1.98
A3854	37.944530	-121.341934	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	247.98	7.94	21.73	571.00	7.73	7.63	86.94	4.06	1.04	38.73	3.14	43.89	21.75	537.29	0.28	1.02	3.11	0.82	0.00	4.95	20.69	62.78	16.54	0.00	255.92	2.87	17.89
A5070	37.945972	-121.534306	South Delta tidal transition zone	Middle River	10/1/2021	9.38	1.00	21.01	540.30	7.71	7.57	84.97	2.14	1.43	42.31	4.06	46.06	21.01	504.80	0.27	2.11	2.63	0.79	0.00	5.53	38.18	47.70	14.26	0.00	10.65	3.07	2.47
A3852	37.946598	-121.339568	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	265.02	8.48	21.81	608.23	7.70	7.53	85.99	3.88	1.08	39.96	3.32	45.23	21.83	574.76	0.30	0.98	3.09	0.90	0.00	4.97	19.93	61.84	18.25	0.00	273.51	2.94	18.11
A4532	37.946261	-121.557868	South Delta tidal transition zone	Old River	10/1/2021	4.92	1.19	20.67	650.81	7.73	7.34	81.91	2.62	1.27	31.62	3.80	34.18	20.68	600.65	0.32	2.24	2.73	1.00	0.00	5.94	37.76	46.74	16.85	0.00	9.61	2.49	1.95
A3850	37.948366	-121.336868	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	270.38	8.45	21.93	646.80	7.67	7.46	85.31	3.62	1.34	40.33	3.93	45.58	21.95	615.71	0.32	1.25	3.16	1.22	0.00	5.64	21.58	57.30	21.13	0.02	278.84	2.96	18.47
A4530	37.948910	-121.559118	South Delta tidal transition zone	Old River	10/1/2021	4.70	1.21	20.64	658.57	7.73	7.32	81.67	2.61	1.27	30.94	3.79	33.32	20.66	607.88	0.33	2.25	2.74	1.01	0.00	5.98	37.68	42.14	16.95	0.00	9.50	2.45	1.89
A4528	37.951407	-121.561005	South Delta tidal transition zone	Old River	10/1/2021	4.64	1.24	20.62	661.36	7.73	7.29	81.32	2.66	1.28	30.75	3.83	33.08	20.64	610.48	0.33	2.24	2.75	1.03	0.00	6.01	37.37	38.31	17.22	0.00	9.40	2.43	1.85
A3837	37.951538	-121.334676	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	267.01	8.15	22.05	674.05	7.67	7.42	85.16	3.45	1.61	40.09	4.70	44.99	22.05	643.43	0.33	1.60	3.25	1.55	0.01	6.41	23.92	52.51	23.48	0.07	275.16	2.94	18.96
A3839	37.952136	-121.330928	San Joaquin tidal transition zone	Port of Stockton	10/1/2021	263.60	7.91	22.10	686.25	7.67	7.44	85.40	3.39	1.86	39.77	5.30	44.54	22.11	658.67	0.34	2.03	3.44	1.96	0.02	7.45	26.28	47.99	25.52	0.21	271.51	2.93	19.26
A5065	37.952444	-121.531413	South Delta tidal transition zone	Middle River	10/1/2021	9.44	1.01	20.99	539.48	7.73	7.58	85.19	2.11	1.48	42.07	4.04	45.67	21.00	502.29	0.26	2.13	2.65	0.79	0.00	5.56	38.20	43.49	13.06	0.00	11.05	3.06	2.57
A4526	37.952713	-121.564726	South Delta tidal transition zone	Old River	10/1/2021	4.62	1.28	20.61	661.79	7.72	7.26	80.95	2.76	1.29	30.83	3.87	33.17	20.62	610.08	0.33	2.21	2.76	1.04	0.00	5.99	36.86	29.34	17.37	0.00	9.26	2.43	1.81
A3834	37.952796	-121.339559	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	250.41	7.24	22.23	697.84	7.67	7.41	85.23	3.15	2.10	38.75	5.64	43.32	22.24	674.30	0.35	2.56	3.53	2.41	0.04	8.55	28.63	43.69	27.20	0.43	257.64	2.87	19.80
A3831	37.953927	-121.345056	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	238.52	6.25	22.39	716.46	7.67	7.36	84.89	2.83	2.54	37.45	6.31	41.94	22.42	691.09	0.36	3.43	3.79	3.04	0.11	10.38	32.69	37.16	29.01	1.03	244.77	2.80	18.62
A5063	37.954724	-121.529169	South Delta tidal transition zone	Middle River	10/1/2021	9.60	1.01	20.99	539.21	7.74	7.61	85.43	2.16	1.52	42.01	4.11	45.54	20.99	501.98	0.26	2.18	2.66	0.81	0.00	5.64	38.58	45.38	13.85	0.00	11.26	3.06	2.62
A3829	37.955012	-121.348354	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	231.62	6.03	22.42	707.79	7.66	7.31	84.40	2.86	2.45	37.03	6.06	41.27	22.45	676.79	0.35	3.48	3.83	3.08	0.15	10.56	32.32	37.70	28.50	1.35	237.66	2.78	17.06
A3827	37.956052	-121.351784	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	225.24	5.85	22.52	717.26	7.65	7.25	83.83	2.80	2.58	36.61	6.24	40.65	22.54	685.83	0.35	3.51	3.83	3.20	0.18	10.75	32.47	35.97	29.65	1.67	231.09	2.75	15.87
A4524	37.956609	-121.563753	South Delta tidal transition zone	Old River	10/1/2021	4.70	1.30	20.60	662.41	7.72	7.26	80.98	2.75	1.30	30.81	3.83	33.22	20.61	610.08	0.33	2.18	2.75	1.05	0.00	5.95	36.58	46.16	17.59	0.00	9.22	2.43	1.81
A5061	37.957296	-121.529078	South Delta tidal transition zone	Middle River	10/1/2021	9.75	1.02	20.99	538.68	7.74	7.64	85.77	2.24	1.55	41.90	4.20	45.48	20.98	501.78	0.26	2.23	2.67	0.81	0.00	5.71	38.97	45.30	13.94	0.00	11.28	3.05	2.62
A3825	37.957549	-121.354899	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	219.49	5.89	22.55	710.18	7.65	7.19	83.27	2.83	2.46	36.30	5.90	40.32	22.57	678.51	0.35	3.06	3.61	2.86	0.15	9.72	31.09	37.96	29.10	1.42	225.38	2.74	14.75
A5058	37.960984	-121.531909	South Delta tidal transition zone	Middle River	10/1/2021	9.66	1.05	20.98	538.36	7.76	7.67	86.13	2.37	1.55	41.58	4.38	45.25	20.97	501.73	0.26	2.24	2.69	0.83	0.00	5.75	38.97	42.38	14.31	0.00	10.94	3.03	2.57
A3823	37.958459	-121.358370	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	214.54	5.98	22.59	715.08	7.63	7.04	81.52	2.84	2.22	36.23	5.39	40.11	22.62	685.16	0.35	2.66	3.33	2.50	0.09	8.60	30.90	38.92	28.98	1.02	220.52	2.73	14.09
A5059	37.959595	-121.531360	South Delta tidal transition zone	Middle River	10/1/2021	9.70	1.04	20.98	538.53	7.75	7.66	86.01	2.34	1.55	41.73	4.30	45.39	20.98	501.84	0.26	2.23	2.68	0.81	0.00	5.73	39.03	44.07	13.77	0.00	11.02	3.04	2.57
A3821	37.960285	-121.361303	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	211.00	6.04	22.61	718.52	7.62	6.93	80.30	2.85	2.07	36.23	5.18	40.07	22.63	689.81	0.36	2.54	3.21	2.47	0.11	8.33	30.49	38.58	29.59	1.27	217.04	2.73	13.94
A4520	37.961374	-121.567259	South Delta tidal transition zone	Old River	10/1/2021	4.69	1.35	20.58	669.19	7.72	7.31	81.48	2.63	1.34	30.34	3.75	32.61	20.60	615.43	0.33	2.13	2.74	1.07	0.00	5.95	35.78	46.99	17.94	0.00	9.06	2.41	1.80
A3819	37.962437	-121.363658	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	208.10	6.07	22.61	721.43	7.60	6.85	79.39	2.92	1.98	36.22	5.09	40.12	22.64	693.78	0.36	2.42	3.12	2.48	0.13	8.16	29.69	38.29	30.43	1.55	214.17	2.73	13.93
A4518	37.962791	-121.570444	South Delta tidal transition zone	Old River	10/1/2021	4.74	1.38	20.57	671.56	7.72	7.34	81.79	2.74	1.30	30.14	3.68	32.44	20.59	617.87	0.33	2.09	2.72	1.01	0.00	5.84	35.76	40.05	17.28	0.00	8.99	2.39	1.80
A3817	37.964315	-121.366448	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	204.29	6.06	22.61	724.91	7.59	6.78	78.57	3.09	1.90	36.25	5.01	40.28	22.64	697.74	0.36	2.21	3.03	2.37	0.10	7.72	28.62	39.37	30.74	1.21	210.36	2.73	14.02
A4516	37.964957	-121.572747	South Delta tidal transition zone	Old River	10/1/2021	4.73	1.41	20.56	672.26	7.73	7.35	81.84	2.84	1.24	30.08	3.67	32.41	20.59	618.88	0.33	2.07	2.70	0.94	0.00	5.74	36.12	36.03	16.41	0.00	8.94	2.39	1.80
A5055	37.965261	-121.532680	South Delta tidal transition zone	Middle River	10/1/2021	9.33	1.07	20.97	539.03	7.77	7.68	86.23	2.24	1.54	40.91	4.37	44.44	20.97	502.44	0.26	2.26	2.70	0.81	0.00	5.78	39.22	33.30	14.10	0.00	10.43	2.99	2.50
A5057	37.962372	-121.532415	South Delta tidal transition zone	Middle River	10/1/2021	9.52	1.07	20.97	539.04	7.76	7.67	86.09	2.34	1.53	41.30	4.38	44.97	20.97	502.40	0.26	2.23	2.69	0.82	0.00	5.74	38.95	36.25	14.19	0.00	10.59	3.01	2.51
A3815	37.966430	-121.369001	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	199.26	6.01	22.61	727.90	7.57	6.72	77.88	3.08	1.80	36.33	4.84	40.36	22.63	700.00	0.36	2.06	2.96	2.21	0.07	7.30	28.25	40.63	30.24	1.01	205.27	2.74	14.16
A4514	37.967814	-121.573542	South Delta tidal transition zone	Old River	10/1/2021	4.64	1.43	20.55	673.12	7.73	7.31	81.46	2.79	1.20	30.03	3.73	32.35	20.58	620.15	0.33	2.12	2.71	0.95	0.00	5.80	36.65	48.64	16.43	0.00	8.86	2.39	1.81
A5053	37.968108	-121.533214	South Delta tidal transition zone	Middle River	10/1/2021	8.76	1.06	20.96	539.72	7.79	7.74	86.82	2.03	1.58	39.76	4.38	43.07	20.96	503.04	0.27	2.40	2.73	0.82	0.00	5.93	40.39	27.58	13.85	0.00	10.00	2.93	2.46
A3813	37.968648	-121.371416	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	192.75	5.93	22.61	730.84	7.57	6.66	77.21	2.94	1.68	36.41	4.64	40.38	22.63	702.28	0.36	1.94	2.89	2.08	0.06	6.97	27.85	41.58	29.86	0.88	198.67	2.74	14.32
A4512	37.970675	-121.573104	South Delta tidal transition zone	Old River	10/1/2021	4.55	1.44	20.53	674.89	7.74	7.30	81.37	2.75	1.16	30.01	3.74	32.30	20.56	621.36	0.33	2.12	2.72	0.98	0.00	5.82	36.35	48.86	16.78	0.00	8.82	2.39	1.82
A3811	37.970839	-121.373878	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	186.79	5.83	22.62	733.61	7.56	6.62	76.73	2.80	1.59	36.46	4.47	40.35	22.64	704.95	0.36	1.84	2.83	2.00	0.04	6.72	27.40	42.21	29.84	0.65	192.62	2.74	14.48
A5051	37.970759	-121.533051	South Delta tidal transition zone	Middle River	10/1/2021	8.56	1.05	20.95	540.55	7.80	7.76	87.09	1.97	1.58	39.25	4.41	42.56	20.95	503.73	0.27	2.48	2.74	0.84	0.00	6.04	40.86	34.82	13.88	0.00	9.75	2.90	2.44
A5653	37.971590	-121.511259	South Delta tidal transition zone	Empire Cut	10/1/2021	17.68	0.94	20.96	545.32	7.72	7.50	84.10	1.91	1.63	44.82	4.34	48.85	20.95	508.30	0.27	2.16	2.72	0.89	0.00	5.76	37.69	48.26	15.67	0.00	15.13	3.21	3.03
A5659	37.971984	-121.522263	South Delta tidal transition zone	Empire Cut	10/1/2021	12.01	0.94	20.95	542.21	7.77	7.67	86.15	1.99	1.62	42.40	4.45	45.87	20.95	505.36	0.27	2.26	2.74	0.90	0.00	5.91	38.26	36.24	15.25	0.00	10.90	3.07	2.64
A5657	37.972162	-121.518581	South Delta tidal transition zone	Empire Cut	10/1/2021	15.44	0.92	20.95	543.38	7.74	7.56	84.88	2.05	1.61	44.43	4.38	48.27	20.95	506.56	0.27	2.20	2.74	0.90	0.00	5.84	37.67	37.01	15.44	0.00	11.85	3.19	2.74
