CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A5583	38.015394	-121.581139	Central Delta tidal zone	Holland Cut	10/1/2021	4.37	1.67	20.22	687.06	7.96	7.80	86.28	3.20	0.88	28.88	3.52	31.03	20.23	636.89	0.34	1.60	2.74	0.93	0.00	5.26	30.42	51.91	17.73	0.00	8.60	2.33	1.88
A3730	38.015583	-121.459030	Central Delta tidal zone	San Joaquin River	10/1/2021	36.74	1.93	21.43	547.11	7.60	6.82	77.23	2.92	1.41	45.56	4.07	50.83	21.46	521.04	0.27	1.63	2.40	1.02	0.00	5.04	27.24	47.65	20.13	0.00	38.90	3.25	4.82
A4997	38.016553	-121.517548	Central Delta tidal zone	Middle River	10/1/2021	5.98	0.58	20.70	561.76	7.85	7.81	87.15	2.80	1.28	32.69	3.62	35.05	20.70	520.46	0.28	1.98	2.69	0.74	0.00	5.41	37.12	49.87	13.43	0.00	6.34	2.53	2.04
A5260	38.016610	-121.386719	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	59.69	1.78	22.25	646.51	7.39	6.11	70.30	4.37	2.43	53.92	5.85	60.97	22.29	617.43	0.31	3.71	2.53	1.49	0.00	7.72	47.81	32.99	19.28	0.00	61.27	3.71	8.30
A5581	38.018204	-121.582053	Central Delta tidal zone	Holland Cut	10/1/2021	4.89	1.69	20.19	677.49	8.03	7.91	87.46	3.71	0.87	28.15	3.42	30.29	20.19	614.76	0.33	1.61	2.75	0.91	0.00	5.26	30.52	52.77	17.37	0.00	8.64	2.28	1.89
A3728	38.017600	-121.461865	Central Delta tidal zone	San Joaquin River	10/1/2021	32.73	1.88	21.41	540.53	7.62	6.86	77.62	2.88	1.39	44.72	4.02	49.75	21.44	513.48	0.27	1.60	2.39	1.00	0.00	4.99	25.16	48.08	20.13	0.00	35.06	3.20	4.56
A4996	38.018007	-121.517592	Central Delta tidal zone	Middle River	10/1/2021	6.00	0.53	20.70	561.71	7.85	7.80	87.10	2.84	1.29	32.72	3.59	35.10	20.70	520.56	0.28	1.97	2.69	0.74	0.00	5.41	36.86	49.86	13.95	0.00	6.44	2.53	2.05
A4995	38.019154	-121.519030	Central Delta tidal zone	Middle River	10/1/2021	6.07	0.51	20.69	562.07	7.86	7.80	87.17	2.85	1.29	32.74	3.59	35.12	20.69	520.65	0.28	2.00	2.69	0.74	0.00	5.43	36.79	48.63	13.78	0.00	6.31	2.54	2.03
A5258	38.019465	-121.387230	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	62.56	1.76	22.26	651.43	7.41	6.26	72.05	3.89	2.27	53.30	5.48	59.98	22.29	621.76	0.32	3.32	2.42	1.37	0.00	7.11	46.26	34.45	19.34	0.00	64.08	3.68	7.90
A3726	38.019689	-121.464463	Central Delta tidal zone	San Joaquin River	10/1/2021	28.08	1.83	21.37	534.10	7.63	6.91	78.16	2.74	1.42	43.62	4.00	48.32	21.40	505.32	0.27	1.59	2.38	1.02	0.00	4.99	30.23	46.55	20.22	0.00	30.08	3.14	4.21
A5579	38.021063	-121.582551	Central Delta tidal zone	Holland Cut	10/1/2021	5.34	1.70	20.17	686.54	8.07	8.00	88.45	4.01	0.82	27.36	3.23	29.31	20.17	622.16	0.33	1.53	2.72	0.89	0.00	5.13	29.78	53.03	17.23	0.00	8.72	2.24	1.90
A5256	38.021838	-121.388259	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	64.41	1.74	22.20	650.04	7.46	6.63	76.22	2.55	1.95	52.42	4.69	58.36	22.23	616.36	0.31	2.55	2.22	1.18	0.00	5.94	42.75	37.38	19.84	0.00	67.07	3.63	7.06
A3607	38.020222	-121.813222	Western Delta tidal zone	San Joaquin River	10/1/2021	10.03	1.20	21.19	8541.31	8.01	8.63	99.93	3.99	3.06	27.05	6.61	28.12	21.26	7707.23	4.63	3.59	1.73	3.55	0.10	8.96	40.05	19.69	39.43	1.03	11.26	2.23	2.72
A3724	38.022530	-121.465325	Central Delta tidal zone	San Joaquin River	10/1/2021	25.01	1.77	21.35	528.87	7.64	6.93	78.39	2.71	1.41	42.97	4.00	47.75	21.39	500.25	0.26	1.63	2.38	1.04	0.00	5.04	32.22	43.80	20.70	0.00	26.76	3.10	3.98
A4992	38.022703	-121.518649	Central Delta tidal zone	Middle River	10/1/2021	6.05	0.42	20.70	563.03	7.86	7.81	87.18	2.98	1.35	32.64	3.54	34.98	20.71	522.24	0.28	1.98	2.69	0.74	0.00	5.41	36.00	42.83	13.48	0.00	6.52	2.53	2.03
A3605	38.019855	-121.809350	Western Delta tidal zone	San Joaquin River	10/1/2021	9.58	1.20	21.35	7888.92	8.02	8.66	100.28	3.79	3.87	26.95	8.02	27.98	21.41	7166.00	4.26	4.66	1.49	4.79	0.17	11.11	41.77	14.33	42.51	1.33	10.81	2.22	2.70
A5254	38.023247	-121.391461	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	63.48	1.74	22.18	646.40	7.47	6.66	76.49	2.36	1.91	52.36	4.66	58.27	22.21	613.36	0.31	2.59	2.21	1.20	0.00	5.99	43.04	36.97	20.08	0.00	66.97	3.63	6.91
A3609	38.021180	-121.816987	Western Delta tidal zone	San Joaquin River	10/1/2021	10.48	1.15	21.09	9204.65	8.00	8.60	99.59	4.30	2.91	27.13	6.63	28.27	21.13	8355.35	5.06	3.26	1.81	3.23	0.09	8.40	38.69	22.17	38.19	0.96	11.65	2.23	2.73
A4990	38.022972	-121.522171	Central Delta tidal zone	Middle River	10/1/2021	6.18	0.40	20.69	563.59	7.86	7.81	87.29	3.02	1.34	32.61	3.53	34.96	20.70	522.61	0.28	2.00	2.69	0.74	0.00	5.43	36.46	42.88	13.58	0.00	6.44	2.53	2.02
A3603	38.020466	-121.805512	Western Delta tidal zone	San Joaquin River	10/1/2021	9.19	1.17	21.42	7463.36	8.00	8.56	99.11	3.74	4.87	27.02	10.10	28.09	21.45	6909.97	4.10	5.69	1.25	6.12	0.26	13.34	42.64	9.51	45.73	1.46	10.42	2.22	2.69
A3601	38.021137	-121.801878	Western Delta tidal zone	San Joaquin River	10/1/2021	8.83	1.15	21.39	7361.19	7.95	8.43	97.51	3.80	4.88	27.49	10.52	28.64	21.41	6857.44	4.07	5.24	1.33	5.77	0.27	12.60	41.47	10.78	45.72	1.73	10.15	2.25	2.68
A5252	38.024692	-121.394633	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	56.53	1.61	22.10	623.70	7.54	6.85	78.59	2.00	1.84	52.22	4.57	58.04	22.14	590.00	0.30	2.49	2.18	1.20	0.00	5.86	42.46	37.29	20.51	0.00	59.63	3.62	6.09
A3599	38.020955	-121.798023	Western Delta tidal zone	San Joaquin River	10/1/2021	8.30	1.12	21.31	7486.73	7.90	8.30	95.98	3.85	4.29	27.93	9.48	29.12	21.33	6969.66	4.15	4.47	1.49	4.88	0.26	11.08	40.34	13.45	44.09	2.35	10.05	2.27	2.67
A4988	38.024494	-121.525159	Central Delta tidal zone	Middle River	10/1/2021	6.44	0.33	20.69	565.87	7.86	7.84	87.48	3.19	1.33	32.30	3.50	34.72	20.68	525.23	0.29	2.02	2.67	0.76	0.00	5.46	36.30	45.15	13.81	0.00	6.43	2.52	2.00
A3611	38.023099	-121.820049	Western Delta tidal zone	San Joaquin River	10/1/2021	10.62	1.09	21.10	9572.84	8.00	8.63	100.07	4.45	3.50	27.20	7.91	28.35	21.13	8781.83	5.34	3.65	1.70	3.70	0.17	9.23	38.81	20.70	38.99	1.48	11.71	2.23	2.74
A3722	38.024834	-121.467165	Central Delta tidal zone	San Joaquin River	10/1/2021	22.46	1.73	21.32	525.55	7.65	6.96	78.69	2.69	1.36	42.30	3.97	46.94	21.36	496.76	0.26	1.63	2.39	1.03	0.00	5.05	32.29	30.05	20.14	0.00	24.21	3.07	3.78
A3578	38.024300	-121.791581	Western Delta tidal zone	San Joaquin River	10/1/2021	8.70	1.09	21.20	7732.05	7.91	8.37	96.74	4.10	4.00	27.72	8.83	28.80	21.24	7334.09	4.39	4.18	1.56	4.43	0.28	10.44	39.88	15.35	42.25	2.56	10.03	2.26	2.64
A3576	38.024795	-121.787968	Western Delta tidal zone	San Joaquin River	10/1/2021	8.57	1.10	21.25	7400.99	7.91	8.47	97.77	4.22	3.35	27.80	7.67	28.99	21.30	6911.71	4.05	3.37	1.72	3.43	0.14	8.68	38.54	21.02	38.93	1.37	10.05	2.26	2.63
A5250	38.026123	-121.397822	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	47.48	1.44	22.04	596.86	7.62	7.04	80.69	1.91	1.81	52.29	4.51	58.24	22.08	563.34	0.29	2.31	2.16	1.16	0.00	5.62	41.13	38.04	20.67	0.00	49.22	3.62	5.58
A3613	38.024891	-121.822946	Western Delta tidal zone	San Joaquin River	10/1/2021	10.57	0.98	21.17	9873.33	8.00	8.67	100.78	4.35	4.59	27.33	9.81	28.54	21.20	9194.02	5.60	5.10	1.33	5.37	0.39	12.23	40.80	13.44	42.68	2.89	11.55	2.24	2.75
A5575	38.026841	-121.583560	Central Delta tidal zone	Holland Cut	10/1/2021	5.71	1.72	20.15	687.23	8.09	8.05	89.03	4.34	0.80	26.18	2.99	28.15	20.16	627.00	0.33	1.40	2.64	0.83	0.00	4.80	28.55	54.67	17.07	0.00	8.78	2.17	1.90
A3720	38.026420	-121.470248	Central Delta tidal zone	San Joaquin River	10/1/2021	19.16	1.66	21.28	522.17	7.67	7.02	79.22	2.65	1.29	41.24	3.88	45.64	21.32	492.31	0.26	1.61	2.39	0.99	0.00	4.98	32.43	12.38	16.57	0.00	20.87	3.01	3.49
A4986	38.027186	-121.523476	Central Delta tidal zone	Middle River	10/1/2021	6.31	0.30	20.69	568.14	7.86	7.84	87.49	3.32	1.33	32.02	3.51	34.31	20.69	528.03	0.29	1.98	2.66	0.76	0.00	5.40	30.20	42.51	11.47	0.00	6.57	2.50	2.02
A5248	38.027614	-121.401047	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	33.52	1.24	21.95	558.99	7.72	7.36	84.19	1.85	1.75	52.61	4.44	58.75	21.99	528.53	0.27	2.18	2.15	1.12	0.00	5.43	40.10	39.56	20.66	0.00	35.64	3.64	5.09
A4052	38.027808	-121.846191	Western Delta tidal zone	New York Slough	10/1/2021	11.69	0.74	20.81	11506.30	7.96	8.45	98.07	3.98	3.33	27.70	7.56	28.92	20.86	10494.07	6.50	3.60	1.54	4.09	0.39	9.63	36.61	17.49	41.91	3.85	12.43	2.26	2.89
A3558	38.024201	-121.755290	Western Delta tidal zone	San Joaquin River	10/1/2021	9.11	1.29	21.26	7166.46	8.05	8.74	100.85	3.81	4.16	26.43	9.11	27.35	21.28	6637.47	3.94	4.63	1.57	4.81	0.30	11.30	40.95	13.88	42.57	2.68	10.26	2.19	2.61
A3556	38.024423	-121.751483	Western Delta tidal zone	San Joaquin River	10/1/2021	9.08	1.30	21.24	7080.70	8.06	8.72	100.51	3.76	3.99	26.52	8.83	27.49	21.26	6597.43	3.91	4.30	1.62	4.48	0.33	10.71	40.05	15.25	41.80	3.12	10.26	2.20	2.61
A3560	38.025043	-121.758857	Western Delta tidal zone	San Joaquin River	10/1/2021	9.10	1.28	21.25	7310.88	8.04	8.73	100.78	3.88	4.25	26.40	9.23	27.29	21.28	6776.53	4.03	4.81	1.54	4.81	0.28	11.44	42.05	13.27	42.10	2.41	10.27	2.19	2.62
A3554	38.024716	-121.747641	Western Delta tidal zone	San Joaquin River	10/1/2021	9.03	1.37	21.19	7071.60	8.05	8.66	99.75	3.74	3.66	26.63	8.10	27.65	21.21	6585.31	3.91	3.75	1.72	3.93	0.28	9.63	38.73	18.10	40.65	2.86	10.35	2.20	2.61
A4049	38.027548	-121.840489	Western Delta tidal zone	New York Slough	10/1/2021	11.43	0.71	20.99	11030.00	7.98	8.54	99.34	3.84	4.76	27.37	10.02	28.47	21.06	10092.14	6.21	5.27	1.19	5.70	0.63	12.82	40.27	11.16	43.84	4.56	12.16	2.24	2.86
A3565	38.030293	-121.768613	Western Delta tidal zone	San Joaquin River	10/1/2021	7.91	1.18	21.39	6989.64	8.04	8.85	102.24	4.56	3.04	26.61	6.99	27.58	21.40	6635.41	3.92	3.70	1.73	3.56	0.14	9.16	40.34	14.99	38.83	1.42	10.41	2.20	2.61
A4984	38.029929	-121.522297	Central Delta tidal zone	Middle River	10/1/2021	6.35	0.26	20.69	573.24	7.86	7.85	87.58	3.57	1.26	31.32	3.49	33.59	20.69	532.58	0.29	1.94	2.64	0.76	0.00	5.34	28.50	37.69	11.17	0.00	6.68	2.46	2.03
A3615	38.027335	-121.825639	Western Delta tidal zone	San Joaquin River	10/1/2021	10.72	0.90	21.15	10156.85	7.99	8.65	100.63	4.17	4.76	27.34	9.92	28.53	21.20	9405.42	5.74	5.56	1.20	5.92	0.47	13.19	41.41	10.87	44.13	3.40	11.62	2.24	2.76
A3715	38.035951	-121.474459	Central Delta tidal zone	San Joaquin River	10/1/2021	13.86	1.39	21.25	512.26	7.68	7.10	80.02	2.49	1.28	39.87	3.80	44.10	21.30	480.60	0.24	1.56	2.33	0.92	0.00	4.81	32.36	54.76	20.84	0.01	14.83	2.93	2.92
A3552	38.024925	-121.744021	Western Delta tidal zone	San Joaquin River	10/1/2021	8.95	1.39	21.13	6917.50	8.08	8.65	99.44	3.65	3.05	26.72	7.01	27.75	21.16	6359.92	3.77	3.02	1.87	3.29	0.18	8.32	36.10	22.04	39.46	2.09	10.35	2.20	2.60
A3567	38.030094	-121.772637	Western Delta tidal zone	San Joaquin River	10/1/2021	7.45	1.15	21.43	6768.79	8.03	8.82	101.95	4.71	2.81	26.77	6.56	27.82	21.47	6228.19	3.66	3.37	1.84	3.27	0.06	8.55	39.44	20.75	38.23	0.62	10.40	2.21	2.61
A5245	38.030715	-121.404586	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	23.64	0.97	21.88	527.92	7.81	7.60	86.82	1.58	1.75	52.60	4.31	58.57	21.92	496.50	0.25	2.02	2.09	1.08	0.00	5.18	38.80	38.58	20.80	0.00	24.97	3.64	4.43
A4054	38.030039	-121.848901	Western Delta tidal zone	New York Slough	10/1/2021	11.86	0.68	20.83	11970.15	7.98	8.53	99.28	3.80	4.31	27.67	9.68	28.84	20.87	10914.38	6.78	3.76	1.44	4.52	0.54	10.25	36.24	15.61	43.31	4.88	12.53	2.26	2.91
A3550	38.025728	-121.740309	Western Delta tidal zone	San Joaquin River	10/1/2021	8.80	1.31	21.15	6556.20	8.14	8.77	100.74	3.53	2.62	26.71	6.19	27.77	21.20	5920.11	3.50	2.63	1.93	2.93	0.14	7.61	34.43	25.33	38.36	1.75	10.12	2.20	2.60
A4061	38.031483	-121.861521	Western Delta tidal zone	New York Slough	10/1/2021	11.61	0.21	20.96	12308.42	8.00	8.73	101.94	3.98	4.63	27.78	10.22	28.69	21.00	11323.56	7.04	4.73	1.24	5.70	0.59	12.24	38.61	10.44	46.48	4.68	11.94	2.26	2.97
A4063	38.031827	-121.865154	Western Delta tidal zone	New York Slough	10/1/2021	11.81	0.21	20.90	12926.38	7.98	8.66	101.31	3.96	4.65	27.91	10.21	28.89	20.94	11741.95	7.33	4.76	1.23	5.96	0.59	12.52	37.81	10.18	47.37	4.76	11.97	2.27	2.98
A4058	38.031289	-121.856134	Western Delta tidal zone	New York Slough	10/1/2021	11.76	0.37	20.95	12181.45	8.00	8.69	101.48	3.70	5.22	27.61	11.23	28.64	20.99	11341.61	7.05	4.92	1.15	5.98	0.73	12.77	38.31	9.92	46.38	5.44	12.17	2.25	2.95
A4065	38.032083	-121.868803	Western Delta tidal zone	New York Slough	10/1/2021	12.10	0.21	20.83	13661.88	7.97	8.60	100.72	3.66	4.30	28.00	9.60	28.96	20.88	12434.20	7.81	4.31	1.34	5.46	0.57	11.68	36.71	11.98	46.53	4.75	11.93	2.27	2.97
A3548	38.026845	-121.736756	Western Delta tidal zone	San Joaquin River	10/1/2021	7.35	1.09	21.44	5295.83	8.35	9.41	108.25	3.17	2.31	26.54	5.48	27.54	21.51	4666.94	2.70	2.39	2.00	2.65	0.12	7.14	33.38	21.55	37.09	1.56	8.45	2.19	2.60
A3617	38.028796	-121.828799	Western Delta tidal zone	San Joaquin River	10/1/2021	11.27	0.76	21.02	10792.83	8.00	8.61	100.05	4.06	3.73	27.24	7.97	28.39	21.07	9968.47	6.12	4.47	1.44	4.65	0.38	10.95	40.03	15.23	41.43	3.33	12.03	2.23	2.78
A4982	38.032719	-121.522818	Central Delta tidal zone	Middle River	10/1/2021	6.38	0.26	20.68	574.89	7.86	7.85	87.61	3.65	1.21	31.09	3.46	33.37	20.69	533.60	0.29	1.91	2.64	0.76	0.00	5.31	28.90	38.11	11.58	0.00	6.69	2.45	2.04
A5243	38.033968	-121.404802	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	19.67	0.81	21.83	510.89	7.84	7.67	87.52	1.38	1.66	52.32	4.21	58.09	21.87	479.13	0.25	1.83	2.06	1.08	0.00	4.97	36.69	30.17	21.69	0.00	20.49	3.62	4.13
A4067	38.033587	-121.871939	Western Delta tidal zone	New York Slough	10/1/2021	12.14	0.21	20.83	13880.73	7.96	8.58	100.58	3.52	4.44	28.02	10.01	28.97	20.87	12741.13	8.02	4.23	1.36	5.33	0.62	11.54	36.55	12.23	46.15	5.04	11.91	2.27	2.97
A3546	38.027358	-121.733119	Western Delta tidal zone	San Joaquin River	10/1/2021	5.95	0.92	21.71	4331.31	8.42	9.74	112.21	2.97	2.32	26.28	5.29	27.17	21.73	3922.62	2.22	2.33	2.05	2.74	0.18	7.28	32.00	15.64	37.50	2.38	6.86	2.18	2.59
A4022	38.032591	-121.832643	Western Delta tidal zone	Broad Slough	10/1/2021	11.65	0.68	20.99	11183.08	8.00	8.60	100.05	4.05	3.51	27.08	7.56	28.28	21.02	10436.84	6.44	3.81	1.55	3.90	0.46	9.68	39.24	16.52	39.94	4.67	12.32	2.22	2.81
A3544	38.029270	-121.729979	Western Delta tidal zone	San Joaquin River	10/1/2021	5.77	0.85	21.74	3971.56	8.34	9.42	108.42	3.05	2.40	26.02	5.38	26.86	21.73	3704.65	2.09	2.37	2.06	2.86	0.26	7.54	31.47	20.97	37.85	3.45	6.61	2.17	2.59
A4069	38.034781	-121.875168	Western Delta tidal zone	New York Slough	10/1/2021	11.98	0.22	20.89	13885.28	7.95	8.59	100.80	3.47	5.98	28.04	13.20	29.12	20.91	12904.22	8.12	5.12	1.03	6.53	0.95	13.65	37.26	8.61	47.31	6.71	11.98	2.27	2.94
A4980	38.035086	-121.524708	Central Delta tidal zone	Middle River	10/1/2021	6.39	0.25	20.67	577.05	7.86	7.85	87.67	3.80	1.24	30.81	3.42	33.13	20.68	535.49	0.29	1.92	2.63	0.79	0.00	5.34	34.91	40.63	14.40	0.00	6.65	2.43	2.05
A4056	38.033110	-121.851741	Western Delta tidal zone	New York Slough	10/1/2021	11.93	0.60	20.88	12261.70	7.99	8.61	100.36	3.71	5.31	27.54	11.47	28.67	20.92	11264.22	7.01	4.75	1.17	5.82	0.76	12.48	37.70	10.62	45.93	5.92	12.52	2.25	2.92
A3542	38.031002	-121.726972	Western Delta tidal zone	San Joaquin River	10/1/2021	5.90	0.85	21.70	3913.22	8.30	9.19	105.75	3.14	2.48	25.93	5.56	26.79	21.70	3700.53	2.09	2.54	2.04	2.89	0.25	7.71	32.88	24.50	37.39	3.16	6.75	2.16	2.59
A4071	38.035948	-121.878463	Western Delta tidal zone	New York Slough	10/1/2021	11.96	0.22	20.93	13972.60	7.97	8.71	102.25	3.54	8.17	28.01	17.43	29.21	20.97	12900.59	8.10	7.03	0.47	9.29	1.29	18.19	38.45	3.53	50.22	7.28	12.06	2.27	2.90
A5241	38.036857	-121.404695	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	16.56	0.72	21.80	499.03	7.86	7.72	88.04	1.30	1.63	52.08	4.15	57.77	21.83	468.03	0.24	1.74	2.06	1.08	0.00	4.89	35.63	23.97	22.20	0.00	17.26	3.61	3.97
A4404	38.046765	-121.582058	Central Delta tidal zone	Old River	10/1/2021	6.46	1.83	20.17	707.87	8.00	7.98	88.20	4.54	0.87	25.37	3.29	27.21	20.18	640.73	0.35	1.60	2.63	0.87	0.00	5.10	31.33	51.60	17.06	0.00	8.93	2.13	1.87
A3700	38.037713	-121.484910	Central Delta tidal zone	San Joaquin River	10/1/2021	11.70	1.56	21.20	521.07	7.72	7.22	81.42	2.54	1.12	37.80	3.70	41.76	21.24	487.52	0.25	1.60	2.36	0.93	0.00	4.89	32.64	48.45	13.97	0.00	13.27	2.82	2.70
A4978	38.037755	-121.525813	Central Delta tidal zone	Middle River	10/1/2021	6.49	0.28	20.68	578.24	7.86	7.84	87.54	3.84	1.26	30.61	3.38	32.92	20.69	536.57	0.29	1.89	2.61	0.85	0.00	5.35	35.52	49.51	15.85	0.00	6.77	2.42	2.07
A3540	38.033637	-121.724393	Western Delta tidal zone	San Joaquin River	10/1/2021	6.12	0.89	21.64	4027.24	8.25	9.06	104.15	3.22	2.57	25.92	5.74	26.83	21.66	3863.96	2.19	2.71	2.03	2.89	0.23	7.85	34.43	25.41	36.66	2.91	7.00	2.16	2.59
A4073	38.037407	-121.881753	Western Delta tidal zone	New York Slough	10/1/2021	11.96	0.21	20.96	14073.22	7.99	8.79	103.30	3.44	9.63	27.97	20.17	29.16	21.00	13035.02	8.19	8.16	0.25	11.22	1.37	21.10	38.97	1.12	52.78	6.54	12.01	2.27	2.89
A4800	38.039415	-121.441991	Central Delta tidal zone	Disappointment Slough	10/1/2021	3.60	0.31	21.50	403.11	7.63	6.90	78.23	2.07	1.87	47.17	4.83	52.17	21.54	379.99	0.21	2.38	2.35	1.22	0.00	5.95	38.86	39.26	20.62	0.00	3.97	3.34	3.27
A5239	38.039748	-121.404740	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	11.25	0.47	21.70	476.56	7.87	7.69	87.49	1.36	1.62	51.27	4.08	56.94	21.74	447.63	0.23	1.68	2.11	1.08	0.00	4.86	34.59	31.61	22.21	0.00	11.53	3.56	3.66
A4806	38.040020	-121.437026	Central Delta tidal zone	Disappointment Slough	10/1/2021	2.64	0.27	21.50	401.33	7.65	6.94	78.72	2.02	1.85	47.47	4.74	52.59	21.54	378.13	0.20	2.33	2.37	1.23	0.00	5.92	38.95	39.87	20.88	0.00	2.88	3.35	3.16
A3538	38.036978	-121.722216	Western Delta tidal zone	San Joaquin River	10/1/2021	6.91	1.06	21.44	4637.47	8.17	8.84	101.44	3.52	2.23	26.08	5.30	27.06	21.44	4445.06	2.56	2.37	2.08	2.26	0.11	6.83	34.63	30.92	32.72	1.38	7.97	2.17	2.59
A4808	38.041423	-121.434045	Central Delta tidal zone	Disappointment Slough	10/1/2021	2.90	0.29	21.52	407.45	7.68	7.00	79.36	1.82	1.81	48.08	4.58	53.17	21.56	383.82	0.20	2.20	2.33	1.21	0.00	5.74	37.73	40.21	21.18	0.00	3.35	3.39	3.22
A4976	38.040248	-121.526554	Central Delta tidal zone	Middle River	10/1/2021	6.58	0.28	20.68	579.78	7.86	7.84	87.53	3.84	1.27	30.45	3.36	32.76	20.69	538.00	0.29	1.89	2.60	0.87	0.00	5.37	35.32	49.20	16.20	0.00	6.86	2.41	2.08
A4829	38.041438	-121.409145	Central Delta tidal zone	Disappointment Slough	10/1/2021	7.41	0.37	21.69	458.36	7.84	7.55	85.96	1.47	1.59	50.37	4.02	56.12	21.72	430.96	0.22	1.69	2.13	1.08	0.00	4.89	34.57	36.63	22.07	0.00	7.69	3.51	3.47
A4816	38.041549	-121.424948	Central Delta tidal zone	Disappointment Slough	10/1/2021	3.29	0.31	21.54	418.56	7.72	7.12	80.69	1.53	1.70	49.14	4.35	54.31	21.58	394.97	0.20	1.99	2.23	1.20	0.00	5.42	36.16	40.02	22.15	0.00	3.69	3.45	3.26
A4827	38.041572	-121.412758	Central Delta tidal zone	Disappointment Slough	10/1/2021	5.54	0.32	21.66	445.87	7.81	7.40	84.15	1.49	1.60	49.87	4.10	55.48	21.69	419.40	0.22	1.75	2.18	1.14	0.00	5.06	34.46	39.93	22.49	0.00	5.83	3.48	3.37
A3695	38.037566	-121.493602	Central Delta tidal zone	San Joaquin River	10/1/2021	10.25	1.20	21.15	524.67	7.75	7.31	82.31	2.62	1.28	36.52	3.60	40.31	21.19	491.83	0.26	1.57	2.35	0.93	0.00	4.83	32.52	41.82	19.75	0.00	11.51	2.74	2.52
A4831	38.042129	-121.405738	Central Delta tidal zone	Disappointment Slough	10/1/2021	9.33	0.36	21.65	466.92	7.86	7.61	86.51	1.46	1.64	50.78	4.10	56.47	21.69	439.44	0.23	1.70	2.15	1.08	0.00	4.93	34.54	35.00	21.95	0.00	9.52	3.54	3.53
A4795	38.041856	-121.448224	Central Delta tidal zone	Disappointment Slough	10/1/2021	3.12	0.28	21.51	393.22	7.60	6.81	77.26	2.38	1.85	45.85	4.71	50.81	21.55	370.55	0.20	2.39	2.31	1.14	0.00	5.85	40.63	39.12	19.63	0.00	3.36	3.26	2.95
A3536	38.037947	-121.718380	Western Delta tidal zone	San Joaquin River	10/1/2021	7.37	1.13	21.30	4917.98	8.12	8.66	99.25	3.66	1.98	26.17	4.86	27.15	21.31	4668.69	2.71	2.19	2.11	1.98	0.04	6.33	34.60	33.42	31.18	0.52	8.49	2.18	2.60
A3692	38.040300	-121.497801	Central Delta tidal zone	San Joaquin River	10/1/2021	9.67	1.09	21.09	528.53	7.77	7.32	82.32	2.60	1.22	35.68	3.49	39.26	21.13	492.56	0.26	1.46	2.33	0.90	0.00	4.69	31.19	38.78	19.37	0.00	10.76	2.70	2.45
A4822	38.043236	-121.418483	Central Delta tidal zone	Disappointment Slough	10/1/2021	2.57	0.27	21.54	416.00	7.74	7.15	81.09	1.70	1.61	49.12	4.21	54.45	21.58	392.96	0.20	1.92	2.22	1.13	0.00	5.27	36.25	41.40	21.43	0.00	2.83	3.45	3.18
A4803	38.042191	-121.441191	Central Delta tidal zone	Disappointment Slough	10/1/2021	1.96	0.23	21.48	394.83	7.63	6.90	78.18	2.08	1.90	47.08	4.85	52.05	21.52	371.63	0.20	2.38	2.39	1.25	0.00	6.00	39.76	39.96	20.78	0.00	1.96	3.33	2.98
A4835	38.043237	-121.412571	Central Delta tidal zone	Disappointment Slough	10/1/2021	4.12	0.25	21.64	437.43	7.80	7.34	83.46	1.57	1.61	49.40	4.10	55.02	21.67	411.79	0.21	1.77	2.20	1.14	0.00	5.10	34.80	42.99	22.30	0.00	4.39	3.46	3.26
A4805	38.041325	-121.438927	Central Delta tidal zone	Disappointment Slough	10/1/2021	2.54	0.26	21.49	399.38	7.64	6.92	78.43	2.04	1.87	47.29	4.82	52.37	21.53	376.17	0.20	2.37	2.37	1.24	0.00	5.96	39.32	39.73	20.80	0.00	2.71	3.34	3.14
