CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A4116	38.169324	-121.460309	Mokelumne tidal transition zone	Hog Slough	6/1/2020	6.25	0.55	25.55	262.50	10.19	15.91	210.80	47.20	18.59	46.97	29.34	66.62	25.63	266.32	0.12	6.82	437.66	0.00	0.00	444.46	0.00	100.61	0.00	0.00	6.80	3.96	0.07
A4111	38.168608	-121.469004	Mokelumne tidal transition zone	Hog Slough	6/1/2020	5.40	0.70	25.10	258.03	9.82	15.57	204.48	35.02	14.07	53.34	23.06	69.43	25.11	259.07	0.12	8.07	305.65	0.00	0.00	313.78	2.89	97.12	0.00	0.00	6.11	4.41	0.31
A4112	38.168390	-121.467199	Mokelumne tidal transition zone	Hog Slough	6/1/2020	5.80	0.67	25.28	258.91	9.94	15.67	206.39	39.51	15.68	50.78	25.35	67.99	25.31	260.88	0.12	7.53	353.33	0.00	0.00	360.92	2.08	97.96	0.00	0.00	6.47	4.23	0.23
A4108	38.167475	-121.473738	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.42	0.79	24.66	259.02	9.44	15.32	197.44	22.85	9.92	60.26	17.31	73.42	24.75	258.59	0.13	10.43	183.71	0.01	0.00	194.14	6.19	93.85	0.00	0.00	5.22	4.90	0.56
A4104	38.165174	-121.480395	Mokelumne tidal transition zone	Hog Slough	6/1/2020	5.46	1.19	24.50	254.69	8.70	13.58	167.49	11.53	6.54	61.18	12.06	71.40	24.52	256.80	0.13	10.77	55.99	0.85	0.00	67.65	17.65	80.25	2.07	0.00	6.65	4.96	1.01
A4114	38.169068	-121.463728	Mokelumne tidal transition zone	Hog Slough	6/1/2020	6.20	0.59	25.48	261.13	10.12	15.84	209.51	45.14	17.85	47.34	28.27	66.56	25.58	264.92	0.12	6.99	418.42	0.00	0.00	425.41	0.65	99.64	0.00	0.00	6.79	3.99	0.12
A4105	38.165680	-121.478678	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.85	1.08	24.48	258.84	8.89	14.11	175.33	13.36	7.15	62.73	13.04	73.91	24.51	260.54	0.13	11.45	76.62	0.46	0.00	88.55	14.21	84.89	0.92	0.00	5.94	5.07	0.92
A4101	38.166106	-121.485075	Mokelumne tidal transition zone	Hog Slough	6/1/2020	6.78	1.35	24.53	242.85	8.40	12.70	155.50	9.20	5.74	56.69	10.83	64.04	24.66	242.00	0.12	9.15	28.41	1.82	0.00	39.43	24.57	69.87	5.45	0.00	8.12	4.65	1.09
A4109	38.168357	-121.472375	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.54	0.78	24.69	257.97	9.50	15.29	198.47	24.37	10.36	58.68	17.77	72.71	24.76	257.82	0.13	9.87	198.46	0.03	0.00	208.37	5.61	94.34	0.05	0.00	5.32	4.79	0.52
A4106	38.166338	-121.476948	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.35	0.92	24.45	261.18	9.13	14.77	184.59	16.31	8.07	62.94	14.40	75.00	24.57	260.53	0.13	11.65	111.02	0.19	0.00	122.90	10.83	88.80	0.31	0.00	5.26	5.09	0.79
A4107	38.166885	-121.475385	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.26	0.86	24.49	260.58	9.29	15.11	191.65	19.18	8.92	62.02	15.67	74.58	24.63	259.28	0.13	11.24	144.52	0.05	0.00	155.82	8.29	91.66	0.04	0.00	5.12	5.02	0.68
A4102	38.165507	-121.483580	Mokelumne tidal transition zone	Hog Slough	6/1/2020	6.22	1.35	24.53	247.40	8.51	13.04	160.08	10.02	5.97	58.85	11.18	67.44	24.57	249.96	0.12	9.89	40.04	1.32	0.00	51.27	21.20	75.10	3.65	0.00	7.58	4.80	1.07
A4110	38.168966	-121.470748	Mokelumne tidal transition zone	Hog Slough	6/1/2020	4.93	0.73	24.91	257.52	9.67	15.45	202.03	29.80	12.26	56.21	20.51	71.07	24.93	258.22	0.13	8.94	255.14	0.00	0.00	264.12	3.94	96.06	0.00	0.00	5.66	4.61	0.41
A4099	38.167127	-121.487988	Mokelumne tidal transition zone	Hog Slough	6/1/2020	7.62	1.61	24.54	232.14	8.26	12.22	146.96	8.52	5.36	53.77	10.23	59.59	24.67	231.92	0.11	8.60	21.67	2.12	0.00	32.42	26.70	66.45	6.79	0.00	9.22	4.44	1.11
A4098	38.166792	-121.489810	Mokelumne tidal transition zone	Hog Slough	6/1/2020	8.38	1.98	24.50	221.57	8.12	11.61	138.92	8.29	4.96	50.62	9.63	55.74	24.61	221.97	0.11	8.11	18.42	2.28	0.00	28.81	27.80	64.41	7.81	0.00	10.36	4.22	1.11
A4103	38.164754	-121.481970	Mokelumne tidal transition zone	Hog Slough	6/1/2020	5.46	1.19	24.50	254.69	8.70	13.58	167.49	11.53	6.54	61.18	12.06	71.40	24.52	256.80	0.13	10.77	55.99	0.85	0.00	67.65	17.65	80.25	2.07	0.00	6.65	4.96	1.01
A3288	38.165302	-121.492463	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	9.87	3.30	24.28	198.78	7.86	10.06	119.93	8.45	3.79	43.20	7.70	46.87	24.37	196.70	0.10	6.32	13.22	1.78	0.00	21.30	29.47	62.62	8.02	0.00	13.17	3.70	1.11
A4100	38.167126	-121.486233	Mokelumne tidal transition zone	Hog Slough	6/1/2020	7.62	1.61	24.54	232.14	8.26	12.22	146.96	8.52	5.36	53.77	10.23	59.59	24.67	231.92	0.11	8.60	21.67	2.12	0.00	32.42	26.70	66.45	6.79	0.00	9.22	4.44	1.11
A3289	38.164094	-121.492975	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	9.87	3.30	24.28	198.78	7.86	10.06	119.93	8.45	3.79	43.20	7.70	46.87	24.37	196.70	0.10	6.32	13.22	1.78	0.00	21.30	29.47	62.62	8.02	0.00	13.17	3.70	1.11
A3264	38.192781	-121.480885	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.20	7.84	24.42	143.44	7.70	8.75	104.74	10.80	3.78	24.38	8.00	25.95	24.50	140.97	0.07	6.86	10.19	1.71	0.00	18.80	37.02	53.53	9.23	0.00	18.98	2.38	0.99
A3263	38.193733	-121.479366	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.18	8.27	24.47	140.68	7.68	8.67	103.85	11.08	3.73	23.78	7.96	25.26	24.55	138.07	0.07	6.88	9.14	1.61	0.00	17.67	39.51	50.99	9.28	0.00	19.44	2.34	1.02
A3269	38.187006	-121.485777	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.30	7.15	24.33	153.07	7.74	8.96	107.41	10.65	3.80	27.08	8.01	29.46	24.41	150.49	0.08	6.63	12.42	1.74	0.00	20.78	34.87	55.82	9.32	0.00	18.13	2.57	0.87
A3265	38.191435	-121.481540	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.24	7.60	24.40	145.71	7.71	8.78	105.19	10.78	3.80	24.97	8.00	26.65	24.48	143.15	0.07	6.81	10.92	1.74	0.00	19.48	36.04	54.59	9.28	0.00	18.68	2.43	0.96
A3272	38.183194	-121.488291	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.10	6.85	24.26	160.54	7.75	9.45	113.32	10.46	3.75	29.14	7.82	32.67	24.34	157.97	0.08	6.57	12.48	1.65	0.00	20.71	34.25	56.93	8.78	0.00	17.76	2.71	0.78
A3271	38.184363	-121.487177	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.20	7.02	24.29	156.90	7.75	9.17	110.02	10.57	3.79	28.14	7.94	31.08	24.37	154.27	0.08	6.56	12.80	1.69	0.00	21.04	34.51	56.46	9.06	0.00	17.93	2.64	0.82
A3275	38.180766	-121.492282	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.24	6.68	24.21	161.25	7.69	9.53	113.78	10.55	3.58	29.29	7.56	32.99	24.29	158.75	0.08	6.37	10.90	1.57	0.00	18.84	34.02	57.60	8.36	0.00	17.86	2.72	0.72
A3280	38.175831	-121.497466	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.16	5.81	24.24	166.76	7.68	9.02	107.69	11.14	3.37	31.53	7.37	34.40	24.33	163.77	0.08	5.92	10.50	1.41	0.00	17.80	33.16	59.11	7.82	0.00	16.96	2.87	0.74
A3270	38.185609	-121.486265	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.20	7.02	24.29	156.90	7.75	9.17	110.02	10.57	3.79	28.14	7.94	31.08	24.37	154.27	0.08	6.56	12.80	1.69	0.00	21.04	34.51	56.46	9.06	0.00	17.93	2.64	0.82
A3273	38.181926	-121.489273	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.10	6.85	24.26	160.54	7.75	9.45	113.32	10.46	3.75	29.14	7.82	32.67	24.34	157.97	0.08	6.57	12.48	1.65	0.00	20.71	34.25	56.93	8.78	0.00	17.76	2.71	0.78
A3286	38.167596	-121.494231	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	10.10	3.34	24.31	192.10	7.84	9.84	117.61	9.00	3.53	41.03	7.42	43.66	24.37	187.23	0.09	5.83	11.98	1.57	0.00	19.39	30.32	61.85	7.80	0.00	13.45	3.55	1.05
A3279	38.177268	-121.497548	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.16	5.81	24.24	166.76	7.68	9.02	107.69	11.14	3.37	31.53	7.37	34.40	24.33	163.77	0.08	5.92	10.50	1.41	0.00	17.80	33.16	59.11	7.82	0.00	16.96	2.87	0.74
A3281	38.174441	-121.497015	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.03	5.35	24.27	170.16	7.70	9.00	107.54	11.06	3.32	32.68	7.32	35.56	24.35	166.89	0.08	5.76	10.43	1.35	0.00	17.51	32.85	59.68	7.60	0.00	16.37	2.95	0.80
A3274	38.181006	-121.490418	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.03	6.51	24.24	164.17	7.74	9.66	115.73	10.41	3.71	30.26	7.75	34.16	24.32	161.77	0.08	6.53	11.91	1.63	0.00	20.07	33.82	57.71	8.46	0.00	17.42	2.79	0.76
A3267	38.189265	-121.483799	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.32	7.34	24.36	149.22	7.72	8.83	105.86	10.75	3.80	25.98	8.02	27.93	24.44	146.68	0.07	6.68	11.58	1.77	0.00	20.03	35.32	55.23	9.44	0.00	18.38	2.49	0.92
A3276	38.179899	-121.493934	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.24	6.68	24.21	161.25	7.69	9.53	113.78	10.55	3.58	29.29	7.56	32.99	24.29	158.75	0.08	6.37	10.90	1.57	0.00	18.84	34.02	57.60	8.36	0.00	17.86	2.72	0.72
A3282	38.173017	-121.496927	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	10.87	4.81	24.29	173.94	7.73	9.13	109.09	10.83	3.29	34.10	7.28	36.72	24.36	169.74	0.08	5.65	10.49	1.31	0.00	17.43	32.43	60.27	7.40	0.00	15.68	3.05	0.86
A3266	38.190170	-121.482397	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.33	7.54	24.38	146.36	7.70	8.76	104.85	10.73	3.77	25.15	8.00	26.90	24.46	143.87	0.07	6.80	10.75	1.75	0.00	19.34	35.85	54.65	9.29	0.00	18.72	2.44	0.95
A3268	38.188462	-121.485242	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.40	7.40	24.34	149.32	7.70	8.80	105.34	10.67	3.73	25.99	7.94	28.02	24.42	146.81	0.07	6.65	10.88	1.75	0.00	19.30	35.60	54.88	9.40	0.00	18.58	2.50	0.90
A3283	38.171575	-121.496481	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	10.58	4.17	24.34	179.57	7.79	9.38	112.19	10.35	3.31	36.09	7.28	38.34	24.39	173.20	0.08	5.52	10.56	1.28	0.00	17.35	31.85	60.92	7.28	0.00	14.74	3.20	0.93
A3278	38.178163	-121.496242	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.30	6.26	24.22	163.43	7.66	9.07	108.28	11.09	3.42	30.36	7.39	33.25	24.30	160.49	0.08	6.05	10.60	1.45	0.00	18.11	33.37	58.64	7.96	0.00	17.54	2.80	0.69
A3277	38.178896	-121.495001	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	11.18	6.19	24.22	164.46	7.69	9.36	111.75	10.84	3.51	30.54	7.51	33.91	24.31	161.83	0.08	6.21	10.82	1.51	0.00	18.53	33.46	58.50	8.06	0.00	17.35	2.81	0.72
A3285	38.168906	-121.495217	Mokelumne tidal transition zone	South Mokelumne River	6/1/2020	10.10	3.33	24.38	190.19	7.87	9.95	119.16	9.43	3.64	40.12	7.73	42.72	24.43	184.80	0.09	5.98	12.21	1.60	0.00	19.80	30.54	61.63	7.82	0.00	13.43	3.49	1.00
A1191	38.072447	-121.948614	Suisun Bay	Honker Bay	6/1/2020	29.70	3.34	21.16	6515.34	7.99	9.27	106.54	23.65	1.49	26.07	3.30	31.26	21.25	5961.59	3.51	0.98	1.76	1.74	0.00	4.50	21.73	39.42	38.73	0.00	33.06	2.50	3.04
A828	38.049287	-121.881094	Western Delta tidal zone	Sacramento River	6/1/2020	28.02	3.64	21.08	1606.37	7.93	8.45	95.30	21.54	1.27	24.12	3.05	28.03	21.18	1447.70	0.79	0.77	1.86	1.24	0.00	3.85	20.01	32.62	32.20	0.00	31.66	2.37	2.96
A4522	37.957338	-121.570608	South Delta tidal transition zone	Old River	6/1/2020	5.16	2.05	23.63	250.59	8.38	8.10	95.55	6.39	1.46	33.86	3.69	36.61	23.69	243.81	0.12	0.39	2.26	1.70	0.00	4.41	8.89	51.27	38.51	0.07	7.20	3.05	2.75
A5886	37.832019	-121.553862	South Delta tidal transition zone	West Canal	6/1/2020	15.34	1.75	24.58	334.12	7.79	8.18	98.34	7.27	2.68	52.43	6.02	57.39	24.62	335.89	0.16	1.37	6.83	2.94	0.16	11.32	12.28	59.93	26.26	1.44	17.08	4.35	2.86
A5884	37.834774	-121.554998	South Delta tidal transition zone	West Canal	6/1/2020	15.32	1.76	24.55	332.62	7.80	8.10	97.31	7.30	2.78	52.64	6.21	57.39	24.61	332.59	0.16	1.33	7.01	3.12	0.14	11.61	11.55	60.15	26.99	1.22	17.08	4.36	2.87
A5882	37.837533	-121.556104	South Delta tidal transition zone	West Canal	6/1/2020	15.29	1.75	24.53	331.27	7.81	8.04	96.48	7.30	2.89	52.77	6.41	57.32	24.60	330.44	0.16	1.33	7.03	3.26	0.15	11.77	11.46	59.40	27.86	1.34	17.04	4.37	2.89
A5880	37.840313	-121.557183	South Delta tidal transition zone	West Canal	6/1/2020	14.43	1.75	24.59	327.44	7.83	8.02	96.37	7.46	2.95	52.29	6.48	56.68	24.67	325.39	0.16	1.22	7.70	3.38	0.19	12.46	9.95	61.53	27.22	1.55	16.18	4.34	2.91
A5878	37.843084	-121.558294	South Delta tidal transition zone	West Canal	6/1/2020	13.89	1.82	24.63	324.95	7.84	8.03	96.55	7.53	2.96	51.93	6.51	56.29	24.70	323.56	0.16	1.20	7.74	3.45	0.19	12.56	9.62	61.56	27.47	1.53	15.71	4.31	2.92
A5876	37.845832	-121.559400	South Delta tidal transition zone	West Canal	6/1/2020	14.27	1.88	24.71	324.47	7.83	7.98	96.14	7.46	3.02	51.68	6.68	55.95	24.78	324.06	0.16	1.35	7.09	3.51	0.24	12.17	11.36	57.75	29.11	2.00	16.15	4.30	2.95
A5874	37.848601	-121.560461	South Delta tidal transition zone	West Canal	6/1/2020	14.03	2.01	24.72	322.70	7.82	7.95	95.79	7.53	2.98	51.58	6.64	55.86	24.79	322.14	0.16	1.37	6.87	3.45	0.21	11.89	11.63	57.64	28.81	1.80	16.04	4.29	2.95
A5872	37.851391	-121.561551	South Delta tidal transition zone	West Canal	6/1/2020	14.25	1.99	24.73	322.39	7.81	7.93	95.50	7.55	2.97	51.54	6.63	55.81	24.80	321.79	0.16	1.43	6.49	3.38	0.22	11.51	12.60	56.05	29.22	1.98	16.24	4.29	2.97
A4617	37.853964	-121.561394	South Delta tidal transition zone	Old River	6/1/2020	15.39	1.79	24.79	324.98	7.79	7.92	95.49	7.47	3.13	51.61	6.91	55.77	24.86	326.81	0.16	1.74	5.10	3.41	0.27	10.55	17.13	47.12	32.88	2.70	17.18	4.29	3.00
A4614	37.855058	-121.563857	South Delta tidal transition zone	Old River	6/1/2020	14.38	2.09	24.72	321.46	7.79	7.90	95.23	7.61	2.99	51.59	6.64	55.89	24.80	321.93	0.16	1.53	5.59	3.32	0.22	10.66	14.68	51.83	30.10	2.10	16.47	4.29	2.98
A4619	37.856755	-121.562562	South Delta tidal transition zone	Old River	6/1/2020	15.29	1.93	24.77	324.31	7.78	7.94	95.70	7.47	3.13	51.73	6.88	55.93	24.86	326.99	0.16	1.75	4.71	3.42	0.24	10.13	17.79	45.51	33.35	2.50	17.23	4.30	2.99
A4623	37.858186	-121.556614	South Delta tidal transition zone	Old River	6/1/2020	19.19	1.31	25.03	338.53	7.75	7.97	96.59	6.74	3.41	51.74	7.48	55.53	25.11	341.41	0.17	2.36	2.85	3.43	0.38	9.04	26.72	30.48	38.44	4.36	20.51	4.30	3.07
A4611	37.857377	-121.567707	South Delta tidal transition zone	Old River	6/1/2020	13.10	2.71	24.65	317.19	7.80	7.91	95.21	7.62	2.81	51.56	6.30	56.07	24.72	318.35	0.16	1.42	5.42	3.16	0.16	10.10	14.16	53.44	21.16	1.55	15.81	4.29	2.95
A4621	37.858880	-121.559916	South Delta tidal transition zone	Old River	6/1/2020	18.45	1.36	24.99	335.98	7.76	7.99	96.79	6.91	3.42	51.81	7.46	55.64	25.07	340.04	0.17	2.31	3.03	3.49	0.36	9.20	25.65	31.84	38.49	4.08	19.81	4.31	3.05
A4625	37.859772	-121.553839	South Delta tidal transition zone	Old River	6/1/2020	20.49	1.43	25.03	342.99	7.73	7.94	96.21	6.53	3.11	52.99	6.92	57.24	25.09	345.23	0.17	2.15	2.39	3.05	0.24	7.87	27.51	30.11	39.06	2.91	21.91	4.39	3.12
A4609	37.859914	-121.573770	South Delta tidal transition zone	Old River	6/1/2020	11.48	3.20	24.64	311.98	7.82	7.94	95.51	7.59	2.60	51.06	5.93	55.55	24.69	311.63	0.16	1.28	5.77	2.91	0.06	10.05	12.72	57.40	26.54	0.62	14.68	4.25	2.88
A5802	37.862070	-121.552321	South Delta tidal transition zone	Victoria Canal	6/1/2020	20.69	1.50	25.03	343.72	7.72	7.96	96.40	6.49	2.96	53.69	6.63	58.05	25.07	346.71	0.17	2.02	2.16	2.89	0.17	7.28	27.62	29.99	39.74	2.20	22.17	4.44	3.12
A4607	37.863243	-121.571374	South Delta tidal transition zone	Old River	6/1/2020	12.17	3.08	24.64	313.06	7.80	7.91	95.07	7.53	2.66	50.89	6.02	55.32	24.73	313.88	0.16	1.38	5.44	2.91	0.11	9.86	14.13	54.92	29.10	1.08	15.24	4.24	2.90
A5804	37.863400	-121.549312	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.65	1.81	24.80	346.50	7.69	7.80	94.18	6.53	2.78	55.46	6.34	60.19	24.87	346.74	0.17	1.89	2.25	2.84	0.17	7.20	26.44	30.89	39.69	2.22	23.44	4.56	3.14
A5806	37.864776	-121.546086	South Delta tidal transition zone	Victoria Canal	6/1/2020	22.21	2.10	24.73	347.49	7.65	7.67	92.38	6.42	2.92	56.02	6.59	60.36	24.84	346.85	0.17	2.03	2.21	3.03	0.26	7.58	26.88	28.74	40.16	3.39	24.30	4.60	3.15
A4605	37.865354	-121.573276	South Delta tidal transition zone	Old River	6/1/2020	11.83	3.20	24.57	310.66	7.78	7.79	93.62	7.56	2.55	50.43	5.81	54.81	24.65	310.41	0.16	1.31	5.63	2.75	0.07	9.80	13.47	57.34	28.46	0.75	15.03	4.21	2.87
A5808	37.866092	-121.542831	South Delta tidal transition zone	Victoria Canal	6/1/2020	22.13	2.14	24.81	346.86	7.64	7.64	92.24	6.32	3.06	55.54	6.86	59.64	24.90	346.60	0.17	2.14	2.17	3.10	0.31	7.76	27.64	27.90	40.11	3.94	24.27	4.57	3.15
A4603	37.867405	-121.575200	South Delta tidal transition zone	Old River	6/1/2020	11.57	3.30	24.46	307.96	7.75	7.66	91.81	7.60	2.45	49.95	5.61	54.33	24.55	307.25	0.15	1.26	5.51	2.61	0.04	9.44	13.35	58.25	27.60	0.42	14.87	4.17	2.84
A5810	37.867515	-121.539636	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.81	2.01	24.85	345.33	7.64	7.62	92.09	6.32	3.15	54.63	6.99	58.59	24.90	344.97	0.17	2.24	2.24	3.10	0.35	7.92	28.43	28.06	39.19	4.40	23.83	4.50	3.15
A5812	37.868891	-121.536408	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.59	1.95	24.79	344.60	7.64	7.59	91.56	6.38	3.16	54.33	7.01	58.30	24.82	343.75	0.17	2.29	2.21	3.09	0.36	7.94	28.92	27.73	38.92	4.60	23.54	4.48	3.15
A4601	37.869215	-121.578098	South Delta tidal transition zone	Old River	6/1/2020	11.37	3.36	24.38	304.63	7.74	7.58	90.69	7.58	2.41	49.38	5.52	53.73	24.46	303.75	0.15	1.21	5.06	2.50	0.03	8.84	13.68	57.09	28.44	0.29	14.72	4.13	2.81
A5814	37.870289	-121.533200	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.30	1.89	24.65	343.94	7.64	7.55	90.85	6.90	3.26	54.36	7.12	58.66	24.70	342.88	0.16	2.31	2.22	3.23	0.39	8.14	28.48	27.27	39.55	4.77	23.19	4.48	3.14
A4599	37.871378	-121.579592	South Delta tidal transition zone	Old River	6/1/2020	11.24	3.40	24.38	301.04	7.74	7.57	90.63	7.47	2.42	48.68	5.57	52.92	24.43	300.06	0.15	1.17	4.48	2.52	0.06	8.27	14.19	54.00	30.56	0.76	14.64	4.09	2.79
A5816	37.871639	-121.529975	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.36	1.94	24.64	344.34	7.63	7.54	90.74	7.82	3.34	54.77	7.23	59.48	24.70	343.99	0.16	2.26	2.27	3.34	0.36	8.20	27.63	26.75	40.69	4.42	23.29	4.51	3.13
A5818	37.873011	-121.526753	South Delta tidal transition zone	Victoria Canal	6/1/2020	21.48	2.03	24.63	345.27	7.63	7.51	90.39	8.68	3.27	55.16	7.11	60.21	24.69	344.31	0.16	2.17	2.27	3.21	0.30	7.91	27.42	27.22	40.99	3.71	23.51	4.54	3.13
