CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A640	38.171526	-121.634610	North Delta tidal transition zone	Sacramento River	8/1/2020	8.52	13.19	25.97	169.91	7.64	7.97	98.20	2.06	3.33	14.04	5.42	17.82	25.97	173.74	0.08	2.23	0.87	1.90	0.02	5.05	44.19	17.19	37.70	0.40	21.71	1.67	1.92
A665	38.170822	-121.672684	Western Delta tidal zone	Sacramento River	8/1/2020	12.14	9.12	25.78	172.43	7.65	7.26	89.09	2.78	2.40	15.68	3.46	19.77	25.77	182.48	0.09	1.37	1.19	0.83	0.01	3.41	40.25	34.85	24.32	0.33	21.26	1.78	2.33
A642	38.172694	-121.637951	North Delta tidal transition zone	Sacramento River	8/1/2020	8.60	16.19	25.98	169.69	7.64	8.02	98.81	2.06	3.28	14.03	5.29	17.91	26.00	173.61	0.08	2.15	0.88	1.83	0.02	4.91	43.78	17.95	37.36	0.42	24.79	1.67	1.95
A644	38.172804	-121.641568	North Delta tidal transition zone	Sacramento River	8/1/2020	8.71	19.42	25.99	169.63	7.64	7.98	98.36	1.99	3.17	13.98	4.99	17.92	26.01	173.62	0.08	1.97	0.85	1.72	0.01	4.58	43.03	18.69	37.63	0.24	28.13	1.67	1.97
A646	38.172858	-121.645277	North Delta tidal transition zone	Sacramento River	8/1/2020	8.82	19.59	26.03	169.70	7.64	7.86	96.98	1.91	3.03	13.97	4.72	17.89	26.02	173.70	0.08	1.84	0.84	1.64	0.01	4.33	42.57	19.37	37.82	0.19	28.40	1.67	1.99
A3183	38.172907	-121.524593	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	8.87	23.63	25.19	164.67	7.55	7.22	87.70	3.65	2.47	17.27	3.74	22.02	25.28	166.65	0.08	1.38	0.89	1.61	0.00	3.89	35.39	23.08	41.51	0.00	32.51	1.88	2.41
A613	38.173054	-121.593035	North Delta tidal transition zone	Sacramento River	8/1/2020	6.91	23.39	25.66	167.30	7.58	7.64	93.66	1.91	2.74	15.44	4.37	19.23	25.70	170.27	0.08	1.42	0.70	1.68	0.00	3.81	37.25	18.30	46.03	0.04	30.38	1.77	1.92
A648	38.173050	-121.648914	North Delta tidal transition zone	Sacramento River	8/1/2020	8.92	19.40	26.06	169.85	7.63	7.75	95.60	1.92	2.90	14.12	4.56	17.89	26.04	174.06	0.08	1.78	0.84	1.54	0.02	4.18	42.65	20.10	36.88	0.41	28.32	1.68	2.01
A3044	38.173786	-121.580359	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.82	21.99	25.39	166.40	7.50	7.52	91.92	1.44	1.57	14.24	2.38	19.20	25.47	168.59	0.08	0.72	0.58	0.85	0.00	2.15	33.13	26.52	39.57	0.00	29.82	1.68	2.07
A650	38.173849	-121.652425	North Delta tidal transition zone	Sacramento River	8/1/2020	9.67	18.08	26.05	169.80	7.63	7.60	93.75	2.25	2.70	14.49	4.25	18.24	26.03	173.95	0.08	1.64	0.88	1.33	0.03	3.88	42.14	22.69	34.09	0.70	27.75	1.70	2.06
A663	38.173097	-121.670531	Western Delta tidal zone	Sacramento River	8/1/2020	12.00	9.28	25.81	171.48	7.64	7.25	89.05	2.76	2.39	15.56	3.48	19.69	25.73	179.72	0.09	1.40	1.14	0.84	0.01	3.40	41.22	33.75	24.64	0.26	21.27	1.77	2.31
A652	38.175012	-121.655747	North Delta tidal transition zone	Sacramento River	8/1/2020	10.17	16.75	26.04	170.11	7.63	7.53	92.95	2.52	2.59	14.64	4.04	18.49	26.03	174.35	0.09	1.53	0.91	1.20	0.03	3.68	41.41	25.19	32.49	0.67	26.92	1.71	2.08
A3181	38.175659	-121.525177	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	8.94	23.76	25.18	164.86	7.54	7.21	87.61	3.65	2.43	17.50	3.69	22.07	25.27	166.82	0.08	1.33	0.90	1.61	0.00	3.84	34.48	21.49	42.05	0.00	32.70	1.90	2.45
A611	38.175641	-121.591434	North Delta tidal transition zone	Sacramento River	8/1/2020	6.84	25.16	25.65	166.66	7.57	7.60	93.14	1.86	2.67	15.46	4.26	19.31	25.71	169.82	0.08	1.40	0.67	1.65	0.00	3.74	37.57	17.98	42.01	0.00	32.10	1.77	1.94
A654	38.175767	-121.659425	North Delta tidal transition zone	Sacramento River	8/1/2020	11.23	14.20	26.01	170.58	7.63	7.43	91.60	2.97	2.36	15.02	3.61	18.99	26.00	175.22	0.09	1.32	1.00	0.96	0.01	3.29	40.04	30.63	29.23	0.24	25.43	1.74	2.14
A661	38.175172	-121.668093	Western Delta tidal zone	Sacramento River	8/1/2020	11.79	10.55	25.90	171.12	7.64	7.31	89.92	2.88	2.41	15.34	3.60	19.38	25.83	178.35	0.09	1.44	1.12	0.88	0.01	3.44	41.69	32.70	25.67	0.17	22.33	1.76	2.25
A3042	38.176626	-121.580182	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.94	22.55	25.38	165.77	7.50	7.55	92.04	1.46	1.59	14.24	2.39	19.23	25.46	167.96	0.08	0.72	0.57	0.86	0.00	2.15	33.00	24.56	39.82	0.00	30.49	1.68	2.09
A3179	38.178359	-121.526211	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.18	23.94	25.19	165.32	7.53	7.20	87.46	3.68	2.38	17.77	3.70	22.21	25.28	167.31	0.08	1.30	0.92	1.60	0.00	3.81	33.92	22.30	41.91	0.00	33.12	1.92	2.56
A609	38.178205	-121.589736	North Delta tidal transition zone	Sacramento River	8/1/2020	6.78	27.14	25.66	166.12	7.57	7.60	93.11	1.81	2.53	15.45	4.06	19.32	25.70	169.25	0.08	1.37	0.67	1.59	0.00	3.64	37.61	18.39	37.74	0.13	33.97	1.77	1.96
A3040	38.179348	-121.578958	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.04	22.88	25.37	165.37	7.50	7.55	92.00	1.46	1.60	14.21	2.39	19.23	25.46	167.51	0.08	0.71	0.57	0.85	0.00	2.13	33.05	22.78	39.81	0.00	30.92	1.68	2.10
A3177	38.180805	-121.527890	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.34	23.97	25.21	165.55	7.53	7.21	87.61	3.70	2.40	17.77	3.79	22.27	25.29	167.63	0.08	1.35	0.93	1.61	0.00	3.88	34.71	20.47	41.47	0.00	33.31	1.92	2.61
A607	38.180667	-121.587745	North Delta tidal transition zone	Sacramento River	8/1/2020	6.80	27.69	25.66	165.89	7.57	7.61	93.22	1.80	2.44	15.45	3.95	19.33	25.66	168.80	0.08	1.29	0.67	1.52	0.02	3.50	36.78	19.08	42.96	0.55	34.50	1.77	1.99
A3038	38.181496	-121.576780	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.10	23.34	25.37	164.95	7.50	7.56	92.08	1.47	1.57	13.91	2.34	19.23	25.45	167.06	0.08	0.69	0.57	0.84	0.00	2.10	32.55	21.04	40.00	0.00	31.44	1.66	2.12
A3036	38.181795	-121.573159	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.02	24.03	25.36	164.55	7.50	7.55	92.00	1.47	1.51	13.43	2.28	19.23	25.45	166.58	0.08	0.70	0.57	0.84	0.00	2.09	32.77	12.80	39.94	0.00	32.05	1.64	2.14
A3034	38.182638	-121.569699	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.00	24.39	25.36	164.45	7.50	7.55	91.93	1.47	1.56	13.48	2.33	19.25	25.44	166.37	0.08	0.74	0.57	0.87	0.00	2.17	33.53	14.87	40.14	0.00	32.40	1.64	2.16
A3175	38.183226	-121.526076	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.72	23.78	25.20	165.69	7.52	7.17	87.05	3.75	2.38	17.59	3.77	22.43	25.28	167.76	0.08	1.35	0.95	1.58	0.00	3.88	34.51	25.14	40.71	0.00	33.50	1.91	2.71
A605	38.183153	-121.585874	North Delta tidal transition zone	Sacramento River	8/1/2020	6.84	27.44	25.62	165.54	7.57	7.60	93.04	1.79	2.34	15.36	3.78	19.34	25.60	168.18	0.08	1.19	0.65	1.43	0.03	3.31	35.98	19.99	43.92	0.84	34.28	1.76	2.01
A3032	38.184307	-121.566739	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.04	24.65	25.36	164.47	7.50	7.53	91.86	1.48	1.57	13.79	2.36	19.26	25.44	166.26	0.08	0.74	0.57	0.88	0.00	2.18	33.91	16.37	40.31	0.00	32.69	1.66	2.17
A3030	38.185694	-121.563553	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.11	25.00	25.36	164.72	7.50	7.54	91.86	1.51	1.58	14.35	2.37	19.32	25.44	166.44	0.08	0.74	0.57	0.88	0.00	2.19	33.77	14.53	40.34	0.00	33.11	1.70	2.19
A3173	38.185501	-121.524673	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.99	23.63	25.20	165.81	7.52	7.14	86.79	3.80	2.40	17.38	3.81	22.54	25.29	167.91	0.08	1.41	0.97	1.59	0.00	3.97	35.16	24.80	40.01	0.00	33.62	1.89	2.79
A603	38.185448	-121.583623	North Delta tidal transition zone	Sacramento River	8/1/2020	6.69	27.36	25.60	165.15	7.57	7.59	92.90	1.81	2.31	15.34	3.76	19.35	25.55	167.45	0.08	1.16	0.64	1.42	0.03	3.25	35.52	19.44	43.74	0.77	34.05	1.76	2.03
A2560	38.185523	-121.661383	Western Delta tidal zone	Cache Slough	8/1/2020	11.91	12.65	25.84	171.56	7.65	7.32	89.94	2.48	2.39	15.90	3.41	19.68	25.89	175.18	0.08	1.25	1.03	0.88	0.00	3.17	39.27	28.57	27.78	0.05	24.58	1.80	2.27
A3028	38.186976	-121.560319	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.15	25.27	25.36	164.95	7.50	7.54	91.82	1.52	1.54	14.66	2.33	19.35	25.45	166.61	0.08	0.74	0.57	0.86	0.00	2.17	34.00	14.67	39.84	0.00	33.41	1.72	2.20
A601	38.187492	-121.581012	North Delta tidal transition zone	Sacramento River	8/1/2020	6.50	27.14	25.58	164.78	7.57	7.58	92.78	1.84	2.35	15.31	3.79	19.31	25.52	166.80	0.08	1.14	0.63	1.43	0.01	3.21	35.40	19.33	44.37	0.40	33.64	1.76	2.06
A3171	38.188166	-121.526016	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.38	23.30	25.21	165.90	7.51	7.11	86.37	3.86	2.44	17.05	3.82	22.63	25.30	168.07	0.08	1.52	0.99	1.57	0.00	4.09	36.47	24.21	38.34	0.00	33.68	1.87	2.97
A2558	38.188185	-121.659876	Western Delta tidal zone	Cache Slough	8/1/2020	11.68	11.84	25.72	170.24	7.64	7.24	88.77	2.72	2.39	16.16	3.34	20.10	25.78	173.34	0.08	1.14	1.00	0.86	0.00	3.01	37.76	28.46	28.55	0.06	23.54	1.81	2.33
A3026	38.189194	-121.557958	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.17	25.54	25.37	165.53	7.50	7.54	91.89	1.55	1.51	14.62	2.26	19.42	25.45	167.11	0.08	0.72	0.57	0.83	0.00	2.12	33.87	15.43	38.96	0.00	33.72	1.71	2.21
A599	38.189177	-121.578054	North Delta tidal transition zone	Sacramento River	8/1/2020	5.94	26.47	25.53	164.24	7.58	7.57	92.56	1.91	2.52	15.41	4.04	19.17	25.54	166.45	0.08	1.27	0.65	1.56	0.00	3.49	36.46	18.53	44.84	0.03	32.50	1.76	2.09
A597	38.190383	-121.574700	North Delta tidal transition zone	Sacramento River	8/1/2020	5.65	25.51	25.49	163.99	7.58	7.57	92.47	1.94	2.55	15.37	4.10	19.07	25.54	166.33	0.08	1.31	0.65	1.61	0.00	3.59	36.52	18.20	44.97	0.02	31.31	1.76	2.11
A3024	38.190953	-121.555073	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.16	25.68	25.37	166.03	7.50	7.55	91.93	1.58	1.50	14.31	2.24	19.47	25.45	167.55	0.08	0.69	0.57	0.81	0.00	2.08	33.21	10.09	39.10	0.00	33.84	1.69	2.22
A3169	38.190843	-121.527336	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.53	23.13	25.22	165.88	7.51	7.11	86.42	3.88	2.45	17.05	3.79	22.61	25.32	168.13	0.08	1.59	1.00	1.54	0.00	4.14	37.94	24.15	37.28	0.00	33.66	1.87	3.04
A2556	38.190870	-121.658472	Western Delta tidal zone	Cache Slough	8/1/2020	11.68	11.25	25.67	169.79	7.64	7.22	88.47	2.88	2.35	16.30	3.26	20.30	25.73	172.99	0.08	1.06	1.00	0.84	0.00	2.90	36.37	29.65	28.82	0.06	22.95	1.82	2.37
A595	38.191553	-121.571382	North Delta tidal transition zone	Sacramento River	8/1/2020	5.83	23.90	25.47	164.00	7.57	7.58	92.60	1.88	2.39	15.02	3.87	19.02	25.52	166.23	0.08	1.25	0.65	1.51	0.00	3.44	36.19	18.74	43.77	0.08	29.84	1.74	2.13
A593	38.192615	-121.567915	North Delta tidal transition zone	Sacramento River	8/1/2020	5.69	22.14	25.49	164.18	7.58	7.61	92.97	1.97	2.53	15.03	4.04	18.96	25.50	166.00	0.08	1.33	0.67	1.57	0.01	3.59	36.94	18.38	43.50	0.20	27.84	1.74	2.14
A3022	38.192788	-121.552238	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.12	25.71	25.37	166.60	7.50	7.55	92.02	1.60	1.50	13.95	2.26	19.51	25.46	168.05	0.08	0.67	0.58	0.83	0.00	2.07	32.43	10.42	39.84	0.00	33.83	1.67	2.23
A3167	38.193423	-121.529020	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.60	22.89	25.25	165.87	7.51	7.12	86.59	3.90	2.41	17.20	3.73	22.62	25.34	168.22	0.08	1.59	1.01	1.50	0.00	4.10	38.81	24.71	36.53	0.00	33.49	1.88	3.10
A2554	38.193497	-121.656957	Western Delta tidal zone	Cache Slough	8/1/2020	11.67	10.94	25.65	169.44	7.64	7.26	88.94	3.22	2.30	16.34	3.21	20.47	25.71	172.67	0.08	1.01	1.00	0.83	0.00	2.84	35.31	35.72	29.02	0.10	22.60	1.82	2.39
A591	38.193667	-121.564457	North Delta tidal transition zone	Sacramento River	8/1/2020	5.85	21.82	25.47	164.32	7.57	7.61	92.98	1.96	2.46	14.96	3.91	18.96	25.49	165.83	0.08	1.28	0.66	1.52	0.01	3.48	36.64	18.59	43.30	0.14	27.66	1.74	2.14
A4078	38.194658	-121.471227	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	14.65	11.82	26.40	165.48	7.67	7.75	96.20	6.18	4.71	18.05	7.15	22.96	26.48	171.28	0.08	4.33	2.80	2.02	0.00	9.16	45.23	29.90	24.66	0.00	26.48	1.94	2.18
A3020	38.194646	-121.549486	North Delta tidal transition zone	Georgiana Slough	8/1/2020	8.05	25.36	25.37	167.54	7.50	7.61	92.75	1.64	1.51	13.69	2.33	19.54	25.46	169.03	0.08	0.70	0.57	0.86	0.00	2.13	33.02	21.99	40.30	0.00	33.41	1.65	2.25
A4076	38.194980	-121.474549	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	12.58	16.87	25.78	165.68	7.59	7.51	92.27	6.80	3.54	18.13	5.44	23.06	25.85	169.50	0.08	2.44	1.66	2.03	0.00	6.16	38.74	26.55	34.36	0.00	29.45	1.94	2.27
A4081	38.195568	-121.466770	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	16.15	6.35	27.06	165.02	7.75	7.93	99.67	5.23	5.98	17.88	8.89	22.82	27.13	172.92	0.08	6.45	4.11	1.88	0.00	12.45	51.52	32.94	15.53	0.00	22.50	1.93	2.08
A589	38.195506	-121.561679	North Delta tidal transition zone	Sacramento River	8/1/2020	5.58	20.38	25.48	164.54	7.59	7.65	93.38	2.05	2.55	14.96	4.04	18.84	25.48	164.88	0.08	1.30	0.69	1.56	0.00	3.57	36.22	20.47	43.35	0.07	25.97	1.74	2.13
A3261	38.195790	-121.479173	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.50	19.10	25.55	165.41	7.56	7.41	90.62	6.07	3.06	17.98	4.77	22.93	25.62	168.53	0.08	2.03	1.16	1.95	0.00	5.14	39.43	22.65	37.96	0.00	30.60	1.93	2.32
A4083	38.196078	-121.463451	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	14.81	3.51	27.44	163.91	7.87	8.19	103.54	4.82	7.06	17.75	10.09	22.78	27.50	172.96	0.08	7.99	5.31	1.72	0.00	15.04	53.23	35.30	11.32	0.00	18.33	1.92	1.96
A3165	38.196222	-121.528069	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.56	22.34	25.29	165.95	7.52	7.18	87.38	3.93	2.35	17.56	3.68	22.72	25.40	168.50	0.08	1.56	1.04	1.44	0.00	4.03	37.00	25.76	35.62	0.00	32.91	1.90	3.31
A2552	38.196390	-121.656876	Western Delta tidal zone	Cache Slough	8/1/2020	11.77	9.37	25.62	169.29	7.64	7.24	88.58	3.30	2.26	16.44	3.14	20.59	25.68	172.56	0.08	0.93	1.01	0.81	0.00	2.75	33.85	36.61	29.44	0.12	21.15	1.83	2.44
A3018	38.196681	-121.546971	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.89	24.97	25.36	168.10	7.50	7.70	93.66	1.67	1.53	13.82	2.39	19.55	25.45	169.71	0.08	0.73	0.57	0.88	0.00	2.18	33.70	23.69	40.27	0.00	32.86	1.66	2.26
A4085	38.197746	-121.460612	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	12.33	2.44	27.66	162.79	8.00	8.54	108.46	4.78	8.22	17.78	11.46	22.86	27.73	172.50	0.08	9.69	6.27	1.80	0.00	17.76	54.45	35.51	9.98	0.00	14.78	1.92	1.90
A3259	38.197805	-121.476994	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.56	19.00	25.59	165.28	7.57	7.46	91.31	6.20	3.17	17.97	4.89	22.86	25.67	168.60	0.08	2.08	1.25	2.05	0.00	5.38	38.27	22.90	38.86	0.00	30.56	1.93	2.26
A3163	38.197892	-121.525185	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.58	21.98	25.33	166.03	7.53	7.23	88.05	3.96	2.38	17.65	3.73	22.80	25.43	168.69	0.08	1.58	1.06	1.45	0.00	4.11	32.84	25.85	35.30	0.00	32.56	1.91	3.39
A587	38.197909	-121.559637	North Delta tidal transition zone	Sacramento River	8/1/2020	4.84	18.02	25.51	164.63	7.61	7.69	93.92	2.14	2.80	14.95	4.42	18.61	25.48	162.97	0.08	1.45	0.73	1.74	0.01	3.95	36.61	18.56	44.13	0.19	22.86	1.73	2.09
A2550	38.199288	-121.657220	Western Delta tidal zone	Cache Slough	8/1/2020	11.74	8.81	25.63	169.32	7.64	7.20	88.11	3.22	2.24	16.48	3.13	20.57	25.69	172.58	0.08	0.92	1.01	0.82	0.00	2.74	33.49	36.73	29.78	0.15	20.54	1.83	2.46
A3016	38.199282	-121.545264	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.72	24.69	25.35	168.50	7.49	7.75	93.99	1.69	1.57	14.14	2.42	19.56	25.44	170.30	0.08	0.75	0.58	0.89	0.00	2.20	33.84	20.24	40.43	0.00	32.41	1.68	2.26
A3257	38.200271	-121.476023	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.86	17.74	25.78	165.13	7.61	7.56	92.89	5.95	3.58	17.96	5.43	22.73	25.87	169.09	0.08	2.65	1.59	2.10	0.00	6.32	39.82	23.55	36.99	0.00	29.60	1.93	2.18
A3161	38.200338	-121.523343	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.62	21.53	25.37	166.15	7.54	7.28	88.74	4.00	2.40	17.65	3.78	22.88	25.48	168.95	0.08	1.61	1.10	1.47	0.00	4.19	31.09	26.26	35.19	0.00	32.15	1.91	3.42
A4087	38.200619	-121.460321	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	10.28	2.10	27.81	161.97	8.11	8.80	112.00	4.82	8.97	17.81	12.53	22.88	27.88	172.09	0.08	10.90	6.83	1.96	0.00	19.69	55.09	34.88	10.02	0.00	12.38	1.92	1.87
A585	38.200609	-121.558266	North Delta tidal transition zone	Sacramento River	8/1/2020	4.74	17.43	25.50	164.82	7.62	7.69	93.96	2.13	2.80	14.92	4.40	18.56	25.48	162.21	0.08	1.44	0.73	1.74	0.01	3.93	36.63	18.53	44.19	0.23	22.17	1.73	2.08
A3014	38.201024	-121.542568	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.56	24.69	25.35	168.71	7.49	7.72	93.37	1.71	1.61	14.46	2.44	19.59	25.44	170.74	0.08	0.74	0.58	0.90	0.00	2.20	33.47	17.21	40.92	0.00	32.25	1.70	2.27
A3155	38.202428	-121.513855	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.15	18.66	25.47	166.85	7.56	7.44	90.80	4.19	2.64	17.55	4.04	23.06	25.58	169.94	0.08	1.81	1.25	1.54	0.00	4.62	38.06	27.13	33.50	0.00	28.80	1.91	3.13
A3255	38.202418	-121.477673	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.60	18.60	25.70	165.35	7.60	7.56	92.68	5.89	3.44	17.94	5.25	22.78	25.79	169.08	0.08	2.37	1.34	2.23	0.00	5.91	38.84	21.69	39.94	0.00	30.20	1.93	2.17
A2548	38.202166	-121.657207	Western Delta tidal zone	Cache Slough	8/1/2020	11.65	8.82	25.63	169.36	7.64	7.12	87.18	3.11	2.20	16.63	3.12	20.55	25.68	172.58	0.08	0.89	1.00	0.81	0.01	2.71	33.01	36.83	30.01	0.20	20.48	1.84	2.49
A3159	38.202557	-121.521025	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.61	20.92	25.41	166.31	7.54	7.33	89.38	4.06	2.44	17.60	3.79	22.94	25.52	169.26	0.08	1.61	1.14	1.48	0.00	4.24	33.06	26.94	34.95	0.00	31.53	1.91	3.39
A3157	38.202988	-121.517523	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	10.53	20.00	25.44	166.52	7.55	7.37	89.96	4.09	2.52	17.52	3.88	23.02	25.55	169.56	0.08	1.66	1.19	1.50	0.00	4.36	36.36	27.27	34.47	0.00	30.53	1.90	3.27
A3012	38.202828	-121.540211	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.32	25.29	25.34	168.58	7.48	7.65	92.14	1.72	1.63	14.64	2.44	19.66	25.44	170.94	0.08	0.72	0.57	0.88	0.00	2.15	33.27	17.61	39.10	0.00	32.61	1.71	2.27
A4089	38.203229	-121.459269	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	7.44	0.89	28.09	160.70	8.27	9.16	117.14	4.82	10.17	17.85	14.25	22.95	28.18	171.63	0.08	12.96	7.74	2.19	0.00	22.87	56.99	34.28	8.81	0.00	8.32	1.92	1.82
A583	38.203493	-121.557666	North Delta tidal transition zone	Sacramento River	8/1/2020	4.58	16.47	25.51	165.13	7.62	7.70	94.04	2.11	2.77	14.85	4.36	18.49	25.47	160.99	0.08	1.42	0.72	1.72	0.01	3.89	36.56	18.44	44.27	0.13	21.05	1.73	2.06
A3153	38.203698	-121.510901	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.94	18.02	25.49	167.00	7.57	7.47	91.26	4.25	2.71	17.58	4.13	23.05	25.59	170.13	0.08	1.88	1.28	1.58	0.00	4.77	38.63	27.89	32.81	0.00	27.96	1.91	3.06
A4091	38.204454	-121.456511	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	5.59	0.00	28.32	159.81	8.39	9.40	120.70	4.77	11.04	17.84	15.58	22.97	28.42	171.41	0.08	14.49	8.39	2.37	0.00	25.23	58.62	33.88	7.60	0.00	5.35	1.92	1.77
A3253	38.205010	-121.479244	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.66	18.43	25.71	165.55	7.60	7.63	93.52	5.88	3.50	17.84	5.44	22.75	25.80	169.29	0.08	2.30	1.27	2.45	0.00	6.00	37.66	20.64	41.91	0.00	30.08	1.92	2.14
A3010	38.205655	-121.541073	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.29	25.60	25.34	168.32	7.47	7.63	92.44	1.71	1.64	14.59	2.42	19.70	25.43	170.79	0.08	0.71	0.58	0.87	0.00	2.15	32.99	23.90	33.31	0.00	32.89	1.71	2.27
A2546	38.204958	-121.657843	Western Delta tidal zone	Cache Slough	8/1/2020	11.59	8.84	25.63	169.35	7.64	7.10	86.91	3.07	2.19	16.71	3.12	20.57	25.69	172.57	0.08	0.88	0.99	0.81	0.00	2.69	32.78	36.90	30.11	0.17	20.44	1.85	2.50
A3151	38.206083	-121.508821	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.51	16.35	25.51	167.55	7.59	7.59	92.69	4.46	2.79	17.70	4.21	22.92	25.61	170.78	0.08	1.96	1.37	1.64	0.00	4.95	39.87	29.46	29.53	0.00	25.85	1.91	2.82
A581	38.206336	-121.557682	North Delta tidal transition zone	Sacramento River	8/1/2020	4.44	15.24	25.52	165.56	7.63	7.69	93.99	2.10	2.73	14.75	4.34	18.40	25.45	159.25	0.08	1.41	0.70	1.73	0.00	3.87	36.41	18.23	44.80	0.00	19.68	1.72	2.04
A3251	38.206782	-121.481770	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.76	17.76	25.75	165.66	7.62	7.74	94.96	5.89	3.68	17.68	5.81	22.55	25.84	169.50	0.08	2.30	1.31	2.75	0.00	6.36	35.88	20.27	43.73	0.00	29.52	1.91	2.11
A3249	38.207772	-121.484986	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.88	16.60	25.79	165.70	7.65	7.94	97.53	5.94	4.00	17.47	6.52	22.24	25.89	169.70	0.08	2.35	1.42	3.29	0.00	7.08	33.26	20.10	46.44	0.00	28.48	1.90	2.08
A3008	38.208536	-121.540875	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.00	26.74	25.29	167.30	7.46	7.68	93.40	1.75	1.63	14.42	2.36	19.84	25.39	169.96	0.08	0.68	0.58	0.84	0.00	2.09	32.33	28.81	32.52	0.00	33.77	1.70	2.26
A2544	38.207541	-121.659329	Western Delta tidal zone	Cache Slough	8/1/2020	11.54	8.75	25.63	169.39	7.64	7.08	86.70	3.07	2.18	16.79	3.11	20.60	25.69	172.62	0.08	0.87	0.99	0.81	0.00	2.67	32.42	37.31	30.32	0.09	20.30	1.85	2.52
A3247	38.208751	-121.488269	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	12.17	15.44	25.86	165.66	7.68	8.12	99.84	6.22	4.51	17.51	7.39	22.30	25.96	169.86	0.08	2.55	1.57	3.81	0.00	7.93	32.36	19.79	47.94	0.00	27.61	1.90	2.11
