CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A938	38.066535	-122.051051	Suisun Bay	Suisun Bay	8/1/2020	15.50	3.18	24.32	21186.89	7.99	8.17	105.00	9.69	6.31	18.72	9.10	23.69	24.31	21313.96	12.96	2.62	0.72	5.07	1.94	10.33	27.19	8.88	47.52	16.51	18.68	1.98	2.99
A1190	38.070244	-121.950799	Suisun Bay	Honker Bay	8/1/2020	13.53	2.26	24.09	16102.21	8.02	8.36	104.93	10.16	6.91	18.48	9.17	24.14	24.19	15651.27	9.29	3.06	0.93	5.09	1.31	10.36	29.94	9.09	48.81	12.33	15.84	1.96	2.58
A901	38.065599	-122.009376	Suisun Bay	Suisun Bay	8/1/2020	14.81	3.01	24.62	16461.48	8.01	8.54	108.39	6.38	6.21	18.43	8.22	23.08	24.70	17474.31	10.36	2.69	0.26	4.33	1.93	9.25	29.25	2.86	46.66	20.75	17.80	1.96	2.76
A3637	38.073087	-121.567128	Central Delta tidal zone	Old River	8/1/2020	8.79	3.55	26.16	288.76	7.74	7.27	89.95	4.96	2.87	19.05	4.26	23.94	26.24	313.17	0.15	1.74	4.87	1.10	0.26	8.00	21.63	60.89	13.81	3.28	12.34	2.00	2.03
A796	38.070144	-121.840356	Western Delta tidal zone	Sacramento River	8/1/2020	10.85	1.60	24.11	9300.09	7.96	8.15	99.96	5.61	3.42	18.96	4.79	24.14	24.17	9016.54	5.13	1.55	1.51	2.46	0.04	5.57	27.68	27.65	44.18	0.79	12.46	2.00	2.43
A754	38.074026	-121.769971	Western Delta tidal zone	Sacramento River	8/1/2020	10.71	2.01	24.61	4104.45	7.96	7.90	96.20	8.73	2.45	17.43	3.48	22.76	24.73	3929.77	2.09	0.72	2.10	1.67	0.00	4.49	16.21	47.86	37.11	0.03	12.69	1.90	2.37
A4212	38.076550	-121.502054	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.71	4.63	26.61	183.46	7.55	6.65	82.98	3.67	3.59	25.15	5.37	32.23	26.68	190.59	0.09	3.33	1.60	1.10	0.00	6.02	55.50	26.48	17.92	0.00	21.35	2.40	2.26
A898	38.065472	-122.003965	Suisun Bay	Suisun Bay	8/1/2020	14.22	3.23	24.66	15646.10	8.03	8.62	109.16	7.00	6.14	18.18	8.03	23.20	24.77	15779.17	9.26	2.88	0.46	4.16	1.65	9.19	31.44	5.16	45.14	17.85	17.46	1.94	2.71
A1192	38.070819	-121.947184	Suisun Bay	Honker Bay	8/1/2020	13.36	2.20	24.14	15634.88	8.03	8.36	104.89	9.22	6.62	18.45	8.81	24.02	24.25	15169.23	8.97	3.19	0.91	4.83	1.16	10.05	32.63	9.33	47.44	10.95	15.61	1.96	2.56
A1006	38.072711	-122.095207	Suisun Bay	Suisun Bay	8/1/2020	16.19	3.40	23.16	26039.23	7.94	7.72	98.97	13.05	3.92	17.53	5.50	23.30	23.31	25129.29	15.87	1.87	1.17	2.98	0.22	6.25	29.88	18.88	47.67	3.34	19.60	1.90	3.13
A3635	38.076122	-121.568789	Central Delta tidal zone	San Joaquin River	8/1/2020	9.53	3.89	25.93	292.69	7.73	7.24	89.17	5.61	2.83	18.52	4.22	23.52	25.98	316.74	0.15	1.42	4.90	1.11	0.23	7.68	18.48	63.79	14.59	2.89	13.41	1.97	1.89
A752	38.075317	-121.766652	Western Delta tidal zone	Sacramento River	8/1/2020	10.77	1.99	24.65	3978.26	7.96	7.90	96.27	8.62	2.47	17.43	3.52	22.70	24.75	3827.97	2.03	0.74	2.11	1.68	0.00	4.53	16.69	47.49	37.17	0.04	12.74	1.90	2.37
A4210	38.078970	-121.500244	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.73	5.07	26.58	183.01	7.53	6.59	82.09	3.77	3.51	25.12	5.22	32.23	26.65	190.12	0.09	3.30	1.51	1.00	0.00	5.80	56.99	25.96	16.89	0.00	21.80	2.40	2.25
A3633	38.077527	-121.572690	Central Delta tidal zone	San Joaquin River	8/1/2020	9.22	3.77	25.87	321.16	7.78	7.27	89.41	6.09	2.80	18.21	4.16	23.48	25.91	347.37	0.17	1.17	4.86	1.20	0.15	7.38	15.75	65.92	16.24	2.05	12.99	1.95	1.94
A1008	38.074686	-122.092270	Suisun Bay	Suisun Bay	8/1/2020	16.15	3.37	23.25	25869.00	7.94	7.74	99.29	12.41	4.06	17.69	5.70	23.36	23.41	24982.34	15.74	2.00	1.13	3.07	0.29	6.52	30.65	17.45	47.24	4.45	19.52	1.91	3.12
A750	38.076661	-121.763431	Western Delta tidal zone	Sacramento River	8/1/2020	10.91	1.97	24.68	3778.61	7.97	7.90	96.10	8.34	2.49	17.43	3.56	22.55	24.78	3674.33	1.94	0.77	2.11	1.70	0.00	4.59	17.10	46.19	37.17	0.02	12.87	1.90	2.36
A1184	38.073076	-121.962275	Suisun Bay	Honker Bay	8/1/2020	13.77	2.55	24.06	17049.36	8.01	8.40	105.75	12.15	6.78	18.74	9.12	24.56	24.15	16820.23	10.06	2.78	1.32	5.05	1.08	10.24	27.21	12.94	49.31	10.52	16.46	1.98	2.66
A3495	38.080105	-121.681103	Central Delta tidal zone	San Joaquin River	8/1/2020	6.20	1.28	25.21	770.12	7.86	7.84	95.44	5.23	2.43	16.21	3.87	21.64	25.27	768.37	0.37	0.80	5.09	1.36	0.16	7.40	10.70	68.90	18.44	2.06	7.36	1.81	2.22
A3631	38.080465	-121.574039	Central Delta tidal zone	Little Potato Slough	8/1/2020	10.37	4.12	25.67	296.68	7.74	7.21	88.42	6.32	2.77	17.94	4.14	23.37	25.69	302.07	0.15	1.02	4.97	1.11	0.14	7.23	14.18	68.60	15.33	1.89	14.49	1.93	1.75
A4208	38.081276	-121.501848	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.73	5.38	26.57	182.80	7.52	6.56	81.75	3.84	3.51	25.08	5.18	32.27	26.64	189.94	0.09	3.33	1.46	0.95	0.00	5.74	58.05	25.50	16.37	0.00	22.11	2.39	2.25
A1160	38.080151	-121.981070	Suisun Bay	Suisun Bay	8/1/2020	13.39	2.91	24.28	18590.15	8.06	8.38	106.60	13.58	7.52	18.83	10.15	24.86	24.38	18511.88	11.10	3.09	1.64	5.47	1.27	11.48	26.94	14.60	47.54	10.79	17.04	1.99	2.75
A748	38.077966	-121.760124	Western Delta tidal zone	Sacramento River	8/1/2020	11.07	1.97	24.69	3608.16	7.97	7.89	96.04	8.06	2.57	17.29	3.63	22.33	24.82	3509.06	1.85	0.82	2.17	1.76	0.00	4.77	17.20	45.57	36.96	0.01	13.06	1.89	2.36
A1010	38.076624	-122.089267	Suisun Bay	Suisun Bay	8/1/2020	16.13	3.36	23.39	25475.72	7.95	7.76	99.67	12.23	4.16	17.93	5.92	23.53	23.55	24578.59	15.41	2.14	1.14	3.18	0.35	6.84	31.25	16.73	46.52	5.19	19.46	1.93	3.12
A746	38.079584	-121.757026	Western Delta tidal zone	Sacramento River	8/1/2020	11.15	1.99	24.71	3519.01	7.97	7.89	96.03	8.14	2.58	17.17	3.64	22.23	24.84	3414.98	1.79	0.83	2.21	1.76	0.00	4.81	16.48	45.92	36.45	0.02	13.14	1.88	2.35
A3629	38.083251	-121.573937	Central Delta tidal zone	San Joaquin River	8/1/2020	10.48	4.19	25.66	293.76	7.73	7.22	88.47	6.27	2.76	17.86	4.13	23.23	25.69	297.01	0.14	1.03	4.88	1.08	0.14	7.14	14.67	68.04	15.21	1.98	14.67	1.92	1.68
A1012	38.078565	-122.086253	Suisun Bay	Suisun Bay	8/1/2020	16.08	3.27	23.47	25134.82	7.95	7.77	99.88	12.78	4.32	18.02	6.10	23.69	23.61	24144.99	15.09	2.21	1.22	3.27	0.36	7.06	31.27	17.28	46.36	5.07	19.37	1.93	3.12
A4206	38.083951	-121.502917	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.65	5.73	26.56	182.51	7.52	6.57	81.81	4.00	3.56	24.88	5.23	32.27	26.63	189.57	0.09	3.39	1.49	0.96	0.00	5.85	58.04	25.44	16.55	0.01	22.38	2.38	2.26
A744	38.080898	-121.753821	Western Delta tidal zone	Sacramento River	8/1/2020	11.34	2.05	24.73	3275.56	7.97	7.87	95.69	9.29	2.47	16.77	3.52	21.97	24.85	3137.47	1.64	0.79	2.30	1.59	0.00	4.68	14.70	49.20	33.94	0.01	13.38	1.85	2.35
A1188	38.073248	-121.954625	Suisun Bay	Honker Bay	8/1/2020	13.69	2.36	24.05	16478.98	8.02	8.40	105.47	11.23	7.03	18.24	9.34	24.28	24.14	16197.63	9.65	2.90	1.08	5.24	1.28	10.49	27.64	10.29	49.91	12.21	16.11	1.95	2.61
A3926	38.083319	-121.683845	Western Delta tidal zone	Threemile Slough	8/1/2020	6.26	1.54	25.19	783.65	7.86	7.83	95.32	5.20	2.46	16.20	3.89	21.69	25.25	788.29	0.38	0.80	5.02	1.36	0.16	7.33	10.87	68.54	18.66	2.11	7.87	1.81	2.23
A1157	38.083332	-121.984785	Suisun Bay	Suisun Bay	8/1/2020	13.39	2.95	24.36	18245.70	8.07	8.49	107.98	11.48	8.72	18.99	11.67	24.87	24.45	18241.35	10.91	3.41	1.31	6.36	1.85	12.95	26.43	10.32	48.96	14.22	17.17	2.00	2.76
A742	38.082427	-121.750674	Western Delta tidal zone	Sacramento River	8/1/2020	11.54	2.13	24.72	3104.80	7.98	7.84	95.22	10.44	2.35	16.49	3.39	21.80	24.83	2941.03	1.53	0.75	2.32	1.44	0.00	4.50	14.76	51.65	31.95	0.01	13.69	1.83	2.35
A1014	38.080343	-122.082763	Suisun Bay	Suisun Bay	8/1/2020	15.96	3.12	23.51	24491.65	7.95	7.79	99.86	14.10	4.39	18.06	6.21	23.98	23.63	23497.28	14.64	2.17	1.41	3.36	0.27	7.21	30.06	19.51	46.64	3.73	19.27	1.94	3.11
A3491	38.085171	-121.679383	Central Delta tidal zone	San Joaquin River	8/1/2020	6.67	1.76	25.22	770.50	7.86	7.82	95.23	5.45	2.57	16.33	4.00	21.74	25.25	791.27	0.38	0.83	5.11	1.36	0.15	7.47	11.02	68.57	18.21	1.96	8.36	1.82	2.21
A1154	38.084737	-121.989595	Suisun Bay	Suisun Bay	8/1/2020	13.41	2.97	24.39	18008.07	8.08	8.55	108.78	10.01	9.26	19.08	12.25	24.73	24.49	17869.04	10.66	3.80	1.12	6.84	2.04	13.80	27.71	8.18	49.42	14.76	17.29	2.00	2.75
A3627	38.086095	-121.573998	Central Delta tidal zone	San Joaquin River	8/1/2020	10.42	4.29	25.67	295.45	7.72	7.23	88.70	6.19	2.76	17.71	4.11	23.01	25.70	299.39	0.14	1.08	4.70	1.07	0.15	7.01	15.85	66.43	15.40	2.17	14.71	1.91	1.63
A3928	38.086342	-121.684897	Western Delta tidal zone	Threemile Slough	8/1/2020	6.99	2.41	25.26	779.39	7.86	7.77	94.61	5.26	2.69	16.45	4.08	21.77	25.27	828.31	0.40	0.93	5.03	1.37	0.14	7.47	12.38	67.35	18.38	1.92	9.61	1.83	2.23
A1149	38.085520	-121.998937	Suisun Bay	Suisun Cutoff	8/1/2020	13.73	2.99	24.37	18061.57	8.08	8.54	108.50	8.38	7.89	18.88	10.37	24.22	24.48	18007.13	10.75	3.94	1.06	5.30	1.53	11.84	33.33	8.97	44.71	12.92	17.53	1.99	2.58
A4204	38.086713	-121.502804	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.67	5.82	26.55	182.15	7.52	6.59	82.04	4.12	3.57	24.80	5.26	32.08	26.62	189.13	0.09	3.39	1.49	0.99	0.00	5.86	57.89	25.33	16.89	0.01	22.49	2.38	2.27
A1016	38.081580	-122.078658	Suisun Bay	Suisun Bay	8/1/2020	16.00	3.06	23.49	24048.28	7.95	7.79	99.67	15.88	4.32	18.05	6.14	24.09	23.60	23177.77	14.43	2.04	1.55	3.37	0.19	7.17	28.44	22.05	47.00	2.74	19.31	1.94	3.10
A740	38.084370	-121.747922	Western Delta tidal zone	Sacramento River	8/1/2020	12.00	2.27	24.69	2782.13	7.98	7.79	94.54	11.95	2.27	16.03	3.29	21.51	24.81	2632.36	1.36	0.78	2.35	1.31	0.00	4.41	17.62	53.25	29.72	0.01	14.33	1.80	2.35
A1147	38.087055	-122.002174	Suisun Bay	Suisun Cutoff	8/1/2020	13.73	2.95	24.38	17912.98	8.08	8.56	108.69	8.27	7.61	18.83	10.06	24.18	24.48	17892.02	10.67	3.90	1.07	5.08	1.47	11.51	34.04	9.38	43.98	12.62	17.63	1.99	2.50
A738	38.085898	-121.744755	Western Delta tidal zone	Sacramento River	8/1/2020	12.29	2.35	24.70	2598.26	7.99	7.78	94.43	12.20	2.29	15.82	3.33	21.38	24.83	2461.27	1.27	0.82	2.40	1.31	0.00	4.51	18.21	53.24	29.01	0.00	14.68	1.79	2.36
A3930	38.089190	-121.685675	Western Delta tidal zone	Threemile Slough	8/1/2020	7.33	2.65	25.29	778.37	7.85	7.74	94.38	5.32	2.80	16.56	4.16	21.76	25.29	848.63	0.41	1.00	5.04	1.39	0.12	7.56	13.20	66.74	18.40	1.62	10.11	1.84	2.22
A3489	38.088275	-121.679829	Central Delta tidal zone	San Joaquin River	8/1/2020	7.30	2.53	25.30	749.12	7.85	7.76	94.65	5.63	2.82	16.55	4.23	21.77	25.31	813.04	0.40	1.00	5.17	1.37	0.15	7.73	12.91	66.99	17.78	1.97	9.82	1.84	2.20
A3625	38.088965	-121.573699	Central Delta tidal zone	San Joaquin River	8/1/2020	10.40	4.39	25.68	296.10	7.72	7.25	88.86	6.14	2.76	17.63	4.11	22.94	25.71	301.50	0.14	1.10	4.62	1.09	0.14	6.95	16.41	65.58	15.91	1.96	14.79	1.91	1.64
A3463	38.087743	-121.638417	Central Delta tidal zone	San Joaquin River	8/1/2020	8.39	3.48	25.49	484.74	7.78	7.49	91.60	6.67	2.92	16.91	4.32	21.90	25.46	538.86	0.26	1.09	5.49	1.27	0.07	7.95	13.70	68.99	15.98	0.90	11.87	1.86	2.09
A1145	38.088489	-122.005416	Suisun Bay	Suisun Cutoff	8/1/2020	13.65	2.90	24.40	17625.99	8.08	8.60	109.20	7.82	6.67	18.85	8.93	24.08	24.50	17587.27	10.47	3.86	1.14	4.36	1.05	10.39	37.34	11.05	41.84	10.02	17.80	1.99	2.38
A3465	38.087775	-121.642141	Central Delta tidal zone	San Joaquin River	8/1/2020	8.26	3.49	25.49	500.97	7.79	7.51	91.81	6.75	2.93	16.84	4.34	21.88	25.44	560.87	0.27	1.11	5.47	1.28	0.07	7.97	13.89	68.61	16.12	0.92	11.74	1.86	2.10
A736	38.087311	-121.741526	Western Delta tidal zone	Sacramento River	8/1/2020	12.46	2.45	24.74	2361.60	7.99	7.77	94.31	12.92	2.32	15.65	3.42	21.23	24.88	2251.48	1.15	0.92	2.52	1.30	0.00	4.72	19.71	53.37	27.68	0.02	14.92	1.78	2.38
A1019	38.083979	-122.073597	Suisun Bay	Suisun Bay	8/1/2020	16.30	2.73	23.44	23455.94	7.95	7.77	99.08	20.56	4.21	18.02	5.96	24.28	23.53	22720.80	14.14	1.91	1.78	3.32	0.07	7.10	26.80	24.23	46.77	1.10	19.06	1.93	3.07
A3467	38.088724	-121.645425	Central Delta tidal zone	San Joaquin River	8/1/2020	7.98	3.47	25.48	539.68	7.79	7.54	92.17	6.70	2.96	16.75	4.37	21.86	25.43	610.07	0.29	1.17	5.37	1.31	0.09	7.98	14.69	67.31	16.43	1.12	11.46	1.85	2.11
A4202	38.089990	-121.501740	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.73	5.95	26.55	182.06	7.52	6.67	83.05	4.45	3.67	24.83	5.41	31.73	26.63	189.18	0.09	3.47	1.51	1.06	0.00	6.03	57.53	25.05	17.49	0.00	22.69	2.39	2.30
A1143	38.089739	-122.008718	Suisun Bay	Suisun Cutoff	8/1/2020	13.60	2.85	24.38	17890.00	8.07	8.55	108.65	7.67	6.31	18.95	8.55	24.03	24.50	17558.62	10.46	3.92	1.18	4.13	0.84	10.03	39.15	11.73	41.19	8.29	17.96	2.00	2.33
A4200	38.091002	-121.498321	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.72	5.95	26.56	182.27	7.52	6.68	83.14	4.57	3.67	24.83	5.40	31.77	26.64	189.60	0.09	3.44	1.51	1.05	0.00	5.99	57.41	25.23	17.47	0.00	22.67	2.38	2.30
A3932	38.092107	-121.685745	Western Delta tidal zone	Threemile Slough	8/1/2020	7.70	2.67	25.32	799.00	7.84	7.73	94.29	5.37	2.90	16.62	4.23	21.65	25.32	887.70	0.43	1.11	4.93	1.42	0.09	7.56	14.63	65.17	18.78	1.24	10.36	1.84	2.22
A3623	38.091670	-121.575185	Central Delta tidal zone	San Joaquin River	8/1/2020	10.15	4.22	25.65	304.04	7.74	7.25	88.92	6.44	2.76	17.65	4.11	23.01	25.69	310.43	0.15	1.03	4.76	1.14	0.10	7.02	15.06	67.15	16.39	1.38	14.38	1.91	1.68
A734	38.089410	-121.738916	Western Delta tidal zone	Sacramento River	8/1/2020	12.60	2.61	24.78	2226.72	8.00	7.76	94.22	13.14	2.34	15.61	3.46	21.15	24.92	2131.68	1.08	0.95	2.54	1.31	0.00	4.79	19.92	53.06	27.36	0.02	15.18	1.78	2.39
A4198	38.092182	-121.495104	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.62	5.93	26.59	185.06	7.52	6.67	83.15	4.88	3.70	25.36	5.43	32.53	26.67	192.76	0.09	3.51	1.64	1.07	0.00	6.21	56.44	26.41	17.20	0.00	22.55	2.41	2.34
A3487	38.090908	-121.678012	Central Delta tidal zone	San Joaquin River	8/1/2020	7.48	2.85	25.34	729.94	7.85	7.73	94.31	5.81	2.92	16.63	4.33	21.74	25.34	809.23	0.39	1.08	5.28	1.38	0.15	7.92	13.59	66.69	17.48	1.94	10.32	1.84	2.19
A3460	38.088975	-121.633140	Central Delta tidal zone	San Joaquin River	8/1/2020	8.71	3.43	25.53	449.98	7.77	7.46	91.21	5.93	2.91	16.98	4.30	21.92	25.49	501.45	0.24	1.09	5.46	1.25	0.10	7.91	13.77	69.05	15.76	1.20	12.14	1.87	2.08
A3469	38.090099	-121.648685	Central Delta tidal zone	San Joaquin River	8/1/2020	7.76	3.49	25.47	570.84	7.81	7.57	92.55	6.54	2.98	16.73	4.39	21.81	25.42	648.66	0.31	1.26	5.34	1.36	0.09	8.07	15.61	66.10	16.82	1.16	11.26	1.85	2.11
A1141	38.090964	-122.012022	Suisun Bay	Suisun Cutoff	8/1/2020	13.72	2.84	24.35	18182.44	8.06	8.49	107.84	7.79	6.28	19.01	8.52	24.09	24.47	17844.04	10.65	3.93	1.23	4.19	0.78	10.08	39.01	12.22	41.53	7.75	18.04	2.00	2.36
A1021	38.085834	-122.070687	Suisun Bay	Suisun Bay	8/1/2020	16.21	2.66	23.40	23332.81	7.95	7.76	98.86	21.02	4.14	17.98	5.87	24.33	23.50	22648.10	14.11	1.87	1.80	3.25	0.05	6.99	26.75	23.50	46.52	0.80	18.86	1.93	3.06
A732	38.090968	-121.735857	Western Delta tidal zone	Sacramento River	8/1/2020	12.62	2.94	24.84	2023.05	7.99	7.88	95.58	12.35	2.37	15.44	3.49	21.03	24.97	1970.35	1.00	0.95	2.64	1.30	0.00	4.90	19.47	53.96	26.67	0.04	15.68	1.77	2.39
A3485	38.092724	-121.675094	Central Delta tidal zone	San Joaquin River	8/1/2020	7.45	3.01	25.34	721.09	7.84	7.70	93.97	5.97	2.95	16.65	4.34	21.72	25.34	806.02	0.39	1.08	5.35	1.40	0.13	7.96	13.60	67.15	17.54	1.65	10.45	1.85	2.18
A3471	38.092399	-121.650948	Central Delta tidal zone	San Joaquin River	8/1/2020	7.75	3.53	25.48	582.24	7.81	7.60	92.88	6.23	3.00	16.74	4.41	21.77	25.41	663.60	0.32	1.29	5.37	1.38	0.10	8.18	15.79	65.65	16.91	1.27	11.27	1.85	2.11
A1023	38.087952	-122.068354	Suisun Bay	Suisun Bay	8/1/2020	16.05	2.63	23.38	23249.02	7.95	7.76	98.75	21.72	4.10	17.88	5.81	24.40	23.49	22586.92	14.07	1.85	1.85	3.20	0.03	6.92	26.63	24.72	46.22	0.49	18.68	1.92	3.04
A3934	38.094999	-121.685850	Western Delta tidal zone	Threemile Slough	8/1/2020	7.74	2.55	25.30	820.72	7.84	7.74	94.36	5.32	2.90	16.60	4.22	21.62	25.31	907.78	0.44	1.12	4.88	1.41	0.11	7.53	14.89	64.78	18.78	1.40	10.28	1.84	2.21
A3458	38.091132	-121.630393	Central Delta tidal zone	San Joaquin River	8/1/2020	8.89	3.34	25.56	435.33	7.77	7.46	91.31	5.73	2.92	16.92	4.32	21.88	25.51	493.58	0.24	1.12	5.50	1.24	0.13	8.00	14.04	68.75	15.52	1.61	12.23	1.86	2.08
A4196	38.095299	-121.495019	Mokelumne tidal transition zone	Little Potato Slough	8/1/2020	16.65	5.97	26.61	186.90	7.52	6.69	83.43	4.95	3.80	25.78	5.56	33.05	26.68	194.73	0.09	3.65	1.78	1.12	0.00	6.55	55.85	27.00	17.10	0.00	22.62	2.44	2.38
A730	38.092843	-121.732989	Western Delta tidal zone	Sacramento River	8/1/2020	12.63	3.21	24.88	1913.69	7.98	7.99	96.90	11.68	2.41	15.24	3.51	20.96	24.99	1887.17	0.96	0.94	2.69	1.32	0.00	4.94	18.99	54.52	26.71	0.03	16.10	1.75	2.39
A3483	38.094175	-121.671838	Central Delta tidal zone	San Joaquin River	8/1/2020	7.35	3.19	25.34	715.40	7.84	7.67	93.55	6.08	2.94	16.60	4.33	21.73	25.34	806.36	0.39	1.05	5.31	1.40	0.10	7.87	13.30	67.51	17.82	1.32	10.53	1.84	2.16
A3456	38.093264	-121.628258	Central Delta tidal zone	San Joaquin River	8/1/2020	9.04	3.27	25.58	424.45	7.76	7.47	91.43	5.67	2.92	16.85	4.33	21.86	25.52	488.12	0.23	1.16	5.49	1.23	0.15	8.04	14.36	68.27	15.29	1.92	12.30	1.86	2.07
A3418	38.096456	-121.567293	Mokelumne tidal transition zone	Mokelumne River	8/1/2020	12.76	8.23	25.96	199.18	7.62	7.61	93.74	3.36	2.67	16.14	3.99	21.17	26.07	222.60	0.11	1.60	2.04	1.12	0.10	4.86	33.74	40.58	23.60	2.00	21.00	1.81	1.85
A3475	38.095170	-121.657505	Central Delta tidal zone	San Joaquin River	8/1/2020	7.58	3.57	25.48	617.28	7.82	7.64	93.48	5.68	3.04	16.71	4.46	21.69	25.39	708.67	0.34	1.30	5.48	1.45	0.10	8.37	15.51	65.53	17.37	1.22	11.15	1.85	2.13
A3481	38.095122	-121.668326	Central Delta tidal zone	San Joaquin River	8/1/2020	7.35	3.29	25.36	706.96	7.84	7.66	93.49	6.01	2.94	16.58	4.35	21.73	25.35	796.60	0.39	1.05	5.33	1.39	0.13	7.91	13.32	67.37	17.54	1.59	10.63	1.84	2.15
A1025	38.089726	-122.065374	Suisun Bay	Suisun Bay	8/1/2020	15.96	2.63	23.37	23115.52	7.96	7.75	98.65	26.63	4.15	17.55	5.77	24.57	23.49	22430.88	13.96	1.77	2.06	3.19	0.01	7.01	25.15	29.93	45.59	0.23	18.62	1.90	3.01
A3477	38.095910	-121.661067	Central Delta tidal zone	San Joaquin River	8/1/2020	7.51	3.53	25.45	650.16	7.83	7.66	93.67	5.67	3.03	16.63	4.46	21.69	25.37	741.98	0.36	1.22	5.58	1.45	0.11	8.39	14.59	66.53	17.29	1.33	11.04	1.84	2.13
A3479	38.096151	-121.664825	Central Delta tidal zone	San Joaquin River	8/1/2020	7.43	3.43	25.41	681.05	7.83	7.66	93.60	5.77	2.97	16.57	4.41	21.71	25.35	771.25	0.37	1.12	5.49	1.39	0.15	8.17	13.73	67.21	16.99	1.85	10.86	1.84	2.14
A3936	38.097912	-121.685918	Western Delta tidal zone	Threemile Slough	8/1/2020	7.80	2.37	25.27	858.37	7.85	7.75	94.48	5.24	2.89	16.56	4.19	21.62	25.29	938.22	0.46	1.10	4.81	1.41	0.11	7.45	14.78	64.57	18.91	1.53	10.17	1.84	2.21
A728	38.094915	-121.730428	Western Delta tidal zone	Sacramento River	8/1/2020	12.70	3.48	24.90	1846.63	7.98	8.06	97.77	11.31	2.45	15.08	3.56	20.89	25.01	1826.22	0.92	0.94	2.71	1.36	0.00	4.99	18.90	54.24	27.29	0.03	16.55	1.74	2.38
A4194	38.097931	-121.495114	Mokelumne tidal transition zone	Little Potato Slough	8/1/2020	16.62	6.06	26.68	191.46	7.50	6.74	84.05	5.07	3.98	26.94	5.84	34.38	26.75	199.83	0.09	3.94	2.08	1.17	0.00	7.20	54.84	28.67	16.34	0.00	22.68	2.52	2.42
A3420	38.096226	-121.570932	Mokelumne tidal transition zone	Mokelumne River	8/1/2020	12.46	7.46	25.96	208.66	7.68	7.73	95.18	3.59	2.76	16.18	4.10	21.24	26.10	229.75	0.11	1.62	2.25	1.16	0.09	5.12	33.04	41.76	23.39	1.79	19.92	1.81	1.85
A3454	38.096232	-121.627492	Central Delta tidal zone	San Joaquin River	8/1/2020	9.13	3.14	25.61	411.53	7.76	7.47	91.52	5.89	2.92	16.76	4.32	21.85	25.53	474.09	0.23	1.19	5.39	1.26	0.14	7.99	14.92	67.39	15.72	1.70	12.27	1.85	2.06
A3416	38.098586	-121.564816	Mokelumne tidal transition zone	Mokelumne River	8/1/2020	13.03	9.01	25.96	189.10	7.62	7.69	94.75	3.08	2.58	16.03	3.85	21.04	26.08	212.72	0.10	1.50	1.77	1.10	0.09	4.45	33.74	39.23	25.05	1.85	22.04	1.80	1.91
A1139	38.094629	-122.013695	Suisun Bay	Grizzly Bay	8/1/2020	13.98	2.78	24.27	18643.87	8.05	8.43	107.17	7.93	6.22	19.03	8.44	24.14	24.42	18133.48	10.85	3.98	1.32	4.08	0.63	10.00	39.84	13.27	40.82	6.21	18.07	2.00	2.39
A1027	38.091425	-122.062414	Suisun Bay	Suisun Bay	8/1/2020	15.98	2.65	23.37	23044.44	7.96	7.74	98.52	30.38	4.13	17.37	5.69	24.60	23.49	22356.07	13.91	1.72	2.18	3.12	0.00	7.02	24.45	31.43	44.64	0.31	18.66	1.89	3.00
A726	38.096837	-121.727697	Western Delta tidal zone	Sacramento River	8/1/2020	13.01	3.81	24.95	1712.66	7.98	8.05	97.72	11.40	2.57	15.03	3.73	20.71	25.06	1674.51	0.84	1.04	2.82	1.48	0.01	5.31	19.57	53.25	27.92	0.09	17.10	1.74	2.37
A4192	38.099724	-121.492139	Mokelumne tidal transition zone	Little Potato Slough	8/1/2020	16.59	5.99	26.77	195.65	7.50	6.81	85.07	5.17	3.85	27.78	5.77	35.69	26.85	204.93	0.09	3.94	2.30	1.05	0.00	7.27	54.33	31.52	14.46	0.00	22.59	2.57	2.40
