Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla Rmk DS	Chla (ug/L) DS	Pheophytin Rmk DS	Pheophytin (ug/L) DS	5 micron Chla Rmk DS	5 micron Chla (ug/L) DS	5 micron Pheophytin Rmk DS	5 micron Pheophytin (ug/L) DS	NH4 Rmk DS	NH4 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	PO4 Rmk DS	PO4 (mg-P/L) DS lab reported	TDN Rmk DS	TDN (mg-N/L) DS lab reported	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	estDIN (uM) DS	DOC Rmk DS	DOC (mg-C/L) DS	Peak fDOM Rmk DS	Peak fDOM (RU) DS	UV Slope Ratio Rmk DS	UV Slope Ratio	A254 Rmk DS	A254 (AU/cm) DS	A280 Rmk DS	A280 (AU/cm) DS	A370 Rmk DS	A370 (AU/cm) DS	A412 Rmk DS	A412 (AU/cm) DS	A440 Rmk DS	A440 (AU/cm) DS	Sag 275-295 nm Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm Rmk DS	Sag 290-350 nm DS	Sag 350-400 nm Rmk DS	Sag 350-400 nm DS	Sag 412-676 nm Rmk DS	Sag 412-676 nm DS	Peak A Rmk DS	Peak A (RU) DS	Peak B Rmk DS	Peak B (RU) DS	Peak C Rmk DS	Peak C (RU) DS	Peak D Rmk DS	Peak D (RU) DS	Peak M Rmk DS	Peak M (RU) DS	Peak N Rmk DS	Peak N (RU) DS	Peak T Rmk DS	Peak T (RU) DS	FI Rmk DS	FI DS	HIX Rmk DS	HIX DS	Picophytoplankton PC-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Tally DS	Picophytoplankton PC-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Sphere Aliquot (mL) DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Tally DS	Picophytoplankton PE-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Rod Aliquot (mL) DS	Picophytoplankton PE-Rich Rod Tally DS	Picophytoplankton PE-Rich Rod Density (cells/mL) DS	Picophytoplankton PE-Rich Rod Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Aliquot (mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL)  DS	Picophytoplankton Total Biovolume (um3/mL) DS
8/18/2020 13:51	33	20200818-33										0.05		0.005		0.132		0.070			3.45	0.35	9.42	2.27		12.87																																																																	
8/18/2020 13:55	CFL	11455508		3.4		1.3		2.2		0.7		0.03		0.005		0.153		0.075		0.30	2.14	0.36	10.92	2.42	21.42	13.06		2.1																																													10	4	80.42	336.88									10	516	10374.80	3960.09	520	10455.22	4296.98
8/18/2020 14:46	35	20200818-35												0.005		0.144		0.073				0.38	10.28	2.35																																																																			
8/18/2020 14:50	36	20200818-36												0.006		0.169		0.078				0.43	12.06	2.53																																																																			
8/18/2020 14:54	37	20200818-37												0.006		0.171		0.081				0.44	12.21	2.61																																																																			
8/18/2020 14:58	38	20200818-38												0.009		0.215		0.089				0.63	15.35	2.89																																																																			
8/18/2020 15:03	39	20200818-39												0.010		0.217		0.093				0.69	15.49	3.02																																																																			
8/18/2020 15:07	40	20200818-40												0.009		0.223		0.096				0.68	15.92	3.11																																																																			
8/18/2020 15:15	41	20200818-41												0.010		0.206		0.098				0.71	14.71	3.16																																																																			
8/18/2020 15:20	42	20200818-42												0.009		0.220		0.096				0.62	15.71	3.10																																																																			
8/18/2020 15:28	GRZ	380631122032201		4.9		0.8		2.8		1.1				0.009		0.206		0.089		0.37		0.64	14.71	2.87	26.41																																																												10	402	14433.38	3869.33	402	14433.38	3869.33
8/18/2020 15:44	44	20200818-44												0.007		0.168		0.088				0.48	11.99	2.84																																																																			
8/18/2020 16:02	45	20200818-45												0.004		0.103		0.076				0.30	7.35	2.47																																																																			
8/18/2020 16:09	46	20200818-46												0.007		0.173		0.085				0.48	12.35	2.76																																																																			
8/18/2020 16:12	47	20200818-47												0.007		0.173		0.071				0.47	12.35	2.30																																																																			
8/18/2020 16:14	48	20200818-48												0.006		0.186		0.085				0.46	13.28	2.75																																																																			
8/18/2020 16:16	49	20200818-49												0.007		0.174		0.085				0.47	12.42	2.76																																																																			
8/18/2020 16:18	50	20200818-50												0.007		0.203		0.083				0.49	14.49	2.68																																																																			
8/18/2020 16:35	CFL	11455508												0.006		0.152		0.078				0.43	10.85	2.52																																																																			
8/18/2020 16:47	52	20200818-52												0.005		0.148		0.074				0.36	10.57	2.39																																																																			
8/18/2020 16:51	53	20200818-53										0.04		0.005		0.150		0.076			2.53	0.37	10.71	2.46		13.24																																																																	
8/18/2020 16:55	54	20200818-54										0.03		0.006		0.153		0.074			2.21	0.40	10.92	2.39		13.13																																																																	
8/18/2020 16:59	55	20200818-55										0.04		0.007		0.166		0.073			2.63	0.52	11.85	2.36		14.48																																																																	
8/18/2020 17:00	DEC	11455478		2.1		2.6		1.0		1.1		0.04		0.009		0.183		0.074		0.33	2.86	0.64	13.06	2.39	23.56	15.92																																															10	21	981.93	2525.96									10	381	17815.03	3199.48	402	18796.96	5725.43
8/19/2020 8:35	ORF	380300121344801		4.7		2.6		3.5		1.1		0.03		0.006		0.074		0.074		0.26	2.14	0.43	5.28	2.39	18.56	7.42		2.3																																																									10	48	965.10	368.38	48	965.10	368.38
8/19/2020 8:55	2	20200819-02										0.03		0.003	<	0.040		0.085			1.86	0.18	1.43	2.77		3.29																																																																	
8/19/2020 9:01	3	20200819-03										0.02		0.002	<	0.040		0.076			1.41	0.15	1.43	2.45		2.83																																																																	
8/19/2020 9:07	OBI	11313405		4.0		2.0		2.2		0.8		0.02		0.002	<	0.040		0.079		0.19	1.43	0.14	1.43	2.55	13.56	2.86		2.4																																													10	4	80.42	42.11									10	300	6031.86	1617.04	304	6112.28	1659.15
8/19/2020 9:27	5	20200819-05										0.02		0.002	<	0.040		0.079			1.11	0.16	1.43	2.56		2.53																																																																	
8/19/2020 9:37	ORI	11313325		4.9		2.0		4.8		1.5		0.02		0.005	<	0.040		0.080		0.21	1.43	0.36	1.43	2.58	14.99	2.86		2.6																																													10	352	7077.38	10168.46									10	32	643.40	582.13	384	7720.78	10750.59
8/19/2020 9:58	7	20200819-07										0.02		0.002	<	0.040		0.081			1.53	0.16	1.43	2.62		2.96																																																																	
8/19/2020 10:03	8	20200819-08										0.02		0.002		0.046		0.078			1.19	0.15	3.28	2.51		4.48																																																																	
8/19/2020 10:08	9	20200819-09									<	0.01		0.002	<	0.040		0.080			0.36	0.14	1.43	2.58		1.78																																																																	
8/19/2020 10:10	ORCC	11313250		6.3		4.2		5.9		2.8		0.02		0.002	<	0.040		0.082		0.22	1.43	0.14	1.43	2.65	15.71	2.86		2.5																																													10	116	2332.32	7122.03									10	504	10133.52	2716.62	620	12465.84	9838.65
8/19/2020 10:32	11	20200819-11										0.02		0.003		0.046		0.083			1.52	0.19	3.28	2.69		4.80																																																																	
8/19/2020 10:38	12	20200819-12										0.02		0.003		0.051		0.079			1.38	0.19	3.64	2.56		5.02																																																																	
8/19/2020 10:42	13	20200819-13										0.02		0.003		0.054		0.086			1.61	0.21	3.86	2.77		5.46																																																																	
8/19/2020 10:45	MRB	11312674		9.4		3.3		6.1		0.9		0.02		0.003		0.045		0.082		0.24	1.43	0.21	3.21	2.65	17.13	4.64		2.6																																													10	86	1729.13	5280.13									10	240	4825.49	1293.63	326	6554.62	6573.75
8/19/2020 11:40	16	20200819-16										0.02		0.003		0.062		0.084			1.41	0.22	4.43	2.72		5.84																																																																	
8/19/2020 11:45	17	20200819-17										0.02		0.003		0.055		0.083			1.24	0.20	3.93	2.68		5.17																																																																	
8/19/2020 11:53	18	20200819-18										0.02		0.006		0.066		0.084			1.57	0.40	4.71	2.73		6.28																																																																	
8/19/2020 11:58	19	20200819-19										0.03		0.004		0.078		0.085			1.81	0.25	5.57	2.74		7.38																																																																	
8/19/2020 12:05	20	20200819-20										0.03		0.005		0.120		0.088			1.91	0.34	8.57	2.85		10.48																																																																	
8/19/2020 12:08	MRH	11312685		9.8		3.2		8.8		1.0		0.02		0.005		0.072		0.078		0.24	1.43	0.36	5.14	2.52	17.13	6.57		2.2																																																									10	140	2814.87	1074.44	140	2814.87	1074.44
8/19/2020 12:36	22	20200819-22										0.03		0.007		0.105		0.075			1.94	0.47	7.50	2.41		9.44																																																																	
8/19/2020 12:41	23	20200819-23										0.02		0.007		0.110		0.064			1.58	0.51	7.85	2.08		9.44																																																																	
8/19/2020 12:50	24	20200819-24										0.04		0.020		0.239		0.070			3.10	1.46	17.06	2.27		20.16																																																																	
8/19/2020 12:55	25	20200819-25										0.08		0.034		0.246		0.071			5.93	2.41	17.56	2.31		23.49																																																																	
8/19/2020 12:57	LPS	11336790		2.3		2.5		0.8		1.2		0.09		0.033		0.151		0.075		0.45	6.43	2.36	10.78	2.42	32.13	17.20																																															10	92	1849.77	5648.51									10	124	2493.17	447.76	216	4342.94	6096.26
8/19/2020 13:42	27	20200819-27										0.09		0.027		0.242		0.070			6.10	1.93	17.28	2.28		23.37																																																																	
8/19/2020 13:50	SMS	380831121301301		2.2		1.8		0.9		0.8		0.11		0.031		0.221		0.069		0.47	7.85	2.21	15.78	2.23	33.55	23.63		2.1																																													10	368	7399.08	26572.77									10	372	7479.51	2854.95	740	14878.59	29427.72
8/19/2020 14:12	SYC	380831121281201		3.3		2.7		2.4		2.2		0.02		0.005		0.128		0.051		0.30	1.43	0.36	9.14	1.65	21.42	10.57		2.5																																													10	12	241.27	1010.65									10	24	482.55	129.36	36	723.82	1140.01
8/19/2020 14:55	30	20200819-30										0.04		0.010		0.100		0.060			2.50	0.74	7.14	1.96		9.64																																																																	
8/19/2020 15:09	31	20200819-31										0.16		0.034		0.192		0.068			11.21	2.42	13.71	2.20		24.92																																																																	
8/19/2020 15:27	32	20200819-32										0.03		0.010		0.094		0.056			1.80	0.74	6.71	1.82		8.51																																																																	
8/19/2020 15:36	33	20200819-33										0.25		0.030		0.168		0.074			17.85	2.14	11.99	2.38		29.84																																																																	
8/19/2020 15:46	34	20200819-34										0.15		0.039		0.196		0.065			10.78	2.76	13.99	2.09		24.77																																																																	
8/19/2020 16:22	NFM	11336685		1.8		1.2		1.3		0.7		0.21		0.017		0.113		0.060		0.42	14.99	1.21	8.07	1.94	29.98	23.06		1.7																																													10	8	160.85	673.76									10	276	5549.31	1487.67	284	5710.16	2161.44
8/19/2020 16:43	36	20200819-36										0.28		0.028		0.166		0.108			19.85	2.01	11.85	3.50		31.70																																																																	
8/19/2020 16:48	37	20200819-37										0.31		0.023		0.145		0.076			22.27	1.61	10.35	2.47		32.63																																																																	
8/19/2020 16:53	38	20200819-38										0.27		0.021		0.139		0.072			19.20	1.53	9.92	2.34		29.13																																																																	
8/19/2020 16:57	NMR	380837121333401		2.5		1.2		1.7		0.4		0.24		0.020		0.135		0.075		0.49	17.13	1.43	9.64	2.42	34.98	26.77		1.8																																													10	96	1930.20	5894.09									10	280	5629.74	2148.89	376	7559.93	8042.98
8/19/2020 17:14	40	20200819-40										0.21		0.039		0.293		0.073			14.78	2.78	20.92	2.35		35.70																																																																	
10/19/2020 9:13	MILLER PARK	383340121310601									<	0.02	<	0.001	<	0.040		0.020		0.33	0.71	0.04	1.43	0.65	23.56	2.14																																																																	
10/19/2020 9:36	2	20201019-02									<	0.02	<	0.001	<	0.040		0.023			0.71	0.04	1.43	0.74		2.14																																																																	
10/19/2020 10:03	3	20201019-03									<	0.02	<	0.001	<	0.040		0.021			0.71	0.04	1.43	0.67		2.14																																																																	
10/19/2020 10:12	4	20201019-04									<	0.02	<	0.001	<	0.040		0.021			0.71	0.04	1.43	0.66		2.14																																																																	
10/19/2020 10:20	5	20201019-05									<	0.02	<	0.001	<	0.040		0.023			0.71	0.04	1.43	0.74		2.14																																																																	
10/19/2020 10:27	FPT	11447650		0.7		0.8		0.4		0.2	<	0.02	<	0.001	<	0.040		0.022		0.10	0.71	0.04	1.43	0.71	7.14	2.14		1.3		0.071		2.0		0.027		0.0195	E	0.0032	E	0.0013	E	0.0016		0.0216		0.0202		0.0242	<	0.0097		0.1785		0.2870		0.109		0.0408		0.1114		0.0825		0.0968		1.452		0.6518						44	884.67	2701.46										60	1206.37	460.48	104	2091.04	3161.94
10/19/2020 11:54	7	20201019-07										0.47		0.004		0.122		0.120			33.77	0.27	8.71	3.89		42.48																																																																	
10/19/2020 12:03	8	20201019-08										0.38		0.004		0.077		0.086			26.91	0.30	5.50	2.80		32.41																																																																	
10/19/2020 12:09	9	20201019-09										0.33		0.005		0.096		0.073			23.27	0.35	6.85	2.36		30.13																																																																	
10/19/2020 12:15	HOOD	382205121311300		0.5		0.6		0.3		0.1		0.33		0.006		0.062		0.078		0.53	23.56	0.43	4.43	2.52	37.84	27.98		1.4		0.087		1.9		0.027		0.0196	E	0.0029	E	0.0010	E	0.0015		0.0219		0.0214		0.0273	<	0.0096		0.1981		0.1340		0.133		0.0481		0.1252		0.1067		0.0938		1.602		0.7355						36	723.82	1552.35										128	2573.59	982.35	164	3297.42	2534.70
10/19/2020 12:40	11	20201019-11										0.29		0.006		0.098		0.069			20.35	0.44	7.00	2.23		27.34																																																																	
10/19/2020 12:45	12	20201019-12										0.25		0.006		0.113		0.081			17.99	0.42	8.07	2.61		26.06																																																																	
10/19/2020 12:53	13	20201019-13										0.14		0.003		0.103		0.064			10.14	0.23	7.35	2.07		17.49																																																																	
10/19/2020 13:05	WGA	11447890		0.6		0.5		0.3		0.2		0.36		0.008		0.112		0.102		0.63	25.70	0.57	8.00	3.29	44.98	33.70		1.5		0.090		1.9		0.027		0.0196	E	0.0028	E	0.0009	E	0.0016		0.0224		0.0217		0.0286	<	0.0081		0.2038		0.1760		0.134		0.0485		0.1352		0.1051		0.1074		1.666		0.7154						20	402.12	280.24										232	4664.64	2442.40	252	5066.76	2722.64
10/19/2020 14:26	15	20201019-15										0.30		0.009		0.135		0.085			21.20	0.62	9.64	2.76		30.84																																																																	
10/19/2020 14:33	16	20201019-16										0.20		0.008		0.142		0.074			14.14	0.55	10.14	2.39		24.27																																																																	
10/19/2020 14:37	17	20201019-17										0.25		0.011		0.156		0.085			17.70	0.76	11.14	2.75		28.84																																																																	
10/19/2020 14:41	ISLETON BRIDGE	381038121352501										0.15		0.009		0.132		0.068		0.39	10.71	0.64	9.42	2.20	27.84	20.13																																																																	
10/20/2020 10:42	LIB	11455315		2.9		0.8		1.8		0.3		0.06		0.015		0.157		0.089		0.37	4.28	1.07	11.21	2.87	26.41	15.49		1.8		0.125		2.4		0.042		0.0314	E	0.0058	E	0.0026	E	0.0023		0.0200		0.0183		0.0215		0.0136		0.3239		0.2691		0.177		0.0692		0.1904		0.1426		0.1458		1.595		0.7458						8	160.85	284.24										240	4825.49	1841.90	248	4986.34	2126.15
10/20/2020 11:02	2	20201020-02										0.05		0.011		0.130		0.099			3.48	0.76	9.28	3.20		12.76																																																																	
10/20/2020 11:08	3	20201020-03										0.03		0.005		0.072		0.142			2.09	0.32	5.14	4.60		7.23																																																																	
10/20/2020 11:12	SSB	11455276		5.3		1.7		1.6		0.4		0.03		0.004	<	0.040		0.199		0.38	2.14	0.29	1.43	6.42	27.13	3.57		4.1		0.328		2.6		0.107		0.0803		0.0166		0.0078	E	0.0056		0.0172		0.0177		0.0185		0.0149		0.8548		0.0826		0.485		0.1866		0.5004		0.3531		0.2245		1.569		0.8647						88	1769.35	4551.53										392	7881.63	3008.44	480	9650.98	7559.98
10/20/2020 11:36	5	20201020-05										0.03		0.002		0.044		0.192			2.22	0.16	3.14	6.22		5.36																																																																	
10/20/2020 11:40	SS	382010121402301		2.4		1.3		1.0		0.3	<	0.02	<	0.001	<	0.040		0.146		0.24	0.71	0.04	1.43	4.71	17.13	2.14				0.279		2.7		0.090		0.0677		0.0139	E	0.0065	E	0.0049		0.0177		0.0177		0.0189		0.0147		0.7068		0.0842		0.405		0.1629		0.4052		0.2921		0.1877		1.534		0.8530						144	5790.59	14895.93										300	12063.72	3234.07	444	17854.31	18130.00
10/20/2020 12:03	7	20201020-07										0.02		0.002	<	0.040		0.110			1.66	0.11	1.43	3.56		3.08																																																																	
10/20/2020 12:07	8	20201020-08										0.04		0.006		0.074		0.108			2.52	0.46	5.28	3.50		7.80																																																																	
10/20/2020 12:12	9	20201020-09										0.05		0.010		0.106		0.106			3.36	0.68	7.57	3.43		10.93																																																																	
10/20/2020 12:16	10	20201020-10										0.06		0.014		0.157		0.093			4.43	0.98	11.21	3.00		15.63																																																																	
10/20/2020 12:32	CCH41	11455385		3.3		1.0		2.2		0.5		0.07		0.015		0.172		0.091		0.40	5.00	1.07	12.28	2.94	28.56	17.28		1.7		0.110		2.3		0.039		0.0285	E	0.0050	E	0.0023	E	0.0023		0.0204		0.0192		0.0227		0.0134		0.2814		0.0816		0.162		0.0632		0.1718		0.1325		0.1035		1.563		0.7967						56	1125.95	2896.43										116	2332.32	890.25	172	3458.27	3786.68
10/20/2020 13:04	13	20201020-13										0.08		0.017		0.216		0.080			5.89	1.19	15.42	2.58		21.31																																																																	
10/20/2020 13:15	14	20201020-14										0.08		0.017		0.232		0.084			5.50	1.23	16.56	2.70		22.06																																																																	
10/20/2020 13:22	15	20201020-15										0.06		0.016		0.245		0.083			4.45	1.12	17.49	2.70		21.94																																																																	
10/20/2020 13:30	DEC	11455478		3.0		1.0		1.4		0.6		0.04		0.012		0.230		0.084		0.41	2.86	0.86	16.42	2.71	29.27	19.28		1.7		0.120		2.4		0.041		0.0301	E	0.0051	E	0.0022	E	0.0025		0.0208		0.0198		0.0236		0.0125		0.3261		0.2358		0.173		0.0694		0.1902		0.1496		0.1390		1.565		0.7539						168	3377.84	10314.66										380	7640.36	2916.35	548	11018.20	13231.01
10/20/2020 13:44	17	20201020-17										0.06		0.013		0.260		0.086			3.92	0.92	18.56	2.78		22.48																																																																	
10/20/2020 13:52	18	20201020-18										0.05		0.013		0.259		0.087			3.49	0.90	18.49	2.80		21.98																																																																	
10/20/2020 13:57	19	20201020-19										0.09		0.018		0.263		0.087			6.13	1.25	18.78	2.82		24.90																																																																	
10/20/2020 14:05	20	20201020-20												0.020		0.255		0.088				1.46	18.20	2.83																																																																			
10/20/2020 14:10	CFL	11455508		4.1		1.1		1.8		0.4				0.024		0.244		0.092		0.45		1.71	17.42	2.97	32.13			2.1		0.146		2.5		0.054		0.0389		0.0069	E	0.0031	E	0.0033		0.0201		0.0191		0.0220		0.0136		0.4162		0.2253		0.219		0.0872		0.2490		0.1786		0.1369		1.546		0.7914						136	2734.44	7034.19										36	723.82	276.29	172	3458.27	7310.47
10/20/2020 14:30	22	20201020-22												0.026		0.265		0.088				1.88	18.92	2.85																																																																			
10/20/2020 14:37	23	20201020-23												0.030		0.270		0.096				2.11	19.28	3.09																																																																			
10/20/2020 14:46	24	20201020-24												0.032		0.284		0.095				2.31	20.27	3.08																																																																			
10/20/2020 14:51	25	20201020-25												0.034		0.295		0.090				2.40	21.06	2.92																																																																			
10/20/2020 14:55	26	20201020-26												0.031		0.297		0.105				2.20	21.20	3.40																																																																			
10/20/2020 15:00	27	20201020-27												0.027		0.290		0.104				1.96	20.70	3.37																																																																			
10/20/2020 15:09	28	20201020-28												0.028		0.294		0.104				1.96	20.99	3.37																																																																			
10/20/2020 15:13	29	20201020-29												0.030		0.294		0.103				2.14	20.99	3.34																																																																			
10/20/2020 15:17	GRZ	380631122032201		2.7		2.5		1.4		0.6				0.031		0.279		0.103		0.51		2.21	19.92	3.32	36.41			2.2		0.161		2.6		0.056		0.0399		0.0069	E	0.0031	E	0.0032		0.0203		0.0196		0.0226		0.0132		0.4584		0.1364		0.234		0.0944		0.2688		0.2062		0.1416		1.543		0.8250						100	2010.62	2888.77										540	10857.35	4144.28	640	12867.97	7033.05
10/20/2020 15:36	31	20201020-31												0.031		0.291		0.099				2.23	20.77	3.19																																																																			
10/20/2020 15:48	32	20201020-32												0.035		0.298		0.101				2.49	21.27	3.27																																																																			
10/20/2020 15:53	33	20201020-33												0.031		0.303		0.100				2.23	21.63	3.23																																																																			
10/20/2020 15:57	34	20201020-34												0.033		0.294		0.100				2.35	20.99	3.24																																																																			
10/20/2020 16:02	35	20201020-35												0.034		0.289		0.103				2.42	20.63	3.34																																																																			
10/20/2020 16:08	36	20201020-36												0.034		0.290		0.102				2.46	20.70	3.30																																																																			
10/20/2020 16:13	37	20201020-37												0.034		0.289		0.099				2.40	20.63	3.22																																																																			
10/20/2020 16:18	MLD	11185185												0.031		0.268		0.097		0.48		2.21	19.13	3.13	34.27																																																																		
10/21/2020 8:18	1	20201021-01										0.05		0.010		0.223		0.072			3.59	0.73	15.92	2.33		19.51																																																																	
10/21/2020 8:27	2	20201021-02										0.13		0.019		0.208		0.077			9.21	1.38	14.85	2.49		24.06																																																																	
10/21/2020 8:33	3	20201021-03										0.17		0.022		0.203		0.073			12.35	1.55	14.49	2.36		26.84																																																																	
10/21/2020 8:37	NMR	380837121333401		1.0		0.9		0.4		0.4		0.19		0.020		0.182		0.080		0.52	13.56	1.43	12.99	2.58	37.12	26.56		1.4		0.093		2.2		0.030		0.0220	E	0.0040	E	0.0018	E	0.0016		0.0194		0.0192		0.0207		0.0145		0.2211		0.0214		0.132		0.0487		0.1343		0.0985		0.0893		1.648	E	0.8291						20	402.12	1227.94										220	4423.36	1688.41	240	4825.49	2916.35
10/21/2020 9:02	5	20201021-05										0.20		0.025		0.205		0.085			14.49	1.78	14.63	2.76		29.13																																																																	
10/21/2020 9:06	6	20201021-06										0.18		0.025		0.218		0.082			12.78	1.78	15.56	2.64		28.34																																																																	
10/21/2020 9:15	NFM	11336685		1.1		0.8		0.5		0.3		0.14		0.022		0.176		0.073		0.50	9.99	1.57	12.56	2.36	35.70	22.56		1.4		0.090		2.2		0.030		0.0218	E	0.0040	E	0.0019	E	0.0017		0.0194		0.0190		0.0204		0.0131		0.2271		0.0217		0.132		0.0499		0.1377		0.1029		0.0826		1.601	E	0.8312						24	482.55	1473.52										108	2171.47	828.86	132	2654.02	2302.38
10/21/2020 10:13	8	20201021-08										0.07		0.011		0.092		0.044			4.68	0.78	6.57	1.43		11.24																																																																	
10/21/2020 10:21	9	20201021-09										0.10		0.017		0.163		0.058			7.02	1.23	11.64	1.87		18.65																																																																	
10/21/2020 10:26	10	20201021-10										0.07		0.013		0.150		0.061			5.17	0.93	10.71	1.97		15.88																																																																	
10/21/2020 10:31	11	20201021-11										0.04		0.008		0.103		0.051			2.96	0.56	7.35	1.65		10.32																																																																	
10/21/2020 10:38	12	20201021-12										0.03		0.005		0.107		0.053			2.27	0.36	7.64	1.71		9.91																																																																	
10/21/2020 10:43	SMS	380831121301301		1.8		1.3		0.4		0.3		0.03		0.008		0.153		0.053		0.34	2.14	0.57	10.92	1.71	24.27	13.06		1.9		0.184		2.7		0.053		0.0382		0.0075	E	0.0035	E	0.0028		0.0178		0.0181		0.0195		0.0152		0.4992	E	0.0123		0.263		0.1068		0.2555		0.1683		0.1073		1.533		0.8898						116	2332.32	7122.03										108	2171.47	1136.98	224	4503.79	8259.01
10/21/2020 11:15	SYC	380831121281201		3.2		1.8		2.1		1.0	<	0.02		0.004		0.058		0.039		0.22	0.71	0.29	4.14	1.26	15.71	4.85		1.9		0.146		2.6		0.048		0.0352		0.0070	E	0.0034	E	0.0027		0.0181		0.0178		0.0192		0.0148		0.3908		0.0458		0.209		0.0853		0.2180		0.1568		0.1147		1.544		0.8428						104	2091.04	6385.27													104	2091.04	6385.27
10/21/2020 11:48	15	20201021-15										0.04		0.011		0.199		0.058			3.06	0.79	14.21	1.87		17.26																																																																	
10/21/2020 12:05	LPS	11336790		1.4		1.1		0.4		0.3		0.04		0.013		0.267		0.062		0.47	2.86	0.93	19.06	2.00	33.55	21.92		2.1		0.206		2.8		0.059		0.0426		0.0084	E	0.0038	E	0.0030		0.0174		0.0181		0.0197		0.0154		0.5766	E	0.0017		0.302		0.1222		0.2802		0.1843		0.1153		1.521		0.8986						264	5308.04	16208.76										24	482.55	436.60	288	5790.59	16645.36
10/21/2020 12:17	17	20201021-17										0.04		0.012		0.290		0.064			2.74	0.89	20.70	2.06		23.44																																																																	
10/21/2020 12:24	18	20201021-18										0.04		0.012		0.291		0.070			2.80	0.89	20.77	2.28		23.57																																																																	
10/21/2020 12:28	19	20201021-19										0.03		0.008		0.281		0.077			2.43	0.57	20.06	2.51		22.49																																																																	
10/21/2020 12:32	20	20201021-20										0.03		0.007		0.238		0.075			2.43	0.50	16.99	2.44		19.42																																																																	
10/21/2020 12:40	MRH	11312685		3.0		1.1		0.6		0.3		0.02		0.006		0.303		0.083		0.50	1.43	0.43	21.63	2.68	35.70	23.06		2.2		0.204		2.8		0.063		0.0456		0.0092	E	0.0043	E	0.0033		0.0175		0.0179		0.0188		0.0149		0.5591	E	0.0057		0.298		0.1177		0.3066		0.2035		0.1289		1.524		0.8862						212	4262.51	13016.12										96	1930.20	1010.65	308	6192.71	14026.77
10/21/2020 13:00	22	20201021-22										0.04		0.007		0.468		0.103			3.05	0.46	33.41	3.34		36.46																																																																	
10/21/2020 13:04	23	20201021-23										0.03		0.005		0.350		0.100			2.07	0.35	24.99	3.22		27.06																																																																	
10/21/2020 13:12	24	20201021-24										0.03		0.005		0.359		0.095			1.81	0.35	25.63	3.06		27.44																																																																	
10/21/2020 13:18	25	20201021-25										0.03		0.005		0.393		0.097			2.00	0.36	28.06	3.15		30.06																																																																	
10/21/2020 13:25	MRB	11312674		2.4		1.4		0.7		0.5	<	0.02		0.005		0.366		0.096		0.58	0.71	0.36	26.13	3.10	41.41	26.84		2.6		0.239		2.7		0.069		0.0506		0.0098	E	0.0043	E	0.0031		0.0177		0.0183		0.0197		0.0204		0.6528		0.0693		0.346		0.1379		0.3531		0.2409		0.1477		1.520		0.8781						36	723.82	2599.51										128	2573.59	1347.53	164	3297.42	3947.04
10/21/2020 13:41	27	20201021-27										0.03		0.004		0.364		0.083			1.87	0.30	25.99	2.69		27.86																																																																	
10/21/2020 13:45	28	20201021-28										0.02		0.004		0.354		0.095			1.71	0.29	25.27	3.07		26.99																																																																	
10/21/2020 13:50	29	20201021-29										0.02		0.004		0.303		0.088			1.51	0.26	21.63	2.84		23.14																																																																	
10/21/2020 13:55	ORCC	11313250		3.5		1.5		0.8		0.4		0.02		0.003		0.237		0.080		0.45	1.43	0.21	16.92	2.58	32.13	18.35		2.8		0.231		2.5		0.070		0.0514		0.0105	E	0.0050	E	0.0038		0.0178		0.0178		0.0185		0.0144		0.6304		0.1015		0.340		0.1315		0.3732		0.2414		0.1666		1.543		0.8623						348	6996.96	25128.60										192	3860.39	1473.52	540	10857.35	26602.12
10/21/2020 14:08	31	20201021-31										0.03		0.003		0.247		0.076			1.82	0.23	17.63	2.47		19.45																																																																	
10/21/2020 14:12	32	20201021-32										0.02		0.008		0.208		0.074			1.69	0.54	14.85	2.40		16.54																																																																	
10/21/2020 14:18	33	20201021-33										0.03		0.003		0.177		0.075			1.76	0.21	12.64	2.42		14.40																																																																	
