Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla Rmk DS	Chla (ug/L) DS	Pheophytin Rmk DS	Pheophytin (ug/L) DS	5 micron Chla Rmk DS	5 micron Chla (ug/L) DS	5 micron Pheophytin Rmk DS	5 micron Pheophytin (ug/L) DS	NH4 Rmk DS	NH4 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	PO4 Rmk DS	PO4 (mg-P/L) DS lab reported	TDN Rmk DS	TDN (mg-N/L) DS lab reported	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	estDIN (uM) DS	DOC Rmk DS	DOC (mg-C/L) DS	Peak fDOM Rmk DS	Peak fDOM (RU) DS	UV Slope Ratio Rmk DS	UV Slope Ratio	A254 Rmk DS	A254 (AU/cm) DS	A280 Rmk DS	A280 (AU/cm) DS	A370 Rmk DS	A370 (AU/cm) DS	A412 Rmk DS	A412 (AU/cm) DS	A440 Rmk DS	A440 (AU/cm) DS	Sag 275-295 nm Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm Rmk DS	Sag 290-350 nm DS	Sag 350-400 nm Rmk DS	Sag 350-400 nm DS	Sag 412-676 nm Rmk DS	Sag 412-676 nm DS	Peak A Rmk DS	Peak A (RU) DS	Peak B Rmk DS	Peak B (RU) DS	Peak C Rmk DS	Peak C (RU) DS	Peak D Rmk DS	Peak D (RU) DS	Peak M Rmk DS	Peak M (RU) DS	Peak N Rmk DS	Peak N (RU) DS	Peak T Rmk DS	Peak T (RU) DS	FI Rmk DS	FI DS	HIX Rmk DS	HIX DS	Picophytoplankton PC-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Tally DS	Picophytoplankton PC-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Sphere Aliquot (mL) DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Tally DS	Picophytoplankton PE-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Rod Aliquot (mL) DS	Picophytoplankton PE-Rich Rod Tally DS	Picophytoplankton PE-Rich Rod Density (cells/mL) DS	Picophytoplankton PE-Rich Rod Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Aliquot (mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL)  DS	Picophytoplankton Total Biovolume (um3/mL) DS
6/8/2020 12:50	19	381055121342801										0.33		0.017		0.134		0.069			23.77	1.19	9.57	2.25		33.34																																																																	
6/8/2020 13:00	20	380937121350701										0.18		0.013		0.117		0.054			13.06	0.95	8.35	1.75		21.42																																																																	
6/8/2020 13:14	21	380905121354101										0.20		0.016		0.120		0.062			14.14	1.12	8.57	2.01		22.70																																																																	
6/8/2020 13:30	GAM	380749121344701		2.4		1.3		1.2		1.0		0.26		0.025		0.175		0.070		0.55	18.56	1.78	12.49	2.26	39.26	31.05		1.8		0.116		2.2		0.040		0.0294	E	0.0060	E	0.0029	E	0.0021		0.0185		0.0181		0.0174		0.0110		0.2965		0.0824		0.160		0.0638		0.1640		0.1122		0.0968		1.509		0.7983						2	40.21	168.44		2	40.21	13.48						110	2211.68	686.37	114	2292.11	868.29
6/8/2020 13:59	24	380636121344701										0.29		0.028		0.215		0.068			20.77	1.98	15.35	2.20		36.12																																																																	
6/8/2020 14:04	25	380558121345401										0.22		0.029		0.236		0.070			15.99	2.06	16.85	2.25		32.84																																																																	
6/8/2020 14:08	26	380610121365301										0.04		0.015		0.258		0.075			2.76	1.07	18.42	2.42		21.17																																																																	
6/8/2020 14:12	27	380516121382701										0.03		0.020		0.293		0.072			2.20	1.43	20.92	2.33		23.12																																																																	
6/8/2020 14:17	28	380528121404101										0.03		0.019		0.301		0.070			1.77	1.33	21.49	2.26		23.26																																																																	
6/8/2020 14:21	29	380620121410301										0.02		0.015		0.314		0.071			1.05	1.09	22.42	2.29		23.47																																																																	
6/8/2020 14:35	30	380646121420801										0.15		0.030		0.298		0.076			10.35	2.13	21.27	2.47		31.63																																																																	
6/8/2020 14:40	31	380816121413301										0.17		0.029		0.259		0.077			11.99	2.10	18.49	2.51		30.48																																																																	
6/8/2020 14:44	32	380941121405501										0.17		0.027		0.228		0.080			12.06	1.93	16.28	2.60		28.34																																																																	
6/8/2020 14:49	33	381026121390801										0.21		0.018		0.183		0.064			14.99	1.26	13.06	2.07		28.06																																																																	
6/8/2020 14:57	34	380949121371001										0.35		0.015		0.155		0.067			24.99	1.10	11.07	2.16		36.05																																																																	
6/8/2020 15:03	35	381043121352201										0.43		0.013		0.144		0.073			30.34	0.91	10.28	2.37		40.62																																																																	
6/8/2020 15:07	36	381137121335301										0.35		0.010		0.128		0.068			25.06	0.74	9.14	2.20		34.20																																																																	
6/8/2020 15:15	WGC	381330121332401		2.4		1.5		2.1		1.4		0.26		0.009		0.105		0.056		0.48	18.56	0.64	7.50	1.81	34.27	26.06		1.8		0.110		2.2		0.039		0.0279	E	0.0054	E	0.0025	E	0.0019		0.0192		0.0188		0.0179		0.0105		0.2752		0.2110		0.155		0.0618		0.1590		0.1222		0.1057		1.574		0.7510						4	40.21	168.44										256	2573.59	1559.93	260	2613.81	1728.37
6/9/2020 8:35	1	380512121410401										0.03		0.014		0.322		0.085			2.05	0.97	22.99	2.76		25.04																																																																	
6/9/2020 8:39	2	380351121403801										0.04		0.015		0.323		0.085			2.62	1.09	23.06	2.76		25.68																																																																	
6/9/2020 8:44	JPT	11337190		1.8		1.7		0.6		0.6		0.03		0.010		0.300		0.085		0.48	2.14	0.71	21.42	2.74	34.27	23.56		2.7		0.186		2.4		0.065		0.0475		0.0093	E	0.0042	E	0.0026		0.0186		0.0185		0.0182		0.0159		0.5297		0.2406		0.267		0.1082		0.2853		0.2059		0.1590		1.527		0.8113						6	120.64	36.12						4	80.42	110.54		290	5830.80	3053.00	300	6031.86	3199.65
6/9/2020 9:00	4	380202121430801										0.04		0.010		0.324		0.093			2.46	0.70	23.13	3.00		25.59																																																																	
6/9/2020 9:05	5	380143121452801										0.04		0.011		0.354		0.091			2.91	0.78	25.27	2.95		28.18																																																																	
6/9/2020 9:09	6	380129121472401										0.05		0.012		0.361		0.090			3.57	0.84	25.77	2.91		29.34																																																																	
6/9/2020 9:14	7	380137121494001										0.06		0.011		0.381		0.093			4.34	0.79	27.20	3.00		31.54																																																																	
6/9/2020 9:20	8	380154121515901										0.06		0.010		0.378		0.091			4.32	0.69	26.99	2.94		31.30																																																																	
6/9/2020 9:24	9	380241121533601										0.07		0.010		0.401		0.091			4.63	0.71	28.63	2.93		33.26																																																																	
6/9/2020 9:28	10	380251121552801										0.05		0.008		0.409		0.096			3.18	0.56	29.20	3.11		32.38																																																																	
6/9/2020 9:33	11	380324121573801										0.06		0.008		0.414		0.098			4.54	0.57	29.56	3.17		34.10																																																																	
6/9/2020 9:39	12	380337121596001										0.09		0.008		0.412		0.097			6.08	0.58	29.41	3.14		35.50																																																																	
6/9/2020 9:44	13	380347122020501												0.009		0.421		0.098				0.63	30.06	3.16																																																																			
6/9/2020 9:51	14	380337122041701												0.009		0.415		0.099				0.64	29.63	3.21																																																																			
6/9/2020 9:55	15	380253122060301												0.010		0.412		0.101				0.69	29.41	3.27																																																																			
6/9/2020 10:02	16	380341122060801												0.008		0.422		0.103				0.58	30.13	3.34																																																																			
6/9/2020 10:07	17	380460122045301												0.006		0.391		0.103				0.43	27.91	3.34																																																																			
6/9/2020 10:15	GRZ	380631122032201		2.9		4.6		2.2		3.8				0.006		0.421		0.098		0.65		0.43	30.06	3.16	46.40			2.9		0.254		2.8		0.081		0.0585		0.0117	E	0.0053	E	0.0033		0.0179		0.0184		0.0180		0.0159		0.7366		0.0788		0.362		0.1556		0.3763		0.2626		0.1683		1.509	<	0.8686																		254	5106.97	2837.67	254	5106.97	2837.67
6/9/2020 11:28	19	380706122022101												0.005		0.392		0.097				0.38	27.98	3.13																																																																			
6/9/2020 11:39	20	380630122021701												0.007		0.426		0.099				0.48	30.41	3.22																																																																			
6/9/2020 11:46	21	380529122004801												0.008		0.421		0.097				0.56	30.06	3.13																																																																			
6/9/2020 11:52	22	380439121584201										0.06		0.007		0.416		0.096			4.25	0.53	29.70	3.11		33.95																																																																	
6/9/2020 12:05	23	380414121565701										0.05		0.007		0.417		0.094			3.71	0.49	29.77	3.05		33.47																																																																	
6/9/2020 12:17	24	380318121571101										0.06		0.009		0.399		0.093			4.14	0.64	28.48	3.00		32.63																																																																	
6/9/2020 12:28	CFL	11455508		2.1		3.4		1.3		1.9		0.05		0.016		0.380		0.089		0.58	3.57	1.14	27.13	2.87	41.41	30.70		2.5		0.185		2.5		0.062		0.0451		0.0090	E	0.0041	E	0.0026		0.0185		0.0183		0.0180		0.0154		0.5202		0.2598		0.264		0.1119		0.2749		0.1950		0.1446		1.533		0.8030						6	120.64	292.43										56	1125.95	722.22	62	1246.58	1014.65
6/9/2020 12:28	25	380258121531701										0.05		0.013		0.389		0.094			3.64	0.91	27.77	3.04		31.41																																																																	
6/9/2020 12:43	26	380343121512701										0.05		0.011		0.357		0.093			3.49	0.76	25.49	3.01		28.98																																																																	
6/9/2020 12:53	27	380359121470501										0.07		0.028		0.347		0.089			5.15	1.98	24.77	2.87		29.93																																																																	
6/9/2020 13:03	DEC	11455478		2.0		2.2		1.2		1.2		0.13		0.031		0.295		0.084		0.56	9.28	2.21	21.06	2.71	39.98	30.34		2.1		0.141		2.4		0.049		0.0356		0.0070	E	0.0032	E	0.0021		0.0186		0.0186		0.0182		0.0149		0.4092		0.1204		0.206		0.0822		0.2171		0.1721		0.1271		1.561	<	0.8206										10	201.06	198.13						334	6715.47	3309.43	344	6916.53	3507.56
6/9/2020 13:18	29	380653121422501										0.14		0.030		0.287		0.078			9.85	2.16	20.49	2.53		30.34																																																																	
6/9/2020 13:23	30	380830121412901										0.17		0.027		0.252		0.084			12.14	1.93	17.99	2.73		30.13																																																																	
6/9/2020 13:27	31	380948121404901										0.18		0.024		0.229		0.082			12.49	1.72	16.35	2.66		28.84																																																																	
6/9/2020 13:35	CCH41	11455385		1.5		1.7		0.7		0.8		0.10		0.028		0.224		0.096		0.47	7.14	2.00	15.99	3.10	33.55	23.13		2.3		0.158		2.4		0.055		0.0404		0.0082	E	0.0038	E	0.0025		0.0183		0.0181		0.0180		0.0140		0.4428		0.1308		0.227		0.0913		0.2404		0.1768		0.1286		1.573	<	0.8178																		152	3056.14	1017.81	152	3056.14	1017.81
6/9/2020 13:35	32	381138121392801										0.10		0.027		0.230		0.102			7.21	1.90	16.42	3.30		23.63																																																																	
6/9/2020 13:55	33	381258121401001										0.10		0.025		0.224		0.104			7.02	1.76	15.99	3.37		23.01																																																																	
6/9/2020 14:02	LIB	11455315		2.7		1.4		1.2		0.6		0.06		0.026		0.164		0.102		0.40	4.28	1.86	11.71	3.29	28.56	15.99		2.5		0.180		2.4		0.062		0.0451		0.0093	E	0.0043	E	0.0029		0.0183		0.0182		0.0176		0.0141		0.5004		0.1749		0.248		0.1060		0.2608		0.2073		0.1606		1.500		0.8179						6	120.64	456.46										540	10857.35	4572.68	546	10977.99	5029.14
6/9/2020 14:34	34	381604121413401										0.03		0.013		0.088		0.121			1.86	0.94	6.28	3.92		8.14																																																																	
6/9/2020 14:43	35	381740121413401										0.02		0.007		0.047		0.196			1.48	0.50	3.36	6.35		4.84																																																																	
6/9/2020 14:47	SSB	11455276		3.0		1.2		0.8		0.4		0.01		0.002	<	0.040		0.253		0.31	0.71	0.14	1.43	8.17	22.13	2.14				0.357		2.6		0.125		0.0932		0.0202		0.0095	E	0.0060		0.0170		0.0172		0.0173		0.0152		0.9771		0.1570		0.510		0.2075		0.5137		0.3543		0.2385		1.548		0.8614						4	80.42	312.24										320	6433.98	2068.88	324	6514.41	2381.12
6/9/2020 15:13	36	381944121405501										0.02		0.003	<	0.040		0.249			1.45	0.19	1.43	8.06		2.88																																																																	
6/9/2020 15:18	SS	382010121402301		1.8		1.7		0.9		0.5	<	0.01	<	0.001	<	0.040		0.213		0.30	0.36	0.04	1.43	6.88	21.42	1.78				0.328		2.8		0.116		0.0869		0.0191		0.0093	E	0.0061		0.0172		0.0170		0.0167		0.0138		0.8787		0.2718		0.460		0.1960		0.4619		0.3330		0.2415		1.518		0.8336						4	80.42	1136.98										548	11018.20	4205.68	552	11098.62	5342.66
6/9/2020 15:39	37	381908121400201										0.02		0.002	<	0.040		0.222			1.26	0.12	1.43	7.19		2.69																																																																	
6/9/2020 15:50	38	381700121395401										0.02		0.003	<	0.040		0.212			1.35	0.19	1.43	6.86		2.78																																																																	
6/9/2020 15:55	39	381526121401801										0.01		0.005	<	0.040		0.181			0.78	0.36	1.43	5.86		2.21																																																																	
6/9/2020 16:03	40	381157121392801										0.07		0.021		0.195		0.111			4.76	1.51	13.92	3.59		18.68																																																																	
6/10/2020 8:29	1	380545121344801										0.03		0.015		0.304		0.073			1.78	1.08	21.70	2.35		23.48																																																																	
6/10/2020 8:36	2	380419121334501										0.02		0.017		0.303		0.070			1.29	1.19	21.63	2.27		22.92																																																																	
6/10/2020 8:39	PPT	11313460		2.3		1.3		0.7		0.4		0.03		0.017		0.276		0.072		0.48	2.14	1.21	19.70	2.32	34.27	21.85		2.6		0.200		2.7		0.069		0.0504		0.0101	E	0.0045	E	0.0029		0.0179		0.0184		0.0181		0.0150		0.5664		0.1008		0.287		0.1147		0.2955		0.2182		0.1568		1.526		0.8542						8	80.42	216.15										236	2372.53	483.26	244	2452.96	699.41
6/10/2020 8:55	3	380313121305301										0.02		0.012		0.301		0.079			1.60	0.89	21.49	2.56		23.09																																																																	
6/10/2020 9:00	SJW	380131121280501		2.0		1.2		0.6		0.3		0.01		0.010		0.377		0.096		0.61	0.71	0.71	26.91	3.10	43.55	27.63		3.2		0.263		2.8		0.089		0.0648		0.0135	E	0.0065	E	0.0042		0.0174		0.0177		0.0174		0.0141		0.7398		0.1003		0.375		0.1528		0.3889		0.2688		0.1781		1.506		0.8683						6	60.32	106.59										412	4141.88	2439.47	418	4202.20	2546.06
6/10/2020 9:18	4	380049121273401										0.01		0.008		0.491		0.098			1.01	0.59	35.05	3.18		36.07																																																																	
6/10/2020 9:23	TRN	11311300		2.3		1.2		0.7		0.4		0.03		0.009		0.673		0.116		0.92	2.14	0.64	48.05	3.74	65.68	50.19		3.4		0.290		2.8		0.093		0.0678		0.0140	E	0.0066	E	0.0043		0.0173		0.0178		0.0175		0.0146		0.8018		0.0614		0.416		0.1690		0.4289		0.2965		0.1715		1.523		0.8753						54	1085.73	1697.50										596	11983.30	2061.21	650	13069.03	3758.71
6/10/2020 9:38	5	375941121245901										0.04		0.011		1.069		0.171			2.46	0.78	76.32	5.54		78.78																																																																	
6/10/2020 9:45	SJRBC	375831121223701		2.7		0.7		2.1		0.6		0.05		0.014		1.190		0.194		1.49	3.57	1.00	84.95	6.26	106.37	88.52		2.7		0.239		2.6		0.071		0.0518		0.0106	E	0.0051	E	0.0035		0.0173		0.0183		0.0173		0.0132		0.6002		0.1018		0.343		0.1359		0.3626		0.2604		0.1748		1.610		0.8436						6	120.64	91.95										732	14717.74	11417.05	738	14838.38	11509.00
6/10/2020 10:02	6	375721121210601										0.02		0.014		1.181		0.171			1.69	0.99	84.31	5.54		86.00																																																																	
6/10/2020 10:15	7	375619121201001										0.06		0.014		1.298		0.195			4.48	0.97	92.66	6.31		97.15																																																																	
6/10/2020 11:00	8	375958121242601										0.03		0.011		1.097		0.169			2.46	0.76	78.31	5.47		80.77																																																																	
6/10/2020 11:08	9	380128121233701										0.04		0.014		0.461		0.197			2.62	1.01	32.91	6.38		35.53																																																																	
6/10/2020 11:15	14MILE	380232121241801		2.7		1.4		1.1		0.5		0.02		0.005		0.091		0.088		0.37	1.43	0.36	6.50	2.84	26.41	7.92		4.4		0.352		2.7		0.121		0.0882		0.0185		0.0090	E	0.0059		0.0174		0.0176		0.0172		0.0136		0.9882		0.0680		0.504		0.2048		0.5250		0.3712		0.2236		1.523		0.8793						166	1668.81	5181.34										308	3096.35	1390.02	474	4765.17	6571.36
6/10/2020 11:31	10	380226121261201										0.02		0.007		0.420		0.081			1.72	0.47	29.98	2.63		31.70																																																																	
6/10/2020 11:39	11	380301121275801										0.03		0.009		0.179		0.083			2.21	0.61	12.78	2.68		14.99																																																																	
6/10/2020 11:49	12	380305121295201										0.03		0.013		0.354		0.081			2.10	0.91	25.27	2.62		27.37																																																																	
6/10/2020 11:59	13	380523121300901										0.03		0.023		0.378		0.069			2.36	1.66	26.99	2.24		29.35																																																																	
6/10/2020 12:02	LPS	11336790		2.8		2.2		1.2		0.8		0.04		0.026		0.360		0.062		0.55	2.86	1.86	25.70	2.00	39.26	28.56		2.4		0.210		2.7		0.065		0.0469		0.0097	E	0.0044	E	0.0030		0.0175		0.0179		0.0180		0.0144		0.5618		0.0674		0.296		0.1234		0.2925		0.2043		0.1267		1.536	<	0.8720																		88	1769.35	1167.03	88	1769.35	1167.03
6/10/2020 13:33	14	380657121295101										0.02		0.026		0.329		0.053			1.09	1.88	23.49	1.72		24.57																																																																	
6/10/2020 13:40	*15	380758121302501										0.02									1.56																																																																						
6/10/2020 13:43	SMS	380831121301301		6.2		0.9		9.9		1.0		0.02		0.018		0.207		0.044		0.40	1.43	1.29	14.78	1.42	28.56	16.21		2.8		0.257		2.6		0.072		0.0530		0.0111	E	0.0051	E	0.0034		0.0173		0.0175		0.0180		0.0143		0.6705		0.1508		0.355		0.1485		0.3482		0.2405		0.1626		1.501		0.8613						190	3820.18	12871.25										386	7760.99	4839.86	576	11581.17	17711.11
6/10/2020 13:57	16	380823121291301									<	0.01		0.009		0.090		0.028			0.36	0.66	6.43	0.91		6.78																																																																	
6/10/2020 14:00	SYC	380831121281201		7.4		0.2		31.2		2.0	<	0.01		0.002	<	0.040		0.010		0.17	0.36	0.14	1.43	0.32	12.14	1.78		3.0		0.215		2.5		0.075		0.0560		0.0127	E	0.0063	E	0.0042		0.0168		0.0167		0.0163		0.0135		0.5625		0.0601		0.288		0.1250		0.2996		0.2143		0.1658		1.486		0.8502						6	120.64	505.32										50	1005.31	1156.45	56	1125.95	1661.78
6/10/2020 15:20	17	380912121301201										0.04		0.015		0.169		0.037			2.87	1.04	12.06	1.21		14.93																																																																	
6/10/2020 15:30	18	380957121290601										0.03		0.014		0.145		0.035			1.81	0.99	10.35	1.13		12.16																																																																	
6/10/2020 15:32	*19	381005121282301									<	0.01									0.36																																																																						
6/10/2020 15:35	20	381007121281001										0.01		0.004	<	0.040		0.010			0.75	0.27	1.43	0.31		2.18																																																																	
6/10/2020 15:42	21	381042121294701										0.10		0.018		0.174		0.020			6.82	1.27	12.42	0.64		19.25																																																																	
6/10/2020 15:47	*22	381124121285701										0.10									7.35																																																																						
6/10/2020 15:50	23	381212121284301										0.13		0.018		0.154		0.034			9.14	1.29	10.99	1.11		20.13																																																																	
6/10/2020 15:53	*24	381235121292201										0.10									6.89																																																																						
6/10/2020 16:05	25	381311121295501										0.08		0.022		0.132		0.033			5.53	1.56	9.42	1.07		14.96																																																																	
6/10/2020 16:33	NFM	11336685		2.9		1.8		1.3		1.0		0.11		0.042		0.261		0.051		0.50	7.85	3.00	18.63	1.65	35.70	26.49		2.1		0.139		2.3		0.047		0.0344		0.0069	E	0.0030	E	0.0021		0.0186		0.0187		0.0183		0.0138		0.3377		0.0594		0.194		0.0774		0.1936		0.1526		0.1185		1.528	<	0.8275		4	80.42	257.93		16	321.70	1248.97		6	120.64	134.69		4	80.42	54.16		144	2895.29	2890.39	174	3498.48	4586.14
6/10/2020 16:40	26	381246121301601										0.13		0.044		0.267		0.053			9.00	3.16	19.06	1.70		28.06																																																																	
6/10/2020 16:43	*27	381211121310501										0.17									11.92																																																																						
6/10/2020 16:46	28	381115121313301										0.21		0.034		0.259		0.058			15.06	2.42	18.49	1.89		33.55																																																																	
6/10/2020 16:48	*29	381036121313401										0.27									19.13																																																																						
6/10/2020 16:51	30	380946121320101										0.27		0.029		0.247		0.062			19.42	2.04	17.63	1.99		37.05																																																																	
6/10/2020 16:53	*31	380912121320801										0.26									18.63																																																																						
6/10/2020 16:57	32	380839121333401										0.22		0.024		0.221		0.057			15.71	1.73	15.78	1.84		31.48																																																																	
6/10/2020 16:58	NMR	380837121333401		2.9		1.3		1.3		0.7		0.19		0.024		0.224		0.058		0.52	13.56	1.71	15.99	1.87	37.12	29.56		1.9		0.126		2.4		0.045		0.0330		0.0067	E	0.0032	E	0.0024		0.0182		0.0180		0.0175		0.0119		0.3252		0.0553		0.182		0.0718		0.1851		0.1413		0.1142		1.551	<	0.8338						2	40.21	122.79										196	3940.82	1222.99	198	3981.03	1345.78
6/10/2020 17:09	33	380759121341201										0.20		0.028		0.215		0.060			13.92	1.98	15.35	1.93		29.27																																																																	
