"file","band","value","date"
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","wavi",-0.0363758839666843,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","mcari",0.00406999979168177,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","mndwi",0.648093819618225,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","ndmi",0.200000002980232,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","vari",0.57619047164917,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","evi",-0.0198636390268803,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","gndvi",-0.531335175037384,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","ndavi",-0.457413256168365,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","ndvi",-0.300813019275665,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","savi",-0.0211589783430099,2203-03-21
"S2B_SR_HARMONIZED_indices_20181017T185359.tif","wavi",-0.0272710174322128,2203-03-21
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","mcari",0.0035738181322813,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","mndwi",0.379844963550568,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","ndmi",-0.666666686534882,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","vari",0.386363625526428,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","evi",-0.0113407261669636,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","gndvi",-0.797979772090912,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","ndavi",-0.69696968793869,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","ndvi",-0.692307710647583,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","savi",-0.013326751999557,2203-03-22
"S2B_SR_HARMONIZED_indices_20181106T185559.tif","wavi",-0.00908014178276062,2203-03-22
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","mcari",-0.000353414623532444,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","mndwi",0.677018642425537,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","ndmi",-0.857142865657806,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","vari",0.477477490901947,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","evi",-0.0211405586451292,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","gndvi",-1,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","ndavi",-1,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","ndvi",-1,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","savi",-0.0242030695080757,2203-03-23
"S2B_SR_HARMONIZED_indices_20181206T185749.tif","wavi",-0.0207598898559809,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","mcari",0.000254545448115095,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","mndwi",0.883495151996613,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","ndmi",0.384615391492844,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","vari",0.342541426420212,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","evi",-0.0269742589443922,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","gndvi",-0.755656123161316,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","ndavi",-0.686046540737152,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","ndvi",-0.660377383232117,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","savi",-0.030529173091054,2203-03-23
"S2B_SR_HARMONIZED_indices_20181226T185809.tif","wavi",-0.0228151585906744,2203-03-23
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","mcari",-0.0021367606241256,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","mndwi",0.853955388069153,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","ndmi",0.45864662528038,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","vari",0.061143983155489,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","evi",-0.0747440978884697,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","gndvi",-0.554421782493591,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","ndavi",-0.483234703540802,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","ndvi",-0.529622972011566,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","savi",-0.0796292945742607,2203-06-20
"S2B_SR_HARMONIZED_indices_20190125T185649.tif","wavi",-0.0444888323545456,2203-06-20
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","mcari",-0.00487124221399426,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","mndwi",0.942664444446564,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","ndmi",0.333333343267441,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","vari",0.156589150428772,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","evi",-0.0977964252233505,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","gndvi",-0.734939754009247,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","ndavi",-0.643724679946899,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","ndvi",-0.687389016151428,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","savi",-0.104350171983242,2203-06-22
"S2B_SR_HARMONIZED_indices_20190316T185129.tif","wavi",-0.0578813254833221,2203-06-22
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","mcari",0.00390259362757206,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","mndwi",0.422776907682419,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","ndmi",0.0561224482953548,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","vari",0.265206813812256,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","evi",-0.0263578277081251,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","gndvi",-0.295454531908035,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","ndavi",-0.224999994039536,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","ndvi",-0.166386559605598,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","savi",-0.026541555300355,2203-06-23
"S2B_SR_HARMONIZED_indices_20190425T184929.tif","wavi",-0.0255319140851498,2203-06-23
