CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A3758	37.949764	-121.336068	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	95.52937	22.17846	761.4483	7.786117	7.127313	2.343754	39.78476	9.657486	34.62255	22.18764	725.7895	0.375869	6.19722	27.41265	3.622082
A5727	37.951978	-121.332779	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	98.1295	22.51112	800.4117	7.767702	6.943216	2.174821	41.37412	9.771915	32.11012	22.51809	767.9102	0.39564	5.812674	27.94695	3.724118
A5729	37.952202	-121.329098	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	97.90748	22.61682	827.2449	7.748973	6.786319	2.061507	41.1869	9.895935	31.00891	22.61089	793.1277	0.40831	5.740199	28.16927	3.712099
A5731	37.952408	-121.325447	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	97.91516	22.63677	839.0338	7.741329	6.728761	2.030497	39.79268	9.972771	30.59498	22.62717	804.673	0.414305	5.743834	28.16534	3.62259
A5733	37.952601	-121.321791	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	98.15207	22.66829	866.7754	7.725646	6.650563	2.008732	34.54134	10.15357	28.94198	22.65539	833.226	0.429298	5.72107	28.17498	3.285454
A5735	37.952409	-121.31809	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	98.31358	22.71694	891.7535	7.713699	6.596282	2.115854	29.92507	10.30032	27.22821	22.7026	858.6814	0.442514	5.705297	26.89887	2.989089
A5737	37.952781	-121.31458	Port of Stockton	San Joaquin Tidal Transition Zone	10-21-2015	98.36269	22.78426	907.7873	7.706902	6.535215	2.271343	27.56676	10.37513	26.70716	22.7662	874.3718	0.450634	5.708992	25.63964	2.837686
A3753	37.953333	-121.343328	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	100.8446	22.41368	761.623	7.807402	7.418189	2.468972	29.86538	9.706055	28.03313	22.41076	728.9963	0.375916	6.319312	22.61956	2.985258
A3756	37.952449	-121.338173	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	97.97005	22.24374	759.231	7.795016	7.260095	2.460036	34.27156	9.697098	32.02863	22.25077	724.2718	0.37474	6.300266	24.87963	3.268134
A3751	37.954591	-121.346611	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	100.7391	22.39951	761.7429	7.808558	7.428797	2.448789	30.22873	9.713778	28.04939	22.39159	728.1902	0.375874	6.326164	22.9029	3.008584
A3749	37.955519	-121.350099	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	103.344	22.43294	773.6718	7.804782	7.442261	2.394024	30.44141	9.845297	26.69279	22.42165	739.9846	0.382014	6.238589	22.96761	3.022238
A3747	37.956785	-121.353369	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	104.8574	22.41565	782.5224	7.796274	7.450844	2.332525	33.0421	9.917879	26.61726	22.41326	748.7398	0.386663	6.175159	23.43413	3.189203
A3745	37.957974	-121.356682	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	106.4497	22.39875	794.2259	7.789732	7.477884	2.344038	34.5672	10.03102	26.75435	22.39689	759.5712	0.39235	6.14177	23.37921	3.287114
A3743	37.959214	-121.360003	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.6869	22.39042	817.3978	7.783436	7.540001	2.358228	35.53148	10.18109	26.68595	22.38697	782.7584	0.404889	6.009346	23.393	3.349021
A3741	37.961402	-121.362402	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.7832	22.36031	835.4462	7.780704	7.553845	2.371472	35.43357	10.29967	26.06878	22.35424	800.0577	0.414421	5.941293	23.28484	3.342735
A3739	37.963401	-121.365052	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.6978	22.32819	851.4175	7.776688	7.535253	2.370491	35.2274	10.40755	25.29143	22.31685	814.7113	0.422535	5.892876	23.14818	3.329499
A3737	37.965347	-121.367783	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.3281	22.33322	869.5572	7.770267	7.433904	2.333463	34.58367	10.50966	24.36345	22.31651	831.3838	0.431484	5.759952	23.07267	3.288171
A3735	37.967417	-121.370365	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.3097	22.3789	878.5677	7.766239	7.332211	2.282693	34.23489	10.53796	23.49955	22.36582	840.6069	0.435936	5.613948	23.21927	3.26578
A3733	37.969723	-121.372695	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.4709	22.40433	887.2479	7.760672	7.224627	2.220694	33.72261	10.59464	22.67475	22.39669	849.3875	0.440365	5.481139	23.39187	3.232891
A3731	37.971948	-121.375066	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.6071	22.39433	893.5279	7.754758	7.135479	2.150338	33.07777	10.67073	22.04197	22.3877	855.2424	0.443606	5.402647	23.45732	3.191493
A3729	37.974089	-121.377509	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.3911	22.35455	900.0555	7.748224	7.046355	2.077772	31.57236	10.77772	21.30177	22.34014	860.6063	0.447003	5.331284	23.52484	3.094846
A3727	37.976203	-121.379998	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.2882	22.34271	903.4103	7.746508	7.019448	2.057135	31.18486	10.82027	20.92897	22.32881	863.6741	0.44875	5.319556	23.6722	3.069968
A3725	37.978285	-121.382519	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.2431	22.33417	905.8835	7.745279	7.008097	2.037695	30.84747	10.85773	20.58589	22.32477	865.9618	0.450003	5.323949	23.92552	3.048307
A3723	37.980384	-121.385097	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	107.002	22.31589	909.9941	7.744889	7.016421	2.061202	30.96147	10.93086	20.93695	22.30835	869.5522	0.452049	5.327227	24.26551	3.055626
A3721	37.982497	-121.387604	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	105.5954	22.23416	921.0746	7.74492	7.057851	2.227556	32.79786	11.19525	23.20677	22.22383	879.4427	0.457958	5.375104	25.04004	3.173522
A3719	37.984752	-121.389826	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	104.2199	22.15683	931.7357	7.743432	7.083172	2.358826	34.57112	11.43581	25.16025	22.14695	887.9108	0.463409	5.428849	25.64454	3.287366
A3717	37.986368	-121.392879	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	102.4155	22.075	942.0489	7.739406	7.107728	2.457587	36.18904	11.69153	26.75489	22.06676	895.8873	0.46874	5.488947	26.22318	3.391237
A3715	37.987888	-121.396073	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	98.88714	21.96471	955.0424	7.729257	7.158395	2.568486	37.30946	12.03472	28.20947	21.95938	906.2126	0.47545	5.503934	26.89538	3.463168
A3713	37.988985	-121.399358	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	95.38704	21.90084	958.7153	7.724288	7.211069	2.615275	36.77375	12.2078	28.76429	21.89232	909.0485	0.477689	5.452857	27.17906	3.428775
A3711	37.99012	-121.40274	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	92.38237	21.85737	954.8905	7.724461	7.249695	2.586534	36.7784	12.24903	27.75104	21.84103	904.4529	0.475577	5.414661	27.36263	3.429074
A3709	37.991326	-121.406075	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	86.61545	21.73487	945.2319	7.724024	7.298803	2.542557	36.52717	12.30075	26.56973	21.71474	892.4791	0.470592	5.347888	27.70576	3.412944
A3707	37.992761	-121.409169	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	84.04546	21.67678	940.4667	7.72224	7.315792	2.54342	36.17217	12.28954	26.525	21.66942	887.0777	0.468254	5.30832	27.82946	3.390154
A5670	37.994058	-121.448284	Turner Cut	San Joaquin Tidal Transition Zone	10-21-2015	63.65406	21.42978	862.1506	7.715698	7.520137	2.292759	39.53752	11.6426	24.64557	21.42789	808.4468	0.427738	5.240403	28.985	3.606209
A3691	37.993694	-121.436979	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	70.41618	21.48081	891.5385	7.719887	7.522491	2.524233	37.8492	11.9057	26.28615	21.48698	836.6329	0.442339	5.188961	29.66652	3.497818
A3694	37.993761	-121.431514	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	73.20184	21.54552	904.094	7.72046	7.495179	2.580263	36.03483	12.01801	26.62564	21.54238	851.2646	0.449804	5.211253	29.74138	3.381336
A3703	37.995092	-121.415531	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	77.74128	21.57536	920.6132	7.719612	7.378004	2.536572	36.33419	12.17699	26.23343	21.58576	866.5056	0.457722	5.129488	28.49993	3.400555
A3689	37.995366	-121.44005	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	66.99313	21.41185	875.1823	7.718536	7.508922	2.390629	37.70861	11.78966	24.72686	21.41537	818.7391	0.433238	5.193876	29.57437	3.488793
A3699	37.995796	-121.422932	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	76.19461	21.57999	917.8325	7.723356	7.426263	2.605134	36.40942	12.15384	26.75493	21.57319	863.2313	0.456108	5.113225	29.36045	3.405385
A3687	37.996973	-121.443115	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	65.53346	21.39824	868.5684	7.717587	7.508356	2.336087	37.39807	11.73633	24.19601	21.39825	812.5709	0.430062	5.205953	29.42458	3.468856
A3696	37.996411	-121.428501	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	75.37964	21.55708	914.0239	7.723094	7.453295	2.59666	35.5495	12.12127	26.5834	21.54476	859.1479	0.4541	5.210485	29.78897	3.350178
A3682	38.00156	-121.449733	San Joaquin River	Central Delta Tidal Zone	10-21-2015	58.91364	21.40179	826.5692	7.707902	7.513507	2.316821	37.60049	11.36103	23.6378	21.39779	775.8497	0.409437	5.154757	28.94203	3.481851
A3680	38.003959	-121.451751	San Joaquin River	Central Delta Tidal Zone	10-21-2015	56.1866	21.38373	806.2245	7.703945	7.518348	2.314031	36.08416	11.20129	22.92141	21.37717	756.2861	0.398919	5.078177	29.01423	3.384503
A3678	38.006421	-121.453572	San Joaquin River	Central Delta Tidal Zone	10-21-2015	53.05603	21.34817	783.8768	7.697814	7.52358	2.303469	33.975	11.03697	21.94535	21.33946	734.6948	0.387688	5.023495	29.05118	3.249095
A3685	37.999124	-121.446238	San Joaquin River	San Joaquin Tidal Transition Zone	10-21-2015	61.83372	21.40756	847.0696	7.712049	7.510703	2.305872	37.01568	11.5546	23.65959	21.40192	795.3317	0.420462	5.211208	29.0126	3.444307
A3676	38.008948	-121.455411	San Joaquin River	Central Delta Tidal Zone	10-21-2015	49.72525	21.2933	759.7277	7.690306	7.526484	2.297812	32.53854	10.86856	21.39528	21.2849	711.5898	0.375769	5.02528	29.00579	3.156874
A3674	38.011772	-121.454147	San Joaquin River	Central Delta Tidal Zone	10-21-2015	46.25274	21.22136	730.4772	7.684727	7.531148	2.26562	31.75708	10.70113	21.43411	21.2131	683.4746	0.36102	5.060103	28.84955	3.106705
A3672	38.014324	-121.458345	San Joaquin River	Central Delta Tidal Zone	10-21-2015	39.51479	21.1239	676.2672	7.678722	7.551631	2.26391	29.77038	10.32076	21.01181	21.11436	630.0601	0.332797	5.151939	28.45057	2.979158
A3670	38.016666	-121.460243	San Joaquin River	Central Delta Tidal Zone	10-21-2015	34.55799	21.06913	634.8746	7.676133	7.577345	2.260027	27.80513	10.01779	20.90434	21.05966	590.0392	0.311512	5.215483	28.13213	2.85299
A3668	38.018393	-121.463516	San Joaquin River	Central Delta Tidal Zone	10-21-2015	29.81673	21.00019	593.6741	7.670043	7.606715	2.273511	25.23108	9.71903	21.19366	20.99607	552.1788	0.291408	5.266284	27.81446	2.687736
A3666	38.021121	-121.464939	San Joaquin River	Central Delta Tidal Zone	10-21-2015	27.2905	20.96151	571.5357	7.666579	7.628062	2.276418	24.36769	9.557749	21.30453	20.94946	531.1232	0.28028	5.326398	27.36853	2.632306
A3664	38.024002	-121.465642	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.87904	20.92217	557.3185	7.662868	7.651564	2.265535	23.74183	9.435286	21.10534	20.90941	517.5471	0.273191	5.370139	26.91682	2.592125
A3662	38.025661	-121.468667	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.77	20.89256	546.1298	7.661384	7.681436	2.239019	23.70345	9.298225	20.83777	20.88031	506.6745	0.26749	5.407706	26.43002	2.589661
A3660	38.027141	-121.471855	San Joaquin River	Central Delta Tidal Zone	10-21-2015	23.37789	20.86455	532.4364	7.666748	7.748498	2.169485	23.82747	9.026704	20.45976	20.85802	493.6997	0.260618	5.465886	25.7745	2.597624
A3651	38.034551	-121.484515	San Joaquin River	Central Delta Tidal Zone	10-21-2015	21.19773	20.74582	504.959	7.68129	7.931637	2.138157	23.24347	8.51862	21.0612	20.74284	468.6094	0.24765	5.851768	22.67144	2.56013
A3652	38.033812	-121.482909	San Joaquin River	Central Delta Tidal Zone	10-21-2015	21.25512	20.74685	507.6434	7.681118	7.924579	2.11662	22.78899	8.506942	20.52374	20.74147	470.7043	0.248807	5.884326	23.04918	2.530953
A3658	38.028824	-121.474596	San Joaquin River	Central Delta Tidal Zone	10-21-2015	22.79683	20.85271	526.8202	7.671763	7.785989	2.134232	23.54838	8.88398	20.3235	20.84734	488.562	0.257901	5.527096	25.59975	2.579706
A3659	38.032076	-121.471901	San Joaquin River	Central Delta Tidal Zone	10-21-2015	22.61581	20.85117	527.1082	7.670042	7.785551	2.128586	23.61896	8.936881	20.30776	20.84319	488.692	0.258021	5.469719	24.90034	2.584237
A3657	38.029587	-121.475984	San Joaquin River	Central Delta Tidal Zone	10-21-2015	22.07132	20.82755	520.1759	7.678162	7.840581	2.090558	22.99494	8.716941	20.09018	20.82063	482.3837	0.254728	5.626423	24.99388	2.544175
A3656	38.030435	-121.477394	San Joaquin River	Central Delta Tidal Zone	10-21-2015	21.69773	20.80446	517.1678	7.680901	7.873692	2.073649	22.6404	8.605836	19.96525	20.79774	479.7369	0.253393	5.73364	24.76193	2.521414
A3654	38.031994	-121.48031	San Joaquin River	Central Delta Tidal Zone	10-21-2015	21.40413	20.7747	513.3914	7.681792	7.904311	2.079577	22.6942	8.522562	20.12012	20.76836	476.1509	0.251597	5.826744	23.9844	2.524868
A3655	38.031283	-121.478829	San Joaquin River	Central Delta Tidal Zone	10-21-2015	21.52918	20.79228	515.0767	7.681416	7.885687	2.073087	22.72162	8.577751	20.03104	20.78539	477.7511	0.252399	5.759507	24.23909	2.526628
A4389	38.068038	-121.579754	Old River	Central Delta Tidal Zone	10-21-2015	22.42256	20.63421	565.9824	7.774643	8.403218	1.890058	19.28173	6.214144	17.07677	20.6416	521.1903	0.278962	7.357099	14.35484	2.305787
A3464	38.068811	-121.678891	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.59814	20.14235	1543.776	7.884677	8.36164	1.450011	11.73561	5.906265	12.84024	20.25828	1222.59	0.173151	10.22232	17.32423	1.821326
A762	38.066821	-121.781462	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.26334	19.6538	5280.76	7.753911	8.338979	1.651176	11.38126	5.992586	12.45495	19.65134	4803.667	2.907648	13.29134	15.94643	1.798574
A3598	38.068857	-121.557706	San Joaquin River	Central Delta Tidal Zone	10-21-2015	23.57518	20.63174	487.8822	7.740661	8.183794	1.648962	17.61762	6.218764	14.7421	20.65664	415.7365	0.176186	6.516521	13.48524	2.198951
A4387	38.070584	-121.578342	Old River	Central Delta Tidal Zone	10-21-2015	23.03397	20.65244	536.7307	7.771587	8.409961	1.926243	19.6361	6.111794	17.39253	20.65758	494.513	0.265517	7.357594	14.30336	2.328538
A3462	38.071688	-121.679491	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.70006	20.11516	1524.052	7.88024	8.381363	1.460093	11.20249	5.907565	12.67245	20.24628	1151.186	0.144242	10.60375	17.33782	1.787099
A760	38.068521	-121.778514	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.09747	19.64132	4583.251	7.761235	8.34795	1.685938	11.6069	5.862982	13.74836	19.63507	4201.917	2.518415	11.94731	15.88658	1.813061
A4385	38.071409	-121.574613	Old River	Central Delta Tidal Zone	10-21-2015	23.99121	20.66901	493.5544	7.761567	8.40491	1.955541	19.12518	5.930443	17.46004	20.66651	453.8781	0.246007	7.381652	14.41545	2.295737
A803	38.068208	-121.853427	Sacramento River	Western Delta Tidal Zone	10-21-2015	33.12331	19.77488	9721.927	7.775012	8.294331	1.365166	18.56	6.615895	15.41603	19.76777	8793.69	5.515379	12.27879	29.42717	2.259452
A3596	38.071264	-121.559836	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.1532	20.58311	471.5696	7.727856	8.173354	1.677468	17.11316	6.123118	15.16546	20.64921	413.0786	0.163077	6.709227	12.73648	2.166564
A758	38.070391	-121.775649	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.07641	19.652	4281.077	7.761822	8.352387	1.643696	11.29272	5.805377	13.41746	19.63995	3947.306	2.352674	11.69409	15.88328	1.792892
A801	38.068358	-121.849983	Sacramento River	Western Delta Tidal Zone	10-21-2015	33.01708	19.78652	9703.304	7.770926	8.340815	1.246188	21.22863	6.614457	15.82968	19.78096	8799.241	5.517424	13.71216	29.22789	2.430778
A794	38.068506	-121.83606	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.88623	19.80286	9134.648	7.766954	8.338173	1.378353	20.23661	6.583138	18.25639	19.79571	8280.258	5.166918	12.35991	28.72511	2.367086
A3460	38.074572	-121.680018	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.79448	20.11072	1506.743	7.879996	8.406164	1.473097	10.55645	5.902455	12.2643	20.26101	1109.516	0.140791	10.77851	17.30266	1.745624
A756	38.07195	-121.772574	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.23268	19.67459	3796.701	7.766763	8.355834	1.629239	10.38663	5.695386	12.88621	19.66081	3511.901	2.076553	12.01658	16.16124	1.734725
A3594	38.072233	-121.563446	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.47485	20.56746	465.7228	7.725527	8.162887	1.615919	17.32323	6.060562	15.02443	20.62503	416.038	0.190127	6.822526	13.36672	2.180051
A798	38.069708	-121.844623	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.54641	19.76952	9234.361	7.775454	8.405439	1.462682	21.41504	6.581726	17.4433	19.76785	8443.816	5.280109	12.15217	29.29558	2.442745
A3592	38.073087	-121.567128	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.64953	20.56987	463.8481	7.728466	8.178029	1.618804	17.48804	6.002757	14.99513	20.61429	418.2354	0.20777	6.881005	13.48806	2.190632
A796	38.070144	-121.840356	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.55782	19.77325	8992.686	7.776216	8.374653	1.555241	20.80583	6.561752	18.81933	19.76697	8179.068	5.102529	11.0585	29.017	2.403633
A754	38.074026	-121.769971	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.4127	19.67628	3482.717	7.772291	8.355551	1.682003	10.01558	5.612902	12.84302	19.66541	3217.485	1.89244	12.28864	16.5031	1.710908
A3590	38.076516	-121.568009	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.67727	20.5419	454.0656	7.726377	8.125129	1.530721	14.64325	6.011558	14.98714	20.78414	435.2722	0.13636	6.821313	12.89393	2.007996
A3458	38.077325	-121.680408	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.02331	20.10393	1453.219	7.880148	8.439702	1.496502	9.875959	5.899114	11.88962	20.29625	1026.937	0.131189	10.95033	17.54132	1.701936
A752	38.075317	-121.766652	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.49891	19.68074	2996.618	7.781419	8.353973	1.743064	9.791813	5.480649	12.89844	19.66805	2746.982	1.600744	12.37576	17.0483	1.696482
A3588	38.077527	-121.57269	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.23069	20.624	467.887	7.749169	8.288778	1.776542	15.3318	5.969919	17.35364	20.8673	445.9977	0.138144	7.173631	13.00125	2.052202
A750	38.076661	-121.763431	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.48437	19.69026	2842.059	7.78249	8.356778	1.733911	9.235554	5.442967	12.85011	19.67585	2601.146	1.510609	12.33812	17.01608	1.660784
A3456	38.080105	-121.681103	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.97009	20.10553	1423.804	7.880113	8.442938	1.490799	10.29865	5.902352	11.8648	20.31566	988.0261	0.126052	10.86585	17.76632	1.729073
A3586	38.080465	-121.574039	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.26399	20.63401	470.9587	7.75582	8.328889	1.847746	15.87825	5.964736	18.38852	20.87681	443.1705	0.136057	7.258379	13.05741	2.087283
A748	38.077966	-121.760124	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.43494	19.69826	2598.548	7.780896	8.349163	1.71271	7.942244	5.38776	12.92882	19.68462	2384.556	1.377851	12.19287	16.4993	1.57774
A746	38.079584	-121.757026	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.19447	19.69992	2377.415	7.780406	8.32435	1.656912	7.999149	5.332928	12.99307	19.68331	2189.679	1.259638	12.15273	15.79089	1.581448
A3584	38.083194	-121.574906	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.65884	20.60787	459.6491	7.74747	8.279564	1.886219	15.36107	5.925317	18.59628	20.87882	431.476	0.121029	7.137595	13.11926	2.05408
A744	38.080898	-121.753821	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.08504	19.70727	2274.745	7.780725	8.311127	1.645252	8.506077	5.304857	13.11021	19.68606	2092.132	1.20044	12.12509	15.45231	1.614003
A3894	38.083319	-121.683845	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.48785	20.23623	1185.574	7.846945	8.414646	1.902085	13.22064	5.809883	16.0971	20.35656	916.1377	0.293676	9.593839	16.06505	1.916665
A742	38.082427	-121.750674	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.17088	19.73443	2087.541	7.776807	8.278048	1.68968	9.747039	5.251312	13.83559	19.71498	1913.383	1.091272	12.00839	14.62885	1.693695
A3452	38.085171	-121.679383	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.55176	20.18108	1235.889	7.861384	8.394288	1.611933	12.35437	5.855515	13.73197	20.36234	899.6077	0.192264	10.2581	16.58505	1.86105
A3582	38.086095	-121.573998	San Joaquin River	Central Delta Tidal Zone	10-21-2015	24.96618	20.59477	450.247	7.742912	8.255424	1.917542	15.50418	5.865988	18.79808	20.85468	420.6019	0.120148	7.090392	13.19388	2.063268
A3896	38.086342	-121.684897	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.32377	20.28432	1103.468	7.837362	8.397046	2.032028	13.82754	5.777056	17.36519	20.37434	894.7156	0.341997	9.258185	14.83281	1.955628
A740	38.08437	-121.747922	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.29189	19.73787	1948.712	7.775885	8.268568	1.757205	10.1617	5.20895	14.69186	19.72184	1785.122	1.014484	11.92841	14.22972	1.720358
A738	38.085898	-121.744755	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.23183	19.7449	1617.634	7.782909	8.272755	1.874687	10.09992	5.121289	15.87925	19.72584	1500.287	0.845818	11.98917	13.72361	1.716469
A3898	38.08919	-121.685675	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.30514	20.3899	972.7052	7.819104	8.390223	2.433335	14.5997	5.699454	20.10878	20.40375	889.0397	0.461302	8.486364	12.6105	2.0052
A3450	38.088275	-121.679829	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.53172	20.22882	1143.982	7.84986	8.377384	1.725634	12.60107	5.81833	14.84481	20.37213	880.2146	0.239166	10.01177	15.74728	1.876889
A3580	38.088965	-121.573699	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.28655	20.58234	439.9857	7.737853	8.234167	1.945915	15.64649	5.802828	18.86003	20.82529	412.3528	0.122471	7.064826	13.17847	2.072404
A3424	38.087743	-121.638417	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.81833	20.44205	563.0861	7.791385	8.218187	1.931448	12.65075	5.609388	16.60963	20.51971	450.5196	0.142382	10.53537	15.10781	1.880078
A3426	38.087775	-121.642141	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.84662	20.45124	579.7257	7.802319	8.272369	1.954203	13.21884	5.606345	16.86389	20.53263	462.3675	0.145122	11.05276	14.46055	1.916549
A736	38.087311	-121.741526	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.09384	19.76571	1505.835	7.784401	8.26743	1.84331	10.15876	5.093619	15.95147	19.74574	1401.237	0.787172	12.04169	13.47644	1.720213
A3428	38.088724	-121.645425	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.8321	20.44488	612.4415	7.812514	8.349583	1.905422	13.13908	5.624072	16.5811	20.52142	484.0239	0.156528	10.707	14.26086	1.911429
A3900	38.092107	-121.685745	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.31636	20.38451	997.8732	7.819127	8.408749	2.458001	14.58405	5.69805	19.95836	20.39601	917.9948	0.475978	8.552812	12.41838	2.004197
A3578	38.09167	-121.575185	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.24958	20.50363	408.4851	7.717985	8.164125	1.842529	15.05221	5.606983	17.60143	20.6872	381.2741	0.11516	6.970325	12.53708	2.034252
A734	38.08941	-121.738916	Sacramento River	Western Delta Tidal Zone	10-21-2015	31.95885	19.8061	1482.35	7.782041	8.250467	1.741668	10.41533	5.0929	15.28957	19.78565	1374.544	0.770797	11.89388	13.4536	1.736575
A3448	38.090908	-121.678012	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.83844	20.25681	1070.9	7.843402	8.361642	1.752372	12.15174	5.792403	15.06629	20.38879	846.5929	0.240376	10.02799	15.75833	1.848042
A3421	38.088975	-121.63314	San Joaquin River	Central Delta Tidal Zone	10-21-2015	27.00608	20.43649	512.5396	7.783165	8.186572	1.862881	12.8225	5.603738	16.40168	20.4994	442.4727	0.139585	9.898524	16.73945	1.891104
A3430	38.090099	-121.648685	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.48424	20.42129	656.8766	7.81496	8.371968	1.882412	13.01867	5.65639	16.40037	20.50905	498.4911	0.164992	10.32245	14.0111	1.903698
A732	38.090968	-121.735857	Sacramento River	Western Delta Tidal Zone	10-21-2015	31.99622	19.81831	1487.213	7.781355	8.245586	1.718617	10.2547	5.097401	14.94915	19.79957	1378.228	0.772696	11.82159	13.61608	1.726247
A3446	38.092724	-121.675094	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.02705	20.30821	970.1505	7.839286	8.348253	1.818851	12.05447	5.759849	15.6987	20.45588	752.718	0.216977	9.764176	16.24915	1.841797
A3432	38.092399	-121.650948	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.08285	20.39261	718.5994	7.81405	8.367992	1.903804	12.92437	5.696138	16.39857	20.49289	526.6414	0.180567	10.0172	14.03983	1.897645
