CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A4066	38.027595	-121.838595	New York Slough	Western Delta Tidal Zone	04-18-2016	24.92384	18.4946	217.3036	7.777386	9.500958	2.544767	29.72408	9.306072	39.15708	18.52147	192.6876	0.106494	12.75985	21.83632	2.975924
A4442	38.030395	-121.567423	Old River	Central Delta Tidal Zone	04-18-2016	26.07027	19.41949	221.4744	7.627341	8.915334	3.009294	45.30255	14.61073	26.12816	19.48648	199.531	0.108031	7.162746	29.81981	3.976207
A4440	38.030301	-121.570507	Old River	Central Delta Tidal Zone	04-18-2016	25.84993	19.49834	220.4967	7.638401	8.949884	3.009263	44.83952	14.48199	25.95912	19.56834	198.9816	0.107564	6.93877	14.04994	3.946534
A3955	38.030995	-121.763264	Sherman Lake	Western Delta Tidal Zone	04-18-2016	24.79011	19.45275	195.442	7.809929	9.491514	1.932366	52.23313	10.34032	27.56383	19.47256	176.5459	0.095904	8.809339	31.37558	4.420987
A4054	38.031095	-121.859744	New York Slough	Western Delta Tidal Zone	04-18-2016	24.81595	19.05362	220.5165	7.79759	9.480955	2.621247	56.70205	8.843716	39.10343	19.06613	197.8889	0.108076	11.94593	14.36822	4.712568
A3574	38.027811	-121.827434	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.99015	19.63394	209.187	7.791989	9.285023	1.726412	30.22378	9.695113	18.23952	19.62908	189.1537	0.102222	9.859962	14.7441	3.008271
A4052	38.031665	-121.863341	New York Slough	Western Delta Tidal Zone	04-18-2016	24.55203	18.9058	224.132	7.78832	9.464393	2.656747	54.36744	8.747488	39.13263	18.94121	200.3677	0.109704	12.37587	22.25757	4.558213
A3510	38.026522	-121.738533	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.3121	19.45402	191.2677	7.783424	9.463509	1.712647	53.63176	10.12496	22.44924	19.50785	172.8522	0.093876	7.720593	30.69973	4.511148
A4007	38.030244	-121.830534	Broad Slough	Western Delta Tidal Zone	04-18-2016	25.16182	19.54411	209.8998	7.782281	9.269436	1.772872	28.79907	9.640782	17.08249	19.57404	189.5431	0.102509	9.868355	15.51356	2.916797
A4050	38.03192	-121.866996	New York Slough	Western Delta Tidal Zone	04-18-2016	24.27244	18.78352	227.466	7.783789	9.468163	2.604888	53.56912	8.695707	38.27399	18.82315	203.0105	0.111411	12.74576	27.207	4.506701
A4438	38.032618	-121.571101	Old River	Central Delta Tidal Zone	04-18-2016	25.96933	19.59253	219.8622	7.657619	8.976378	2.977836	44.56888	14.39494	25.71562	19.66275	198.9395	0.107337	6.75818	21.98047	3.929214
A4057	38.031588	-121.854256	New York Slough	Western Delta Tidal Zone	04-18-2016	24.37424	19.11742	218.5745	7.804546	9.507508	2.624535	57.10049	8.910527	40.61653	19.1407	196.5133	0.107172	11.81593	15.35542	4.736037
A4417	38.033221	-121.577987	Old River	Central Delta Tidal Zone	04-18-2016	25.89095	19.89516	219.0779	7.706234	8.9626	2.627903	43.772	14.43209	21.6445	19.90837	199.1398	0.10689	6.069915	28.74638	3.878067
A4048	38.03284	-121.870368	New York Slough	Western Delta Tidal Zone	04-18-2016	24.08293	18.6134	230.1633	7.783343	9.47874	2.552822	53.37913	8.668447	38.73777	18.63358	205.1588	0.112999	13.29437	21.74201	4.494634
A3508	38.027198	-121.734953	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.6047	19.51804	191.6756	7.783532	9.456911	1.798264	53.09958	10.10831	23.67781	19.54239	173.1788	0.093998	8.000925	14.54168	4.477012
A4046	38.034185	-121.873564	New York Slough	Western Delta Tidal Zone	04-18-2016	24.38233	18.71914	226.9545	7.791994	9.47513	2.568936	52.95465	8.686204	39.21204	18.73309	202.375	0.111253	13.05152	14.27468	4.467472
A3506	38.028184	-121.731434	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.60442	19.41719	191.7578	7.78447	9.467585	1.892785	51.77444	10.20917	24.71658	19.4368	172.8705	0.094011	8.053648	22.45258	4.391973
A4436	38.035381	-121.57031	Old River	Central Delta Tidal Zone	04-18-2016	25.98582	19.72981	218.9566	7.683393	9.018633	2.965928	44.08221	14.23733	25.40905	19.80198	198.5889	0.106845	6.618553	22.83236	3.897989
A4059	38.032832	-121.849683	New York Slough	Western Delta Tidal Zone	04-18-2016	24.36446	19.17856	217.9737	7.808543	9.507194	2.63301	53.26682	8.943507	41.4147	19.19894	196.2752	0.106909	11.57868	21.90344	4.488181
A3504	38.029818	-121.728409	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.05741	19.19463	190.668	7.776568	9.411971	1.964386	39.58534	10.23875	20.91615	19.21893	170.7328	0.09329	7.810251	22.10308	3.609339
A4419	38.035955	-121.578478	Old River	Central Delta Tidal Zone	04-18-2016	26.301	19.92365	220.2309	7.698584	8.964084	2.613133	44.2631	14.60981	21.41644	19.93006	200.6092	0.107629	6.205542	27.70346	3.909591
A4044	38.035489	-121.876744	New York Slough	Western Delta Tidal Zone	04-18-2016	24.3205	18.72572	228.0535	7.795953	9.482352	2.576221	52.54154	8.654839	39.65744	18.75707	203.1786	0.111674	13.18109	14.82412	4.440712
A3502	38.032547	-121.725817	San Joaquin River	Western Delta Tidal Zone	04-18-2016	23.76876	19.15472	189.5282	7.76405	9.340243	1.904639	31.75023	10.05227	16.66093	19.18628	169.3794	0.092636	7.678423	21.01547	3.106275
A4042	38.036172	-121.880932	New York Slough	Western Delta Tidal Zone	04-18-2016	24.25196	18.59727	235.9919	7.802801	9.503495	2.71287	55.83986	8.643279	44.01675	18.61915	208.3864	0.114798	14.09075	21.93218	4.651434
A4434	38.038221	-121.570413	Old River	Central Delta Tidal Zone	04-18-2016	25.91071	19.74104	218.5845	7.687638	9.021999	3.014425	43.86372	14.18289	25.53735	19.81348	198.0097	0.106516	6.647995	15.81555	3.88396
A4421	38.038447	-121.580374	Old River	Central Delta Tidal Zone	04-18-2016	26.37276	20.09854	221.6438	7.703684	9.137267	2.518985	44.84198	14.84485	20.55022	20.10239	203.4437	0.108754	6.173424	21.66091	3.946755
A3500	38.035478	-121.723504	San Joaquin River	Western Delta Tidal Zone	04-18-2016	23.8886	19.2346	187.6848	7.752625	9.283591	1.926175	27.94892	9.67516	14.48352	19.26347	168.2328	0.091893	7.792067	22.24017	2.862219
A4758	38.039301	-121.48998	Disappointment Slough	Central Delta Tidal Zone	04-18-2016	34.54397	20.15451	334.66	7.763859	9.139063	3.372597	47.49062	15.24153	26.11584	20.21327	311.1045	0.16549	5.261837	21.08389	4.116798
A4432	38.040965	-121.57132	Old River	Central Delta Tidal Zone	04-18-2016	26.00633	19.56375	218.7231	7.665812	8.939396	2.863608	44.08075	14.37437	23.77061	19.6249	197.5793	0.106713	6.646491	20.81736	3.897887
A4423	38.041315	-121.580006	Old River	Central Delta Tidal Zone	04-18-2016	25.96894	20.31157	220.1654	7.710439	9.362564	2.554424	44.37276	14.68246	21.04355	20.3742	204.7031	0.108855	6.15574	16.69373	3.916631
A3498	38.037495	-121.72028	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.03336	19.08642	189.2318	7.745497	9.26896	2.285969	29.00065	10.00369	17.19343	19.08986	169.5996	0.092912	8.614057	20.8611	2.929741
A3644	38.040239	-121.495294	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.91508	20.17064	314.7438	7.787484	9.282452	3.083448	45.25672	14.53611	24.85239	20.24451	289.0133	0.153568	5.397504	20.22663	3.973381
A4430	38.042876	-121.57386	Old River	Central Delta Tidal Zone	04-18-2016	26.13415	19.4138	218.8209	7.650481	8.888103	2.704323	44.37354	14.6051	22.10917	19.48104	197.9827	0.107289	6.62541	21.3129	3.916681
A3496	38.038051	-121.716489	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.16278	18.82552	192.3164	7.7026	9.216241	2.363162	31.04438	10.54718	18.61031	18.8434	171.154	0.094222	9.228814	22.23153	3.060947
A4428	38.044185	-121.577038	Old River	Central Delta Tidal Zone	04-18-2016	26.00169	19.68036	217.9628	7.683794	8.95155	2.755079	43.72046	14.43475	22.24428	19.72139	198.4624	0.107005	6.510047	21.48047	3.874753
A4039	38.041611	-121.880849	New York Slough	Western Delta Tidal Zone	04-18-2016	23.88305	18.74295	230.2855	7.801126	9.469622	2.486096	52.07058	8.497536	40.38461	18.77343	206.6337	0.113605	13.40689	16.55121	4.410676
A3494	38.03836	-121.712843	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.1673	18.94217	194.0136	7.663042	9.221644	2.163358	32.08549	10.70167	17.48571	18.98591	172.3874	0.094649	8.817245	21.8179	3.127785
A3492	38.039503	-121.70972	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.21839	19.05252	193.2791	7.666386	9.259612	2.093042	31.84968	10.57343	16.64092	19.09727	171.8653	0.094122	8.484674	22.35397	3.112648
A3639	38.04117	-121.504832	San Joaquin River	Central Delta Tidal Zone	04-18-2016	34.06428	20.75314	328.1909	7.858268	9.396516	3.343905	46.32747	14.85421	25.64807	20.64946	298.4403	0.157247	5.32573	19.27853	4.042123
A3490	38.040578	-121.706383	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.2495	19.00438	190.6562	7.683574	9.298412	2.143826	30.97382	10.27955	16.93912	19.0356	169.6579	0.092969	8.415961	22.48411	3.056417
A3488	38.042629	-121.703797	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.32286	18.77834	189.0347	7.694483	9.294161	2.286872	30.49501	10.14253	17.82556	18.80787	167.5835	0.092293	8.861297	20.46742	3.025679
A3637	38.046618	-121.503996	San Joaquin River	Central Delta Tidal Zone	04-18-2016	33.19084	20.63828	317.9852	7.867945	9.415964	3.108423	45.66959	14.70791	24.01028	20.64798	292.6901	0.154167	5.282697	22.55338	3.999888
A4403	38.048278	-121.582001	Old River	Central Delta Tidal Zone	04-18-2016	25.49259	21.13943	213.6661	7.830426	9.421144	2.997721	39.75272	13.06233	25.41531	21.1538	200.0863	0.104769	6.207394	17.89658	3.620025
A3486	38.044581	-121.701228	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.32617	18.61086	188.1086	7.696095	9.284446	2.335111	30.31823	10.12412	18.1602	18.64911	166.3689	0.091992	9.100518	16.13171	3.01433
A3484	38.046462	-121.698672	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.44531	18.90758	187.3922	7.685704	9.284643	2.15766	30.15892	10.10644	16.36909	18.99671	167.7475	0.092111	8.359935	21.61899	3.004102
A3635	38.049397	-121.505164	San Joaquin River	Central Delta Tidal Zone	04-18-2016	32.496	20.50588	309.2668	7.855229	9.426446	2.951251	45.52363	14.67998	23.39217	20.58118	290.8155	0.153426	5.305787	17.62624	3.990517
A4901	38.049615	-121.630555	False River	Central Delta Tidal Zone	04-18-2016	24.21708	18.65881	196.4612	7.662407	9.132092	2.886551	36.06882	12.01724	21.94708	18.69273	175.6222	0.0969	8.331943	20.79452	3.383518
A3482	38.048064	-121.695439	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.48202	19.3002	187.7678	7.68067	9.267921	1.926582	30.28025	10.18378	14.43412	19.39817	170.0594	0.092606	7.550495	17.66453	3.011892
A4401	38.051125	-121.581349	Old River	Central Delta Tidal Zone	04-18-2016	25.62583	21.07886	213.1302	7.820149	9.249389	2.886193	39.39165	12.93628	24.59675	21.08797	199.1362	0.104422	6.291895	17.26986	3.596844
A4903	38.050924	-121.6271	False River	Central Delta Tidal Zone	04-18-2016	23.98817	18.71675	198.9934	7.657661	9.132432	2.840669	37.44566	12.50449	21.93614	18.74969	178.9096	0.098562	8.394619	15.69316	3.471911
A4899	38.051025	-121.634075	False River	Central Delta Tidal Zone	04-18-2016	23.91236	18.62872	195.2524	7.657459	9.132313	3.016161	35.33538	11.75236	22.33434	18.66243	173.8499	0.095994	8.363235	15.16059	3.336432
A4936	38.052163	-121.534503	Middle River	Central Delta Tidal Zone	04-18-2016	30.04061	19.94044	272.2799	7.75381	9.176234	3.176643	42.48254	13.6397	25.2958	20.01475	254.7737	0.136155	6.089352	12.81177	3.795279
A3480	38.050772	-121.6939	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.57309	19.65102	188.8197	7.684018	9.242004	1.708255	30.67917	10.34363	12.91713	19.75299	172.6946	0.09334	6.911986	19.31835	3.037503
A3633	38.051768	-121.507369	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.82179	20.79082	307.4576	7.885638	9.554929	3.107028	45.29092	14.57034	24.70042	20.77573	286.1119	0.150284	5.36259	10.83336	3.975577
A3631	38.053019	-121.510492	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.7714	20.80273	307.6036	7.89349	9.562872	3.210977	45.3097	14.57214	25.42974	20.72721	283.1198	0.148802	5.378053	21.33071	3.976783
A824	38.05038	-121.886171	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.59452	19.56987	215.0072	7.792785	9.330435	1.677796	40.8027	7.960789	21.48697	19.5669	195.3498	0.105629	11.08219	10.16612	3.687428
A4905	38.053459	-121.625233	False River	Central Delta Tidal Zone	04-18-2016	24.21394	18.68032	200.7954	7.643001	9.125957	2.877125	38.57739	12.82005	22.15538	18.70979	180.0352	0.09923	8.599538	15.37287	3.544569
A4897	38.053236	-121.635969	False River	Central Delta Tidal Zone	04-18-2016	24.38351	18.59756	195.2973	7.645474	9.131147	3.055233	35.58188	11.79962	22.87321	18.63155	173.8465	0.09605	8.691481	18.15631	3.352257
A4399	38.054005	-121.581471	Old River	Central Delta Tidal Zone	04-18-2016	25.59065	21.06104	213.3036	7.812608	9.227289	2.807912	39.47977	12.96616	23.98446	21.06599	199.1895	0.104494	6.364187	15.19021	3.602501
A3627	38.053638	-121.517246	San Joaquin River	Central Delta Tidal Zone	04-18-2016	32.22109	20.48165	306.7243	7.873544	9.518198	3.35004	45.61825	14.69325	26.33543	20.49485	281.9019	0.148933	5.405929	8.925864	3.996591
A3625	38.054375	-121.520581	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.63539	20.58055	303.4728	7.919646	9.733165	3.306624	45.46274	14.64285	26.10806	20.64008	280.7448	0.147915	5.431394	11.98723	3.986608
A3629	38.053985	-121.513981	San Joaquin River	Central Delta Tidal Zone	04-18-2016	32.16366	20.59205	308.0023	7.870242	9.452433	3.351835	45.56123	14.68188	26.50498	20.52479	282.3661	0.149135	5.374068	15.42641	3.992931
A4895	38.054011	-121.63954	False River	Central Delta Tidal Zone	04-18-2016	24.2337	18.5703	193.6117	7.639455	9.135099	2.928605	34.85729	11.57888	21.81328	18.60899	172.4505	0.095333	8.835488	21.24888	3.305738
A3478	38.053232	-121.691828	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.16507	19.88622	191.4605	7.706695	9.198773	1.620609	31.61974	10.67519	13.00955	19.92409	175.3851	0.094434	6.597964	18.42414	3.097888
A3623	38.052189	-121.52466	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.14342	20.72312	300.17	7.986132	9.87558	3.258497	45.50066	14.66124	26.04207	20.63452	280.5695	0.147702	5.572668	8.900209	3.989043
A3621	38.049984	-121.528653	San Joaquin River	Central Delta Tidal Zone	04-18-2016	31.84857	20.45879	298.3452	7.897277	9.493846	3.313176	45.19661	14.52819	26.4599	20.35347	278.1189	0.147281	5.728277	10.06659	3.969522
A820	38.049689	-121.877006	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.51778	19.33554	210.5041	7.788846	9.350853	1.631959	29.07389	7.851426	18.00418	19.34816	189.6124	0.103066	11.62143	19.80502	2.934469
A4893	38.054927	-121.643046	False River	Central Delta Tidal Zone	04-18-2016	24.22481	18.54425	192.5203	7.635717	9.137514	2.794428	34.40608	11.4329	20.9007	18.58622	171.4533	0.094841	9.02167	15.66472	3.276771
A4887	38.05543	-121.653818	False River	Central Delta Tidal Zone	04-18-2016	24.42971	18.40341	188.0164	7.62027	9.167006	2.478946	32.33183	10.73029	18.50326	18.44808	166.3911	0.092368	10.13198	20.71618	3.143604
A4907	38.056223	-121.624121	False River	Central Delta Tidal Zone	04-18-2016	24.33657	18.71364	202.7112	7.631724	9.118664	2.870059	39.29284	12.98631	21.9863	18.74335	181.134	0.099751	8.617546	9.260399	3.5905
A4872	38.056604	-121.648351	Fishermans Cut	Central Delta Tidal Zone	04-18-2016	23.98849	18.46757	189.7651	7.624232	9.149132	2.534533	33.3246	11.0551	19.37721	18.51258	168.7192	0.093511	9.922703	19.02489	3.207339
A4881	38.056455	-121.665115	False River	Central Delta Tidal Zone	04-18-2016	24.26336	18.39001	189.9577	7.625082	9.164385	2.554532	33.00248	10.92617	19.1063	18.42157	167.4833	0.093004	9.458397	9.252963	3.186659
A4397	38.056864	-121.5821	Old River	Central Delta Tidal Zone	04-18-2016	25.51854	21.01091	213.3553	7.80784	9.230032	2.693914	39.45345	12.97323	23.21532	21.00425	198.9182	0.104484	6.486652	9.132611	3.600812
A4883	38.056559	-121.66148	False River	Central Delta Tidal Zone	04-18-2016	24.30877	18.38883	189.5752	7.622631	9.183047	2.539156	32.85759	10.86653	18.88421	18.42264	167.0795	0.092785	9.564196	21.49185	3.177357
A3476	38.055447	-121.689276	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.07227	19.82148	192.8119	7.727051	9.194148	1.824085	32.06542	10.81345	14.50446	19.81938	175.5856	0.094741	6.732137	9.309229	3.1265
A4879	38.056765	-121.668618	False River	Central Delta Tidal Zone	04-18-2016	24.16129	18.42358	190.7567	7.635356	9.12931	2.624939	33.16755	11.00035	19.64873	18.4497	168.2837	0.09338	9.18543	15.8408	3.197257
A4885	38.056996	-121.657796	False River	Central Delta Tidal Zone	04-18-2016	24.39727	18.38918	188.5956	7.620269	9.191244	2.503129	32.41402	10.71783	18.63115	18.42717	166.1979	0.092303	9.877898	18.38284	3.14888
A818	38.051609	-121.874103	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.57903	19.3932	210.8859	7.787845	9.336834	1.609844	27.14287	7.915777	16.02308	19.39964	190.3533	0.103347	11.81008	18.63896	2.810483
A4877	38.057951	-121.671926	False River	Central Delta Tidal Zone	04-18-2016	24.07153	18.49755	191.9394	7.654746	9.141002	2.67287	33.33726	11.05536	19.87145	18.51824	169.3579	0.093843	9.162305	20.67464	3.208152
A3615	38.057088	-121.537846	San Joaquin River	Central Delta Tidal Zone	04-18-2016	27.60827	19.72262	247.8366	7.704523	9.118407	2.885205	39.33652	12.55851	23.39836	19.77232	225.3668	0.121081	6.334612	16.48464	3.593305
A816	38.052276	-121.870344	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.68835	19.50329	212.3977	7.792922	9.330359	1.570962	27.70692	8.027157	15.63372	19.49599	192.1485	0.104086	11.82268	17.89182	2.8467
A4909	38.058896	-121.622756	False River	Central Delta Tidal Zone	04-18-2016	24.41616	18.76393	202.5346	7.630583	9.114367	2.843467	38.86369	12.83636	21.63716	18.79515	180.3101	0.099192	8.495459	21.60082	3.562949
A3474	38.057204	-121.686271	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.23847	19.26912	193.5524	7.7457	9.191195	2.225786	32.61116	10.9683	17.4292	19.24849	173.2244	0.094562	7.43624	20.92253	3.161537
A4875	38.058882	-121.675457	False River	Central Delta Tidal Zone	04-18-2016	24.47207	18.60151	192.9546	7.681178	9.179977	2.645127	33.42935	11.10006	19.79277	18.62067	170.6148	0.094334	9.309457	16.96523	3.214064
A3613	38.056923	-121.541265	San Joaquin River	Central Delta Tidal Zone	04-18-2016	26.47067	19.68136	234.3814	7.685682	9.140479	2.64862	37.20214	11.91837	21.79707	19.72671	210.4611	0.113298	6.292331	16.53411	3.456277
A3606	38.058638	-121.553739	San Joaquin River	Central Delta Tidal Zone	04-18-2016	25.17876	19.62936	221.4974	7.645034	9.238979	2.454808	35.88657	11.62222	20.71969	19.68708	203.4429	0.109697	6.21358	21.21759	3.371818
A4921	38.060104	-121.604235	False River	Central Delta Tidal Zone	04-18-2016	25.125	19.63872	210.3499	7.648168	9.185716	3.353431	40.66062	13.50688	24.43625	19.67847	191.5311	0.103403	7.517122	16.99561	3.678311
A814	38.053589	-121.867211	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.74612	19.65681	214.0715	7.799976	9.340042	1.53306	27.58765	8.124513	15.10129	19.64476	194.3321	0.104922	11.77592	21.47924	2.839037
A4919	38.06082	-121.607903	False River	Central Delta Tidal Zone	04-18-2016	25.04851	19.47403	208.2327	7.649176	9.199179	3.47597	40.46358	13.43095	24.76321	19.51282	189.3361	0.102583	7.509305	21.42334	3.665662
A3472	38.058935	-121.683427	San Joaquin River	Central Delta Tidal Zone	04-18-2016	24.27556	19.02398	193.41	7.741185	9.185471	2.326699	32.82822	11.02191	18.12685	19.02473	172.2706	0.094473	7.772154	15.99064	3.175472
A4911	38.06133	-121.621074	False River	Central Delta Tidal Zone	04-18-2016	24.66381	18.837	199.8552	7.643066	9.116453	2.7917	37.4208	12.42198	21.10913	18.87208	178.2896	0.097964	8.163732	16.71206	3.470315
A3603	38.061225	-121.558057	San Joaquin River	Central Delta Tidal Zone	04-18-2016	23.99882	19.47828	210.9296	7.61868	9.09595	1.970079	33.62193	10.93255	17.13045	19.53877	191.1796	0.103514	6.462362	16.29532	3.226428
A4923	38.061483	-121.600775	False River	Central Delta Tidal Zone	04-18-2016	25.25312	19.87873	216.5008	7.627552	9.184451	3.176365	43.00998	14.26982	23.9984	19.91488	198.4177	0.106549	7.682822	16.59883	3.829141
A812	38.055533	-121.864295	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.92578	19.67354	215.0356	7.803164	9.366789	1.660717	27.5527	8.178613	16.37446	19.66659	195.3983	0.105445	11.88556	15.98286	2.836791
A4917	38.061785	-121.611351	False River	Central Delta Tidal Zone	04-18-2016	24.86232	19.31211	205.1949	7.643582	9.186643	3.304256	39.84753	13.2661	23.61972	19.35648	186.8733	0.10158	7.4735	15.64539	3.626112
