Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	Pheophytin Rmk DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	H2O Delta 18O (per mil) DS	H2O Delta 2H (per mil) DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	UV Slope Ratio DS	UV Slope Ratio Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 275-295 nm Rmk DS	Sag 290-350 nm DS	Sag 290-350 nm Rmk DS	Sag 350-400 nm DS	Sag 350-400 nm Rmk DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	FI Rmk DS	HIX DS	HIX Rmk DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Tally DS	Picophytoplankton PC-Rich Density (cells/mL) DS	Picophytoplankton PC-Rich Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Tally DS	Picophytoplankton PE-Rich Density (cells/mL) DS	Picophytoplankton PE-Rich Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL) DS	Picophytoplankton Total Biovolume (um3/mL) DS	Picophytoplankton lab comment
07/20/2022 11:29	35	7/20/2022-35	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.002	E	0.0902	NA	0.082	NA	NA	NA	NA	NA	0.64	0.14	6.44	2.65	NA	NA	7.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 11:35	TRN	11311300	3.2	NA	1.0	NA	1.1	NA	0.3	NA	0.013	E	0.003	E	0.247	NA	0.122	A	0.56	NA	0.125	NA	0.93	0.21	17.64	3.94	39.98	4.04	18.57	21.41	NA	NA	3.5	NA	0.351	NA	3.1	NA	0.109	NA	0.0781	NA	0.0143	NA	0.0058	E	0.0032	E	0.0184	NA	0.0186	NA	0.0217	NA	0.0292	NA	1.0420	NA	0.0564	NA	0.515	NA	0.2074	NA	0.5146	NA	0.3359	NA	0.1816	NA	1.507	NA	0.8916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 11:45	36	7/20/2022-36	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.006	NA	0.567	NA	0.177	NA	NA	NA	NA	NA	0.86	0.43	40.49	5.71	NA	NA	41.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 11:50	SJRBC	375831121223701	5.2	NA	1.6	NA	2.6	NA	0.3	NA	0.024	E	0.015	NA	1.50	NA	0.294	NA	2.07	NA	0.298	NA	1.71	1.07	107.08	9.49	147.78	9.62	108.80	38.98	NA	NA	4.4	NA	0.455	NA	2.9	NA	0.127	NA	0.0915	NA	0.0166	NA	0.0069	E	0.0039	E	0.0182	NA	0.0190	NA	0.0214	NA	0.0268	NA	1.2990	NA	0.0779	NA	0.676	NA	0.2610	NA	0.6974	NA	0.4727	NA	0.2949	NA	1.576	NA	0.8858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:05	37	7/20/2022-37	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.034	NA	2.22	NA	0.456	NA	NA	NA	NA	NA	0.32	2.43	158.78	14.72	NA	NA	159.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:09	38	7/20/2022-38	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.032	NA	2.12	NA	0.451	NA	NA	NA	NA	NA	0.32	2.28	151.16	14.56	NA	NA	151.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:15	SJMS	375711121182001	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.032	NA	1.80	NA	0.407	NA	2.16	NA	NA	NA	1.00	2.28	128.50	13.14	154.20	NA	129.50	24.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:28	SJP2	375709121190301	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.036	NA	2.30	NA	0.432	NA	2.76	NA	NA	NA	0.64	2.57	164.20	13.94	197.04	NA	164.84	32.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:38	"SJRSDWS
"	375706121201001	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.047	NA	2.70	NA	0.495	NA	3.43	NA	NA	NA	0.32	3.36	192.75	15.98	244.87	NA	193.07	51.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 12:50	SJRST	375615121200501	5.1	NA	2.5	NA	1.7	NA	0.7	NA	0.058	NA	0.047	NA	2.90	NA	0.524	NA	3.57	NA	NA	NA	4.14	3.36	207.03	16.91	254.86	NA	211.17	43.69	NA	NA	3.9	NA	0.343	NA	2.4	NA	0.093	NA	0.0667	NA	0.0102	NA	0.0037	E	0.0018	E	0.0194	NA	0.0213	NA	0.0244	NA	NA	<	0.8955	NA	0.2078	NA	0.513	NA	0.1820	NA	0.5696	NA	0.4254	NA	0.3347	NA	1.708	NA	0.8058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 13:53	14MILE SOUTH	375952121243601	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.009	NA	0.751	NA	0.226	NA	1.29	NA	NA	NA	1.64	0.64	53.61	7.30	92.09	NA	55.25	36.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:02	39	7/20/2022-39	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.005	NA	0.395	NA	0.226	NA	NA	NA	NA	NA	0.32	0.36	28.21	7.30	NA	NA	28.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:05	40	7/20/2022-40	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.002	E	0.029	NA	0.151	NA	NA	NA	NA	NA	0.32	0.14	2.06	4.87	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:10	14MILE	380232121241801	6.5	NA	3.2	NA	2.6	NA	1.2	NA	0.009	<	0.001	<	0.006	E	0.100	NA	0.30	NA	NA	NA	0.32	0.04	0.43	3.23	21.42	NA	0.75	20.67	NA	NA	4.3	NA	0.402	NA	3.1	NA	0.132	NA	0.0950	NA	0.0183	NA	0.0080	NA	0.0046	E	0.0183	NA	0.0182	NA	0.0204	NA	0.0247	NA	1.2000	NA	0.0281	NA	0.582	NA	0.2368	NA	0.6021	NA	0.4095	NA	0.2400	NA	1.533	NA	0.8958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:22	41	7/20/2022-41	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.002	E	0.0275	NA	0.099	NA	NA	NA	NA	NA	0.32	0.14	1.96	3.20	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:28	42	7/20/2022-42	NA	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.002	E	0.0742	NA	0.083	NA	NA	NA	NA	NA	0.79	0.14	5.29	2.68	NA	NA	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 14:31	DSSJ	380217121290301	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.002	E	0.0774	NA	0.079	NA	0.30	NA	NA	NA	1.00	0.14	5.53	2.55	21.42	NA	6.53	14.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 07:54	RIOV	11455420	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.001	E	0.0996	NA	0.040	NA	0.23	NA	NA	NA	1.29	0.07	7.11	1.29	16.42	NA	8.40	8.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:10	1	7/21/2022-01	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.001	E	0.0841	NA	0.040	NA	NA	NA	NA	NA	1.00	0.07	6.01	1.29	NA	NA	7.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:17	2	7/21/2022-02	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.001	E	0.154	NA	0.021	NA	NA	NA	NA	NA	1.00	0.07	11.02	0.68	NA	NA	12.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:28	3	7/21/2022-03	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.001	E	0.104	NA	0.019	NA	NA	NA	NA	NA	0.86	0.07	7.39	0.61	NA	NA	8.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:32	4	7/21/2022-04	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.001	E	0.119	NA	0.021	NA	NA	NA	NA	NA	0.93	0.07	8.52	0.68	NA	NA	9.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:37	5	7/21/2022-05	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.001	E	0.154	NA	0.018	NA	NA	NA	NA	NA	1.00	0.07	10.98	0.58	NA	NA	11.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 08:42	WGC	381330121332401	0.9	NA	0.7	NA	1.1	NA	0.8	NA	0.020	E	0.001	E	0.147	A	0.020	NA	0.25	NA	NA	NA	1.43	0.07	10.47	0.65	17.85	NA	11.89	5.95	NA	NA	1.5	NA	0.091	NA	2.5	NA	0.037	NA	0.0263	NA	0.0042	E	0.0016	E	6.00E-04	E	0.0209	NA	0.0201	NA	0.0252	NA	-0.0208	NA	0.2697	NA	0.1095	NA	0.141	NA	0.0549	NA	0.1473	NA	0.1094	NA	0.0968	NA	1.618	NA	0.7680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:00	6	7/21/2022-06	NA	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.001	E	0.0862	NA	0.017	NA	NA	NA	NA	NA	1.07	0.07	6.15	0.55	NA	NA	7.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:09	7	7/21/2022-07	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.001	E	0.0903	NA	0.017	NA	NA	NA	NA	NA	1.00	0.07	6.45	0.55	NA	NA	7.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:17	SDC	11447890	1.2	NA	1.4	NA	0.7	NA	0.8	NA	0.021	E	0.001	E	0.0763	NA	0.020	NA	0.17	NA	NA	NA	1.50	0.07	5.45	0.65	12.14	NA	6.95	5.19	NA	NA	1.4	NA	0.088	NA	2.5	NA	0.036	NA	0.0253	NA	0.0037	E	0.0011	E	0.0047	<	0.0217	NA	0.0214	NA	0.0284	NA	NA	<	0.2445	NA	0.1030	NA	0.133	NA	0.0518	NA	0.1426	NA	0.0987	NA	0.0940	NA	1.510	NA	0.7859	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:40	8	7/21/2022-08	NA	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.002	E	0.114	NA	0.020	NA	NA	NA	NA	NA	1.36	0.14	8.16	0.65	NA	NA	9.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:45	9	7/21/2022-09	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.001	E	0.0914	NA	0.018	NA	NA	NA	NA	NA	0.93	0.07	6.53	0.58	NA	NA	7.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:50	10	7/21/2022-10	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.001	E	0.0951	NA	0.016	NA	NA	NA	NA	NA	1.50	0.07	6.79	0.52	NA	NA	8.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 09:58	11	7/21/2022-11	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.002	E	0.166	NA	0.016	NA	NA	NA	NA	NA	0.86	0.14	11.85	0.52	NA	NA	12.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:05	HOOD	382205121311300	0.9	NA	0.7	NA	0.7	NA	0.3	NA	0.021	E	0.001	E	0.155	NA	0.017	NA	0.26	NA	NA	NA	1.50	0.07	11.07	0.55	18.56	NA	12.56	6.00	NA	NA	1.6	NA	0.098	NA	2.3	NA	0.038	NA	0.0266	NA	0.0040	E	0.0014	E	5.00E-04	E	0.0211	NA	0.0207	NA	0.0275	NA	NA	<	0.2510	NA	0.0705	NA	0.143	NA	0.0537	NA	0.1539	NA	0.1068	NA	0.0989	NA	1.600	NA	0.7798	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:19	12	7/21/2022-12	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.001	E	0.110	NA	0.016	NA	NA	NA	NA	NA	0.86	0.07	7.88	0.52	NA	NA	8.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:23	13	7/21/2022-13	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.001	E	0.0993	NA	0.015	NA	NA	NA	NA	NA	0.86	0.07	7.09	0.48	NA	NA	7.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:29	14	7/21/2022-14	NA	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.001	E	0.0740	NA	0.015	NA	NA	NA	NA	NA	0.79	0.07	5.28	0.48	NA	NA	6.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:37	FPT	11447650	0.8	NA	0.8	NA	0.5	NA	0.3	NA	0.019	E	0.001	<	0.025	NA	0.016	NA	0.12	E	NA	NA	1.36	0.04	1.78	0.52	8.57	NA	3.14	5.43	NA	NA	1.5	NA	0.088	NA	2.5	NA	0.038	NA	0.0269	NA	0.0044	E	0.0018	E	9.00E-04	E	0.0208	NA	0.0195	NA	0.0253	NA	NA	<	0.2331	NA	0.0321	NA	0.128	NA	0.0499	NA	0.1344	NA	0.0963	NA	0.0936	NA	1.623	NA	0.7917	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 10:54	15	7/21/2022-15	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.002	E	0.025	NA	0.016	NA	NA	NA	NA	NA	0.93	0.14	1.80	0.52	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 11:02	16	7/21/2022-16	NA	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.001	E	0.021	NA	0.013	NA	NA	NA	NA	NA	0.79	0.07	1.53	0.42	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 11:06	17	7/21/2022-17	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.001	E	0.023	NA	0.013	NA	NA	NA	NA	NA	0.64	0.07	1.66	0.42	NA	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 11:14	18	7/21/2022-18	NA	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.001	E	0.026	NA	0.014	NA	NA	NA	NA	NA	0.71	0.07	1.84	0.45	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/21/2022 11:22	19	7/21/2022-19	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.001	E	0.036	NA	0.014	NA	NA	NA	NA	NA	0.86	0.07	2.57	0.45	NA	NA	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
