Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	Pheophytin Rmk DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	H2O Delta 18O (per mil) DS	H2O Delta 2H (per mil) DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	UV Slope Ratio DS	UV Slope Ratio Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 275-295 nm Rmk DS	Sag 290-350 nm DS	Sag 290-350 nm Rmk DS	Sag 350-400 nm DS	Sag 350-400 nm Rmk DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	FI Rmk DS	HIX DS	HIX Rmk DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Tally DS	Picophytoplankton PC-Rich Density (cells/mL) DS	Picophytoplankton PC-Rich Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Tally DS	Picophytoplankton PE-Rich Density (cells/mL) DS	Picophytoplankton PE-Rich Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL) DS	Picophytoplankton Total Biovolume (um3/mL) DS	Picophytoplankton lab comment
07/19/2022 15:18	25	7/19/2022-25	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.002	E	0.0540	NA	0.069	NA	NA	NA	NA	NA	1.21	0.14	3.86	2.23	NA	NA	5.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2022 15:25	OBI	11313405	4.6	NA	1.3	NA	1.9	NA	0.7	NA	0.018	E	0.002	E	0.0761	NA	0.066	NA	0.36	NA	0.072	NA	1.29	0.14	5.43	2.13	25.70	2.32	6.72	18.98	NA	NA	2.7	NA	0.215	NA	2.9	NA	0.079	NA	0.0563	NA	0.0100	NA	0.0041	E	0.0025	E	0.0193	NA	0.0191	NA	0.0220	NA	0.0257	NA	0.6408	NA	0.0376	NA	0.311	NA	0.1258	NA	0.3055	NA	0.2127	NA	0.1540	NA	1.518	NA	0.8649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2022 15:41	26	7/19/2022-26	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.001	E	0.034	NA	0.062	NA	NA	NA	NA	NA	0.86	0.07	2.44	2.00	NA	NA	3.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2022 15:45	27	7/19/2022-27	NA	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.001	E	0.038	NA	0.058	NA	NA	NA	NA	NA	0.79	0.07	2.68	1.87	NA	NA	3.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2022 15:50	ORF	380300121344801	5.3	NA	1.0	NA	2.3	NA	0.5	NA	0.009	E	0.002	E	0.0395	NA	0.055	NA	0.25	NA	0.060	NA	0.64	0.14	2.82	1.78	17.85	1.94	3.46	14.39	NA	NA	2.4	NA	0.180	NA	2.8	NA	0.069	NA	0.0493	NA	0.0085	NA	0.0034	E	0.0021	E	0.0196	NA	0.0193	NA	0.0228	NA	NA	<	0.5061	NA	0.0771	NA	0.260	NA	0.1039	NA	0.2632	NA	0.1843	NA	0.1431	NA	1.435	NA	0.8536	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2022 16:06	ORSJ	380412121344001	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.002	E	0.0414	NA	0.048	NA	0.30	NA	0.051	NA	0.86	0.14	2.96	1.55	21.42	1.65	3.81	17.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:11	1	7/20/2022-01	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.001	E	0.0951	NA	0.042	NA	NA	NA	NA	NA	1.21	0.07	6.79	1.36	NA	NA	8.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:16	2	7/20/2022-02	NA	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.002	E	0.0884	NA	0.043	NA	NA	NA	NA	NA	0.79	0.14	6.31	1.39	NA	NA	7.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:20	3	7/20/2022-03	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.002	E	0.0789	NA	0.048	NA	NA	NA	NA	NA	0.93	0.14	5.63	1.55	NA	NA	6.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:25	TOL	11455485	2.4	NA	1.6	NA	1.0	NA	0.6	NA	0.019	E	0.002	E	0.0916	NA	0.051	NA	0.29	NA	0.054	NA	1.36	0.14	6.54	1.65	20.70	1.74	7.90	12.81	NA	NA	2.0	NA	0.149	NA	2.7	NA	0.054	NA	0.0386	NA	0.0067	NA	0.0028	E	0.0013	E	0.0202	NA	0.0194	NA	0.0222	NA	NA	<	0.4388	NA	0.0616	NA	0.214	NA	0.0898	NA	0.2294	NA	0.1660	NA	0.1118	NA	1.560	NA	0.8454	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:36	4	7/20/2022-04	NA	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.007	NA	0.0802	NA	0.056	NA	NA	NA	NA	NA	2.07	0.50	5.72	1.81	NA	NA	7.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:40	5	7/20/2022-05	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.002	E	0.0564	NA	0.044	NA	NA	NA	NA	NA	2.28	0.14	4.02	1.42	NA	NA	6.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 07:48	CONFL	11455508	2.7	NA	1.2	NA	1.9	NA	0.9	NA	0.045	NA	0.005	NA	0.103	NA	0.069	NA	0.36	NA	0.077	NA	3.21	0.36	7.35	2.23	25.70	2.49	10.57	15.13	NA	NA	3.2	NA	0.193	NA	2.2	NA	0.069	NA	0.0489	NA	0.0087	NA	0.0037	E	0.0018	E	0.0197	NA	0.0192	NA	0.0212	NA	NA	<	0.5944	NA	0.0540	NA	0.281	NA	0.1148	NA	0.3019	NA	0.2215	NA	0.1375	NA	1.571	NA	0.8602	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:02	6	7/20/2022-06	NA	NA	NA	NA	NA	NA	NA	NA	0.039	NA	0.004	NA	0.0768	NA	0.057	NA	NA	NA	NA	NA	2.78	0.29	5.48	1.84	NA	NA	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:06	7	7/20/2022-07	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.003	NA	0.0760	NA	0.047	NA	NA	NA	NA	NA	2.50	0.21	5.42	1.52	NA	NA	7.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:12	8	7/20/2022-08	NA	NA	NA	NA	NA	NA	NA	NA	0.045	NA	0.006	NA	0.113	NA	0.075	NA	NA	NA	NA	NA	3.21	0.43	8.03	2.42	NA	NA	11.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:18	9	7/20/2022-09	NA	NA	NA	NA	NA	NA	NA	NA	0.040	NA	0.005	NA	0.106	NA	0.068	NA	NA	NA	NA	NA	2.86	0.36	7.58	2.20	NA	NA	10.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:22	10	7/20/2022-10	NA	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.006	NA	0.104	NA	0.073	NA	NA	NA	NA	NA	2.07	0.43	7.44	2.36	NA	NA	9.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:30	11	7/20/2022-11	NA	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.004	NA	0.0803	NA	0.064	NA	NA	NA	NA	NA	2.07	0.29	5.74	2.07	NA	NA	7.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:36	12	7/20/2022-12	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	0.004	NA	0.116	NA	0.070	NA	NA	NA	NA	NA	1.78	0.29	8.27	2.26	NA	NA	10.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:39	13	7/20/2022-13	NA	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.005	NA	0.0977	NA	0.079	NA	NA	NA	NA	NA	1.71	0.36	6.97	2.55	NA	NA	8.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:42	14	7/20/2022-14	NA	NA	NA	NA	NA	NA	NA	NA	0.031	NA	0.005	NA	0.104	NA	0.077	NA	NA	NA	NA	NA	2.21	0.36	7.44	2.49	NA	NA	9.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:45	15	7/20/2022-15	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.004	NA	0.0968	NA	0.072	NA	NA	NA	NA	NA	2.28	0.29	6.91	2.32	NA	NA	9.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 08:48	GRIZ	380631122032201	18.4	NA	2.6	NA	15.8	NA	3.1	NA	0.026	E	0.005	NA	0.0844	NA	0.071	NA	0.27	NA	0.076	NA	1.86	0.36	6.03	2.29	19.28	2.45	7.88	11.39	NA	NA	2.6	NA	0.227	NA	2.9	NA	0.076	NA	0.0536	NA	0.0093	NA	0.0038	E	0.0018	E	0.0197	NA	0.0195	NA	0.0218	NA	NA	<	0.6943	NA	0.0761	NA	0.326	NA	0.1320	NA	0.3482	NA	0.2535	NA	0.1586	NA	1.581	NA	0.8662	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:03	16	7/20/2022-16	NA	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.007	NA	0.111	NA	0.079	NA	NA	NA	NA	NA	1.93	0.50	7.93	2.55	NA	NA	9.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:08	17	7/20/2022-17	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.009	NA	0.151	NA	0.083	NA	NA	NA	NA	NA	2.28	0.64	10.76	2.68	NA	NA	13.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:12	18	7/20/2022-18	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.004	NA	0.0569	NA	0.054	NA	NA	NA	NA	NA	1.64	0.29	4.06	1.74	NA	NA	5.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:16	19	7/20/2022-19	NA	NA	NA	NA	NA	NA	NA	NA	0.038	NA	0.009	NA	0.129	NA	0.085	NA	NA	NA	NA	NA	2.71	0.64	9.23	2.74	NA	NA	11.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:20	20	7/20/2022-20	NA	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.004	NA	0.0742	NA	0.057	NA	NA	NA	NA	NA	1.78	0.29	5.30	1.84	NA	NA	7.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:25	21	7/20/2022-21	NA	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.006	NA	0.104	NA	0.072	NA	NA	NA	NA	NA	2.07	0.43	7.41	2.32	NA	NA	9.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:29	22	7/20/2022-22	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.003	E	0.0462	NA	0.035	NA	NA	NA	NA	NA	1.50	0.21	3.30	1.13	NA	NA	4.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:35	23	7/20/2022-23	NA	NA	NA	NA	NA	NA	NA	NA	0.034	NA	0.005	NA	0.101	NA	0.072	NA	NA	NA	NA	NA	2.43	0.36	7.24	2.32	NA	NA	9.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:39	24	7/20/2022-24	NA	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.002	E	0.0461	NA	0.036	NA	NA	NA	NA	NA	1.78	0.14	3.29	1.16	NA	NA	5.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:43	25	7/20/2022-25	NA	NA	NA	NA	NA	NA	NA	NA	0.028	NA	0.003	E	0.0814	NA	0.060	NA	NA	NA	NA	NA	2.00	0.21	5.81	1.94	NA	NA	7.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:48	26	7/20/2022-26	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.003	E	0.0735	NA	0.067	NA	NA	NA	NA	NA	2.50	0.21	5.25	2.16	NA	NA	7.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:52	27	7/20/2022-27	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.003	E	0.0788	NA	0.072	NA	NA	NA	NA	NA	1.21	0.21	5.63	2.32	NA	NA	6.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 09:56	28	7/20/2022-28	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.002	E	0.0602	NA	0.062	NA	NA	NA	NA	NA	0.64	0.14	4.29	2.00	NA	NA	4.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 10:03	SJJ	11337190	2.4	NA	1.0	NA	0.8	NA	0.5	NA	0.011	E	0.002	E	0.0561	NA	0.057	NA	0.27	NA	0.064	NA	0.79	0.14	4.00	1.84	19.28	2.07	4.79	14.49	NA	NA	2.1	NA	0.156	NA	2.7	NA	0.057	NA	0.0402	NA	0.0063	E	0.0022	E	8.00E-04	E	0.0210	NA	0.0206	NA	0.0249	NA	NA	<	0.4755	NA	0.0450	NA	0.229	NA	0.0921	NA	0.2466	NA	0.1837	NA	0.1233	NA	1.585	NA	0.8553	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 10:21	29	7/20/2022-29	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.002	E	0.0690	NA	0.054	NA	NA	NA	NA	NA	0.32	0.14	4.93	1.74	NA	NA	5.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2022 10:25	30	7/20/2022-30	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.002	E	0.0754	NA	0.057	NA	NA	NA	NA	NA	0.32	0.14	5.38	1.84	NA	NA	5.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
