CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA raw	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA
A446	38.34192	-121.56074	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.51	15.35	113.58	7.45	10.22	102.16	13.59	1.69	16.20	2.68	17.92	15.37	93.2	0.06	0.89	2.13	1.68	1.27	5.94	14.87	35.68	28.09	21.40
A444	38.34375	-121.55800	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.42	15.36	113.49	7.46	10.09	100.86	12.27	1.64	16.29	2.59	17.88	15.37	93.1	0.06	0.82	2.18	1.65	1.21	5.84	14.01	37.19	28.05	20.77
A442	38.34458	-121.55451	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.39	15.36	113.44	7.46	10.08	100.80	12.04	1.62	16.34	2.58	17.87	15.37	93.0	0.06	0.80	2.24	1.72	1.18	5.94	13.54	37.66	28.82	19.99
A440	38.34540	-121.55098	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.39	15.35	113.37	7.46	10.08	100.77	12.04	1.64	16.35	2.63	17.87	15.36	93.0	0.06	0.82	2.29	1.83	1.16	6.11	13.48	37.56	30.01	18.99
A438	38.34614	-121.54745	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.38	15.35	113.33	7.46	10.07	100.60	12.33	1.67	16.35	2.68	17.90	15.36	92.9	0.06	0.89	2.23	1.80	1.18	6.08	14.65	36.63	29.45	19.23
A436	38.34653	-121.54377	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.26	15.35	113.31	7.47	10.05	100.47	12.56	1.64	16.37	2.64	17.92	15.37	93.0	0.06	0.90	2.27	1.77	1.16	6.05	14.77	37.20	29.01	19.05
A434	38.34714	-121.54017	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.24	15.36	113.35	7.47	10.05	100.40	12.58	1.63	16.39	2.63	17.93	15.37	93.0	0.06	0.85	2.38	1.86	1.11	6.14	13.83	38.45	30.00	17.94
A432	38.34852	-121.53691	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.35	15.36	113.43	7.47	10.04	100.33	12.57	1.65	16.40	2.65	17.94	15.37	93.1	0.06	0.85	2.42	1.91	1.09	6.23	13.54	38.66	30.53	17.46
A430	38.35053	-121.53428	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.48	15.36	113.52	7.47	10.02	100.18	12.62	1.67	16.42	2.67	17.96	15.37	93.2	0.06	0.85	2.45	1.93	1.10	6.32	13.46	38.71	30.60	17.34
A428	38.35277	-121.53193	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.57	15.36	113.62	7.47	10.01	100.02	12.41	1.68	16.44	2.69	18.00	15.37	93.3	0.06	0.86	2.46	1.96	1.05	6.35	13.59	38.88	31.14	16.46
A426	38.35505	-121.52967	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.57	15.35	113.65	7.47	10.05	100.41	12.23	1.70	16.46	2.73	18.06	15.37	93.3	0.06	0.91	2.42	1.96	0.99	6.29	14.52	38.58	31.48	15.68
A424	38.35724	-121.52726	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.54	15.35	113.64	7.47	10.16	101.58	12.32	1.73	16.48	2.77	18.10	15.37	93.2	0.06	0.96	2.41	1.99	0.99	6.35	15.10	38.19	31.56	15.47
A422	38.35916	-121.52448	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.50	15.35	113.59	7.48	10.30	102.98	12.62	1.75	16.49	2.78	18.10	15.36	93.2	0.06	0.97	2.47	2.03	1.06	6.52	14.76	38.00	31.26	16.19
A420	38.36109	-121.52165	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.42	15.35	113.49	7.48	10.34	103.39	13.40	1.76	16.47	2.78	18.09	15.38	93.1	0.06	0.94	2.54	2.02	1.07	6.56	14.41	38.63	30.77	16.22
A418	38.36397	-121.52105	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.34	15.36	113.34	7.49	10.41	104.08	13.61	1.78	16.46	2.83	18.11	15.38	93.0	0.06	0.98	2.44	1.93	0.95	6.31	15.65	38.74	30.68	14.88
A416	38.36688	-121.52121	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.30	15.36	113.27	7.49	10.52	105.17	13.67	1.80	16.46	2.88	18.10	15.37	92.9	0.06	1.01	2.39	1.90	0.91	6.23	16.37	38.53	30.68	14.37
A414	38.36973	-121.52185	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.32	15.35	113.16	7.50	10.77	107.65	13.37	1.85	16.48	2.91	18.08	15.38	92.8	0.06	1.06	2.30	1.87	0.92	6.18	17.21	37.37	30.55	14.79
A412	38.37254	-121.52280	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.33	15.36	113.17	7.51	10.80	107.94	13.33	1.83	16.50	2.84	18.06	15.38	92.8	0.06	1.06	2.32	1.90	1.07	6.36	16.66	36.58	29.99	16.78
A410	38.37528	-121.52404	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.31	15.37	113.13	7.51	10.68	106.84	13.18	1.81	16.50	2.80	18.06	15.39	92.8	0.06	1.04	2.30	1.88	1.10	6.35	16.50	36.30	29.75	17.45
A408	38.37813	-121.52453	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.23	15.38	113.06	7.50	10.40	104.00	13.00	1.78	16.50	2.77	18.06	15.40	92.7	0.06	1.01	2.28	1.86	1.13	6.26	16.18	36.27	29.62	17.95
A406	38.38079	-121.52320	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.24	15.38	112.97	7.50	10.27	102.71	12.88	1.79	16.49	2.80	18.07	15.40	92.6	0.06	1.01	2.34	1.94	1.08	6.39	15.83	36.75	30.40	17.01
A404	38.38255	-121.52032	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.28	15.38	112.86	7.50	10.18	101.83	12.89	1.78	16.49	2.82	18.07	15.40	92.5	0.06	0.99	2.43	2.00	1.03	6.51	15.34	37.69	31.02	15.90
A402	38.38441	-121.51748	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.34	15.39	112.68	7.50	10.13	101.32	12.94	1.74	16.50	2.82	18.06	15.41	92.4	0.06	0.97	2.49	2.00	0.99	6.54	15.02	38.62	30.95	15.34
A400	38.38670	-121.51530	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.33	15.39	112.61	7.50	10.12	101.20	12.84	1.74	16.53	2.78	18.07	15.41	92.4	0.06	1.00	2.53	1.96	0.99	6.51	15.49	38.91	30.31	15.27
A398	38.38944	-121.51404	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.34	15.40	112.58	7.50	10.11	101.17	12.69	1.76	16.55	2.75	18.10	15.42	92.4	0.06	1.03	2.55	1.96	0.98	6.50	15.80	39.13	30.02	15.00
A396	38.39231	-121.51352	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.44	15.40	112.57	7.50	10.10	101.06	12.56	1.79	16.59	2.74	18.16	15.43	92.4	0.06	1.05	2.63	2.04	0.91	6.61	15.87	39.63	30.70	13.76
A394	38.39522	-121.51326	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.47	15.40	112.55	7.50	10.10	101.02	12.66	1.81	16.61	2.76	18.19	15.43	92.4	0.06	1.08	2.62	2.04	0.93	6.65	16.17	39.25	30.53	13.99
A392	38.39811	-121.51333	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.29	15.40	112.43	7.50	10.09	100.99	12.75	1.83	16.64	2.80	18.23	15.42	92.2	0.06	1.14	2.52	1.94	1.05	6.65	17.10	37.92	29.11	15.83
A390	38.40097	-121.51374	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.15	15.40	112.33	7.50	10.09	101.02	12.71	1.85	16.65	2.82	18.25	15.42	92.1	0.06	1.17	2.48	1.89	1.11	6.64	17.61	37.28	28.33	16.73
A388	38.40374	-121.51478	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.95	15.40	112.08	7.50	10.11	101.15	12.56	1.85	16.69	2.84	18.29	15.41	91.9	0.06	1.19	2.47	1.90	1.10	6.68	17.88	37.00	28.52	16.54
A386	38.40644	-121.51614	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.92	15.40	111.99	7.50	10.12	101.19	12.66	1.83	16.70	2.85	18.30	15.41	91.8	0.06	1.22	2.46	1.90	1.10	6.68	18.23	36.69	28.46	16.51
A384	38.40907	-121.51763	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.92	15.39	111.91	7.51	10.12	101.19	12.88	1.80	16.71	2.86	18.31	15.41	91.8	0.06	1.19	2.44	1.93	1.09	6.65	17.79	36.73	28.96	16.46
A382	38.41164	-121.51932	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.93	15.39	111.86	7.51	10.11	101.09	13.06	1.79	16.71	2.87	18.33	15.40	91.8	0.06	1.12	2.45	1.96	1.06	6.61	16.88	37.21	29.72	16.16
A380	38.41409	-121.52126	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.99	15.38	111.83	7.51	10.11	101.13	13.12	1.80	16.73	2.87	18.37	15.40	91.8	0.06	0.98	2.45	1.92	1.09	6.48	15.09	38.11	29.70	17.08
A378	38.41664	-121.52304	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.10	15.38	111.85	7.51	10.12	101.25	13.18	1.83	16.75	2.91	18.45	15.40	92.0	0.06	0.94	2.39	1.80	1.17	6.34	14.78	38.00	28.46	18.84
A376	38.41918	-121.52481	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.20	15.38	111.87	7.52	10.21	102.13	13.27	1.87	16.79	3.00	18.53	15.40	92.0	0.06	1.01	2.37	1.82	1.17	6.40	15.75	37.31	28.40	18.68
A374	38.42165	-121.52671	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.21	15.38	111.86	7.52	10.40	103.96	13.24	1.88	16.83	3.04	18.57	15.40	91.9	0.06	1.09	2.38	1.92	1.11	6.52	16.66	36.73	29.38	17.33
A372	38.42412	-121.52866	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.17	15.38	111.84	7.52	10.66	106.62	12.69	1.81	16.89	2.94	18.57	15.41	91.9	0.06	1.12	2.41	1.92	1.19	6.65	16.82	36.25	28.86	18.03
A370	38.42664	-121.53047	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.10	15.39	111.81	7.52	10.66	106.63	12.36	1.78	16.90	2.87	18.57	15.42	91.9	0.06	1.19	2.35	1.77	1.26	6.54	18.17	35.67	26.95	19.23
A368	38.42926	-121.53204	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.14	15.40	111.88	7.52	10.60	106.04	12.29	1.78	16.92	2.86	18.62	15.43	92.0	0.06	1.22	2.37	1.74	1.27	6.58	18.51	35.81	26.44	19.33
A366	38.43213	-121.53224	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.25	15.41	112.03	7.52	10.48	104.90	12.61	1.81	17.02	2.90	18.74	15.44	92.3	0.06	1.09	2.41	1.84	1.22	6.62	16.36	36.78	28.17	18.84
A364	38.43423	-121.52991	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.59	15.42	112.42	7.51	10.47	104.80	12.67	1.79	17.03	2.88	18.90	15.45	92.6	0.06	0.95	2.46	1.78	1.26	6.51	14.69	38.33	27.59	19.83
A358	38.43477	-121.51907	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.60	15.43	112.36	7.50	10.34	103.48	12.59	1.82	17.28	2.92	18.90	15.45	92.3	0.06	0.99	2.61	1.97	1.00	6.62	14.98	39.64	29.92	15.28
A360	38.43492	-121.52274	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.71	15.42	112.51	7.50	10.33	103.40	12.78	1.81	17.26	2.90	18.92	15.44	92.5	0.06	1.15	2.58	1.67	1.16	6.69	17.48	39.23	25.44	17.65
A362	38.43501	-121.52646	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.64	15.42	112.50	7.51	10.43	104.44	12.72	1.78	17.06	2.88	18.92	15.45	92.6	0.06	1.09	2.47	1.56	1.34	6.57	16.86	38.27	24.30	20.88
A355	38.43510	-121.51358	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.44	15.43	112.10	7.51	10.48	104.92	13.31	1.84	17.17	2.97	18.92	15.45	92.0	0.06	0.98	2.59	2.10	0.98	6.65	14.72	38.88	31.48	14.84
A353	38.43612	-121.51014	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.87	15.44	111.29	7.52	10.59	106.01	13.25	1.82	17.07	2.90	18.74	15.46	91.0	0.05	0.95	2.54	2.06	0.96	6.54	14.56	39.02	31.51	14.83
A351	38.43759	-121.50692	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.50	15.44	110.87	7.53	10.62	106.32	13.22	1.82	17.00	2.88	18.65	15.47	90.6	0.05	0.93	2.57	2.05	0.95	6.52	14.27	39.54	31.52	14.62
A349	38.43961	-121.50429	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.38	15.45	110.66	7.53	10.69	107.04	13.20	1.83	16.97	2.88	18.65	15.47	90.5	0.05	0.91	2.61	2.06	0.86	6.46	14.21	40.41	31.97	13.37
A347	38.44210	-121.50245	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.59	15.47	111.73	7.54	10.89	109.13	12.89	1.82	17.17	2.92	18.99	15.49	92.1	0.06	0.99	2.49	2.05	0.72	6.25	15.97	39.80	32.82	11.48
A345	38.44493	-121.50158	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.91	15.49	113.17	7.54	11.08	111.04	12.70	1.85	17.35	2.95	19.26	15.51	93.2	0.06	1.07	2.42	2.05	0.67	6.21	17.26	39.30	32.92	10.83
A343	38.44784	-121.50143	North Delta Tidal Transition Zone	Sacramento River	May-2024	13.42	15.50	113.90	7.54	11.36	113.88	12.68	1.82	17.48	2.90	19.36	15.52	93.8	0.06	1.09	2.53	2.08	0.69	6.42	17.02	39.97	32.47	10.76
A341	38.45073	-121.50132	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.94	15.50	113.40	7.55	11.33	113.61	12.82	1.84	17.45	2.92	19.32	15.52	93.1	0.06	1.12	2.53	2.08	0.71	6.49	17.34	39.57	32.19	10.98
A339	38.45363	-121.50154	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.64	15.49	111.68	7.56	11.30	113.30	12.89	1.85	17.35	2.96	19.21	15.51	91.6	0.06	1.18	2.53	2.10	0.72	6.59	17.91	38.76	32.09	11.10
A337	38.45647	-121.50225	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.66	15.48	107.69	7.58	11.39	114.16	12.78	1.88	17.11	2.99	19.07	15.50	88.4	0.05	1.29	2.44	2.07	0.80	6.62	19.56	36.85	31.40	12.17
A335	38.45930	-121.50305	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.67	15.48	106.23	7.59	11.43	114.60	12.76	1.90	17.05	3.01	18.99	15.50	87.4	0.05	1.31	2.49	2.14	0.76	6.71	19.52	37.03	32.02	11.43
A333	38.46214	-121.50375	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.51	15.50	105.87	7.59	11.36	113.98	13.05	1.92	17.09	3.02	18.89	15.52	87.2	0.05	1.24	2.60	2.31	0.65	6.83	18.32	38.18	33.87	9.65
A331	38.46501	-121.50428	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.60	15.52	106.07	7.59	11.24	112.73	13.12	1.91	17.14	2.99	18.89	15.54	87.4	0.05	1.24	2.52	2.25	0.72	6.76	18.50	37.45	33.33	10.76
A329	38.46791	-121.50466	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.66	15.55	106.07	7.60	10.73	107.75	13.02	1.86	17.18	2.90	18.92	15.57	87.4	0.05	1.23	2.49	2.13	0.83	6.67	18.57	37.29	31.57	12.70
A327	38.47063	-121.50575	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.71	15.56	106.10	7.60	10.50	105.41	12.89	1.82	17.18	2.86	18.93	15.58	87.4	0.05	1.22	2.45	2.01	0.91	6.55	18.59	37.26	30.18	14.16
A325	38.47252	-121.50847	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.50	15.57	106.18	7.60	10.45	104.96	12.73	1.78	17.25	2.84	18.92	15.60	87.5	0.05	1.12	2.40	1.87	0.99	6.34	17.59	37.64	29.16	15.65
A313	38.47380	-121.53011	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.69	15.58	106.36	7.61	10.31	103.59	13.61	1.90	17.53	3.00	19.37	15.61	87.7	0.05	1.07	2.61	2.17	0.76	6.63	16.18	39.55	32.84	11.41
A323	38.47356	-121.51189	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.42	15.58	106.21	7.60	10.51	105.50	12.71	1.78	17.29	2.86	18.97	15.60	87.5	0.05	1.10	2.37	1.87	0.96	6.31	17.53	37.64	29.42	15.39
A310	38.47391	-121.53564	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.64	15.59	106.34	7.61	10.27	103.19	13.39	1.90	17.61	2.99	19.39	15.62	87.6	0.05	1.07	2.59	2.17	0.75	6.60	16.25	39.37	32.93	11.44
A315	38.47399	-121.52643	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.65	15.58	106.35	7.61	10.34	103.85	13.61	1.90	17.51	3.01	19.33	15.61	87.7	0.05	1.07	2.61	2.18	0.75	6.64	16.26	39.45	32.96	11.31
A317	38.47429	-121.52277	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.50	15.59	106.33	7.61	10.39	104.35	13.25	1.89	17.47	2.99	19.17	15.61	87.6	0.05	1.10	2.53	2.11	0.80	6.56	16.82	38.66	32.23	12.20
A319	38.47443	-121.51908	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.52	15.59	106.28	7.61	10.42	104.70	12.78	1.86	17.41	2.92	19.14	15.62	87.6	0.05	1.07	2.42	2.03	0.88	6.41	16.73	37.80	31.74	13.66
A321	38.47423	-121.51542	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.44	15.59	106.23	7.61	10.45	105.01	12.70	1.81	17.35	2.87	19.13	15.62	87.6	0.05	1.05	2.37	1.94	0.92	6.28	16.83	37.76	30.75	14.66
A308	38.47477	-121.53913	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.57	15.59	106.34	7.60	10.26	103.09	13.67	1.94	17.66	3.03	19.54	15.62	87.6	0.05	1.00	2.68	2.31	0.66	6.67	15.08	40.10	34.74	9.99
A306	38.47615	-121.54237	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.44	15.60	106.36	7.60	10.23	102.76	13.82	1.93	17.70	3.06	19.58	15.63	87.7	0.05	0.97	2.75	2.41	0.60	6.71	14.40	40.76	35.83	8.91
A304	38.47817	-121.54504	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.42	15.60	106.40	7.60	10.20	102.49	13.67	1.91	17.73	3.04	19.60	15.63	87.8	0.05	0.98	2.74	2.38	0.60	6.67	14.60	40.88	35.50	8.99
A302	38.48068	-121.54690	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.44	15.61	106.46	7.61	10.17	102.21	13.40	1.87	17.79	3.00	19.66	15.63	87.8	0.05	0.97	2.74	2.33	0.59	6.60	14.62	41.35	35.18	8.85
A300	38.48310	-121.54889	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.47	15.61	106.52	7.61	10.14	101.95	13.13	1.84	17.86	2.97	19.72	15.63	87.9	0.05	0.96	2.75	2.31	0.54	6.56	14.69	41.93	35.15	8.23
A298	38.48561	-121.55071	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.53	15.61	106.59	7.61	10.14	101.96	13.21	1.85	17.93	3.00	19.79	15.63	88.0	0.05	1.04	2.71	2.32	0.58	6.68	15.59	40.90	34.90	8.59
A296	38.48814	-121.55251	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.64	15.60	106.72	7.61	10.32	103.70	13.67	1.94	18.01	3.10	19.92	15.62	88.0	0.05	1.14	2.71	2.43	0.66	6.99	16.35	39.16	35.00	9.27
A294	38.49065	-121.55437	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.69	15.59	106.78	7.61	10.50	105.53	13.84	1.95	18.05	3.12	19.96	15.61	88.0	0.05	1.08	2.77	2.47	0.62	6.99	15.54	39.85	35.49	8.88
A292	38.49318	-121.55617	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.72	15.59	106.82	7.61	10.57	106.22	13.90	1.94	18.08	3.11	20.00	15.61	88.1	0.05	1.03	2.79	2.44	0.62	6.94	14.92	40.53	35.43	8.89
A290	38.49572	-121.55806	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.77	15.60	106.90	7.60	10.52	105.70	13.82	1.90	18.15	3.07	20.09	15.63	88.2	0.05	1.01	2.76	2.34	0.62	6.81	14.99	41.01	34.73	9.21
A288	38.49845	-121.55911	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.77	15.60	106.95	7.60	10.39	104.43	13.60	1.89	18.19	3.05	20.11	15.63	88.3	0.05	1.05	2.75	2.31	0.62	6.80	15.57	40.88	34.34	9.19
A286	38.50135	-121.55901	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.78	15.61	107.00	7.60	10.31	103.64	13.49	1.89	18.22	3.05	20.16	15.63	88.3	0.05	1.07	2.77	2.33	0.61	6.82	15.83	40.83	34.37	8.96
A284	38.50413	-121.55806	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.78	15.61	107.07	7.60	10.21	102.66	13.30	1.86	18.29	3.02	20.23	15.64	88.3	0.05	1.05	2.81	2.34	0.53	6.76	15.61	41.74	34.83	7.89
A282	38.50683	-121.55672	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.75	15.62	107.11	7.60	10.17	102.23	13.16	1.84	18.32	2.98	20.23	15.64	88.4	0.05	1.07	2.79	2.31	0.53	6.71	15.88	41.69	34.52	7.97
A280	38.50951	-121.55531	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.73	15.62	107.14	7.60	10.15	102.04	13.24	1.84	18.37	2.94	20.25	15.65	88.4	0.05	1.05	2.79	2.30	0.55	6.70	15.66	41.78	34.45	8.17
A278	38.51215	-121.55371	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.78	15.63	107.19	7.60	10.15	102.09	13.85	1.91	18.45	2.98	20.39	15.65	88.4	0.05	1.03	2.85	2.32	0.56	6.75	15.23	42.11	34.33	8.36
A276	38.51411	-121.55111	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.75	15.62	107.19	7.60	10.18	102.32	14.46	1.99	18.49	3.04	20.45	15.64	88.4	0.05	1.03	2.92	2.37	0.51	6.84	15.06	42.70	34.70	7.55
A274	38.51509	-121.54764	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.64	15.61	107.17	7.59	10.20	102.56	14.63	2.03	18.53	3.12	20.51	15.63	88.3	0.05	1.11	2.89	2.43	0.51	6.97	15.98	41.70	34.99	7.30
A272	38.51591	-121.54411	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.46	15.59	107.08	7.59	10.36	104.04	14.18	2.10	18.59	3.25	20.74	15.62	88.2	0.05	1.34	2.67	2.44	0.66	7.14	18.81	37.58	34.35	9.23
A270	38.51658	-121.54056	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.44	15.58	107.02	7.59	10.49	105.38	13.94	2.11	18.61	3.28	20.82	15.60	88.2	0.05	1.39	2.64	2.48	0.67	7.21	19.41	36.85	34.45	9.27
A268	38.51697	-121.53690	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.42	15.57	106.92	7.59	10.72	107.66	13.99	2.08	18.64	3.25	20.75	15.59	88.1	0.05	1.33	2.80	2.50	0.48	7.15	18.59	39.45	35.21	6.68
A266	38.51711	-121.53320	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.41	15.57	106.89	7.59	10.78	108.24	14.18	2.05	18.67	3.16	20.61	15.59	88.1	0.05	1.19	2.95	2.49	0.29	6.95	17.18	42.59	35.95	4.21
A264	38.51748	-121.52952	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.44	15.58	106.91	7.59	10.72	107.67	14.23	2.10	18.69	3.15	20.62	15.60	88.2	0.05	1.17	3.07	2.60	0.18	7.00	16.68	43.73	36.94	2.65
A262	38.51853	-121.52607	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.48	15.58	106.94	7.58	10.51	105.56	14.52	2.17	18.73	3.29	20.67	15.60	88.2	0.05	1.21	3.31	2.81	0.06	7.33	16.37	44.81	38.06	0.77
A260	38.52087	-121.52406	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.48	15.58	106.95	7.58	10.40	104.43	14.75	2.20	18.76	3.37	20.73	15.61	88.3	0.05	1.22	3.39	2.87	0.05	7.50	16.22	44.94	38.08	0.74
A258	38.52334	-121.52579	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.51	15.59	106.96	7.58	10.34	103.85	14.53	2.16	18.77	3.28	20.75	15.62	88.3	0.05	1.18	3.23	2.76	0.18	7.33	16.06	43.82	37.52	2.57
A256	38.52534	-121.52847	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.52	15.60	106.95	7.58	10.25	103.03	14.17	2.07	18.81	3.15	20.75	15.63	88.2	0.05	1.12	2.91	2.50	0.42	6.95	16.10	41.82	35.94	6.08
A254	38.52769	-121.53058	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.51	15.60	106.91	7.58	10.19	102.35	14.12	2.08	18.84	3.16	20.79	15.63	88.1	0.05	1.15	2.79	2.42	0.50	6.87	16.72	40.66	35.26	7.29
A252	38.53043	-121.53051	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.51	15.58	106.81	7.58	10.33	103.77	14.10	2.11	18.89	3.21	20.94	15.61	88.0	0.05	1.26	2.75	2.42	0.43	6.90	18.30	40.27	35.23	6.17
A250	38.53214	-121.52761	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.52	15.55	106.78	7.57	10.99	110.32	14.28	2.14	18.96	3.26	21.09	15.58	88.0	0.05	1.35	2.92	2.42	0.27	7.04	19.31	42.06	34.81	3.76
A248	38.53334	-121.52428	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.54	15.55	106.81	7.56	11.06	111.03	14.49	2.15	18.98	3.28	21.12	15.58	88.1	0.05	1.37	2.99	2.47	0.30	7.17	19.21	41.95	34.58	4.17
A246	38.53462	-121.52092	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.60	15.56	107.00	7.56	10.95	109.91	14.64	2.14	19.06	3.27	21.28	15.59	88.2	0.05	1.39	2.99	2.54	0.34	7.27	19.19	41.18	34.76	4.71
A244	38.53624	-121.51796	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.63	15.56	106.81	7.56	10.96	109.99	14.47	2.13	19.05	3.27	21.22	15.58	87.9	0.05	1.31	3.05	2.67	0.25	7.30	17.97	41.82	36.50	3.46
