CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA raw	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA
A242	38.53828	-121.51531	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.63	15.56	106.73	7.56	11.10	111.43	14.56	2.12	19.06	3.29	21.13	15.59	88.0	0.05	1.28	3.07	2.65	0.31	7.34	17.51	41.94	36.14	4.21
A240	38.54059	-121.51319	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.64	15.58	106.87	7.56	11.14	111.92	14.69	2.09	19.11	3.26	21.11	15.61	88.3	0.05	1.27	3.04	2.61	0.42	7.36	17.36	41.38	35.47	5.69
A238	38.54315	-121.51144	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.71	15.60	107.17	7.56	11.03	110.78	14.86	2.08	19.20	3.24	21.18	15.64	88.6	0.05	1.28	2.97	2.58	0.52	7.33	17.46	40.33	35.13	7.06
A236	38.54596	-121.51152	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.81	15.62	107.63	7.56	10.73	107.86	14.91	2.09	19.31	3.24	21.31	15.66	88.9	0.05	1.33	2.92	2.50	0.51	7.26	18.32	40.09	34.45	7.07
A234	38.54876	-121.51252	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.80	15.62	107.91	7.56	10.58	106.39	14.93	2.10	19.34	3.27	21.36	15.66	89.1	0.05	1.36	2.96	2.55	0.43	7.28	18.56	40.57	34.83	5.98
A232	38.55155	-121.51351	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.76	15.62	107.93	7.56	10.45	105.01	15.07	2.12	19.35	3.29	21.38	15.66	89.0	0.05	1.38	3.01	2.57	0.40	7.34	18.75	40.87	34.87	5.45
A230	38.55437	-121.51437	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.76	15.62	108.13	7.56	10.25	103.06	15.20	2.15	19.38	3.30	21.42	15.66	89.2	0.05	1.42	3.12	2.65	0.28	7.45	19.01	41.76	35.40	3.76
A228	38.55716	-121.51539	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.78	15.62	107.96	7.56	10.20	102.51	15.15	2.14	19.38	3.29	21.42	15.66	89.0	0.05	1.44	3.15	2.67	0.25	7.48	19.11	41.98	35.48	3.40
A226	38.55979	-121.51689	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.89	15.62	108.00	7.56	10.15	102.11	15.00	2.16	19.43	3.31	21.48	15.65	89.0	0.05	1.43	3.17	2.69	0.23	7.51	18.93	42.21	35.77	3.13
A224	38.56168	-121.52002	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.93	15.62	108.63	7.56	10.14	101.94	15.02	2.18	19.45	3.31	21.49	15.65	89.4	0.05	1.41	3.16	2.63	0.27	7.48	18.90	42.38	35.17	3.57
A222	38.56452	-121.52099	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.95	15.60	108.46	7.56	10.22	102.72	15.05	2.21	19.43	3.37	21.51	15.63	88.9	0.05	1.47	3.18	2.63	0.29	7.63	19.31	42.07	34.64	3.89
A220	38.56726	-121.52036	North Delta Tidal Transition Zone	Sacramento River	May-2024	7.99	15.58	108.78	7.56	10.33	103.83	15.16	2.22	19.52	3.43	21.66	15.61	89.2	0.05	1.53	3.19	2.65	0.30	7.77	19.77	41.54	34.55	4.07
A218	38.56950	-121.51801	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.14	15.57	108.93	7.56	10.47	105.89	15.78	2.30	19.71	3.61	21.92	15.60	89.4	0.05	1.48	3.08	2.82	0.34	7.75	19.17	39.74	36.57	4.52
A216	38.57168	-121.51559	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.09	15.57	108.96	7.55	10.49	106.24	15.84	2.38	19.71	3.70	21.91	15.60	89.4	0.05	1.46	2.98	2.91	0.35	7.68	19.06	38.73	37.57	4.66
A214	38.57373	-121.51299	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.04	15.58	108.78	7.55	10.52	106.05	15.94	2.41	19.76	3.69	21.95	15.62	90.1	0.05	1.49	2.90	2.80	0.40	7.56	19.67	38.22	36.83	5.35
A212	38.57602	-121.51074	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.18	15.59	109.39	7.55	10.54	105.94	16.19	2.39	19.92	3.64	22.20	15.63	91.0	0.05	1.56	2.84	2.77	0.47	7.62	20.40	37.31	36.18	6.17
A210	38.57864	-121.50912	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.22	15.58	109.59	7.55	10.64	106.83	16.22	2.37	19.95	3.61	22.30	15.62	90.8	0.05	1.56	2.82	2.77	0.46	7.61	20.52	37.29	36.23	5.99
A208	38.58137	-121.50792	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.25	15.55	109.44	7.54	10.86	109.02	16.07	2.35	19.93	3.62	22.32	15.59	90.4	0.05	1.59	2.81	2.75	0.45	7.59	20.90	37.26	36.02	5.78
A206	38.58420	-121.50692	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.31	15.53	110.26	7.54	11.02	110.50	16.55	2.41	20.10	3.76	22.52	15.56	91.0	0.05	1.68	2.88	2.83	0.46	7.83	21.49	36.79	35.88	5.78
A204	38.58706	-121.50629	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.48	15.54	111.28	7.55	11.00	110.37	16.90	2.45	20.30	3.83	22.75	15.57	91.9	0.06	1.75	2.94	2.92	0.47	8.05	21.73	36.39	36.13	5.73
A202	38.58997	-121.50662	North Delta Tidal Transition Zone	Sacramento River	May-2024	8.70	15.56	112.77	7.55	10.95	109.96	17.10	2.52	20.57	3.92	23.08	15.58	93.0	0.06	1.86	2.99	3.11	0.42	8.32	22.35	35.80	37.02	5.06
A1234	38.05977	-121.93235	Suisun Bay	Honker Bay	May-2024	14.23	16.59	203.23	7.84	10.32	105.96	24.39	2.29	19.21	3.46	22.56	16.58	166.1	0.10	1.16	4.14	2.62	0.09	8.08	15.88	51.10	31.81	1.14
A1131	38.09535	-122.03017	Suisun Bay	Grizzly Bay	May-2024	14.51	16.59	671.03	7.89	10.47	107.61	35.93	3.23	22.61	4.75	28.14	16.58	550.0	0.32	1.49	5.73	4.00	0.00	11.24	12.80	51.48	35.73	0.00
A4994	38.02065	-121.51898	Central Delta Tidal Transition Zone	Middle River	May-2024	19.99	18.14	294.25	7.81	9.63	102.10	4.07	2.05	40.87	3.38	45.46	18.15	262.0	0.15	0.55	2.08	0.03	1.28	3.96	13.89	52.81	0.79	32.50
A3619	38.02625	-121.83312	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.59	17.19	211.23	7.73	9.27	96.35	10.70	2.19	28.00	3.50	32.60	17.17	180.6	0.10	0.17	3.72	1.60	0.00	5.52	2.98	67.90	29.12	0.00
A3580	38.02423	-121.76266	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.54	17.23	204.48	7.76	9.39	97.73	9.31	2.18	28.37	3.57	32.85	17.21	174.7	0.10	0.66	3.61	1.60	0.00	5.85	11.20	61.54	27.30	0.00
A3569	38.03144	-121.77684	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.53	17.21	205.08	7.76	9.39	97.65	10.21	2.26	28.18	3.67	32.71	17.19	175.3	0.10	0.78	3.65	1.79	0.00	6.20	12.58	58.62	28.78	0.00
A3571	38.03050	-121.78024	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.45	17.20	204.95	7.76	9.39	97.61	10.59	2.26	28.09	3.66	32.66	17.19	175.2	0.10	0.77	3.66	1.81	0.00	6.24	12.32	58.66	29.01	0.00
A4975	38.04128	-121.52770	Central Delta Tidal Transition Zone	Middle River	May-2024	20.56	18.01	265.49	7.77	9.87	104.38	5.69	1.97	36.57	3.24	40.83	18.02	235.4	0.13	0.83	2.22	0.16	1.09	4.33	19.17	51.88	3.54	25.38
A4969	38.04701	-121.52436	Central Delta Tidal Transition Zone	Three River Reach	May-2024	23.01	17.95	257.99	7.70	9.71	102.51	5.26	1.84	33.79	3.03	37.80	17.96	226.7	0.13	0.75	2.47	0.30	0.93	4.50	16.83	55.45	6.82	20.94
A4779	38.05250	-121.46007	Central Delta Tidal Transition Zone	Disappointment Slough	May-2024	7.94	18.50	228.78	7.72	8.91	95.14	2.31	1.46	36.22	2.55	39.79	18.48	196.7	0.11	0.31	2.68	0.07	1.10	4.21	7.57	64.49	1.73	26.29
A4909	38.05515	-121.65192	Central Delta Tidal Transition Zone	False River	May-2024	9.42	17.58	215.46	7.98	10.00	104.84	7.70	2.79	30.50	4.65	33.62	17.60	183.9	0.10	1.66	2.63	2.49	0.76	7.55	22.05	34.86	32.87	10.23
A4912	38.05581	-121.64650	Central Delta Tidal Transition Zone	False River	May-2024	9.05	17.59	216.72	8.00	10.03	105.14	7.91	2.89	30.78	4.88	33.96	17.61	187.0	0.11	1.55	2.72	2.87	0.65	7.86	19.90	34.99	36.75	8.44
A4395	38.05979	-121.58222	Central Delta Tidal Transition Zone	Old River	May-2024	11.55	18.42	291.29	7.90	9.52	101.51	4.33	2.24	43.29	3.72	47.77	18.43	257.6	0.14	0.78	2.50	0.83	0.60	4.74	16.66	52.86	17.28	13.15
A814	38.05877	-121.85911	Western Delta Tidal Transition Zone	Sacramento River	May-2024	13.85	16.89	194.11	7.80	10.56	109.11	16.36	2.26	23.43	3.61	27.32	16.91	167.6	0.10	0.43	4.42	2.60	0.02	7.48	5.84	59.19	34.65	0.34
A866	38.05849	-121.94526	Suisun Bay	Honker Bay	May-2024	14.07	16.77	214.45	7.83	10.09	103.98	19.36	2.42	21.27	3.82	24.81	16.76	180.3	0.10	0.96	4.23	2.78	0.01	8.00	12.05	52.82	34.81	0.09
A868	38.05723	-121.94908	Suisun Bay	Honker Bay	May-2024	13.91	16.80	215.29	7.83	10.05	103.58	18.36	2.42	21.61	3.84	25.14	16.79	183.6	0.11	0.85	4.40	2.79	0.01	8.08	10.65	54.29	34.63	0.12
A872	38.05693	-121.95634	Suisun Bay	Honker Bay	May-2024	13.88	16.77	210.30	7.83	10.03	103.32	20.27	2.36	20.97	3.66	24.52	16.76	179.2	0.10	0.79	4.45	2.65	0.01	7.91	9.99	56.27	33.48	0.19
A875	38.05645	-121.96208	Suisun Bay	Honker Bay	May-2024	13.94	16.79	212.36	7.83	9.93	102.31	18.95	2.31	21.30	3.61	24.80	16.78	180.2	0.10	0.68	4.48	2.59	0.01	7.74	8.62	57.89	33.34	0.09
A877	38.05669	-121.96588	Suisun Bay	Honker Bay	May-2024	13.96	16.82	216.74	7.82	9.85	101.61	16.87	2.27	21.99	3.58	25.52	16.82	186.1	0.11	0.50	4.47	2.53	0.00	7.47	6.55	59.77	33.75	0.01
A881	38.05669	-121.97316	Suisun Bay	Suisun Bay	May-2024	13.85	16.85	223.88	7.81	9.83	101.46	15.77	2.25	22.48	3.52	26.06	16.85	202.2	0.12	0.40	4.43	2.44	0.00	7.27	5.61	60.80	33.53	0.01
A884	38.05694	-121.97841	Suisun Bay	Suisun Bay	May-2024	13.90	16.87	234.46	7.81	9.76	100.73	15.96	2.25	22.55	3.54	26.19	16.87	212.9	0.12	0.34	4.64	2.54	0.00	7.53	4.73	61.43	33.76	0.06
A3494	38.08158	-121.68109	Central Delta Tidal Transition Zone	San Joaquin River	May-2024	15.31	17.66	193.11	7.71	9.93	104.26	8.40	2.03	26.94	3.35	30.15	17.65	166.6	0.09	1.30	2.97	1.42	0.33	6.05	20.71	50.29	23.92	5.08
A1017	38.08222	-122.07669	Suisun Bay	Suisun Bay	May-2024	19.85	16.66	1269.58	7.83	9.67	99.72	68.34	4.91	34.19	7.02	47.93	16.67	1054.8	0.63	4.37	7.90	4.92	0.00	17.16	25.22	46.11	28.71	0.00
A3622	38.09316	-121.57649	Central Delta Tidal Transition Zone	San Joaquin River	May-2024	17.40	17.53	208.77	7.65	9.57	100.17	6.62	1.74	28.39	2.87	31.89	17.51	178.1	0.10	0.77	3.09	0.89	0.40	5.18	14.89	60.15	17.48	7.40
A2367	38.23914	-121.68238	Cache Slough Complex	Prospect Slough	May-2024	8.24	16.76	285.90	8.30	9.80	100.98	9.69	1.32	26.04	2.15	29.49	16.76	235.4	0.13	0.00	3.47	0.76	0.26	4.53	0.01	78.28	14.79	7.09
A2424	38.27518	-121.69669	Cache Slough Complex	Shag Slough	May-2024	6.02	17.38	358.14	8.59	12.10	126.26	4.25	1.49	33.07	2.36	37.18	17.43	326.6	0.18	0.08	2.97	0.81	0.33	4.21	1.72	70.85	19.39	8.00
A2334	38.28276	-121.66437	Cache Slough Complex	Prospect Slough	May-2024	21.42	18.46	644.51	8.19	9.18	98.05	12.29	2.40	61.86	3.82	73.73	18.49	583.4	0.33	0.00	4.21	1.04	0.08	5.36	0.00	78.93	19.44	1.65
A2328	38.29175	-121.66590	Cache Slough Complex	Prospect Slough	May-2024	12.11	18.25	569.31	8.62	10.94	116.38	7.53	1.80	52.46	2.90	61.41	18.28	510.9	0.29	0.00	3.52	0.62	0.30	4.41	0.00	79.53	13.69	6.91
A4656	37.82921	-121.55259	South Delta Tidal Transition Zone	Old River	May-2024	45.04	16.73	239.89	7.41	10.13	104.13	15.74	1.93	25.54	3.20	29.11	16.75	204.0	0.12	1.15	3.43	1.07	0.01	5.67	20.11	60.42	19.02	0.14
A4616	37.85277	-121.56191	South Delta Tidal Transition Zone	Old River	May-2024	45.72	16.80	250.95	7.51	9.91	102.20	14.53	1.80	26.32	2.89	29.94	16.78	211.0	0.12	0.75	3.13	1.00	0.09	5.00	15.07	62.62	20.18	1.95
A4613	37.85654	-121.56446	South Delta Tidal Transition Zone	Old River	May-2024	45.09	16.82	253.97	7.51	10.08	103.94	14.13	1.72	26.28	2.82	29.85	16.81	215.2	0.12	0.65	3.15	0.95	0.12	4.90	13.30	64.30	19.45	2.80
A4624	37.85857	-121.55409	South Delta Tidal Transition Zone	Old River	May-2024	29.26	17.31	264.14	7.93	10.24	106.84	7.86	1.56	28.61	2.56	32.24	17.20	228.1	0.13	0.54	2.20	0.51	0.75	4.03	12.69	55.22	11.70	20.33
A5831	37.88192	-121.50657	South Delta Tidal Transition Zone	Victoria Canal	May-2024	20.58	17.96	300.92	7.78	9.76	103.07	4.81	1.53	33.47	2.51	36.68	17.93	257.3	0.14	0.20	1.83	0.18	1.13	3.35	6.09	54.89	5.29	33.72
A5135	37.88907	-121.48775	South Delta Tidal Transition Zone	Middle River	May-2024	23.78	18.18	328.08	7.76	9.87	104.72	5.25	1.76	37.81	2.87	42.37	18.18	285.3	0.16	0.00	2.63	1.29	0.10	4.08	0.00	65.25	31.88	2.71
A5117	37.90666	-121.50506	South Delta Tidal Transition Zone	Middle River	May-2024	23.25	18.41	347.58	7.78	9.64	102.76	5.23	1.94	42.60	3.18	47.37	18.40	304.4	0.17	0.30	2.04	0.47	0.99	3.80	7.69	53.96	12.27	26.05
A5113	37.90737	-121.51129	South Delta Tidal Transition Zone	Middle River	May-2024	22.87	18.45	347.76	7.78	9.93	105.94	4.92	1.97	43.23	3.29	47.97	18.44	305.2	0.17	0.33	2.07	0.60	0.92	3.89	8.35	52.89	15.09	23.78
A5067	37.95011	-121.53352	South Delta Tidal Transition Zone	Middle River	May-2024	20.54	18.69	353.26	7.79	9.65	103.49	3.49	2.12	48.15	3.51	53.46	18.68	313.4	0.17	0.53	1.78	0.07	1.32	3.73	14.22	48.17	1.77	35.76
A3836	37.95156	-121.33635	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	40.54	16.61	254.12	7.39	9.47	97.38	10.58	2.22	26.43	3.58	30.29	16.61	213.5	0.12	0.66	3.40	2.66	0.39	7.12	8.81	48.51	36.86	5.53
A3833	37.95283	-121.34164	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	40.65	16.58	253.39	7.40	9.55	98.08	9.25	2.00	26.30	3.17	30.05	16.52	212.7	0.12	0.54	3.22	2.26	0.54	6.58	8.22	48.99	33.04	9.23
A5052	37.96934	-121.53192	South Delta Tidal Transition Zone	Middle River	May-2024	20.17	18.68	342.93	7.85	9.94	106.62	3.25	2.05	46.98	3.46	52.16	18.68	304.6	0.17	0.51	1.93	0.19	1.24	3.90	13.24	49.93	4.66	32.25
A5652	37.97158	-121.50941	South Delta Tidal Transition Zone	Empire Cut	May-2024	21.35	18.50	334.31	7.80	9.24	98.75	3.43	2.12	45.36	3.47	50.42	18.50	296.3	0.16	0.32	2.13	0.32	1.11	3.91	8.21	54.59	8.40	28.75
A5630	37.97578	-121.51453	South Delta Tidal Transition Zone	Latham Slough	May-2024	21.49	18.51	333.30	7.84	9.40	100.36	3.75	2.20	45.24	3.67	50.30	18.52	295.6	0.16	0.49	2.12	0.43	1.21	4.26	11.42	50.03	9.95	28.63
A4495	37.99288	-121.57791	South Delta Tidal Transition Zone	Old River	May-2024	20.99	18.86	356.32	7.89	9.44	101.58	3.70	2.50	46.51	4.08	51.50	18.85	315.4	0.17	1.40	2.32	1.19	0.65	5.60	25.15	41.70	21.36	11.78
A3771	37.99334	-121.43516	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	35.83	17.25	242.21	7.33	9.70	100.97	6.34	1.58	26.37	2.51	29.90	17.23	207.2	0.12	0.00	2.80	1.45	0.28	4.54	0.00	61.78	32.05	6.21
A3784	37.99390	-121.41225	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	36.96	17.17	244.10	7.35	9.25	96.10	5.54	1.55	26.60	2.55	29.84	17.19	209.5	0.12	0.19	2.71	1.38	0.59	4.90	3.76	56.29	27.27	12.53
A3776	37.99521	-121.42643	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	36.07	17.15	241.95	7.31	9.46	98.23	5.72	1.58	26.36	2.46	29.74	17.12	206.1	0.12	0.01	2.64	1.33	0.42	4.45	0.16	60.04	30.19	9.65
A3780	37.99539	-121.41924	San Joaquin Tidal Transition Zone	San Joaquin River	May-2024	36.68	17.08	241.95	7.32	9.34	96.88	5.55	1.56	26.33	2.50	29.73	17.05	206.1	0.12	0.08	2.54	1.34	0.49	4.47	1.72	57.42	29.88	10.91
A5288	37.99784	-121.40916	San Joaquin Tidal Transition Zone	Fourteenmile Slough	May-2024	32.41	17.68	252.68	7.35	9.53	100.01	5.83	1.45	29.22	2.38	33.14	17.79	228.3	0.13	0.09	3.00	0.70	0.74	4.57	1.91	66.38	14.15	17.28
A5011	37.99894	-121.51380	Central Delta Tidal Transition Zone	Middle River	May-2024	19.68	18.23	307.46	7.89	9.72	103.19	3.36	2.26	42.68	3.72	47.49	18.24	272.3	0.15	0.90	2.24	0.52	1.05	4.70	19.32	47.49	9.71	23.35
A5275	38.00498	-121.40237	San Joaquin Tidal Transition Zone	Fourteenmile Slough	May-2024	27.69	18.28	276.80	7.39	9.27	98.54	5.57	1.49	32.75	2.53	37.01	18.32	251.7	0.14	0.51	2.81	0.17	1.09	4.65	10.64	62.09	3.39	23.92
A5007	38.00483	-121.51310	Central Delta Tidal Transition Zone	Middle River	May-2024	19.44	18.19	303.32	7.87	9.66	102.52	3.22	2.10	42.10	3.52	46.52	18.19	266.1	0.15	0.83	2.00	0.01	1.34	4.20	19.75	47.93	0.20	32.09
A5272	38.00686	-121.39738	San Joaquin Tidal Transition Zone	Fourteenmile Slough	May-2024	25.72	18.45	286.78	7.43	9.15	97.59	5.38	1.66	34.21	2.78	38.83	18.46	262.4	0.14	0.82	2.85	0.38	1.01	5.09	16.05	56.70	7.23	20.04
A4479	38.00872	-121.57949	Central Delta Tidal Transition Zone	Old River	May-2024	18.29	18.78	344.22	7.87	9.32	100.16	4.27	2.52	45.99	4.09	51.05	18.78	302.1	0.17	1.34	2.42	1.29	0.59	5.63	23.74	42.99	22.85	10.48
A5264	38.01233	-121.38461	San Joaquin Tidal Transition Zone	Fourteenmile Slough	May-2024	19.72	18.80	318.52	7.47	8.55	91.95	5.35	2.03	38.59	3.35	43.66	18.82	287.2	0.16	1.61	2.95	0.54	0.98	6.10	26.40	48.42	8.76	16.27
A5582	38.01675	-121.58187	Central Delta Tidal Transition Zone	Holland Cut	May-2024	16.04	18.73	333.59	7.87	9.48	101.71	4.36	2.42	45.27	3.97	50.16	18.72	288.8	0.16	1.20	2.38	1.04	0.71	5.32	22.51	44.68	19.54	13.29
A4848	38.02067	-121.51614	Central Delta Tidal Transition Zone	Columbia Cut	May-2024	20.19	18.13	295.58	7.81	9.61	101.85	3.89	2.04	40.83	3.39	45.42	18.14	262.8	0.15	0.53	2.10	0.05	1.28	4.00	13.51	52.84	1.22	32.36
A3602	38.02077	-121.80369	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.55	17.07	204.22	7.75	9.36	97.03	11.32	2.21	27.51	3.58	32.07	17.06	174.1	0.10	0.71	3.66	1.68	0.00	6.06	11.74	60.46	27.81	0.00
A3600	38.02128	-121.80003	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.56	17.07	204.07	7.74	9.36	97.05	11.47	2.25	27.54	3.60	32.14	17.05	174.0	0.10	0.70	3.67	1.70	0.00	6.09	11.53	60.53	27.97	0.00
A3598	38.02130	-121.79626	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.53	17.07	204.06	7.74	9.36	97.06	11.54	2.27	27.56	3.61	32.20	17.06	174.1	0.10	0.69	3.68	1.71	0.00	6.09	11.34	60.60	28.09	0.00
A3579	38.02399	-121.79335	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.57	17.08	203.57	7.74	9.38	97.28	11.55	2.29	27.54	3.63	32.20	17.08	173.8	0.10	0.74	3.68	1.72	0.00	6.13	12.02	60.04	27.95	0.00
A3577	38.02440	-121.78974	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.55	17.12	204.31	7.74	9.38	97.29	11.19	2.31	27.81	3.64	32.49	17.12	174.7	0.10	0.73	3.68	1.76	0.00	6.15	11.80	59.71	28.52	0.00
A3575	38.02489	-121.78612	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.52	17.16	205.19	7.75	9.37	97.32	10.79	2.31	28.08	3.65	32.75	17.15	175.5	0.10	0.75	3.67	1.78	0.00	6.17	12.06	59.17	28.81	0.00
A4051	38.02753	-121.84421	Western Delta Tidal Transition Zone	New York Slough	May-2024	13.76	17.18	210.36	7.72	9.29	96.56	11.49	2.29	27.54	3.59	32.22	17.17	180.2	0.10	0.21	3.77	1.88	0.00	5.88	3.52	64.45	32.01	0.00
A3620	38.02748	-121.83135	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.54	17.19	211.07	7.73	9.27	96.37	10.47	2.18	28.05	3.50	32.61	17.17	180.3	0.10	0.16	3.71	1.60	0.00	5.50	2.80	67.95	29.27	0.00
A4047	38.02702	-121.83671	Western Delta Tidal Transition Zone	New York Slough	May-2024	13.69	17.18	211.13	7.73	9.28	96.42	11.06	2.21	27.90	3.52	32.62	17.17	180.7	0.10	0.18	3.75	1.63	0.00	5.58	3.19	67.42	29.38	0.00
A5247	38.02847	-121.40341	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2024	26.26	18.71	289.61	7.59	8.99	96.38	4.02	2.12	35.67	3.45	40.00	18.72	259.3	0.14	1.38	2.54	0.99	1.53	6.45	21.39	39.50	15.40	23.83
A5573	38.02981	-121.58356	Central Delta Tidal Transition Zone	Holland Cut	May-2024	11.32	18.59	305.91	7.94	10.01	107.16	4.43	2.28	43.14	3.70	47.80	18.59	267.0	0.15	0.90	2.38	0.87	0.71	4.88	18.38	49.23	17.88	14.70
A3581	38.02374	-121.76435	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.59	17.23	204.96	7.76	9.39	97.69	9.47	2.20	28.41	3.58	32.94	17.22	175.0	0.10	0.65	3.62	1.60	0.00	5.85	11.08	61.68	27.26	0.00
A4059	38.03074	-121.85802	Western Delta Tidal Transition Zone	New York Slough	May-2024	13.76	17.15	208.32	7.71	9.34	96.96	13.29	2.36	26.48	3.68	30.93	17.14	178.3	0.10	0.29	3.77	2.02	0.00	6.10	4.77	61.99	33.25	0.00
A4416	38.03222	-121.57926	Central Delta Tidal Transition Zone	Old River	May-2024	10.71	18.55	301.70	7.95	10.14	108.40	4.46	2.23	42.54	3.66	47.11	18.55	263.1	0.14	0.85	2.40	0.86	0.68	4.81	17.85	50.39	17.97	14.08
A3570	38.03153	-121.77874	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.47	17.20	205.08	7.76	9.39	97.62	10.40	2.26	28.15	3.67	32.70	17.19	175.3	0.10	0.78	3.65	1.81	0.00	6.23	12.44	58.53	29.02	0.00
A3572	38.02916	-121.78169	Western Delta Tidal Transition Zone	San Joaquin River	May-2024	13.43	17.20	205.52	7.75	9.38	97.53	10.57	2.28	28.21	3.68	32.83	17.19	175.7	0.10	0.79	3.66	1.79	0.00	6.23	12.71	58.55	28.73	0.00
A4021	38.03211	-121.83043	Western Delta Tidal Transition Zone	Broad Slough	May-2024	13.73	17.16	209.40	7.72	9.32	96.75	10.81	2.10	27.57	3.45	32.17	17.13	178.8	0.10	0.13	3.70	1.55	0.00	5.39	2.27	68.95	28.60	0.01
A3696	38.03515	-121.49281	Central Delta Tidal Transition Zone	San Joaquin River	May-2024	29.26	17.56	257.25	7.48	9.41	98.60	4.77	1.65	30.76	2.68	34.54	17.53	222.7	0.13	0.13	2.53	0.49	0.70	3.86	4.16	64.97	12.51	17.97
A4801	38.03903	-121.44017	Central Delta Tidal Transition Zone	Disappointment Slough	May-2024	7.35	18.55	266.31	7.74	8.89	95.09	2.58	1.75	41.34	3.06	46.01	18.57	230.7	0.13	0.55	3.01	0.27	1.16	5.01	10.95	60.22	5.31	23.11
A3694	38.03744	-121.49573	Central Delta Tidal Transition Zone	San Joaquin River	May-2024	29.07	17.75	256.08	7.51	9.50	99.90	4.48	1.62	30.50	2.66	34.05	17.74	221.8	0.12	0.32	2.64	0.61	0.73	4.31	7.21	61.54	13.54	17.23
A5238	38.04117	-121.40475	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2024	16.07	18.65	295.14	7.80	9.15	97.96	2.98	2.00	40.40	3.39	45.28	18.64	261.2	0.14	1.48	2.71	0.66	1.23	6.11	24.14	44.67	10.58	20.54
A4823	38.04226	-121.41954	Central Delta Tidal Transition Zone	Disappointment Slough	May-2024	8.55	18.83	281.85	7.78	9.26	99.59	2.70	1.89	42.30	3.20	47.32	18.88	247.7	0.14	1.02	3.30	0.67	0.88	5.84	17.38	56.25	11.03	15.44
A3691	38.04014	-121.50088	Central Delta Tidal Transition Zone	San Joaquin River	May-2024	28.86	17.98	253.19	7.56	9.55	100.91	4.45	1.61	29.86	2.65	33.26	17.97	219.2	0.12	0.46	2.98	0.99	0.51	4.87	8.38	61.87	20.67	9.17
A4814	38.04187	-121.42860	Central Delta Tidal Transition Zone	Disappointment Slough	May-2024	7.09	18.91	271.49	7.77	9.29	99.97	2.44	1.78	41.78	3.04	46.66	18.85	239.4	0.13	0.77	3.03	0.29	1.16	5.22	14.67	57.76	5.36	22.19
